"","DEPT","SP","GR","CALI","BITSIZE","MSFL","LLD","LLS","RHOB","NPHI","DT","MUDWGT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"915",555,-2.77227,75.4353,13.0466,12.25,2.8011,22.9468,16.585,2.2393,54.1711,126.2775,9.8,"WA2",555,0.312971913392545,0.102212224200822,0.179262628578108,0.165761458352109,0.131830037100059,0.264967741935484,38.3052103708769
"916",555.5,-3.68066,73.0807,13.4674,12.25,2.7087,23.3923,16.7162,2.2489,53.6533,125.3511,9.8,"WA2",555.5,0.299977704661823,0.0961416437161302,0.170171007473243,0.157260686253419,0.124988388060443,0.258774193548387,37.9390535264999
"917",556,-4.49735,68.4485,13.5032,12.25,2.5533,24.087,16.6699,2.2298,53.5362,127.1281,9.8,"WA2",556,0.274414223101281,0.0847736172763984,0.152756093911581,0.140988479254266,0.111952271425535,0.271096774193548,37.8562954071115
"918",556.5,-4.93374,68.8902,13.0483,12.25,2.334,24.9037,16.5167,2.2604,51.5205,129.1373,9.8,"WA2",556.5,0.276851809951005,0.0858257466956139,0.154390188956402,0.142514673778451,0.113171818510362,0.251354838709677,36.4309284777711
"919",557,-5.37023,69.875,12.8366,12.25,2.2292,25.5195,16.3441,2.2881,51.2288,128.00121,9.8,"WA2",557,0.28228657456411,0.0881953561233531,0.158053456078587,0.145936588992872,0.115908459522429,0.233483870967742,36.22460810111
"920",557.5,-5.80662,72.9583,13.061,12.25,2.2969,25.8824,16.926,2.2689,52.1199,126.2378,9.8,"WA2",557.5,0.299302222138829,0.0958315723011628,0.169702857758531,0.15682305977947,0.124636785233326,0.245870967741936,36.8547447999764
"921",558,-6.24311,74.6851,12.7384,12.25,2.8167,26.1136,17.5801,2.2569,53.0898,124.3469,9.8,"WA2",558,0.308831823615178,0.100256070423956,0.176348146911423,0.163035995326737,0.129634013793282,0.253612903225806,37.5405859273978
"922",558.5,-6.587,75.3774,12.6241,12.25,2.9985,27.953,18.1109,2.2498,53.6979,122.3462,9.8,"WA2",558.5,0.312652383669658,0.102060508628634,0.179037094412009,0.165550538516123,0.131660003932106,0.258193548387097,37.9705881460798
"923",559,-6.90419,75.322,12.7381,12.25,3.192,28.5653,18.5745,2.2436,53.9214,121.8682,9.8,"WA2",559,0.312346650566931,0.101915460160343,0.178821391841707,0.165348815174629,0.131497398090121,0.262193548387097,38.1286383406018
"924",559.5,-7.22148,74.8148,12.7885,12.25,3.3979,27.4509,16.3175,2.2431,52.9436,124.7928,9.8,"WA2",559.5,0.309547592269036,0.100592781115265,0.176850828342044,0.163506049818682,0.130012586080212,0.262516129032258,37.4372387849184
"925",560,-7.53867,75.3216,13.2406,12.25,3.6365,25.3741,15.8821,2.2356,51.7133,126.9841,9.8,"WA2",560,0.312344443107705,0.101914413292478,0.178819834754831,0.165347359006296,0.131496224345133,0.267354838709678,36.5673137890916
"926",560.5,-7.85596,75.813,13.1266,12.25,3.755,23.5319,15.6998,2.224,50.1219,127.2232,9.8,"WA2",560.5,0.315056306766194,0.103204969509388,0.180736313241783,0.167139701703324,0.132941467415376,0.274838709677419,35.4420681953405
"927",561,-8.17315,75.4325,12.9675,12.25,3.798,22.6883,15.5757,2.2496,49.2072,126.1937,9.8,"WA2",561,0.312956461177966,0.102204884489868,0.17925171961827,0.165751256230656,0.131821812318919,0.258322580645161,34.7952242584789
"928",561.5,-8.49045,76.3528,13.2727,12.25,3.5995,21.8938,15.6165,2.2536,49.0395,125.4464,9.8,"WA2",561.5,0.318035272990964,0.104633021735838,0.182849874501366,0.169116535151609,0.134536702205891,0.255741935483871,34.6766345266345
"929",562,-8.80763,77.5324,13.1405,12.25,3.3575,21.3796,16.74,2.2625,48.4102,122.4845,9.8,"WA2",562,0.324545070246871,0.107791910305981,0.18749903234499,0.1734655591724,0.138050835481643,0.25,34.2316371507411
"930",562.5,-9.12492,76.1655,12.7871,12.25,3.1368,20.8775,15.9103,2.2789,47.9818,125.5323,9.8,"WA2",562.5,0.317001630208638,0.104136279119893,0.182115521175079,0.168429667252276,0.133982276858313,0.23941935483871,33.9286785247191
"931",563,-9.44211,73.8739,12.5604,12.25,2.6339,20.1749,14.7691,2.3092,48.4438,127.4364,9.8,"WA2",563,0.304355096305927,0.0981641003520147,0.173215449916985,0.160106873668074,0.127276541457079,0.219870967741935,34.2552923041277
"932",563.5,-9.7594,72.4951,12.9503,12.25,2.5215,19.3409,14.6208,2.3059,50.206,127.7603,9.8,"WA2",563.5,0.296745984355736,0.0946630155074173,0.167935195608975,0.155170739961625,0.123309783511027,0.222,35.5013501151717
"933",564,-10.07659,71.413,12.8504,12.25,3.2832,19.1583,14.3742,2.2814,52.5641,128.9169,9.8,"WA2",564,0.290774255286037,0.091962772400079,0.163830018032347,0.151334001450797,0.120231584779407,0.237806451612903,37.1688119309619
"934",564.5,-10.39388,70.3309,12.9939,12.25,4.4008,18.9775,15.0621,2.3093,54.7516,127.6903,9.8,"WA2",564.5,0.284802526216338,0.0893035694204111,0.159758685187089,0.147529715467017,0.117183639844795,0.219806451612903,38.7155396283984
"935",565,-10.71107,69.6011,13.488,12.25,4.8498,20.9298,16.3279,2.2806,54.219,125.2493,9.8,"WA2",565,0.28077501685947,0.0875329835014291,0.157031828434911,0.144982197431712,0.115144875122325,0.238322580645161,38.3389929357335
"936",565.5,-11.02826,69.9115,13.5812,12.25,4.0859,20.9806,16.6788,2.249,52.3845,124.0001,9.8,"WA2",565.5,0.282488005218434,0.0882838181553516,0.158189760219787,0.146063926796889,0.11601035818506,0.258709677419355,37.0418869048756
"937",566,-11.34555,71.0916,14.0883,12.25,3.9329,20.8227,16.7677,2.2291,52.361,126.7916,9.8,"WA2",566,0.289000561798373,0.0911686928658127,0.162617250146985,0.150200694037288,0.119323160970061,0.271548387096774,37.0253160656768
"938",566.5,-11.66274,72.1304,13.452,12.25,4.0272,20.8343,16.2984,2.2094,52.8844,127.7579,9.8,"WA2",566.5,0.294733333406915,0.0937483289376895,0.166547829707457,0.153874004031636,0.122268930841685,0.284258064516129,37.3954580531329
"939",567,-11.98003,73.3884,12.9088,12.25,3.9789,20.83,15.5439,2.2397,51.9803,127.7264,9.8,"WA2",567,0.301675792671015,0.096923505440339,0.17134982189885,0.158362686499547,0.125874029259343,0.264709677419355,36.7560992170233
"940",567.5,-12.29723,71.5798,13.341,12.25,3.6104,20.8726,15.2301,2.2942,51.1136,128.5907,9.8,"WA2",567.5,0.291694765783058,0.0923763093501599,0.164460596037484,0.151923292753719,0.120704089299131,0.229548387096774,36.1431376434173
"941",568,-12.61452,70.8402,13.556,12.25,3.898,21.919,15.52,2.31,50.5646,128.99741,9.8,"WA2",568,0.287613173675166,0.0905500744635017,0.161670695992004,0.149316209156984,0.118614441954562,0.219354838709677,35.754907982718
"942",568.5,-12.9317,71.6007,13.725,12.25,4.539,23.7965,15.9246,2.2936,49.6293,129.41479,9.8,"WA2",568.5,0.291810105527588,0.0924281942916885,0.164539664055231,0.151997185217884,0.120763344761717,0.229935483870968,35.0935912156105
"943",569,-13.24899,73.6505,13.5991,12.25,4.6453,25.0094,16.4743,2.2385,47.6077,128.2516,9.8,"WA2",569,0.303122230328503,0.0975921889096482,0.172356131312951,0.159303472120233,0.126630403709353,0.265483870967742,33.664250927176
"944",569.5,-13.56619,76.5946,13.5471,12.25,3.9996,25.9646,16.8114,2.2208,45.8042,127.4113,9.8,"WA2",569.5,0.31936968209276,0.105276255458636,0.183799465228292,0.170004754507353,0.135253888219162,0.276903225806451,32.3890522633533
"945",570,-13.88348,78.2576,13.3556,12.25,3.6564,27.5533,16.9621,2.2022,45.8504,127.2397,9.8,"WA2",570,0.328547193822646,0.109760287601401,0.190378159260066,0.176159237295589,0.140230657219026,0.288903225806452,32.421772354653
"946",570.5,-14.20066,76.4869,13.0496,12.25,4.6558,25.7955,17.0303,2.189,48.2005,127.516,9.8,"WA2",570.5,0.318775323696302,0.104989481190384,0.183376291595706,0.169608925853429,0.134934246672622,0.29741935483871,34.0835492468334
"947",571,-14.51785,73.4611,12.8447,12.25,5.5402,25.832,16.3756,2.2128,49.2405,127.8055,9.8,"WA2",571,0.302076998385244,0.0971087330199012,0.171628744824652,0.158623443376921,0.126083645600784,0.282064516129032,34.8188627086042
"948",571.5,-14.83514,74.5975,13.1215,12.25,4.7697,24.8444,16.1617,2.1882,48.71,127.8958,9.8,"WA2",571.5,0.3083483900448,0.100029003874164,0.176008915572141,0.16271878815421,0.129378581570663,0.297935483870968,34.4438155954922
"949",572,-15.15234,77.0823,13.0223,12.25,3.4808,22.5912,15.9435,2.1556,48.3793,127.8808,9.8,"WA2",572,0.322061126753412,0.106580346569036,0.18572010101515,0.171801369854185,0.136705364797819,0.318967741935484,34.2100746046424
"950",572.5,-15.25212,77.5445,12.6892,12.25,2.919,22.8911,15.8199,2.1748,49.2818,128.2009,9.8,"WA2",572.5,0.324611845888442,0.107824587322609,0.187546939807646,0.173510378264863,0.138087084148728,0.30658064516129,34.8481692699343
"951",573,-15.39691,77.1027,12.7817,12.25,3.0901,23.195,16.0993,2.1976,51.5175,129.2988,9.8,"WA2",573,0.322173707173911,0.106635091771038,0.185800595527326,0.171876669780105,0.13676622314182,0.291870967741935,36.4289582263329
"952",573.5,-15.5416,76.2826,13.1577,12.25,3.8294,22.9822,16.1055,2.1957,52.9233,127.8807,9.8,"WA2",573.5,0.317647863896894,0.10444668840961,0.182574515736519,0.168858979353603,0.134328790128389,0.293096774193548,37.422998200365
"953",574,-15.42749,76.6093,13.0397,12.25,5.1178,21.9942,15.7958,2.1642,53.6266,127.4655,9.8,"WA2",574,0.319450806219296,0.105315431265539,0.183857251351527,0.170058807110931,0.135297541136874,0.31341935483871,37.9203801355682
"954",574.5,-15.24978,77.272,12.9765,12.25,6.5143,21.0488,15.4688,2.1944,53.0632,127.1882,9.8,"WA2",574.5,0.323108014291091,0.107090033708786,0.186469106034988,0.172502048743325,0.137271737005017,0.293935483870968,37.5219242064468
"955",575,-15.11978,77.4459,12.8812,12.25,7.2296,21.362,15.3606,2.223,51.5817,127.1382,9.8,"WA2",575,0.324067707189364,0.10755847307176,0.187156682518109,0.173145281602759,0.13779182235688,0.275483870967742,36.4742900290956
"956",575.5,-15.24997,76.3032,12.527,12.25,7.7441,21.6119,15.6448,2.2414,50.8422,125.582,9.8,"WA2",575.5,0.317761548047006,0.104501348228654,0.182655303690415,0.168934543751652,0.13438978723881,0.263612903225806,35.9513476284461
"957",576,-15.27416,75.2278,12.9456,12.25,7.0009,21.3054,15.4333,2.2323,50.9022,123.9526,9.8,"WA2",576,0.311826793919333,0.101669086355427,0.178454829423323,0.165006013331999,0.131221101571517,0.269483870967742,35.9937952041509
"958",576.5,-15.49054,74.279,13.1521,12.25,6.537,20.1501,15.1181,2.2117,51.021,122.8839,9.8,"WA2",576.5,0.306590700636521,0.0992057936839817,0.174777437306063,0.161567303587161,0.128451613708744,0.282774193548387,36.0778491753911
"959",577,-16.05164,73.6721,12.9227,12.25,6.5014,18.9825,14.5858,2.2451,52.8197,124.2797,9.8,"WA2",577,0.303241433126678,0.0976474066949363,0.172439152606966,0.159381089672748,0.126692819053276,0.261225806451613,37.3496248107793
"960",577.5,-16.52813,73.2993,12.8107,12.25,6.7059,18.5934,13.713,2.309,53.8136,126.9151,9.8,"WA2",577.5,0.301184081128541,0.0966967531491907,0.171008189765258,0.158043309397181,0.125617318049993,0.22,38.0522794649677
"961",578,-16.96171,73.0595,12.9307,12.25,7.0025,18.1348,13.5211,2.3839,51.3915,127.9063,9.8,"WA2",578,0.299860709322873,0.0960879000676252,0.170089891326504,0.157184858140042,0.124927461192313,0.171677419354839,36.3394809084164
"962",578.5,-17.39531,74.2909,13.0572,12.25,7.5753,17.6875,14.1533,2.3156,49.376,127.1664,9.8,"WA2",578.5,0.306656372548478,0.0992364842997032,0.174823394639402,0.161610274472837,0.128486198566027,0.215741935483871,34.9144377055018
"963",579,-17.36799,75.7497,13.1451,12.25,7.1882,17.5059,14.571,2.2907,47.6917,126.9065,9.8,"WA2",579,0.314706976343763,0.10303822162517,0.180489036398303,0.166908433211083,0.132754926445528,0.231806451612903,33.7235228225123
"964",579.5,-16.85328,76.9533,13.3061,12.25,6.2877,17.4229,15.0619,2.2774,46.4699,126.9085,9.8,"WA2",579.5,0.321349221153199,0.106234529437997,0.185211382390561,0.171325486426311,0.136320794471289,0.240387096774193,32.8596210565969
"965",580,-15.91938,76.516,13.2591,12.25,4.7826,17.8038,14.6845,2.2848,45.9404,126.8058,9.8,"WA2",580,0.318935916354955,0.105066923065566,0.183490596613957,0.169715843915945,0.135020580496633,0.235612903225806,32.4851955943024
"966",580.5,-16.17547,76.2595,12.8086,12.25,4.425,18.398,13.9696,2.2983,46.0834,127.391,9.8,"WA2",580.5,0.317520383126623,0.104385414069415,0.18248393856166,0.168774258993191,0.134260404406034,0.226903225806452,32.586279632952
"967",581,-16.52256,76.3107,13.0355,12.25,4.3306,17.3482,13.5917,2.3193,46.6833,127.9864,9.8,"WA2",581,0.317802937907483,0.104521252605837,0.182684719942156,0.168962058083832,0.134411997837723,0.213354838709677,33.0104227417433
"968",581.5,-17.28455,76.8605,13.2245,12.25,4.2097,16.1473,13.0761,2.3263,47.3831,128.58189,9.8,"WA2",581.5,0.32083709061289,0.10598614575191,0.184845730836465,0.170983442068396,0.136044429509596,0.208838709677419,33.5052367490267
"969",582,-17.89683,77.6692,13.3901,12.25,3.7003,15.2656,13.1324,2.3357,47.1042,128.9424,9.8,"WA2",582,0.325300021301981,0.10816167585209,0.18804092227171,0.173972521113019,0.138460895207697,0.202774193548387,33.3080078585734
"970",582.5,-18.35512,76.0659,13.4307,12.25,3.5256,15.3785,13.1943,2.3356,47.267,129.2845,9.8,"WA2",582.5,0.316451972861496,0.103872663499007,0.181725444501971,0.168064822890351,0.133687846038065,0.202838709677419,33.4231239753419
"971",583,-18.59562,73.9984,13.4432,12.25,3.7189,15.3391,13.3875,2.3269,48.1443,129.81,9.8,"WA2",583,0.305042167989855,0.0984836100667106,0.173694982718169,0.160555216786827,0.127637210208797,0.208451612903226,34.0434800994619
"972",583.5,-18.67511,72.5419,13.5274,12.25,4.0242,16.321,13.6518,2.3307,48.5097,128.69141,9.8,"WA2",583.5,0.297004257085116,0.094780734519252,0.168113509256393,0.155337411809894,0.123443602703643,0.206,34.3018471083556
"973",584,-18.5312,73.8055,13.4198,12.25,3.51,16.2856,14.2443,2.3516,48.1986,127.2916,9.8,"WA2",584,0.303977620778372,0.097988801962462,0.172952190086399,0.159860741044434,0.127078567282412,0.192516129032258,34.0818287685677
"974",584.5,-18.16519,74.2295,13.2711,12.25,3.0126,15.5094,14.3713,2.3687,48.4916,126.5148,9.8,"WA2",584.5,0.306317527557369,0.0990781864947479,0.174586315140165,0.161388602105514,0.128307793164857,0.181483870967742,34.2889793297746
"975",585,-17.93508,74.199,13.2384,12.25,2.8409,14.7808,14.0059,2.3665,49.2366,125.728,9.8,"WA2",585,0.306149208791427,0.0989996043444812,0.174468589029897,0.161278527592344,0.128219209236986,0.182903225806452,34.8157739620277
"976",585.5,-17.66047,74.2834,12.9849,12.25,2.6686,14.275,13.4577,2.3622,49.8926,126.6156,9.8,"WA2",585.5,0.306614982688001,0.0992171408723875,0.174794429446012,0.16158319151537,0.128464400943555,0.185677419354839,35.2796400978245
"977",586,-17.52626,74.5876,13.1341,12.25,2.4284,14.0742,12.9533,2.3585,50.5303,127.5343,9.8,"WA2",586,0.30829375542897,0.100003359944981,0.175970592080318,0.16268295307606,0.12934972726435,0.188064516129032,35.7305652512819
"978",586.5,-17.35695,74.7591,13.1631,12.25,2.3619,13.8814,12.5514,2.3491,51.1622,128.12151,9.8,"WA2",586.5,0.30924020357189,0.100448104111902,0.17663488939389,0.163304125243329,0.129849951476154,0.194129032258064,36.1773989869446
"979",587,-17.12964,74.5298,13.1487,12.25,2.5758,13.7752,12.162,2.3417,50.8825,128.83839,9.8,"WA2",587,0.30797477757089,0.0998537125512251,0.175746902759234,0.16247378956295,0.129181317549346,0.198903225806452,35.9796356898123
"980",587.5,-17.09273,73.264,13.2338,12.25,2.7895,13.6333,12.0176,2.3393,50.5285,130.2205,9.8,"WA2",587.5,0.300989272851894,0.0966069965613163,0.170872904952633,0.157916838936552,0.125515671393453,0.200451612903226,35.7293261418342
"981",588,-17.03292,73.2041,13.3624,12.25,2.8421,13.5112,12.0176,2.3292,50.5357,129.38589,9.8,"WA2",588,0.30065870583288,0.0964547926281088,0.170643425920118,0.157702313286807,0.125343264379833,0.206967741935484,35.7344358437082
"982",588.5,-16.93161,73.1131,13.2235,12.25,2.4694,13.2916,12.0176,2.3144,51.5458,130.00819,9.8,"WA2",588.5,0.300156508859086,0.0962238113970955,0.170295002854027,0.157376598846366,0.125081525663681,0.216516129032258,36.4487062656148
"983",589,-16.9476,72.1656,13.1766,12.25,2.1104,12.918,12.2678,2.3099,54.0874,130.3793,9.8,"WA2",589,0.294927589818756,0.0938364066550891,0.166681566340617,0.153999000318098,0.122369239942353,0.21941935483871,38.2458820241688
"984",589.5,-17.06449,70.7935,13.3432,12.25,2.0676,12.8983,12.6739,2.3197,55.0519,128.4901,9.8,"WA2",589.5,0.287355452810592,0.0904354022882639,0.161495064746315,0.149152099719257,0.118482969092883,0.213096774193548,38.9278634389634
"985",590,-17.14308,70.1656,13.2366,12.25,2.1715,13.2283,13.0934,2.3047,53.972,125.6077,9.8,"WA2",590,0.283890293691413,0.0889009274119032,0.159139716648048,0.146951420598884,0.116720675864491,0.222774193548387,38.164292292281
"986",590.5,-17.13447,70.2284,13.4704,12.25,2.325,13.9892,13.8571,2.2854,51.6269,122.6906,9.8,"WA2",590.5,0.284236864789811,0.0890537863257202,0.159374780072952,0.147171035178464,0.116896481131035,0.235225806451613,36.5061100008616
"987",591,-16.70476,70.7036,13.6475,12.25,2.3065,14.7641,14.9432,2.2897,48.381,120.3736,9.8,"WA2",591,0.286859326349668,0.0902148654918228,0.161157141811444,0.148836349704945,0.1182300340679,0.232451612903226,34.2109280402647
"988",591.5,-16.86095,70.9952,13.668,12.25,1.9778,15.5771,16.1143,2.2913,45.7228,119.2407,9.8,"WA2",591.5,0.288468564125035,0.0909312217615361,0.162254076215168,0.149861329513842,0.119051208901032,0.23141935483871,32.3313160477407
"989",592,-17.25254,71.0568,13.4169,12.25,1.7085,15.9478,15.7506,2.28,45.1015,121.0128,9.8,"WA2",592,0.288808512845757,0.0910829294101233,0.162486114970798,0.150078155220799,0.119224959846906,0.238709677419355,31.8920231763375
"990",592.5,-17.64403,71.1183,13.0263,12.25,1.7282,16.1381,14.291,2.2922,45.3616,124.6276,9.8,"WA2",592.5,0.289147909701673,0.0912345227815856,0.162717886152352,0.150294733591961,0.119398526053844,0.230838709677419,32.0759102838087
"991",593,-17.99602,71.662,13.0705,12.25,2.1494,16.0068,13.2781,2.3064,46.4414,129.9921,9.8,"WA2",593,0.292148398653891,0.0925804621231495,0.1647716446193,0.152213982797196,0.120937207157031,0.221677419354839,32.8394029698947
"992",593.5,-18.30281,71.5496,13.2711,12.25,2.5694,15.8087,12.684,2.3439,48.2236,133.4989,9.8,"WA2",593.5,0.291528102611535,0.0923013639571708,0.16434636697377,0.151816541319612,0.120618486553776,0.197483870967742,34.0995205013156
"993",594,-18.6368,71.0706,13.5624,12.25,2.6802,15.6166,12.3568,2.378,49.9016,135.86189,9.8,"WA2",594,0.288884670189036,0.0911169340022439,0.162538112673741,0.150126744193215,0.119263897945263,0.175483870967742,35.2859779313892
"994",594.5,-18.97489,70.5573,13.8236,12.25,2.2695,15.9967,12.537,2.365,50.4367,136.31461,9.8,"WA2",594.5,0.286051948137953,0.0898565712609125,0.160607714906155,0.148322986065287,0.117818858763843,0.183870967741935,35.6643695824192
"995",595,-19.15178,72.5736,14.6194,12.25,2.138,17.1618,13.4098,2.3502,50.5372,134.063,9.8,"WA2",595,0.297179198228735,0.0948605158492373,0.168234326354955,0.155450341808365,0.123534277837193,0.19341935483871,35.7354585453078
"996",595.5,-19.11237,73.949,14.3334,12.25,2.1468,18.4157,14.1951,2.3518,50.2291,130.49071,9.8,"WA2",595.5,0.304769546775509,0.0983567653370156,0.173504655602987,0.160377267681287,0.127494051859749,0.192387096774194,35.5175977481938
"997",596,-18.89816,74.5006,14.0848,12.25,2.3568,19.7433,15.046,2.3701,50.13,126.4211,9.8,"WA2",596,0.307813633047431,0.0997781586700439,0.175633934683662,0.162368158158872,0.129096272856338,0.18058064516129,35.4474929252367
"998",596.5,-18.61685,75.1157,13.8418,12.25,2.8644,20.9394,14.9301,2.3608,50.1251,125.4314,9.8,"WA2",596.5,0.311208153471395,0.10137632400948,0.178018956462058,0.164598400954014,0.130892617736299,0.18658064516129,35.4440436628438
"999",597,-18.02674,75.6833,13.7822,12.25,3.0823,21.184,14.6593,2.3476,50.9877,127.0753,9.8,"WA2",597,0.314340538112335,0.102863468042785,0.180229778288589,0.166665961787198,0.132559368105527,0.195096774193548,36.0540123567496
"1000",597.5,-17.32124,75.6768,14.148,12.25,2.9962,20.5568,14.3809,2.3401,51.6867,127.0701,9.8,"WA2",597.5,0.314304666899921,0.102846369964528,0.180204406182675,0.166642232645936,0.13254023108877,0.199935483870968,36.5482895022989
"1001",598,-17.08722,75.4935,14.5051,12.25,2.8411,19.855,13.909,2.3386,51.6266,126.1991,9.8,"WA2",598,0.31329309870985,0.102364851211438,0.179489432018307,0.16597356733758,0.132001043547167,0.200903225806452,36.5057953595463
"1002",598.5,-17.06591,75.4925,14.8137,12.25,2.7229,19.7667,13.4843,2.3379,51.5715,126.2223,9.8,"WA2",598.5,0.313287580061787,0.102362227692535,0.17948553419925,0.16596992203786,0.131998104510484,0.201354838709677,36.4668353166344
"1003",599,-17.2663,77.0083,14.5986,12.25,2.5819,18.6381,13.1948,2.3189,51.5221,128.0573,9.8,"WA2",599,0.321652746796701,0.106381893642581,0.185428216533606,0.1715283237944,0.136484701738939,0.213612903225806,36.4319394136685
"1004",599.5,-17.3689,78.1196,14.3836,12.25,2.4852,17.5077,12.7075,2.308,51.5175,129.869,9.8,"WA2",599.5,0.327785620389859,0.109384162358898,0.189829052150963,0.175645474792746,0.139814707143789,0.220645161290323,36.4287077079136
"1005",600,-17.35458,78.3965,14.1187,12.25,2.7113,16.6585,12.4237,2.2943,51.5166,131.6111,9.8,"WA2",600,0.32931373403869,0.110139608399698,0.190931433224595,0.176676909871275,0.140649866498722,0.229483870967742,36.4280986218539
"1006",600.5,-17.21288,76.6961,13.7864,12.25,2.9705,16.4097,12.4937,2.275,51.4033,130.68739,9.8,"WA2",600.5,0.319929824871222,0.105546921307648,0.184198597162392,0.170378101510652,0.13555542357314,0.241935483870968,36.3480245932867
"1007",601,-16.48406,74.4342,13.7667,12.25,3.0551,17.1907,12.915,2.2528,50.2861,128.4348,9.8,"WA2",601,0.307447194816003,0.0996064674028932,0.175377142296819,0.16212804510344,0.128902969109434,0.256258064516129,35.5581040088306
"1008",601.5,-16.30565,73.4242,13.4535,12.25,2.894,18.2024,12.9005,2.24,48.7796,126.3615,9.8,"WA2",601.5,0.301873360271694,0.0970146941028342,0.171487153828546,0.158491073662593,0.12597723406774,0.264516129032258,34.4928930719251
"1009",602,-15.70074,71.909,13.5525,12.25,2.6528,18.1229,13.015,2.2541,47.3763,128.3156,9.8,"WA2",602,0.293511504725618,0.0931953449553986,0.165707481834488,0.15308859659713,0.121638749923955,0.25541935483871,33.5005898510521
"1010",602.5,-15.36493,72.5953,13.6321,12.25,2.6848,16.9878,12.4539,2.2655,46.1489,131.90421,9.8,"WA2",602.5,0.297298952891716,0.0949151502091473,0.168317047699582,0.155527663387561,0.123596364036818,0.248064516129032,32.6326715671132
"1011",603,-15.52102,72.7095,13.7126,12.25,2.6118,16.7663,11.884,2.2742,46.5854,132.4857,9.8,"WA2",603,0.297929182500588,0.0952029496496342,0.168752609451902,0.155934798425368,0.123923307247551,0.242451612903226,32.9412983650053
"1012",603.5,-15.96211,72.2957,13.8508,12.25,2.6342,15.7732,11.673,2.2744,47.8609,130.84151,9.8,"WA2",603.5,0.29564556593184,0.0941623249715408,0.167176172641505,0.154461289051528,0.122740265476993,0.242322580645161,33.8432007133123
"1013",604,-16.27931,70.9056,13.9409,12.25,2.6939,15.5276,11.6646,2.249,49.1917,128.9998,9.8,"WA2",604,0.28797409325853,0.0907107920679279,0.161916760446038,0.149546133853063,0.118798654243599,0.258709677419355,34.7842656928904
"1014",604.5,-16.53219,69.7536,13.9859,12.25,2.847,16.0979,12.1957,2.2409,49.5806,127.158,9.8,"WA2",604.5,0.28161661068918,0.0879014575367516,0.15760037849941,0.145513322791383,0.115569784174617,0.263935483870968,35.0592752228255
"1015",605,-16.22109,72.0489,13.9755,12.25,3.0666,16.5297,12.5668,2.2301,50.2135,125.5845,9.8,"WA2",605,0.294283563589726,0.0935445673320785,0.166238322002196,0.153584727450186,0.122036805132177,0.270903225806451,35.5068230823862
"1016",605.5,-15.40228,73.8635,13.9208,12.25,3.4629,17.838,12.7877,2.2496,50.8765,124.1131,9.8,"WA2",605.5,0.304297702366065,0.0981374358545879,0.173175413225231,0.160069441493467,0.127246432062651,0.258322580645161,35.975581877196
"1017",606,-15.56996,76.8312,14.1587,12.25,3.4526,19.2871,13.0464,2.2709,52.0237,122.6418,9.8,"WA2",606,0.320675394224624,0.105907790623628,0.184730336573554,0.170875498978449,0.135957221893877,0.24458064516129,36.7867175851692
"1018",606.5,-15.13616,76.6452,14.405,12.25,3.0788,17.7865,13.2444,2.271,53.1598,121.2013,9.8,"WA2",606.5,0.319648925684781,0.105411139781104,0.183998402603667,0.170190839238478,0.135404174503855,0.244516129032258,37.5900527013288
"1019",607,-15.06485,76.1172,14.4916,12.25,2.6466,18.7859,13.236,2.2648,53.4641,120.282,9.8,"WA2",607,0.316735079507163,0.104008395014471,0.181926320366619,0.168252704229721,0.133839461485616,0.248516129032258,37.8052360730388
"1020",607.5,-15.12354,75.9887,14.4944,12.25,2.1932,18.5946,12.9861,2.2565,53.251,121.3467,9.8,"WA2",607.5,0.316025933230981,0.103668590419598,0.181423300328611,0.167782227292049,0.133459820658654,0.253870967741935,37.6545711134004
"1021",608,-14.46232,76.2507,14.4069,12.25,2.0362,17.2002,12.9111,2.2777,52.5637,122.2122,9.8,"WA2",608,0.317471819023663,0.104362076732626,0.182449437181564,0.168741988594777,0.134234356580638,0.240193548387097,37.1685367658635
"1022",608.5,-14.64502,77.1389,14.2278,12.25,2.2805,17.4824,12.9378,2.2905,53.1436,122.3741,9.8,"WA2",608.5,0.322373482233816,0.106732276588084,0.185943464757683,0.172010319791033,0.136874245514325,0.231935483870968,37.5785578157856
"1023",609,-14.3871,78.6904,14.1061,12.25,2.3598,17.0971,12.7756,2.2708,54.4611,121.9169,9.8,"WA2",609,0.330935664704603,0.110944679787175,0.192104051468632,0.177774111624665,0.141538688125741,0.244645161290323,38.5102016643963
"1024",609.5,-13.9048,79.5733,14.025,12.25,2.4442,16.341,12.2072,2.2746,56.0231,121.6749,9.8,"WA2",609.5,0.335808079080019,0.113383420180456,0.195642593058017,0.181085379847649,0.144223676975293,0.242193548387097,39.6146840914129
"1025",610,-13.55229,80.0194,13.9181,12.25,2.6325,15.3705,11.1593,2.3054,57.4095,123.4571,9.8,"WA2",610,0.338269947981223,0.114627272087713,0.197439610263214,0.182767151977302,0.145588877292707,0.222322580645161,40.5949511490029
"1026",610.5,-14.00868,78.7876,14.1388,12.25,2.9708,14.6641,11.2308,2.3081,57.7849,124.9487,9.8,"WA2",610.5,0.331472077296392,0.111211674576129,0.192492445878271,0.178137537831403,0.141833186377553,0.22058064516129,40.860392336779
