"","DEPT","SP","GR","CALI","SFL_A","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"1050",549.5,-32.32605,80.1607,NA,40.7706,10.2033,13.6719,NA,NA,NA,NA,155.60091,"SB20",549.5,0.554523924861403,0.261122390198752,0.381820693412905,0.35606186081712,0.293251167027212,NA,NA
"1051",550,-30.81015,80.0493,NA,39.8621,10.4666,13.9463,NA,NA,NA,NA,157.77451,"SB20",550,0.553490128825463,0.260211220268756,0.380801281364787,0.355097588322066,0.292384763055154,NA,NA
"1052",550.5,-29.34586,80.0556,NA,39.464,10.8165,14.294,NA,NA,NA,NA,160.1563,"SB20",550.5,0.553548593053707,0.260262685205475,0.38085889316945,0.355152081143347,0.292433710273474,NA,NA
"1053",551,-28.59205,80.9124,NA,39.9164,11.6734,15.4436,NA,NA,NA,NA,162.12289,"SB20",551,0.561499728094939,0.267334297879482,0.388737759200442,0.362607598340563,0.299147344387632,NA,NA
"1054",551.5,-27.61256,83.5826,NA,42.9093,13.1132,16.2966,NA,NA,NA,NA,163.384,"SB20",551.5,0.586279280834312,0.290320978123503,0.413856630648428,0.386422590139293,0.320819736565479,NA,NA
"1055",552,-25.81826,85.6202,NA,51.8962,13.6481,16.7022,NA,NA,NA,NA,163.2231,"SB20",552,0.605188282655055,0.308871292167378,0.433613490082524,0.405209072158772,0.338165153028365,NA,NA
"1056",552.5,-25.00946,86.6613,NA,72.6308,13.413,16.8394,NA,NA,NA,NA,160.5578,"SB20",552.5,0.61484972837334,0.318702443341441,0.443909828255118,0.41502132632617,0.347313754557978,NA,NA
"1057",553,-22.23706,87.2036,NA,68.9453,12.849,17.5169,NA,NA,NA,NA,158.5675,"SB20",553,0.619882292020468,0.323920714122943,0.449327977058168,0.420191133328575,0.352158743313732,NA,NA
"1058",553.5,-20.21436,87.4874,NA,55.8409,13.0084,17.7986,NA,NA,NA,NA,156.1774,"SB20",553.5,0.622515966302332,0.326678538328911,0.452178541365684,0.422912877335533,0.354716406450774,NA,NA
"1059",554,-20.82226,86.129,NA,44.6585,13.285,17.6824,NA,NA,NA,NA,152.9445,"SB20",554,0.609909965088504,0.313645481002477,0.438628224834377,0.409986091795195,0.342611388267676,NA,NA
"1060",554.5,-19.38486,83.4483,NA,43.9604,12.6816,17.2223,NA,NA,NA,NA,149.14819,"SB20",554.5,0.585032971968723,0.289129622626171,0.412572541259005,0.385203338552599,0.319701669046769,NA,NA
"1061",555,-12.48347,79.6427,NA,34.88,11.8995,16.3132,NA,NA,NA,NA,146.39909,"SB20",555,0.549716866094645,0.256905957038178,0.377092891934074,0.351590657627077,0.289238462980758,NA,NA
"1062",555.5,-12.16357,77.6918,NA,26.9153,11.7929,15.5507,NA,NA,NA,NA,144.0452,"SB20",555.5,0.531612443414979,0.241484436371972,0.359567084604175,0.33503450987749,0.274483309807123,NA,NA
"1063",556,-14.95537,75.7695,NA,24.78,11.9581,15.1175,NA,NA,NA,NA,143.25101,"SB20",556,0.51377342977147,0.226973510453964,0.342723139942255,0.319147342696983,0.260474339913808,NA,NA
"1064",556.5,-12.23767,73.1428,NA,26.639,12.0384,14.8081,NA,NA,NA,NA,144.0448,"SB20",556.5,0.489397558608069,0.208188667236566,0.320370194198039,0.298096491345725,0.242131593277178,NA,NA
"1065",557,-8.91378,72.5015,NA,29.1591,11.8803,14.6005,NA,NA,NA,NA,144.7737,"SB20",557,0.483446271374243,0.203778018455762,0.315026560082907,0.293068970144449,0.237786876266637,NA,NA
"1066",557.5,-7.67307,73.1618,NA,33.6551,11.7529,14.6314,NA,NA,NA,NA,145.2515,"SB20",557.5,0.489573879296425,0.208320372497808,0.320529185160375,0.298246103734448,0.242261096217271,NA,NA
"1067",558,-6.63508,74.1516,NA,37.6045,11.7543,14.774,NA,NA,NA,NA,145.2245,"SB20",558,0.498759259156148,0.215264546481114,0.328865754605454,0.306093174352244,0.249070597514735,NA,NA
"1068",558.5,-10.75078,74.1077,NA,37.2724,11.7307,14.8937,NA,NA,NA,NA,144.76759,"SB20",558.5,0.498351865565683,0.214953076532898,0.328493753738631,0.305742919582171,0.248765933082443,NA,NA
"1069",559,-12.91338,73.5315,NA,36.1295,11.6133,14.8852,NA,NA,NA,NA,144.3409,"SB20",559,0.493004708690383,0.210894969224013,0.323630562120942,0.301164854229572,0.244789977145385,NA,NA
"1070",559.5,-11.50688,72.9328,NA,36.3915,11.5915,14.8801,NA,NA,NA,NA,144.4492,"SB20",559.5,0.487448750999924,0.206736937507391,0.318615511735611,0.296445418322208,0.240703249085562,NA,NA
"1071",560,-11.57418,73.3873,NA,38.2519,11.6582,14.8749,NA,NA,NA,NA,145.83839,"SB20",560,0.491666527466123,0.209888062497944,0.32241912753367,0.300024683318727,0.243801550210664,NA,NA
"1072",560.5,-11.57508,74.9142,NA,39.3909,11.8393,14.8698,NA,NA,NA,NA,147.12511,"SB20",560.5,0.505836214784583,0.220727436381491,0.335361529735053,0.312210742542662,0.254402857108186,NA,NA
"1073",561,-12.75008,76.8826,NA,39.7404,11.9557,14.8646,NA,NA,NA,NA,147.62019,"SB20",561,0.524103038098261,0.235294997406439,0.352425757431492,0.328296040641929,0.26852375740413,NA,NA
"1074",561.5,-14.45479,78.7364,NA,40.2753,12.036,14.8595,NA,NA,NA,NA,147.91969,"SB20",561.5,0.541306369260066,0.249652714832327,0.368896471487121,0.343844220734803,0.282314574700093,NA,NA
"1075",562,-13.67909,80.1357,NA,41.2215,11.8964,14.8543,NA,NA,NA,NA,148.09641,"SB20",562,0.554291923955671,0.260917698325699,0.381591793351594,0.355845332746421,0.293056566818242,NA,NA
"1076",562.5,-12.82629,81.4461,NA,41.6399,11.648,14.8492,NA,NA,NA,NA,149.0273,"SB20",562.5,0.566452483430495,0.271812646028952,0.39368957605261,0.367296691978019,0.303387065669689,NA,NA
"1077",563,-12.05749,81.4058,NA,42.3218,11.4662,14.9159,NA,NA,NA,NA,151.0731,"SB20",563,0.566078497970456,0.271472494258809,0.393314473589702,0.366941397770948,0.30306535224871,NA,NA
"1078",563.5,-10.49179,80.3427,NA,44.3079,11.5522,14.8936,NA,NA,NA,NA,148.82809,"SB20",563.5,0.556212891455128,0.262616223407618,0.383489306534608,0.357640446325223,0.294670740053176,NA,NA
"1079",564,-8.20139,78.9746,NA,46.1887,11.7579,14.9687,NA,NA,NA,NA,146.54401,"SB20",564,0.543516873889876,0.251543931600668,0.371041461782074,0.34587083911794,0.284122562674095,NA,NA
"1080",564.5,-6.4062,78.845,NA,44.3748,11.9284,14.9436,NA,NA,NA,NA,146.7159,"SB20",564.5,0.542314181194563,0.250513627565278,0.369873598947425,0.344767372292534,0.28313783630576,NA,NA
"1081",565,-5,79.3861,NA,42.0233,12.0251,14.9012,NA,NA,NA,NA,146.873,"SB20",565,0.547335608798217,0.254836450397122,0.374762539434701,0.349387591118761,0.287265701254854,NA,NA
"1082",565.5,-4.42989,79.9496,NA,39.2751,12.0954,15.0313,NA,NA,NA,NA,147.26089,"SB20",565.5,0.552564909213406,0.259397793735676,0.379890173071718,0.354235849709462,0.291610958147353,NA,NA
"1083",566,-7.77068,80.4737,NA,37.6934,12.2073,15.0666,NA,NA,NA,NA,147.7979,"SB20",566,0.557428576201161,0.26369546697842,0.384692761661796,0.358779147286801,0.295695669382041,NA,NA
"1084",566.5,-12.38987,81.0089,NA,36.7592,12.2347,14.984,NA,NA,NA,NA,148.2569,"SB20",566.5,0.562395251591062,0.268139835160149,0.389630596880623,0.363452870729828,0.299910624677091,NA,NA
"1085",567,-15.02336,80.3931,NA,36.6749,12.0873,14.9704,NA,NA,NA,NA,148.4138,"SB20",567,0.556680605281083,0.263031045628214,0.383952075191643,0.358078297250406,0.295064751343822,NA,NA
"1086",567.5,-9.65865,78.6826,NA,35.5235,11.9087,15.1778,NA,NA,NA,NA,148.5999,"SB20",567.5,0.540807103310931,0.249227045668463,0.368412911935084,0.34338740519884,0.281907375032532,NA,NA
"1087",568,-5.91323,77.7353,NA,31.9801,11.8603,14.9666,NA,NA,NA,NA,149.79379,"SB20",568,0.532016124990952,0.241820548990047,0.359953089163362,0.335398861292327,0.274806295190599,NA,NA
"1088",568.5,-8.49973,78.6669,NA,32.4185,11.9139,14.8951,NA,NA,NA,NA,151.17751,"SB20",568.5,0.540661406742132,0.2491029289294,0.368271861905255,0.343254160197779,0.281788625278835,NA,NA
"1089",569,-10.99771,80.0089,NA,38.3004,11.8778,14.6993,NA,NA,NA,NA,152.5023,"SB20",569,0.553115215361801,0.25988137449444,0.380431945195641,0.354748255147481,0.292071022966719,NA,NA
"1090",569.5,-12.0253,80.4702,NA,44.846,11.7323,14.7408,NA,NA,NA,NA,152.6638,"SB20",569.5,0.557396096074359,0.263666588455493,0.384660581903413,0.358748697082847,0.295668251400713,NA,NA
"1091",570,-11.55899,81.2753,NA,59.0245,11.4934,14.3699,NA,NA,NA,NA,152.16029,"SB20",570,0.564867453242538,0.270373246353304,0.392101145405802,0.36579224791349,0.302025341327919,NA,NA
"1092",570.5,-10.91298,82.7648,NA,57.4273,11.0896,14.6406,NA,NA,NA,NA,152.20261,"SB20",570.5,0.578690067206022,0.283125051296214,0.406071625658278,0.379033796030853,0.314058302536194,NA,NA
"1093",571,-12.51177,83.2509,NA,53.3322,10.9923,14.6533,NA,NA,NA,NA,154.70911,"SB20",571,0.583201092817066,0.287385413865346,0.41068915312977,0.383415420342055,0.318063802349569,NA,NA
"1094",571.5,-17.40536,83.1989,NA,48.462,11.0906,14.8362,NA,NA,NA,NA,156.61391,"SB20",571.5,0.582718530933145,0.28692730851694,0.410193817920683,0.382945266740704,0.317633436727955,NA,NA
"1095",572,-18.96965,83.3789,NA,43.6052,11.3822,14.959,NA,NA,NA,NA,149.4734,"SB20",572,0.584388937454412,0.288515476166254,0.411909852466959,0.384574191622831,0.319125096539184,NA,NA
"1096",572.5,-21.66174,83.6141,NA,40.846,11.6944,15.007,NA,NA,NA,NA,147.2715,"SB20",572.5,0.586571601975534,0.290600961734924,0.414158134539433,0.386708900132911,0.321082420496315,NA,NA
"1097",573,-21.42203,83.0611,NA,44.4595,11.9739,15.2987,NA,NA,NA,NA,146.84,"SB20",573,0.581439741940753,0.285716067700988,0.408882781059311,0.381701024890478,0.316495154694168,NA,NA
"1098",573.5,-18.12462,81.2751,NA,48.8207,12.1777,15.5188,NA,NA,NA,NA,146.9151,"SB20",573.5,0.564865597235292,0.270371564301043,0.39209928746189,0.365790488367509,0.302023749508775,NA,NA
"1099",574,-15.18801,79.5333,NA,51.3755,12.4289,16.0984,NA,NA,NA,NA,147.64619,"SB20",574,0.548701630131164,0.256022088476183,0.376098418144547,0.35065043857873,0.288396179111932,NA,NA
"1100",574.5,-16.272,78.4005,NA,50.0815,12.7799,16.5538,NA,NA,NA,NA,149.11549,"SB20",574.5,0.538189205090657,0.247003951696672,0.365882841295636,0.340997611335077,0.27977914572137,NA,NA
"1101",575,-18.45108,76.6943,NA,45.144,13.3131,16.905,NA,NA,NA,NA,149.5262,"SB20",575,0.522355607276291,0.233871737552324,0.350774613487519,0.32673863763659,0.267150106502945,NA,NA
"1102",575.5,-15.85898,74.6425,NA,43.5694,13.7171,16.9527,NA,NA,NA,NA,149.5032,"SB20",575.5,0.503314828941092,0.218769732045258,0.333039896233304,0.310023948965138,0.252494390182587,NA,NA
"1103",576,-14.82526,73.5323,NA,46.3112,13.4707,16.4931,NA,NA,NA,NA,149.25121,"SB20",576,0.493012132719366,0.210900565036207,0.32363728924909,0.30117118589,0.244795468117577,NA,NA
"1104",576.5,-14.51955,73.1467,NA,49.1212,12.9854,16.2147,NA,NA,NA,NA,148.8884,"SB20",576.5,0.489433750749363,0.208215696616835,0.320402826015294,0.298127198145886,0.242158171773643,NA,NA
"1105",577,-14.78664,73.7604,NA,47.5347,12.7178,16.201,NA,NA,NA,NA,148.2699,"SB20",577,0.495128908983261,0.212500424890796,0.325558188569493,0.302979280428354,0.246364391119205,NA,NA
"1106",577.5,-9.86133,75.3126,NA,40.8229,12.5462,15.7739,NA,NA,NA,NA,146.9288,"SB20",577.5,0.50953338121832,0.22362105180257,0.338780502005654,0.315431836376924,0.25721885602014,NA,NA
"1107",578,-6.51902,75.8068,NA,34.9943,12.4793,15.9648,NA,NA,NA,NA,144.5092,"SB20",578,0.514119575122821,0.227248808453037,0.343046029894733,0.319451682372696,0.260741344563602,NA,NA
"1108",578.5,-8.56701,75.4528,NA,33.739,12.4103,15.7445,NA,NA,NA,NA,142.11681,"SB20",578.5,0.510834442297663,0.224645881280987,0.339987838872423,0.316569498187311,0.258214834877714,NA,NA
"1109",579,-12.8069,75.6003,NA,34.4256,12.322,15.2731,NA,NA,NA,NA,141.9953,"SB20",579,0.512203247641479,0.225727769771229,0.341260392769077,0.31776872904443,0.259265504982939,NA,NA
"1110",579.5,-16.04069,76.3567,NA,35.5691,12.2749,15.4249,NA,NA,NA,NA,143.2973,"SB20",579.5,0.519222667045292,0.231335912916869,0.347824300092978,0.323956364004773,0.264699565130177,NA,NA
"1111",580,-19.34378,76.9937,NA,34.5193,12.304,15.513,NA,NA,NA,NA,145.7169,"SB20",580,0.525134050123332,0.236137740168937,0.353401836501483,0.329216808088018,0.269336543239492,NA,NA
"1112",580.5,-23.70727,77.5605,NA,32.1223,12.3935,15.6334,NA,NA,NA,NA,147.5367,"SB20",580.5,0.530393974658077,0.240472024897471,0.358403281172522,0.333936067702137,0.273510044696266,NA,NA
"1113",581,-27.14726,78.4463,NA,31.6179,12.5067,15.5756,NA,NA,NA,NA,147.84219,"SB20",581,0.538614230749957,0.247363865245556,0.36629298371243,0.34138497454809,0.280123883657087,NA,NA
"1114",581.5,-25.17435,80.0299,NA,33.437,12.6358,16.0739,NA,NA,NA,NA,147.16389,"SB20",581.5,0.553310096122615,0.260052789398865,0.380623902910408,0.354929814858302,0.292234074672397,NA,NA
"1115",582,-22.16013,81.6127,NA,35.4633,12.7325,16.2552,NA,NA,NA,NA,146.5289,"SB20",582,0.56799853746629,0.273222299076807,0.395242313168839,0.36876759768125,0.304719767242718,NA,NA
"1116",582.5,-24.38262,83.0057,NA,37.3078,12.8417,16.4033,NA,NA,NA,NA,146.27969,"SB20",582.5,0.580925627933652,0.285230228668162,0.408356357054882,0.381201480246971,0.316038421693535,NA,NA
"1117",583,-27.82931,82.4955,NA,38.9413,12.9536,16.4702,NA,NA,NA,NA,145.5984,"SB20",583,0.576190953449482,0.280785935999924,0.403525912498846,0.37661923456108,0.311856089524651,NA,NA
"1118",583.5,-28.4873,81.3128,NA,40.5781,12.8941,16.4711,NA,NA,NA,NA,144.2999,"SB20",583.5,0.565215454601135,0.270688772685531,0.392449594382204,0.366122249440211,0.302323919122968,NA,NA
"1119",584,-30.52509,80.9708,NA,42.0305,12.7323,16.6477,NA,NA,NA,NA,143.4906,"SB20",584,0.562041682210727,0.267821572972579,0.389277955483368,0.363119005908635,0.299609093256636,NA,NA
"1120",584.5,-34.77818,80.9016,NA,40.0663,12.7207,16.8508,NA,NA,NA,NA,144.12959,"SB20",584.5,0.561399503703662,0.267244259544559,0.388637904347823,0.362513068454067,0.299062010897561,NA,NA
"1121",585,-37.12077,81.1952,NA,33.5695,12.9754,17.1318,NA,NA,NA,NA,145.2726,"SB20",585,0.564124122340574,0.269700224540747,0.391357421172416,0.365087941729241,0.301388322857202,NA,NA
"1122",585.5,-36.55906,82.9093,NA,31.0602,13.363,17.0652,NA,NA,NA,NA,146.7132,"SB20",585.5,0.580031032441151,0.284386359308038,0.407441235239614,0.380333164776942,0.31524489025987,NA,NA
"1123",586,-38.90905,84.6893,NA,32.1877,13.3535,16.6776,NA,NA,NA,NA,147.714,"SB20",586,0.596549496929236,0.300284692183592,0.424523072943566,0.396558631156528,0.330150625242671,NA,NA
"1124",586.5,-39.85464,85.1181,NA,35.9813,13.1963,16.3896,NA,NA,NA,NA,147.98,"SB20",586.5,0.600528776464343,0.304216308016492,0.428696865527895,0.400528991632304,0.333823228998797,NA,NA
"1125",587,-36.25382,84.7012,NA,37.9647,12.7917,16.0922,NA,NA,NA,NA,146.59891,"SB20",587,0.596659929360364,0.300393261422818,0.424638593123992,0.396668488990167,0.330252110336411,NA,NA
"1126",587.5,-36.32491,84.0727,NA,38.3289,12.3419,15.849,NA,NA,NA,NA,145.2339,"SB20",587.5,0.590827426590273,0.294701030499492,0.418561514615335,0.390891694792852,0.324925896287465,NA,NA
"1127",588,-38.38861,82.8881,NA,37.2551,11.8766,15.4125,NA,NA,NA,NA,144.5125,"SB20",588,0.57983429567309,0.284201037646239,0.407240136575663,0.380142365397326,0.315070586170799,NA,NA
"1128",588.5,-38.13189,82.0828,NA,34.7187,11.5073,14.9699,NA,NA,NA,NA,144.0571,"SB20",588.5,0.572361082497666,0.277230227904448,0.399641702859754,0.372936596938425,0.308504242167172,NA,NA
"1129",589,-35.85329,82.3287,NA,31.1391,11.1034,14.5837,NA,NA,NA,NA,144.42529,"SB20",589,0.574643043406441,0.279344627148053,0.401953556973999,0.375128265870403,0.310498040411253,NA,NA
"1130",589.5,-34.82737,83.3512,NA,30.3667,10.9591,14.1975,NA,NA,NA,NA,145.3936,"SB20",589.5,0.584131880450861,0.288270631646914,0.411645515041149,0.384323248814613,0.318895192431426,NA,NA
"1131",590,-39.21466,84.6351,NA,31.1251,10.8795,13.7455,NA,NA,NA,NA,146.04311,"SB20",590,0.59604651896561,0.299790589131205,0.423997145858842,0.39605850565406,0.329688712677757,NA,NA
"1132",590.5,-43.74045,85.728,NA,34.9007,10.8497,13.2987,NA,NA,NA,NA,146.4263,"SB20",590.5,0.60618867056057,0.309877983448563,0.43467322846175,0.40621827308498,0.33910325959996,NA,NA
"1133",591,-43.33434,85.4009,NA,38.3507,10.8608,13.68,NA,NA,NA,NA,146.2332,"SB20",591,0.603153170709978,0.306831311435677,0.431462170816836,0.403160837394039,0.336263200700312,NA,NA
"1134",591.5,-43.13513,82.4526,NA,45.0335,10.8856,13.4229,NA,NA,NA,NA,146.0899,"SB20",591.5,0.575792839895247,0.280414692924787,0.403121189352819,0.376235432687511,0.311506372570185,NA,NA
"1135",592,-42.15762,80.3663,NA,41.7875,10.892,13.416,NA,NA,NA,NA,146.96159,"SB20",592,0.556431900310139,0.262810403611628,0.383705962439338,0.357845433683939,0.294855188773884,NA,NA
"1136",592.5,-41.46701,78.6278,NA,37.5664,10.9398,13.4091,NA,NA,NA,NA,148.4335,"SB20",592.5,0.540298557325568,0.248794024409569,0.367920708241834,0.342922445585325,0.281493042158976,NA,NA
"1137",593,-38.63279,78.4862,NA,30.5491,11.0864,13.698,NA,NA,NA,NA,149.3056,"SB20",593,0.538984504195504,0.247677734311413,0.366650488211204,0.341722635702332,0.280424460660909,NA,NA
"1138",593.5,-37.93699,79.4502,NA,28.1472,11.2691,13.8785,NA,NA,NA,NA,149.2462,"SB20",593.5,0.547930459120512,0.255352240149301,0.375343952852021,0.349937198053636,0.28775758261017,NA,NA
"1139",594,-39.24358,80.7863,NA,28.8801,11.489,13.9687,NA,NA,NA,NA,148.795,"SB20",594,0.560329515526429,0.266284458000901,0.387572725589504,0.36150475821058,0.298152131403989,NA,NA
"1140",594.5,-39.08757,81.5169,NA,31.7488,11.5428,14.0354,NA,NA,NA,NA,148.0363,"SB20",594.5,0.567109509995527,0.272411023395224,0.394349036120504,0.367921365054264,0.303952884112265,NA,NA
"1141",595,-38.54435,81.8975,NA,32.9051,11.6045,14.1502,NA,NA,NA,NA,147.9505,"SB20",595,0.570641491784384,0.275645060507294,0.397904411537245,0.371290024363497,0.307008267928824,NA,NA
"1142",595.5,-36.70515,82.4996,NA,29.4617,11.7318,14.6707,NA,NA,NA,NA,148.51691,"SB20",595.5,0.576229001598022,0.28082143595538,0.403564604028448,0.376655927024224,0.311889528137837,NA,NA
"1143",596,-36.02153,82.6651,NA,26.0876,12.0879,15.0865,NA,NA,NA,NA,149.55499,"SB20",596,0.577764847593965,0.282257317919326,0.405128125723751,0.378138814302662,0.313241609846808,NA,NA
"1144",596.5,-33.53022,79.2058,NA,23.855,12.7579,15.7156,NA,NA,NA,NA,149.89371,"SB20",596.5,0.545662418266081,0.253389853220536,0.373129712770909,0.347844262032106,0.285885429176265,NA,NA
"1145",597,-30.73911,76.4053,NA,25.739,13.2452,16.1067,NA,NA,NA,NA,149.6275,"SB20",597,0.519673676806034,0.23169970925407,0.348248230244672,0.324356106360934,0.265051373461494,NA,NA
"1146",597.5,-31.7826,76.1579,NA,28.0173,13.6698,16.4203,NA,NA,NA,NA,149.0824,"SB20",597.5,0.517377795842915,0.229852164648461,0.346092955960092,0.32232394874969,0.263263843242141,NA,NA
"1147",598,-35.20149,78.8449,NA,28.3813,14.0718,16.7401,NA,NA,NA,NA,149.1302,"SB20",598,0.54231325319094,0.250512833803972,0.369872698570285,0.344766521611076,0.283137077440973,NA,NA
"1148",598.5,-38.20988,80.9392,NA,26.9022,14.2939,17.066,NA,NA,NA,NA,149.9162,"SB20",598.5,0.561748433065883,0.267557826336568,0.388985607106179,0.362842233819887,0.299359176612666,NA,NA
"1149",599,-38.74967,81.7725,NA,24.7093,14.262,17.2553,NA,NA,NA,NA,150.7021,"SB20",599,0.569481487255726,0.274579677241562,0.396734803501208,0.370181684020336,0.306002233946006,NA,NA
"1150",599.5,-37.04076,81.7657,NA,24.4903,14.1053,17.3949,NA,NA,NA,NA,150.4989,"SB20",599.5,0.569418383009367,0.274521811242596,0.396671230750359,0.370121445816242,0.305947577629346,NA,NA
"1151",600,-34.84395,81.6838,NA,24.3852,14.0423,17.4701,NA,NA,NA,NA,149.8895,"SB20",600,0.568658348042191,0.273825601491793,0.3959059897627,0.369396379103507,0.305289872329232,NA,NA
"1152",600.5,-34.02573,81.5586,NA,23.3093,14.0615,17.3706,NA,NA,NA,NA,148.2766,"SB20",600.5,0.567496487506287,0.272763929631746,0.39473772808904,0.368289575711287,0.304286514690267,NA,NA
"1153",601,-32.92223,80.5436,NA,23.2477,14.0915,17.4138,NA,NA,NA,NA,146.96339,"SB20",601,0.558077250733587,0.264272716386659,0.385335740934252,0.359387590991856,0.296243641619351,NA,NA
"1154",601.5,-29.31391,77.9346,NA,24.2636,14.0524,17.0358,NA,NA,NA,NA,146.0571,"SB20",601.5,0.533865636211444,0.243364942833346,0.3617243758888,0.337070951305047,0.276289539126818,NA,NA
"1155",602,-27.2043,76.3286,NA,24.4811,13.9298,16.9697,NA,NA,NA,NA,145.5771,"SB20",602,0.51896189802725,0.231125761673839,0.347579309118199,0.323725357656472,0.264496300899873,NA,NA
"1156",602.5,-29.48509,76.1155,NA,24.318,13.8805,16.8088,NA,NA,NA,NA,145.1519,"SB20",602.5,0.516984322306794,0.2295366185836,0.345724268001073,0.321976357510702,0.262958330186542,NA,NA
"1157",603,-32.44228,77.0275,NA,24.7991,13.9727,17.1754,NA,NA,NA,NA,144.5979,"SB20",603,0.525447715347881,0.236394570561831,0.353699066333678,0.329497210163854,0.269584158604403,NA,NA
"1158",603.5,-34.31877,77.5396,NA,25.6041,14.0697,17.2735,NA,NA,NA,NA,144.556,"SB20",603.5,0.530200021900885,0.240311163491131,0.358218211199396,0.333761402201262,0.273355348460679,NA,NA
"1159",604,-34.57626,77.5896,NA,27.349,14.0882,17.2835,NA,NA,NA,NA,144.8604,"SB20",604,0.530664023712349,0.240696132698082,0.358661045221147,0.334179345323797,0.273725538251803,NA,NA
"1160",604.5,-32.32645,77.3409,NA,31.6072,14.026,17.2934,NA,NA,NA,NA,145.2903,"SB20",604.5,0.528356078702131,0.23878581552613,0.356461201366323,0.332103313873623,0.271887708614686,NA,NA
"1161",605,-31.38314,77.3559,NA,34.0244,13.9563,17.3038,NA,NA,NA,NA,146.0645,"SB20",605,0.52849527924557,0.23890071354383,0.356593682576839,0.332228327215632,0.271998307344901,NA,NA
"1162",605.5,-33.86323,77.7583,NA,36.5633,13.881,17.3165,NA,NA,NA,NA,146.3123,"SB20",605.5,0.532229565824225,0.241998404392097,0.360157270847468,0.33559159445984,0.274977177969645,NA,NA
"1163",606,-34.12531,78.2154,NA,37.1721,13.7814,17.3292,NA,NA,NA,NA,145.2841,"SB20",606,0.53647147038462,0.245553356779685,0.364227716716504,0.339434564997003,0.278388991034219,NA,NA
"1164",606.5,-33.5644,78.6054,NA,34.9146,13.6338,17.0844,NA,NA,NA,NA,143.4817,"SB20",606.5,0.540090684514032,0.248617185562442,0.367719615379009,0.342732489823204,0.281323806218405,NA,NA
"1165",607,-32.53419,78.4519,NA,31.1175,13.3849,16.7494,NA,NA,NA,NA,142.00121,"SB20",607,0.538666198952841,0.247407899065701,0.366343148712649,0.341432354436585,0.280166055935037,NA,NA
"1166",607.5,-34.25488,78.9616,NA,30.2728,13.1413,16.3975,NA,NA,NA,NA,141.0076,"SB20",607.5,0.543396233418895,0.251440439743133,0.370924227165037,0.345760063090848,0.284023674379304,NA,NA
"1167",608,-37.02048,79.7447,NA,29.1989,12.88,16.1921,NA,NA,NA,NA,142.0773,"SB20",608,0.55066342979003,0.257732114933529,0.378021359520831,0.352468558665201,0.290025396192331,NA,NA
"1168",608.5,-38.75306,80.5316,NA,28.5518,12.7242,16.0156,NA,NA,NA,NA,143.2962,"SB20",608.5,0.557965890298836,0.264173549483455,0.385225317111801,0.359283095189496,0.296149515475525,NA,NA
"1169",609,-35.79865,81.611,NA,30.0335,12.5799,15.9551,NA,NA,NA,NA,143.7258,"SB20",609,0.567982761404701,0.273207886617478,0.395226452100543,0.368752571164733,0.304706145918901,NA,NA
"1170",609.5,-32.46194,82.5905,NA,36.3758,12.3695,15.5188,NA,NA,NA,NA,143.7545,"SB20",609.5,0.577072556891262,0.281609386371012,0.40442294795677,0.377469968418405,0.312631594823686,NA,NA
"1171",610,-32.94753,82.2594,NA,39.5234,12.1719,15.0792,NA,NA,NA,NA,143.6461,"SB20",610,0.573999936895754,0.278747490374684,0.401301285615836,0.374509841307897,0.309935149988826,NA,NA
"1172",610.5,-35.29482,81.0958,NA,40.2099,11.7055,14.8005,NA,NA,NA,NA,143.71851,"SB20",610.5,0.563201686739385,0.268866820946362,0.390435562457499,0.364215025305804,0.300599221180869,NA,NA
"1173",611,-35.84271,80.198,NA,39.4023,11.5328,14.7359,NA,NA,NA,NA,144.3118,"SB20",611,0.554870070212754,0.261428016977374,0.382162349194046,0.356385060039805,0.293541688145279,NA,NA
"1174",611.5,-37.9788,79.0839,NA,38.8751,11.272,14.2891,NA,NA,NA,NA,144.74921,"SB20",611.5,0.544531181849734,0.252415326816801,0.372027910170252,0.346802993868334,0.284954972630041,NA,NA
"1175",612,-42.43469,75.2568,NA,38.4763,10.9624,13.737,NA,NA,NA,NA,144.4991,"SB20",612,0.509015555196727,0.223214117147415,0.338300583984209,0.314979643726364,0.256823181163946,NA,NA
"1176",612.5,-38.90398,73.2206,NA,36.2652,10.7542,13.7801,NA,NA,NA,NA,143.9119,"SB20",612.5,0.490119545426705,0.208728343184402,0.321021466656842,0.298709356488336,0.242662160262224,NA,NA
"1177",613,-36.63167,73.7226,NA,27.4286,10.7764,13.8193,NA,NA,NA,NA,143.7677,"SB20",613,0.494778123613795,0.212234700495947,0.325239473511844,0.302679265403286,0.246103937467285,NA,NA
"1178",613.5,-36.70646,74.011,NA,24.8873,10.9113,13.839,NA,NA,NA,NA,143.72079,"SB20",613.5,0.497454486062314,0.214268138085014,0.327675075677993,0.304972131529538,0.248095711938537,NA,NA
"1179",614,-38.13174,73.6258,NA,24.8933,11.1968,13.9125,NA,NA,NA,NA,144.65401,"SB20",614,0.493879816106802,0.211555310044309,0.324423999455294,0.301911667778896,0.245437783682923,NA,NA
