"","DEPT","SP","GR","CALI","SFL_A","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"2359",1204,-39.38926,75.4524,NA,11.1804,7.6888,7.9527,NA,NA,NA,NA,130.4158,"SB20",1204,0.510830730283171,0.224642952506814,0.339984391160887,0.316566249290584,0.258211989556351,NA,NA
"2360",1204.5,-36.84187,74.0471,NA,11.2424,7.7284,7.9956,NA,NA,NA,NA,130.03239,"SB20",1204.5,0.49778949537019,0.214523654616549,0.327980585069719,0.305259764407427,0.248345778192606,NA,NA
"2361",1205,-35.39687,74.5439,NA,11.0687,7.763,8.0286,NA,NA,NA,NA,130.2148,"SB20",1205,0.502399817368887,0.218062405472874,0.332199379647047,0.309232341765431,0.251804192759787,NA,NA
"2362",1205.5,-37.83859,75.7539,NA,10.7381,7.7828,8.0492,NA,NA,NA,NA,130.7735,"SB20",1205.5,0.513628661206293,0.226858444877655,0.342588143440543,0.319020104165662,0.260362725986362,NA,NA
"2363",1206,-35.9575,76.2538,NA,10.6594,7.8035,8.0706,NA,NA,NA,NA,131.7285,"SB20",1206,0.518267751317301,0.230567040033699,0.346927593813807,0.323110866445564,0.263955753726497,NA,NA
"2364",1206.5,-34.25701,75.6475,NA,10.4324,7.8242,8.0921,NA,NA,NA,NA,132.6422,"SB20",1206.5,0.5126412653515,0.226074776989111,0.341668120277151,0.318152989087897,0.259602334674236,NA,NA
"2365",1207,-34.44032,75.5111,NA,10.0411,7.8451,8.1136,NA,NA,NA,NA,133.424,"SB20",1207,0.511375468409829,0.225073048435731,0.3404905326138,0.317043213063088,0.258629768971693,NA,NA
"2366",1207.5,-33.86324,76.9198,NA,10.0707,7.8659,8.1352,NA,NA,NA,NA,134.4082,"SB20",1207.5,0.524448255445989,0.235576927786797,0.352752426040812,0.328604189252689,0.268795714001695,NA,NA
"2367",1208,-32.90435,78.7312,NA,11.1985,7.8952,8.1723,NA,NA,NA,NA,135.74561,"SB20",1208,0.541258113071673,0.249611548289279,0.368849718776711,0.343800052819,0.282275198596876,NA,NA
"2368",1208.5,-32.74836,78.9199,NA,12.7849,7.9779,8.2578,NA,NA,NA,NA,136.7271,"SB20",1208.5,0.543009255908135,0.251108685714408,0.370548306874024,0.345404861323242,0.283706639411347,NA,NA
"2369",1209,-34.70307,78.9803,NA,12.3054,8.0614,8.3443,NA,NA,NA,NA,135.3914,"SB20",1209,0.543569770096382,0.251589318898504,0.371092870836013,0.345919416392647,0.284165929255059,NA,NA
"2370",1209.5,-36.75298,79.3504,NA,11.3381,8.1457,8.4273,NA,NA,NA,NA,134.7457,"SB20",1209.5,0.547004311504832,0.254549526256144,0.374438933535748,0.34908170228975,0.286992017964206,NA,NA
"2371",1210,-35.40809,79.8666,NA,10.7599,8.2012,8.4846,NA,NA,NA,NA,133.3858,"SB20",1210,0.551794666206377,0.258722088903277,0.379132568582379,0.353519360088209,0.290967919363379,NA,NA
"2372",1210.5,-31.57961,80.0988,NA,10.5747,8.2572,8.5424,NA,NA,NA,NA,131.7039,"SB20",1210.5,0.553949490618811,0.260615795582273,0.381254071356071,0.355525874188416,0.292769511313487,NA,NA
"2373",1211,-28.30141,80.012,NA,10.7565,8.3135,8.6005,NA,NA,NA,NA,130.9642,"SB20",1211,0.553143983474112,0.259906673209669,0.380460278548089,0.354775053501224,0.29209508828156,NA,NA
"2374",1211.5,-25.82993,80.3472,NA,11.0201,8.4021,8.6977,NA,NA,NA,NA,130.0408,"SB20",1211.5,0.55625465161816,0.262653240878851,0.383530612966517,0.357679527725314,0.294705903754611,NA,NA
"2375",1212,-26.79554,81.5939,NA,11.6378,8.4979,8.7953,NA,NA,NA,NA,126.22224,"SB20",1212,0.56782407278518,0.273062946661068,0.39506692770565,0.368601441916659,0.304569157069814,NA,NA
"2376",1212.5,-28.92495,82.8455,NA,12.348,8.5864,8.8869,NA,NA,NA,NA,126.22224,"SB20",1212.5,0.579438966129724,0.283828928612903,0.406836207888697,0.379759138661091,0.314720558882236,NA,NA
"2377",1213,-28.52447,82.8262,NA,12.689,8.6759,8.9795,NA,NA,NA,NA,126.22224,"SB20",1213,0.579259861430499,0.283660468144993,0.406653280185519,0.379585592727488,0.314562077379651,NA,NA
"2378",1213.5,-26.82207,81.4773,NA,12.5487,8.7646,9.0709,NA,NA,NA,NA,126.22224,"SB20",1213.5,0.566742020560848,0.272076213491772,0.393980111550092,0.367571895618597,0.303636311205952,NA,NA
"2379",1214,-24.17558,79.8545,NA,12.3367,8.7607,9.0602,NA,NA,NA,NA,125.947,"SB20",1214,0.551682377768003,0.258623693967391,0.379022190173637,0.35341497662233,0.290874262396148,NA,NA
"2380",1214.5,-21.7931,80.845,NA,12.3987,8.7753,9.0766,NA,NA,NA,NA,126.7806,"SB20",1214.5,0.560874253653086,0.266772770254428,0.38811481777358,0.362017893813683,0.298615098049872,NA,NA
"2381",1215,-17.30321,81.704,NA,12.4016,8.7626,9.0619,NA,NA,NA,NA,126.9095,"SB20",1215,0.568845804774022,0.273997190171545,0.396094655618167,0.369575134136706,0.305451990492279,NA,NA
"2382",1215.5,-12.98132,81.8096,NA,11.9856,8.7006,9.0118,NA,NA,NA,NA,127.3152,"SB20",1215.5,0.569825776599832,0.274895552307228,0.397081746911218,0.370510437392368,0.306300562983182,NA,NA
"2383",1216,-16.77453,81.4338,NA,11.5581,8.6739,8.975,NA,NA,NA,NA,128.01801,"SB20",1216,0.566338338984875,0.271708793400574,0.393575070065087,0.36718823113801,0.303288847894388,NA,NA
"2384",1216.5,-22.96024,80.8254,NA,11.4239,8.7207,9.0194,NA,NA,NA,NA,128.6053,"SB20",1216.5,0.560692364942993,0.266609646340189,0.387933767020695,0.361846510681811,0.298460453219335,NA,NA
"2385",1217,-29.97086,81.5507,NA,11.5022,8.6532,8.9553,NA,NA,NA,NA,128.7426,"SB20",1217,0.567423175220076,0.272697045201136,0.394664074990693,0.368219802326578,0.304223287638517,NA,NA
"2386",1217.5,-34.52477,82.6706,NA,11.2661,8.5931,8.9,NA,NA,NA,NA,128.69431,"SB20",1217.5,0.577815887793226,0.282305133220649,0.405180142833981,0.378188153743805,0.313286620396506,NA,NA
"2387",1218,-36.55198,83.9708,NA,10.7196,8.622,8.954,NA,NA,NA,NA,128.5219,"SB20",1218,0.589881790898512,0.293786132480381,0.417580846231748,0.389959937441435,0.324068777549716,NA,NA
"2388",1218.5,-37.23799,84.8815,NA,10.929,8.6494,8.9391,NA,NA,NA,NA,128.379,"SB20",1218.5,0.5983331198925,0.302041990135014,0.426391035090246,0.398335254456737,0.331792779070007,NA,NA
"2389",1219,-36.1654,85.508,NA,11.6129,8.6768,8.9242,NA,NA,NA,NA,128.6272,"SB20",1219,0.604147062590132,0.307826250923992,0.432512056848111,0.404160334324678,0.337190981556008,NA,NA
"2390",1219.5,-34.88511,84.9729,NA,11.8981,8.7044,8.9094,NA,NA,NA,NA,129.0988,"SB20",1219.5,0.599181315203855,0.302880491156838,0.427280959366903,0.399181830452395,0.332575980780999,NA,NA
"2391",1220,-35.09242,83.8391,NA,11.9023,8.7321,8.8946,NA,NA,NA,NA,129.237,"SB20",1220,0.588659610127118,0.292606960690558,0.416315290695414,0.388757684778658,0.32296363503061,NA,NA
"2392",1220.5,-35.02824,83.8117,NA,11.9505,8.7489,8.8798,NA,NA,NA,NA,128.8712,"SB20",1220.5,0.588405337134436,0.292362099783892,0.416052262994221,0.388507839427357,0.322734084074607,NA,NA
"2393",1221,-33.89545,84.4054,NA,12.0643,8.6804,8.865,NA,NA,NA,NA,128.3394,"SB20",1221,0.593914894643749,0.297703636788573,0.421772328826365,0.393943245712861,0.327736815853647,NA,NA
"2394",1221.5,-37.62356,84.6736,NA,11.8449,8.6124,8.8502,NA,NA,NA,NA,127.6313,"SB20",1221.5,0.596403800360436,0.300141500812669,0.424370691021459,0.396413721148071,0.330016771096612,NA,NA
"2395",1222,-40.10997,84.0452,NA,11.395,8.545,8.8355,NA,NA,NA,NA,126.7701,"SB20",1222,0.590572225593969,0.294453906112344,0.418296732591967,0.39064010656908,0.32469440796422,NA,NA
"2396",1222.5,-37.86268,82.9659,NA,11.1329,8.478,8.7825,NA,NA,NA,NA,127.3569,"SB20",1222.5,0.580556282491727,0.284881591494432,0.407978399492321,0.380842842049906,0.315710614710086,NA,NA
"2397",1223,-39.3755,82.8164,NA,11.4016,8.4188,8.7157,NA,NA,NA,NA,128.20261,"SB20",1223,0.579168917075452,0.28357495824969,0.406560412001248,0.379497488988372,0.314481628506729,NA,NA
"2398",1223.5,-43.59661,82.7783,NA,11.4318,8.3592,8.6494,NA,NA,NA,NA,128.6364,"SB20",1223.5,0.578815347695117,0.28324270614828,0.406199474467495,0.379155078557889,0.314169013914242,NA,NA
"2399",1224,-46.08022,82.5998,NA,11.1908,8.2958,8.5836,NA,NA,NA,NA,128.5585,"SB20",1224,0.577158861228194,0.281690097925981,0.404510821936553,0.377553311779147,0.312707592336166,NA,NA
"2400",1224.5,-46.49783,82.0237,NA,10.9473,8.2329,8.5183,NA,NA,NA,NA,128.4973,"SB20",1224.5,0.571812632356517,0.276723891572106,0.399087157381962,0.372410971656368,0.308026510750871,NA,NA
"2401",1225,-45.90324,80.8353,NA,11.1366,8.1896,8.4705,NA,NA,NA,NA,128.4758,"SB20",1225,0.560784237301662,0.266692031051406,0.388025210419538,0.361933070817582,0.298538557152484,NA,NA
"2402",1225.5,-43.86305,80.5619,NA,11.8862,8.1644,8.4432,NA,NA,NA,NA,128.26401,"SB20",1225.5,0.558247075396582,0.264424000453377,0.385504170087802,0.35954698058606,0.296387226847034,NA,NA
"2403",1226,-47.70607,81.56,NA,12.4838,8.1737,8.4529,NA,NA,NA,NA,127.6261,"SB20",1226,0.567509479557008,0.272775783880636,0.394750781317684,0.368301941417229,0.30429772052128,NA,NA
"2404",1226.5,-53.65377,82.4815,NA,12.4675,8.1831,8.4625,NA,NA,NA,NA,127.2808,"SB20",1226.5,0.576061032942273,0.280664742745938,0.403393810461668,0.376493959134942,0.311741929651875,NA,NA
"2405",1227,-57.68449,82.3682,NA,11.8407,8.1924,8.4722,NA,NA,NA,NA,127.7551,"SB20",1227,0.575009604837497,0.279685427421446,0.40232560251197,0.375481027854969,0.31081923003994,NA,NA
"2406",1227.5,-52.77,81.5908,NA,11.2103,8.2018,8.4819,NA,NA,NA,NA,128.59509,"SB20",1227.5,0.567795304672869,0.273036677312014,0.395038011835993,0.368574048078743,0.304544327827923,NA,NA
"2407",1228,-47.83671,80.0311,NA,10.8773,8.2112,8.4916,NA,NA,NA,NA,129.2778,"SB20",1228,0.55332123216609,0.26006258712418,0.380634873489133,0.354940191291973,0.292243393940344,NA,NA
"2408",1228.5,-44.77532,78.8044,NA,10.6357,8.2448,8.5282,NA,NA,NA,NA,129.7211,"SB20",1228.5,0.541937411723655,0.250191515741748,0.369508141043402,0.34442209174052,0.282829858067341,NA,NA
"2409",1229,-46.51943,78.6056,NA,10.2925,8.2913,8.5763,NA,NA,NA,NA,129.7505,"SB20",1229,0.540092540521278,0.248618764063638,0.367721410594618,0.34273418559831,0.281325316929288,NA,NA
"2410",1229.5,-48.45764,77.6425,NA,9.9896,8.3387,8.6308,NA,NA,NA,NA,129.7963,"SB20",1229.5,0.531154937628876,0.241103929167038,0.359129873830765,0.334621840092629,0.274117585080603,NA,NA
"2411",1230,-49.00796,75.8086,NA,10.655,8.4288,8.7244,NA,NA,NA,NA,130.03011,"SB20",1230,0.514136279188034,0.227262099793622,0.343061615634793,0.319466372897988,0.26075423424882,NA,NA
"2412",1230.5,-49.09917,74.7487,NA,11.335,8.5199,8.8191,NA,NA,NA,NA,130.13319,"SB20",1230.5,0.50430036878864,0.2195334377223,0.333946392494948,0.310877751335201,0.253239206373468,NA,NA
"2413",1231,-47.39298,75.0823,NA,11.4138,8.7525,9.0675,NA,NA,NA,NA,130.02049,"SB20",1231,0.507396188874721,0.221945016764946,0.336801986449926,0.31356772863194,0.255588475073204,NA,NA
"2414",1231.5,-46.43919,76.2084,NA,11.4623,9.0842,9.3245,NA,NA,NA,NA,129.7682,"SB20",1231.5,0.517846437672493,0.230228407636245,0.346532339719679,0.322738204171618,0.26362804022484,NA,NA
"2415",1232,-45.4826,76.7635,NA,12.3344,9.4284,9.5888,NA,NA,NA,NA,127.7472,"SB20",1232,0.522997785783356,0.234394042498268,0.351380941878738,0.327310517280398,0.267654350303951,NA,NA
"2416",1232.5,-47.61511,76.4386,NA,13.7708,9.6031,9.7216,NA,NA,NA,NA,124.3295,"SB20",1232.5,0.519982702012469,0.231949220164682,0.348538853966589,0.32463015636144,0.265292614263164,NA,NA
"2417",1233,-51.89013,77.0597,NA,14.5067,9.6609,9.8198,NA,NA,NA,NA,121.3971,"SB20",1233,0.525746532514463,0.236639435543791,0.353982346352739,0.32976445892366,0.269820200830985,NA,NA
"2418",1233.5,-56.45344,77.546,NA,14.6568,9.6253,9.9108,NA,NA,NA,NA,119.6127,"SB20",1233.5,0.530259414132753,0.240360413987009,0.358274878058543,0.333814882990692,0.273402712983564,NA,NA
"2419",1234,-51.48555,77.4693,NA,14.4115,9.5784,9.9657,NA,NA,NA,NA,119.9574,"SB20",1234,0.529547635353968,0.239770671061634,0.357596068168265,0.333174256755652,0.272835460371679,NA,NA
"2420",1234.5,-47.69226,77.8212,NA,13.3,9.5317,9.9434,NA,NA,NA,NA,122.0491,"SB20",1234.5,0.532813280103046,0.242485297744677,0.360715972002088,0.336118987447376,0.275444890392939,NA,NA
"2421",1235,-45.93137,78.7651,NA,11.6195,9.4963,9.9211,NA,NA,NA,NA,123.8913,"SB20",1235,0.541572706299845,0.249880014163962,0.369154566760346,0.344088050435694,0.28253197183535,NA,NA
"2422",1235.5,-44.21278,78.9688,NA,10.5434,9.4868,9.8861,NA,NA,NA,NA,125.5908,"SB20",1235.5,0.543463049679746,0.251497754354234,0.370989154684361,0.345821413519935,0.284078440199195,NA,NA
"2423",1236,-46.43879,78.5383,NA,10.7316,9.4774,9.8423,NA,NA,NA,NA,128.02251,"SB20",1236,0.539467994083049,0.248088022315599,0.36711758120232,0.342163820026973,0.280817292271306,NA,NA
"2424",1236.5,-49.2466,77.3637,NA,11.6091,9.4573,9.7988,NA,NA,NA,NA,129.0368,"SB20",1236.5,0.528567663528158,0.238960476725545,0.356662582910372,0.332293344268237,0.272055831210988,NA,NA
"2425",1237,-51.39292,76.0216,NA,12.3145,9.4243,9.7554,NA,NA,NA,NA,128.4735,"SB20",1237,0.516112926904867,0.228838935547063,0.344908478808775,0.321207285697056,0.262282603877123,NA,NA
"2426",1237.5,-53.01823,74.7743,NA,12.7082,9.3914,9.7143,NA,NA,NA,NA,126.5109,"SB20",1237.5,0.504537937716109,0.219717821417624,0.334165092919747,0.311083747448168,0.253418968352519,NA,NA
"2427",1238,-49.88854,73.9049,NA,13.2141,9.3531,9.6739,NA,NA,NA,NA,124.4162,"SB20",1238,0.496469874218389,0.213518429673841,0.326777986677299,0.304127570267314,0.24736171912712,NA,NA
"2428",1238.5,-49.63416,74.6011,NA,13.4927,9.3174,9.6357,NA,NA,NA,NA,120.88891,"SB20",1238.5,0.502930635441201,0.21847253880074,0.332686851707111,0.309691442047116,0.252204436982048,NA,NA
"2429",1239,-50.86567,75.5575,NA,13.0744,9.3387,9.6578,NA,NA,NA,NA,121.06667,"SB20",1239,0.511806062090866,0.225413447506171,0.340890887733865,0.317420502148311,0.258960332813703,NA,NA
"2430",1239.5,-51.30538,75.6241,NA,12.1436,9.4185,9.7494,NA,NA,NA,NA,121.24448,"SB20",1239.5,0.512424112503735,0.225902695026419,0.34146595323663,0.317962456581034,0.259435309727362,NA,NA
"2431",1240,-51.61089,74.8722,NA,11.7709,9.5255,9.8602,NA,NA,NA,NA,121.42225,"SB20",1240,0.505446453262954,0.220423982197791,0.335002115907783,0.311872178682465,0.254107209672739,NA,NA
"2432",1240.5,-53.6239,73.8202,NA,12.359,9.6338,9.9723,NA,NA,NA,NA,121.60005,"SB20",1240.5,0.495683855149771,0.212921292244964,0.326062715816259,0.303454218962306,0.246776803146827,NA,NA
"2433",1241,-56.60191,72.7003,NA,12.9786,9.7536,10.133,NA,NA,NA,NA,121.77782,"SB20",1241,0.485291142576621,0.205138106178919,0.316678349146098,0.294622859397019,0.239128267692916,NA,NA
"2434",1241.5,-57.22802,71.8189,NA,12.7998,9.9386,10.2925,NA,NA,NA,NA,120.7105,"SB20",1241.5,0.47711171864415,0.19915669859295,0.309387022239745,0.287764891446677,0.233217902355735,NA,NA
"2435",1242,-56.12923,71.9157,NA,12.1865,10.05,10.4008,NA,NA,NA,NA,119.4646,"SB20",1242,0.478010026151142,0.199807491704983,0.310183758803754,0.288514123950443,0.233862385337762,NA,NA
"2436",1242.5,-56.96745,73.9198,NA,13.0001,10.1457,10.4978,NA,NA,NA,NA,118.5087,"SB20",1242.5,0.496608146758205,0.213623599661687,0.326903894179905,0.304246102240121,0.247464709402286,NA,NA
"2437",1243,-55.86196,77.3271,NA,14.9769,10.2705,10.6362,NA,NA,NA,NA,118.0505,"SB20",1243,0.528228014202167,0.238680145571338,0.356339341229847,0.331988324198583,0.271785985767272,NA,NA
"2438",1243.5,-51.14717,80.2592,NA,16.1886,10.3835,10.7401,NA,NA,NA,NA,117.7201,"SB20",1243.5,0.555438008429985,0.261930062474844,0.38272327644287,0.356915711137476,0.294018822156266,NA,NA
"2439",1244,-54.43468,82.3707,NA,15.0919,10.4382,10.7968,NA,NA,NA,NA,117.8279,"SB20",1244,0.57503280492807,0.279707007841408,0.402349156060082,0.375503361137803,0.310839567063432,NA,NA
"2440",1244.5,-58.33299,82.0554,NA,13.0866,10.4932,10.8538,NA,NA,NA,NA,118.2117,"SB20",1244.5,0.572106809504984,0.276995391201605,0.399384551516091,0.372692851970182,0.308282685639591,NA,NA
"2441",1245,-60.8992,80.1519,NA,12.7224,10.4563,10.8349,NA,NA,NA,NA,119.2449,"SB20",1245,0.554442260542585,0.261050324768937,0.381740112195068,0.355985634390462,0.293182656862784,NA,NA
"2442",1245.5,-62.01682,78.1997,NA,13.2458,10.4764,10.8387,NA,NA,NA,NA,120.3465,"SB20",1245.5,0.536325773815821,0.245430612494463,0.364087511920062,0.339302171311091,0.27827130748297,NA,NA
"2443",1246,-61.06203,77.7769,NA,13.663,10.5511,10.916,NA,NA,NA,NA,121.2961,"SB20",1246,0.532402174498089,0.242142306501483,0.360322435877903,0.335747501269512,0.275115425265617,NA,NA
"2444",1246.5,-59.36914,78.6697,NA,12.9556,10.6264,10.9939,NA,NA,NA,NA,119.9552,"SB20",1246.5,0.540687390843574,0.249125061000908,0.368297015237277,0.343277921532282,0.281809800936021,NA,NA
"2445",1247,-55.23675,79.858,NA,12.1245,10.7021,11.0723,NA,NA,NA,NA,118.9129,"SB20",1247,0.551714857894805,0.258652152399808,0.379054116046347,0.353445168392543,0.290901350974453,NA,NA
"2446",1247.5,-57.12456,80.0657,NA,12.0903,10.7342,11.1013,NA,NA,NA,NA,120.2473,"SB20",1247.5,0.553642321419623,0.260345208588786,0.380951264695499,0.355239452562048,0.292512193830422,NA,NA
"2447",1248,-58.37247,78.6646,NA,12.9066,10.7583,11.1262,NA,NA,NA,NA,121.3505,"SB20",1248,0.540640062658805,0.249084750116824,0.368251200917468,0.343234642642304,0.281771231847118,NA,NA
"2448",1248.5,-60.14248,77.4034,NA,14.2296,10.7824,11.1512,NA,NA,NA,NA,120.521,"SB20",1248.5,0.52893608096646,0.239264827993366,0.357013375109809,0.332624371689038,0.272348745844089,NA,NA
"2449",1249,-58.14009,77.6682,NA,15.4072,10.8066,11.1762,NA,NA,NA,NA,118.2951,"SB20",1249,0.531393434559969,0.241302231171103,0.359357756409583,0.334836929402716,0.274308193605192,NA,NA
"2450",1249.5,-54.88081,79.4759,NA,15.948,10.8309,11.2013,NA,NA,NA,NA,115.8956,"SB20",1249.5,0.548168956051604,0.255559259939137,0.375577197128657,0.350157691747274,0.287954968235583,NA,NA
"2451",1250,-51.80232,81.4012,NA,15.726,10.7783,11.1515,NA,NA,NA,NA,113.6335,"SB20",1250,0.566035809803802,0.271433688743347,0.393271670288504,0.366900855789626,0.303028647000317,NA,NA
"2452",1250.5,-47.74263,82.9663,NA,15.3754,10.6961,11.0664,NA,NA,NA,NA,114.9805,"SB20",1250.5,0.580559994506219,0.284885093743045,0.407982197098169,0.380846445454422,0.315713907942493,NA,NA
"2453",1251,-49.67964,83.2505,NA,14.9035,10.6145,10.982,NA,NA,NA,NA,118.3752,"SB20",1251,0.583197380802575,0.287381887813804,0.410685341594112,0.383411802460081,0.318060490115696,NA,NA
"2454",1251.5,-51.96055,82.6456,NA,14.0741,10.5335,10.8982,NA,NA,NA,NA,124.5237,"SB20",1251.5,0.577583886887494,0.282087841367271,0.404943731078427,0.377963914272594,0.313082067126167,NA,NA
"2455",1252,-51.98977,81.8713,NA,12.798,10.4532,10.8151,NA,NA,NA,NA,123.5964,"SB20",1252,0.570398354835177,0.275421493555912,0.397659105869992,0.371057555786529,0.306797195229814,NA,NA
"2456",1252.5,-49.89448,81.6147,NA,11.9917,10.3734,10.7326,NA,NA,NA,NA,117.6483,"SB20",1252.5,0.568017097538749,0.273239255657892,0.395260973693303,0.368785276392494,0.304735792919959,NA,NA
"2457",1253,-46.61539,81.8085,NA,12.1525,10.3333,10.6864,NA,NA,NA,NA,118.8394,"SB20",1253,0.56981556855998,0.274886182726479,0.397071457797133,0.370500687535832,0.306291714470993,NA,NA
"2458",1253.5,-41.4586,81.6511,NA,12.662,10.3176,10.6702,NA,NA,NA,NA,119.7957,"SB20",1253.5,0.568354890857494,0.273548006497797,0.395600679140334,0.369107115190004,0.305027571808225,NA,NA
"2459",1254,-39.33291,80.2636,NA,13.3072,10.3061,10.6581,NA,NA,NA,NA,120.0133,"SB20",1254,0.555478840589394,0.261966185434014,0.382763621565429,0.356953879856573,0.29405314801842,NA,NA
"2460",1254.5,-42.27122,78.4552,NA,14.0078,10.3022,10.6541,NA,NA,NA,NA,119.7015,"SB20",1254.5,0.538696823072397,0.247433850315197,0.366372711923036,0.341460276432688,0.280190909591141,NA,NA
"2461",1255,-47.63214,77.4316,NA,14.7534,10.2983,10.65,NA,NA,NA,NA,119.0315,"SB20",1255,0.529197777988125,0.23948119180463,0.357262661294023,0.332859618550803,0.272556946198281,NA,NA
"2462",1255.5,-45.11545,76.898,NA,15.5032,10.2206,10.5966,NA,NA,NA,NA,118.1762,"SB20",1255.5,0.524245950656191,0.235411680243948,0.352560972247453,0.328423588602546,0.268636318244718,NA,NA
"2463",1256,-41.78186,76.0398,NA,15.8023,10.0068,10.3835,NA,NA,NA,NA,117.2546,"SB20",1256,0.516281823564239,0.228974040928213,0.345066520709628,0.321356273119393,0.26241348179356,NA,NA
"2464",1256.5,-37.67717,75.079,NA,14.6139,9.8216,10.1717,NA,NA,NA,NA,117.5132,"SB20",1256.5,0.507365564755165,0.221921067329364,0.336773678609779,0.313541059734028,0.255565164143244,NA,NA
"2465",1257,-38.73838,74.4993,NA,12.391,9.6865,10.0318,NA,NA,NA,NA,118.5183,"SB20",1257,0.501985927753062,0.217743003373892,0.33181953661021,0.308874617626574,0.251492409632505,NA,NA
"2466",1257.5,-41.21309,74.3586,NA,10.932,9.572,9.899,NA,NA,NA,NA,120.2168,"SB20",1257.5,0.500680226655605,0.216737601853699,0.330622669829718,0.307747510931208,0.250510517259151,NA,NA
"2467",1258,-44.49231,74.4158,NA,10.6402,9.5757,9.9269,NA,NA,NA,NA,121.818,"SB20",1258,0.501211044727919,0.21714593041914,0.331108981209168,0.308205465586367,0.250909384851669,NA,NA
"2468",1258.5,-47.33881,74.6926,NA,10.9312,9.7653,10.1323,NA,NA,NA,NA,122.5403,"SB20",1258.5,0.503779758756178,0.219129770764082,0.333467382808862,0.310426578978672,0.252845574652844,NA,NA
"2469",1259,-45.94763,75.6714,NA,11.9184,10.0013,10.3832,NA,NA,NA,NA,122.2702,"SB20",1259,0.512863058217379,0.226250634874169,0.341874669960269,0.318347655156484,0.259773004387429,NA,NA
"2470",1259.5,-44.41654,77.334,NA,12.7619,10.243,10.6404,NA,NA,NA,NA,121.4983,"SB20",1259.5,0.528292046452149,0.238732976210455,0.356400268593778,0.33204581632922,0.271836843839384,NA,NA
"2471",1260,-45.77295,78.2122,NA,13.865,10.4906,10.9039,NA,NA,NA,NA,120.1727,"SB20",1260,0.536441774268687,0.245528335114645,0.364199137644934,0.339407577985493,0.278365001690242,NA,NA
"2472",1260.5,-43.51436,78.6259,NA,15.2692,10.7067,11.0672,NA,NA,NA,NA,118.485,"SB20",1260.5,0.540280925256732,0.248779021026477,0.367903649008628,0.34290633099837,0.281478684479238,NA,NA
"2473",1261,-41.09777,79.0209,NA,16.3508,10.7752,11.1969,NA,NA,NA,NA,116.364,"SB20",1261,0.54394653956729,0.251912782043729,0.371459156681835,0.346265533164438,0.284474959863176,NA,NA
"2474",1261.5,-42.80769,79.906,NA,16.6914,10.8347,11.1772,NA,NA,NA,NA,114.6155,"SB20",1261.5,0.55216029963381,0.259042678754756,0.379492101660829,0.353859374351636,0.291273038795741,NA,NA
"2475",1262,-47.7862,80.7614,NA,16.2595,10.7187,11.0661,NA,NA,NA,NA,113.8521,"SB20",1262,0.56009844262432,0.266077526415116,0.387342898699307,0.36128721717623,0.297955907312348,NA,NA
"2476",1262.5,-46.01701,81.6605,NA,14.8406,10.6081,10.9814,NA,NA,NA,NA,114.4522,"SB20",1262.5,0.568442123198049,0.273627782322789,0.395688431119905,0.369190253981875,0.305102955679747,NA,NA
"2477",1263,-37.36562,83.298,NA,13.3786,10.4496,10.8974,NA,NA,NA,NA,115.0129,"SB20",1263,0.583638182523465,0.28780084121007,0.411138098610431,0.383841568667413,0.318454005498985,NA,NA
"2478",1263.5,-33.67813,84.3307,NA,12.9681,10.2898,10.814,NA,NA,NA,NA,115.9173,"SB20",1263.5,0.593221675937423,0.297027400481809,0.42105021875281,0.393256835913957,0.327104023219066,NA,NA
"2479",1264,-34.79765,83.8246,NA,12.3461,10.2205,10.7313,NA,NA,NA,NA,117.1932,"SB20",1264,0.588525049601794,0.292477361122027,0.416176085653899,0.388625455276527,0.322842141380121,NA,NA
"2480",1264.5,-35.83865,81.4427,NA,11.9611,10.1991,10.6491,NA,NA,NA,NA,118.2444,"SB20",1264.5,0.566420931307316,0.271783935757895,0.393657922178959,0.3672667090724,0.303359913638858,NA,NA
"2481",1265,-35.06187,80.7738,NA,12.1482,10.2032,10.5871,NA,NA,NA,NA,118.9489,"SB20",1265,0.560213515073563,0.266180561354018,0.387457341442075,0.361395541458966,0.298053613272282,NA,NA
"2482",1265.5,-39.09128,81.3951,NA,12.7656,10.2359,10.5272,NA,NA,NA,NA,119.0565,"SB20",1265.5,0.565979201582803,0.27138223580735,0.393214913295631,0.366847097606667,0.302979977823791,NA,NA
"2483",1266,-39.66999,82.3163,NA,13.7659,10.203,10.4286,NA,NA,NA,NA,118.7965,"SB20",1266,0.574527970957199,0.279237707804161,0.401836801917216,0.375017565683331,0.31039726373547,NA,NA
"2484",1266.5,-34.1504,83.3438,NA,15.4246,10.075,10.3166,NA,NA,NA,NA,118.0228,"SB20",1266.5,0.584063208182765,0.288205249236103,0.411574913765086,0.384256226542802,0.318833795847404,NA,NA
"2485",1267,-27.13571,84.2847,NA,16.5121,9.8695,10.2056,NA,NA,NA,NA,116.9035,"SB20",1267,0.592794794270877,0.296611574244552,0.420605891001043,0.392834509365352,0.326714832833464,NA,NA
