"","DEPT","SP","GR","CALI","BITSIZE","LLD","LLS","RHOB","NPHI","DT","MUDWGT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"2581",1333,-3.70541,94.8315,12.5764,12.25,5.9397,6.186,2.3226,49.5203,112.8597,10.1,"TL1",1333,0.489000256002759,0.207892114575456,0.320012082997178,0.29775951020327,0.241839950458035,0.211225806451613,35.0164584762031
"2582",1333.5,-3.47534,94.1638,12.6924,12.25,5.9278,6.1737,2.3478,48.5851,119.1219,10.1,"TL1",1333.5,0.484029827336226,0.204207535676904,0.315548585013949,0.293560037549364,0.238210648481514,0.194967741935484,34.3551302895972
"2583",1334,-3.24567,92.9892,12.9129,12.25,5.916,6.1614,2.3328,47.5597,120.5355,10.1,"TL1",1334,0.475285982028889,0.197838626060672,0.307770774562839,0.286245120098116,0.231911525407808,0.204645161290322,33.6300977082437
"2584",1334.5,-2.99209,90.9584,12.8026,12.25,5.8952,6.1412,2.3245,46.5342,118.6599,10.1,"TL1",1334.5,0.46016849433083,0.187158611679053,0.294543912481153,0.273813103144565,0.221270701946415,0.21,32.9049834344283
"2585",1335,-2.70192,89.4296,12.442,12.25,5.8651,6.1099,2.3197,45.7251,117.22,10.1,"TL1",1335,0.448787947160852,0.179387437016157,0.28476793488706,0.264630273254324,0.213462139227167,0.213096774193548,32.3328793973346
"2586",1335.5,-2.53925,87.9007,12.1195,12.25,5.8174,6.0773,2.3194,45.7448,113.0965,10.1,"TL1",1335.5,0.43740665558041,0.171839315455078,0.275144356048457,0.255594897599227,0.205820344103195,0.213290322580645,32.3468098875431
"2587",1336,-2.65167,86.855,12.4481,12.25,5.7149,5.9702,2.3268,45.6665,111.6004,10.1,"TL1",1336,0.429622355360861,0.166802160805216,0.268649151680913,0.249498936825973,0.200687279630967,0.208516129032258,32.2914284387209
"2588",1336.5,-2.7326,88.0327,12.8437,12.25,5.7872,5.9769,2.3328,45.5238,114.195,10.1,"TL1",1336.5,0.438389277392574,0.172482339714181,0.275969247259605,0.256369211634217,0.206473648041085,0.204645161290322,32.1905129353513
"2589",1337,-2.73103,89.2153,13.3391,12.25,5.881,6.0008,2.3276,44.9833,112.0589,10.1,"TL1",1337,0.447192675537012,0.178316123090868,0.283409867974878,0.263354962005495,0.212381062111776,0.208,31.8083365086104
"2590",1337.5,-2.70835,90.3075,13.1761,12.25,5.9764,6.0249,2.3173,44.867,115.0976,10.1,"TL1",1337.5,0.45532312662221,0.183822219272587,0.290362842926019,0.269885153880332,0.217925340469153,0.214645161290323,31.7261230025453
"2591",1338,-2.43628,89.9341,12.7775,12.25,6.0734,6.049,2.3511,45.2851,116.0712,10.1,"TL1",1338,0.452543497950526,0.181926871588011,0.287976946788575,0.267644078682967,0.216020186549547,0.192838709677419,32.0216916228511
"2592",1338.5,-2.06301,89.5606,12.7795,12.25,6.1719,6.1074,2.3834,45.6833,113.6979,10.1,"TL1",1338.5,0.449763124868379,0.180044485144186,0.285599591451345,0.265411293543372,0.214124611084529,0.172,32.3032001734348
"2593",1339,-1.68743,88.8297,12.8235,12.25,6.272,6.261,2.3642,46.0695,115.0819,10.1,"TL1",1339,0.44432222878875,0.176399462121915,0.28097378596112,0.261067535740489,0.210444058265501,0.184387096774194,32.5763167719392
"2594",1339.5,-1.76406,88.268,12.8058,12.25,6.4271,6.4185,2.3636,47.1696,113.1734,10.1,"TL1",1339.5,0.440140875213804,0.173632605774798,0.277442468011148,0.257752176404242,0.207641216139264,0.184774193548387,33.3541999279146
"2595",1340,-1.84059,87.6072,12.6319,12.25,6.5085,6.6144,2.3401,48.385,117.1357,10.1,"TL1",1340,0.435221810869271,0.170415354747053,0.273314244840282,0.253877100614649,0.204372053875644,0.199935483870968,34.2136537013932
"2596",1340.5,-1.92062,89.7883,12.6011,12.25,6.4427,6.7172,2.3448,49.134,120.0482,10.1,"TL1",1340.5,0.451458147494363,0.181190462919785,0.287047828428642,0.266771429754189,0.215279030787155,0.196903225806451,34.7432635692182
"2597",1341,-2.28644,90.9737,12.9533,12.25,6.3776,6.6482,2.3517,49.4489,123.6304,10.1,"TL1",1341,0.460282389131786,0.187237536450166,0.294642530579199,0.273905761364055,0.22134971280684,0.192451612903226,34.9659173255422
"2598",1341.5,-2.35697,91.4532,13.2864,12.25,6.2885,6.5607,2.3485,49.6868,120.2949,10.1,"TL1",1341.5,0.46385183730552,0.189722747641299,0.297741112927422,0.276817334000809,0.223834705308594,0.194516129032258,35.1341424455219
"2599",1342,-2.2994,91.7667,12.9998,12.25,6.1998,6.4682,2.3372,50.6872,110.5122,10.1,"TL1",1342,0.466185564109411,0.191359936862134,0.299775290000849,0.278729008927989,0.225468685638835,0.201806451612903,35.8415469091661
"2600",1342.5,-2.33392,92.0802,12.7132,12.25,6.1697,6.4278,2.3235,51.5222,113.8777,10.1,"TL1",1342.5,0.468519290913302,0.193006954337371,0.301816058766745,0.280647095763892,0.227110059735456,0.210645161290322,36.4320014837503
"2601",1343,-2.28435,91.5064,12.578,12.25,6.2062,6.4633,2.2891,49.9867,113.9265,10.1,"TL1",1343,0.464247863672241,0.189999883816026,0.298085843144173,0.277141288836231,0.224111468076824,0.232838709677419,35.3463179889697
"2602",1343.5,-2.03228,91.376,13.1859,12.25,6.2358,6.4962,2.2549,47.8895,116.3143,10.1,"TL1",1343.5,0.463277152427496,0.189321087892398,0.297241201788985,0.276347561151186,0.223433463201985,0.254903225806452,33.863469889429
"2603",1344,-1.8197,92.0127,13.3924,12.25,6.276,6.5381,2.2101,46.3668,119.3636,10.1,"TL1",1344,0.468016813850263,0.192651500137761,0.301376100880443,0.280233567602375,0.22675602671222,0.283806451612903,32.7868928715575
"2604",1344.5,-1.62673,93.1672,13.2936,12.25,6.2299,6.5077,2.2138,46.8633,118.2764,10.1,"TL1",1344.5,0.476611032654384,0.198794618886549,0.308943378865166,0.2873477151698,0.232859180557017,0.28141935483871,33.137954702601
"2605",1345,-1.56806,93.9679,12.8304,12.25,6.3323,6.5951,2.2229,47.7826,117.7466,10.1,"TL1",1345,0.482571527237718,0.203135379532921,0.314244840850367,0.29233363932832,0.237152556743156,0.275548387096774,33.7879622770716
"2606",1345.5,-1.53028,93.8876,12.5679,12.25,6.3123,6.5743,2.2247,48.6455,120.309,10.1,"TL1",1345.5,0.481973765635318,0.20269705689078,0.313711193338633,0.291831680036131,0.236719717707522,0.274387096774194,34.3981101118134
"2607",1346,-1.46301,92.838,12.8666,12.25,6.2923,6.5535,2.2159,49.2348,121.4393,10.1,"TL1",1346,0.474160433407682,0.197029117190904,0.306776410199785,0.285310183602114,0.231108473902392,0.280064516129032,34.8148241929583
"2608",1346.5,-1.43504,92.2566,12.9577,12.25,6.2724,6.5327,2.2039,49.7261,117.0141,10.1,"TL1",1346.5,0.469832430971376,0.193938040258952,0.3029672633799,0.281729192485581,0.228036896664489,0.287806451612903,35.1622514478495
"2609",1347,-1.70236,92.3237,12.5811,12.25,6.2607,6.52,2.1919,50.129,117.4482,10.1,"TL1",1347,0.47033193039256,0.194293035877326,0.303405715392762,0.282141342480279,0.228390072624022,0.295548387096774,35.447171888947
"2610",1347.5,-1.85899,93.4902,12.2046,12.25,6.2685,6.5283,2.1878,50.2867,116.4934,10.1,"TL1",1347.5,0.479015478452332,0.200537688007877,0.311076702935811,0.289353870891137,0.234585083486972,0.298193548387097,35.558691738324
"2611",1348,-2.11992,96.405,12.0606,12.25,6.2825,6.5429,2.1976,50.3362,117.6759,10.1,"TL1",1348,0.500713554650038,0.21676322285828,0.330653192894775,0.307776253729427,0.250535548130387,0.291870967741935,35.593666705622
"2612",1348.5,-2.27004,97.0978,12.3342,12.25,6.2966,6.5576,2.2147,50.7606,119.3406,10.1,"TL1",1348.5,0.505870830342975,0.220754401468691,0.335393459440028,0.312240820413014,0.254429125401028,0.280838709677419,35.8937138141267
"2613",1349,-2.28777,97.0199,12.7461,12.25,6.3107,6.5723,2.233,51.5024,117.5058,10.1,"TL1",1349,0.505290934591705,0.22030298563881,0.334858760458588,0.311737141968044,0.253989308112066,0.269032258064516,36.4181931465297
"2614",1349.5,-1.21062,96.942,13.0705,12.25,6.3249,6.5871,2.2511,51.3609,117.3745,10.1,"TL1",1349.5,0.504711038840435,0.219852240667526,0.334324491152247,0.311233888339724,0.253550003333916,0.257354838709677,36.318096593317
"2615",1350,-0.83127,96.8642,12.7951,12.25,6.3391,6.6019,2.2592,50.7744,120.7322,10.1,"TL1",1350,0.504131887499629,0.219402742888978,0.333791336189464,0.310731704275023,0.253111773121182,0.252129032258065,35.9033651933138
"2616",1350.5,-0.45193,96.7863,13.0114,12.25,6.3533,6.6167,2.2676,50.658,124.3773,10.1,"TL1",1350.5,0.503551991748359,0.218953335787454,0.333257924647295,0.310229298352221,0.25267349002578,0.246709677419355,35.821040113772
"2617",1351,-0.07259,97.8523,13.4778,12.25,6.3675,6.6316,2.2804,52.18,124.9771,10.1,"TL1",1351,0.511487407292051,0.2251615038046,0.340594587569812,0.317141271867302,0.258715675988949,0.238451612903226,36.8972170981207
"2618",1351.5,-0.52291,98.8359,13.7849,12.25,6.3614,6.6292,2.2931,54.2209,124.4005,10.1,"TL1",1351.5,0.518809428613605,0.231002953135738,0.347436106016226,0.323590331070513,0.264377504097161,0.230258064516129,38.3403117852886
"2619",1352,-0.88213,100.5109,13.1681,12.25,6.3113,6.577,2.2985,54.0553,123.4032,10.1,"TL1",1352,0.531278303881602,0.241206488823987,0.359247740237631,0.334733088956432,0.274216168591246,0.226774193548387,38.2232055473168
"2620",1352.5,-0.77646,101.8804,12.6452,12.25,6.2616,6.5251,2.2975,53.6666,121.4647,10.1,"TL1",1352.5,0.541473005182809,0.249794908315147,0.369057939722352,0.343996763498565,0.282450576828083,0.22741935483871,37.9483575080856
"2621",1353,-0.90509,101.5139,12.6118,12.25,6.2122,6.4737,2.2857,54.8156,123.3616,10.1,"TL1",1353,0.538744740833125,0.247474460495395,0.366418972190623,0.341503968699844,0.280229801447358,0.235032258064516,38.7608387649334
"2622",1353.5,-0.52761,99.7596,12.6049,12.25,6.1633,6.4227,2.25,56.1359,126.46,10.1,"TL1",1353.5,0.525685548067365,0.236589446748705,0.353924523291238,0.329709907625833,0.269772016120988,0.258064516129032,39.6944949968159
"2623",1354,-0.59224,98.9732,12.621,12.25,6.1147,6.372,2.2518,57.9197,123.0599,10.1,"TL1",1354,0.519831504180349,0.231827116390916,0.348396643936718,0.324496055473083,0.265174562535622,0.256903225806452,40.9558155049892
"2624",1354.5,-0.30417,99.5169,12.6524,12.25,6.0665,6.3218,2.2975,56.8602,119.5433,10.1,"TL1",1354.5,0.523878863871817,0.23511205354568,0.352213711928953,0.328096021374736,0.268347259618719,0.22741935483871,40.206554587548
"2625",1355,-0.16529,100.8746,12.7079,12.25,6.0187,6.272,2.3038,55.6868,121.6525,10.1,"TL1",1355,0.533985724738301,0.24346547362072,0.361839542398469,0.337179677601596,0.27638604232512,0.223354838709677,39.3768306344224
"2626",1355.5,-0.11782,101.2032,12.7385,12.25,5.9712,6.2226,2.2997,54.0685,124.8445,10.1,"TL1",1355.5,0.536431857522219,0.245519979782758,0.364189594187266,0.339398566183265,0.278356990997442,0.226,38.2325369825885
"2627",1356,-0.27185,100.3434,12.7133,12.25,5.9855,6.2343,2.2866,54.5861,123.4725,10.1,"TL1",1356,0.530031416354802,0.240171389666883,0.358057367994174,0.333609603817343,0.273220919363653,0.234451612903226,38.5985574909788
"2628",1356.5,-0.08537,100.9054,12.5495,12.25,6.0137,6.2638,2.2771,54.9258,122.1006,10.1,"TL1",1356.5,0.534215003161139,0.243657497536341,0.362059476738583,0.337387316229608,0.276570357227382,0.24058064516129,38.8387782035354
"2629",1357,0,100.9219,12.4518,12.25,6.0422,6.2934,2.2927,54.5851,129.81599,10.1,"TL1",1357,0.53433783088766,0.243760413947748,0.36217732746545,0.337498580096319,0.276669133356873,0.230516129032258,38.5978385385487
"2630",1357.5,-0.34272,100.9252,12.383,12.25,6.0707,6.3232,2.3134,54.3806,126.9548,10.1,"TL1",1357.5,0.534362396432964,0.243781001120673,0.362200900018968,0.337520835288748,0.276688891598176,0.217161290322581,38.4531976263744
"2631",1358,-0.65294,100.9285,12.3094,12.25,6.0994,6.353,2.3166,55.1879,123.4763,10.1,"TL1",1358,0.534386961978268,0.243801589590669,0.362224473375265,0.337543091287632,0.276708650844791,0.215096774193548,39.0240347288198
"2632",1358.5,-1.09606,100.9317,12.2108,12.25,6.1283,6.3831,2.3141,54.8049,122.8838,10.1,"TL1",1358.5,0.534410783113108,0.243821555406422,0.362247333154116,0.337564673632512,0.27672781228651,0.216709677419355,38.7532193959049
"2633",1359,-0.94718,100.935,12.1134,12.25,6.1572,6.4133,2.2962,52.6892,122.3011,10.1,"TL1",1359,0.534435348658412,0.243842146431495,0.362270908091724,0.337586931219983,0.276747573513514,0.228258064516129,37.2572402251161
"2634",1359.5,-0.76,100.735,12.016,12.25,6.145,6.4015,2.2859,50.3332,123.0413,10.1,"TL1",1359.5,0.53294652773089,0.242596545755913,0.360843573141882,0.336239441926721,0.275551736803331,0.234903225806452,35.5913346319402
"2635",1360,-0.57282,100.7583,12.3971,12.25,6.1102,6.3652,2.258,48.624,127.5016,10.1,"TL1",1360,0.533119975368947,0.24274141358819,0.361009706094084,0.336396272245456,0.275690862251693,0.252903225806452,34.3828251896323
"2636",1360.5,-0.47484,100.8494,12.8188,12.25,6.0755,6.3291,2.219,47.3656,108.7266,10.1,"TL1",1360.5,0.533798133301433,0.243308447107821,0.3616596481088,0.337009843666543,0.27623530428759,0.278064516129032,33.4931140925648
"2637",1361,-0.45177,100.9099,12.8556,12.25,6.0448,6.2951,2.1775,47.3305,106.5159,10.1,"TL1",1361,0.534248501632008,0.243685562433449,0.362091615855813,0.337417658921435,0.276597293680013,0.304838709677419,33.4684116510548
"2638",1361.5,-0.85199,100.0159,12.7988,12.25,6.0443,6.2945,2.1929,46.5064,121.1936,10.1,"TL1",1361.5,0.527593472085985,0.238157077076911,0.35573585995286,0.331418885380966,0.271282358222011,0.294903225806452,32.8856519539494
"2639",1362,-1.11691,97.6202,12.7638,12.25,6.0438,6.294,2.2981,44.2354,107.2247,10.1,"TL1",1362,0.509759630605662,0.223799020069661,0.338990296738817,0.315629516293831,0.25739186482442,0.227032258064516,31.2795632706581
"2640",1362.5,-1.02953,94.6008,13.0592,12.25,6.0426,6.2928,2.3313,42.474,107.2924,10.1,"TL1",1362.5,0.487282901062862,0.20661372522514,0.318466401253777,0.296305121173496,0.240581946120132,0.205612903225806,30.0340053328387
"2641",1363,-0.54405,91.5815,13.4058,12.25,6.0351,6.285,2.3524,40.8908,109.5389,10.1,"TL1",1363,0.464806915930525,0.190391583688304,0.298572805253423,0.277598914300042,0.224502521840327,0.192,28.9144807029281
"2642",1363.5,-0.22997,88.9575,13.1896,12.25,6.1103,6.3956,2.367,40.2044,119.9303,10.1,"TL1",1363.5,0.445273585361436,0.17703314139591,0.28178010659776,0.261824623116721,0.211084874324506,0.18258064516129,28.4290970226983
"2643",1364,-0.11629,86.2862,12.6316,12.25,6.26,6.5515,2.3968,39.9755,129.17551,10.1,"TL1",1364,0.425388148642988,0.164104175911963,0.265145459973653,0.246211323852773,0.197926417853019,0.163354838709677,28.2671831374593
"2644",1364.5,0.06079,85.4536,12.6895,12.25,6.4133,6.7069,2.4343,39.9625,138.4088,10.1,"TL1",1364.5,0.419190187121714,0.160207367635572,0.260053757469477,0.24143449751118,0.193924121583138,0.139161290322581,28.2579260749504
"2645",1365,0.00247,87.0222,12.6825,12.25,6.573,6.9299,2.4258,41.3626,126.5541,10.1,"TL1",1365,0.430867009656269,0.167600827284822,0.269682986851364,0.25046910813495,0.201502999882991,0.144645161290322,29.2479537829801
"2646",1365.5,-0.04265,87.873,12.6048,12.25,7.0121,7.3878,2.4111,42.7013,114.502,10.1,"TL1",1365.5,0.437200453881948,0.171704583372336,0.274971396472986,0.255432546507194,0.205683402612869,0.154129032258065,30.1945754850816
"2647",1366,0.05163,87.4399,12.5885,12.25,7.2185,7.5454,2.3964,42.895,124.1922,10.1,"TL1",1366,0.433976412163399,0.169607236084847,0.272273527962108,0.252900315577042,0.203549160222671,0.163612903225806,30.3315660177817
"2648",1366.5,0.27991,87.1211,12.6491,12.25,7.36,7.6815,2.3672,42.6762,126.6101,10.1,"TL1",1366.5,0.431603231604929,0.168074445630781,0.270295347943809,0.25104378043321,0.201986398860639,0.182451612903226,30.1769061952269
"2649",1367,0.41169,86.7196,12.6947,12.25,7.4353,7.7555,2.3495,41.6292,105.6577,10.1,"TL1",1367,0.428614423592928,0.166157259423375,0.267813249267262,0.24871454122285,0.200028091207976,0.193870967741935,29.4366088280574
"2650",1367.5,0.27997,86.1947,12.6486,12.25,7.251,7.635,2.3545,40.2843,101.3021,10.1,"TL1",1367.5,0.424707013068647,0.163672893686164,0.264583756488171,0.245684307052213,0.197484322054711,0.190645161290323,28.4856206889329
"2651",1368,0.16915,84.4756,12.7196,12.25,6.9718,7.3629,2.3775,38.5457,109.56,10.1,"TL1",1368,0.411909852786131,0.155708459901101,0.25412848118922,0.235876890668983,0.189281124289589,0.175806451612903,27.2562093512508
"2652",1368.5,-0.26951,82.5353,12.7755,12.25,6.5221,7.0202,2.4214,36.7791,121.8434,10.1,"TL1",1368.5,0.397466056557776,0.147027707886799,0.242548591267525,0.22501923581915,0.180251165472895,0.147483870967742,26.0069601097686
"2653",1369,-0.41823,81.0805,12.6374,12.25,6.8271,7.1635,2.4454,35.5837,132.1203,10.1,"TL1",1369,0.386636373130981,0.140726759133553,0.23401704819417,0.217022794312486,0.173634365179628,0.132,25.1616486909145
"2654",1369.5,-1.03074,80.1078,12.4631,12.25,6.9983,8.1552,2.4502,37.6269,134.203,10.1,"TL1",1369.5,0.379395492549977,0.136610428454393,0.228383770322381,0.211744185073416,0.169281619888049,0.128903225806451,26.6063922737716
"2655",1370,-0.99336,80.451,12.4657,12.25,8.3009,9.7729,2.4504,41.4341,116.1459,10.1,"TL1",1370,0.381950309261605,0.138054083592839,0.230364920032817,0.213600481603712,0.170810972189149,0.128774193548387,29.2984745814771
"2656",1370.5,-0.89247,80.7943,12.4775,12.25,9.6344,10.1544,2.424,44.7829,114.4221,10.1,"TL1",1370.5,0.384505870383697,0.139507653700335,0.232353679209916,0.215464039807961,0.172347778520338,0.145806451612903,31.6664601110649
"2657",1371,-0.58278,81.35,12.5252,12.25,10.0101,10.5508,2.3607,45.9317,121.533,10.1,"TL1",1371,0.388642559330817,0.141880834285574,0.235587855776268,0.218494894368011,0.174850387961952,0.186645161290323,32.478884689181
"2658",1371.5,-0.6247,83.0765,12.8027,12.25,9.5724,10.1833,2.3447,46.8247,114.4065,10.1,"TL1",1371.5,0.401494805987651,0.14941674644193,0.245755240108454,0.228025410415578,0.182745975247131,0.196967741935484,33.1103558300221
"2659",1372,-1.06311,84.7193,13.0404,12.25,8.2154,9.5744,2.3169,47.4804,108.7987,10.1,"TL1",1372,0.413723981086317,0.156821661147611,0.25559936395293,0.237256381332243,0.190432253811539,0.214903225806452,33.5740567071993
"2660",1372.5,-1.40223,85.9778,13.0406,12.25,7.3905,8.1613,2.3134,47.8475,115.4924,10.1,"TL1",1372.5,0.423092386772749,0.162653547386321,0.26325435990547,0.24443705365481,0.196438571691789,0.217161290322581,33.833640177167
"2661",1373,-1.69414,85.2369,12.9586,12.25,6.7912,7.4254,2.2993,47.3138,122.6293,10.1,"TL1",1373,0.417577049646744,0.159203267010744,0.258735704374649,0.240198116831301,0.192889964828658,0.226258064516129,33.4562913601594
"2662",1373.5,-2.00245,82.8175,12.9851,12.25,6.4258,7.0544,2.2645,47.0222,127.5401,10.1,"TL1",1373.5,0.39956678288651,0.14827035337369,0.24421841189183,0.226584617301485,0.181549764525738,0.248709677419355,33.2501815735166
"2663",1374,-1.94267,81.7122,13.0056,12.25,6.2928,6.9752,2.2411,48.1924,122.2627,10.1,"TL1",1374,0.391338814030559,0.143441259532362,0.23770586747196,0.220479945053,0.176491618441735,0.263806451612903,34.0776833984054
"2664",1374.5,-1.80378,80.607,13.0327,12.25,6.2928,6.9413,2.2494,49.3626,119.1677,10.1,"TL1",1374.5,0.383111589585072,0.138713423979812,0.231267764812093,0.214446472015735,0.171508445254054,0.258451612903226,34.9051076204917
"2665",1375,-1.608,79.5839,13.23,12.25,6.3418,6.7827,2.23,49.0065,113.5265,10.1,"TL1",1375,0.375495526130333,0.134424827309434,0.225373013818539,0.208923418038618,0.166960441179114,0.270967741935484,34.6533581761362
"2666",1375.5,-1.40021,80.3919,13.6052,12.25,6.3954,6.5281,2.1983,49.1463,111.6456,10.1,"TL1",1375.5,0.381510362677522,0.13780480746398,0.230023260206247,0.213280344038886,0.170547115479232,0.29141935483871,34.7522929382392
"2667",1376,-1.14232,81.3999,14.0179,12.25,6.2172,6.3393,2.1861,49.6891,121.0682,10.1,"TL1",1376,0.389014020152233,0.142095172460624,0.235879182532274,0.218767923682494,0.175076025804366,0.299290322580645,35.1361369070875
"2668",1376.5,-0.69874,82.6119,13.9941,12.25,6.0439,6.3393,2.1904,50.3639,121.6403,10.1,"TL1",1376.5,0.398036274973017,0.147364348238814,0.243001364464777,0.225443680681073,0.180603165936007,0.296516129032258,35.6132724207196
"2669",1377,-0.53595,86.2358,13.8782,12.25,6.0874,6.4268,2.1953,50.6749,119.3555,10.1,"TL1",1377,0.425012965769253,0.163866523979106,0.264835997031026,0.245920969530517,0.197682833483377,0.293354838709677,35.8331658318896
"2670",1377.5,-0.64457,88.4422,13.9747,12.25,6.2045,6.5737,2.2058,51.0852,119.6295,10.1,"TL1",1377.5,0.441437638241676,0.174487518956068,0.278535446591526,0.258778255088667,0.208508092762918,0.28658064516129,36.1232597332119
"2671",1378,-0.75288,90.6486,14.3696,12.25,6.2829,6.724,2.2371,51.632,116.7516,10.1,"TL1",1378,0.457862310714099,0.185565463431415,0.292550403147563,0.27194017302222,0.219674576316224,0.266387096774194,36.5098232403646
"2672",1378.5,-0.86119,92.1089,14.401,12.25,6.3624,6.8778,2.2442,50.5842,118.9555,10.1,"TL1",1378.5,0.468732936716401,0.193158227038496,0.302003215216401,0.280823012223543,0.227260693861363,0.261806451612903,35.7689099097114
"2673",1379,-1.07921,92.1089,14.0009,12.25,6.3716,6.9482,2.2369,49.3088,119.7251,10.1,"TL1",1379,0.468732936716401,0.193158227038496,0.302003215216401,0.280823012223543,0.227260693861363,0.266516129032258,34.8670961530139
"2674",1379.5,-1.51942,91.2545,13.6008,12.25,6.351,6.8314,2.2409,48.1252,118.8924,10.1,"TL1",1379.5,0.462372693714027,0.188690139838877,0.296455230754382,0.275608999990523,0.222802874843868,0.263935483870968,34.030167035879
"2675",1380,-1.85774,89.2079,13.0599,12.25,6.3227,6.7152,2.256,47.54,117.6203,10.1,"TL1",1380,0.447137589162694,0.178279207748316,0.283363026148365,0.263310976052924,0.212343789919853,0.254193548387097,33.6163369090093
"2676",1380.5,-1.92265,87.5808,12.9715,12.25,6.284,6.6469,2.2712,48.1394,116.6565,10.1,"TL1",1380.5,0.435025286506838,0.170287661754209,0.273149899924231,0.253722848486477,0.204242073072297,0.244387096774194,34.0401348220969
"2677",1381,-1.85816,87.6075,13.161,12.25,6.2456,6.5793,2.2863,48.1836,112.7245,10.1,"TL1",1381,0.435224044100662,0.170416806173654,0.273316112653448,0.25387885372776,0.204373531205943,0.234645161290322,34.0713542973545
"2678",1381.5,-1.66788,88.4922,13.3506,12.25,6.2074,6.5123,2.2757,47.848,115.5245,10.1,"TL1",1381.5,0.441809843473556,0.174733427229634,0.278849523393723,0.259073117279404,0.208757301676202,0.241483870967742,33.8340761545216
"2679",1382,-1.51839,89.3765,13.5031,12.25,6.1694,6.4461,2.2746,49.5822,117.7954,10.1,"TL1",1382,0.448392665204595,0.179121574508587,0.284431148392105,0.264314001425002,0.213193960506101,0.242193548387097,35.0603281113774
"2680",1382.5,-1.54341,89.3776,13.4165,12.25,6.1212,6.3805,2.2903,49.9392,117.7376,10.1,"TL1",1382.5,0.448400853719696,0.179127079284793,0.284438123265036,0.26432055138486,0.213199513952522,0.232064516129032,35.3127282334546
"2681",1383,-2.05292,88.8266,13.3203,12.25,6.0588,6.3156,2.3,49.3416,118.0793,10.1,"TL1",1383,0.444299152064373,0.176384110383282,0.280954240530191,0.261049184098095,0.210428528561467,0.225806451612903,34.8901453071895
"2682",1383.5,-2.56253,88.0836,13.1309,12.25,6.1713,6.5407,2.2899,48.646,118.7985,10.1,"TL1",1383.5,0.438768182318629,0.172730726994747,0.276287630617897,0.256668081507678,0.206725889201697,0.232322580645161,34.3983087504421
"2683",1384,-2.93215,87.7762,12.9421,12.25,6.375,6.7897,2.2771,49.5988,116.1178,10.1,"TL1",1384,0.436479864553027,0.171234309843701,0.274367362697487,0.254865571143801,0.205205265986612,0.24058064516129,35.0720603934729
"2684",1384.5,-3.12756,88.0099,12.7299,12.25,6.4349,6.86,2.2726,49.914,119.5064,10.1,"TL1",1384.5,0.438219551806837,0.172371156079247,0.275826685756482,0.256235389031632,0.206360718241025,0.243483870967742,35.2949477999006
"2685",1385,-3.17348,88.2436,12.6824,12.25,6.4953,6.9309,2.2723,49.1847,124.0532,10.1,"TL1",1385,0.439959239060646,0.173513085890508,0.277289532539493,0.257608606071059,0.207519963039335,0.243677419354839,34.7792617286128
"2686",1385.5,-3.37119,89.5893,12.7135,12.25,6.5562,6.9983,2.2729,48.0213,108.761,10.1,"TL1",1385.5,0.449976770671478,0.180188653431102,0.285781944261704,0.265582547890609,0.214269912371002,0.243290322580645,33.9566226520767
"2687",1386,-3.3242,90.9373,13.285,12.25,6.5718,7.0477,2.28,46.8428,113.937,10.1,"TL1",1386,0.460011423722977,0.18704980552621,0.294407935285992,0.273685344381475,0.221161767646399,0.238709677419355,33.1232916099087
"2688",1386.5,-3.15632,92.0314,13.6327,12.25,6.5483,7.0686,2.2867,45.5999,110.882,10.1,"TL1",1386.5,0.468156018606986,0.19274992824807,0.301497954820581,0.280348100345625,0.226854072441729,0.234387096774193,32.2444244585101
"2689",1387,-3.06853,91.4398,13.4523,12.25,6.5199,6.9486,2.2959,44.5301,114.9687,10.1,"TL1",1387,0.463752086303376,0.189652987031922,0.297654312219028,0.276735765353271,0.223765027737921,0.228451612903226,31.4879500456082
"2690",1387.5,-3.00265,90.8482,13.173,12.25,6.4652,6.9559,2.327,43.5849,116.7416,10.1,"TL1",1387.5,0.459348153999766,0.186590827492626,0.293834064132589,0.273146168026544,0.220702128077358,0.208387096774194,30.8195306031103
"2691",1388,-2.99116,90.2688,13.1262,12.25,6.4758,7.0861,2.3546,42.2823,111.5775,10.1,"TL1",1388,0.455035039772734,0.183625153053609,0.290115136114845,0.269652469888105,0.217727415316285,0.19058064516129,29.8984047590529
"2692",1388.5,-2.90287,90.005,13.1459,12.25,6.9064,7.4442,2.3771,42.2513,115.7378,10.1,"TL1",1388.5,0.453071284969333,0.182285715730225,0.288429266302842,0.268068922126776,0.216381153016737,0.176064516129032,29.8764401360323
"2693",1389,-2.95209,89.9246,12.964,12.25,7.2339,7.546,2.3723,43.6272,124.2689,10.1,"TL1",1389,0.452472778956469,0.18187882640108,0.287916364940561,0.267587177604042,0.215971847731901,0.179161290322581,30.8493490904423
"2694",1389.5,-3.1306,90.1544,12.8023,12.25,7.3328,7.8832,2.3601,45.9245,123.2587,10.1,"TL1",1389.5,0.454183434202192,0.183043461685843,0.289383475043429,0.268965199510077,0.21714297184407,0.187032258064516,32.4737946759811
