"","DEPT","SP","GR","CALI","BITSIZE","LL8","ILM","ILD","RHOB","NPHI","DT","MUDWGT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"1591",815,-9.21981,87.9396,12.6077,12.25,5.3543,4.2556,4.5094,2.2158,52.8215,149.4128,9.4,"ES2",815,0.39459765702227,0.145341735208935,0.240276403264427,0.222889317200178,0.178485987264738,0.280129032258064,37.3509660820488
"1592",815.5,-8.32964,90.2744,12.554,12.25,5.2056,4.3016,4.53,2.2174,52.3382,148.77541,9.4,"ES2",815.5,0.407199151595796,0.152841908203128,0.250326306160461,0.232311327731406,0.186309862492522,0.279096774193548,37.0092223253162
"1593",816,-8.21097,92.9057,12.5001,12.25,5.3136,4.3332,4.5462,2.2133,50.9348,148.3961,9.4,"ES2",816,0.4214009301941,0.161590214030131,0.261864893121629,0.243133515465536,0.19534641832666,0.281741935483871,36.0168934637498
"1594",816.5,-8.4377,94.5437,12.518,12.25,5.5963,4.365,4.5622,2.2268,49.8934,148.3972,9.4,"ES2",816.5,0.430241622378199,0.167199211759761,0.269163304485547,0.249981422517664,0.201092896946821,0.273032258064516,35.2804897228904
"1595",817,-8.14773,95.0588,12.5437,12.25,5.7727,4.3587,4.5782,2.2372,49.3228,148.50011,9.4,"ES2",817,0.433021744810452,0.168989513482703,0.271476976295121,0.252152727050716,0.202919667155506,0.266322580645161,34.8769947641491
"1596",817.5,-7.04627,94.3517,12.5568,12.25,5.6166,4.3471,4.5942,2.2254,48.8358,148.5743,9.4,"ES2",817.5,0.429205350766876,0.166535148052633,0.268303177935815,0.249174277937058,0.200414407689776,0.273935483870968,34.5326686073443
"1597",818,-6.61549,92.9795,12.6275,12.25,5.4157,4.3492,4.6103,2.2312,48.4636,148.3539,9.4,"ES2",818,0.421799247094702,0.161840200693454,0.262191801974559,0.243440200603573,0.195603298345939,0.270193548387097,34.2694727820081
"1598",818.5,-6.42453,92.185,12.7076,12.25,5.4934,4.3513,4.6265,2.2516,48.5319,147.8297,9.4,"ES2",818.5,0.417511133578055,0.159162325697305,0.258681908708895,0.240147655983973,0.19284777263257,0.257032258064516,34.317716876212
"1599",819,-6.34106,92.5399,12.6968,12.25,5.6072,4.3499,4.6427,2.2783,48.5071,147.9276,9.4,"ES2",819,0.41942661688461,0.160354883162409,0.260247185922327,0.241615945846131,0.194075952377878,0.239806451612903,34.3001184950157
"1600",819.5,-6.25759,93.1032,12.688,12.25,5.5482,4.3429,4.6421,2.2814,48.0711,148.55949,9.4,"ES2",819.5,0.422466886669289,0.162259789456475,0.26274015584654,0.243954640702786,0.196034294186757,0.237806451612903,33.9918167146037
"1601",820,-6.60042,92.7344,12.7095,12.25,5.3944,4.3179,4.638,2.2874,47.0995,148.9458,9.4,"ES2",820,0.420476381615872,0.161010943795971,0.261106787905312,0.242422325143184,0.194750894957378,0.233935483870968,33.3047866384144
"1602",820.5,-7.01735,92.211,12.6589,12.25,5.4471,4.3353,4.6339,2.2986,45.5667,148.433,9.4,"ES2",820.5,0.417651462025422,0.159249493808608,0.2587964399877,0.240255087546993,0.192937601600582,0.226709677419355,32.2209213568439
"1603",821,-7.43418,92.5331,12.6561,12.25,5.7229,4.3528,4.6299,2.2921,45.0407,147.5488,9.4,"ES2",821,0.419389915598376,0.160331978278435,0.260217155625937,0.241587775402078,0.194052379138498,0.230903225806452,31.8490029105284
"1604",821.5,-7.42111,92.9378,12.6649,12.25,5.7119,4.3703,4.6258,2.2915,45.9263,147.3313,9.4,"ES2",821.5,0.421574181854118,0.161698916685999,0.262007063001505,0.243266889715804,0.195458127374455,0.231290322580645,32.4752099831804
"1605",822,-6.65074,93.075,12.6581,12.25,5.6618,4.3879,4.6217,2.2961,46.9837,148.2386,9.4,"ES2",822,0.422314684276376,0.162164072196686,0.262615102456196,0.243837320400767,0.195935992684844,0.228322580645161,33.2228851613676
"1606",822.5,-5.85297,93.1127,12.6514,12.25,5.6737,4.3873,4.6177,2.3045,47.6803,149.4763,9.4,"ES2",822.5,0.422518160525057,0.162292043047041,0.262782289703755,0.243994169211043,0.196067416194667,0.222903225806452,33.7154318816924
"1607",823,-4.879,93.0218,12.6552,12.25,5.6161,4.3682,4.6136,2.3144,47.7306,149.8775,9.4,"ES2",823,0.422027550684071,0.161983600908015,0.262379257961392,0.243616061779757,0.195750620042231,0.216516129032258,33.7509781754109
"1608",823.5,-3.76113,93.0523,12.6148,12.25,5.5986,4.3492,4.6096,2.3106,48.4918,149.8167,9.4,"ES2",823.5,0.422192166747329,0.162087050334959,0.262514458078213,0.243742900140591,0.195856883630736,0.218967741935484,34.2892301904841
"1609",824,-3.18257,93.8007,12.6125,12.25,5.5607,4.3302,4.6055,2.2923,49.4336,149.339,9.4,"ES2",824,0.426231467132298,0.164639194197513,0.265841644061419,0.246864534036475,0.198474556706354,0.230774193548387,34.9552146731243
"1610",824.5,-2.7115,94.7423,12.6124,12.25,5.3536,4.3114,4.6015,2.2869,49.2161,149.076,9.4,"ES2",824.5,0.431313515826161,0.167887962087658,0.270054298922218,0.250817565346223,0.201796093715733,0.234258064516129,34.8014322697414
"1611",825,-3.10373,95.5667,12.6812,12.25,5.3329,4.3471,4.5974,2.2816,47.8177,148.6873,9.4,"ES2",825,0.43576300705728,0.170767333355367,0.273767055551645,0.254302109083573,0.204730248030728,0.237677419354839,33.812637606712
"1612",825.5,-3.95936,96.3638,12.7413,12.25,5.4974,4.369,4.5934,2.2911,45.6793,148.0601,9.4,"ES2",825.5,0.440065153418663,0.173582772692423,0.277378706483301,0.257692319246521,0.207590662217601,0.231548387096774,32.3005577594689
"1613",826,-4.86959,96.6478,12.8044,12.25,5.7182,4.3619,4.5893,2.2859,44.7425,147.1425,9.4,"ES2",826,0.441597971843745,0.174593419261089,0.278670720535708,0.25890525270465,0.208615422162886,0.234903225806452,31.6381611805703
"1614",826.5,-5.22082,96.3267,12.6483,12.25,5.7816,4.3548,4.5941,2.2906,44.3944,146.3031,9.4,"ES2",826.5,0.439864915518766,0.173451041248581,0.277210128433826,0.257534064745585,0.207457012770222,0.231870967741935,31.3920094570711
"1615",827,-4.84895,94.8546,12.6134,12.25,5.738,4.3478,4.6025,2.299,45.0296,146.44141,9.4,"ES2",827,0.431919626773826,0.168278260448681,0.27055870534378,0.251290933788222,0.202194346793022,0.226451612903226,31.8411381430767
"1616",827.5,-4.41558,93.1825,12.6651,12.25,5.6333,4.3682,4.6109,2.2937,46.1111,147.1748,9.4,"ES2",827.5,0.422894888433757,0.162529152167242,0.263091954533256,0.244284688021267,0.196310872491737,0.229870967741936,32.6058766472534
"1617",828,-4.06481,92.6021,12.762,12.25,5.5395,4.3911,4.6193,2.2947,47.4534,147.6456,9.4,"ES2",828,0.419762325708695,0.160564495566316,0.260521945728324,0.241873690682644,0.194291652521785,0.229225806451613,33.5550124126809
"1618",828.5,-4.02424,93.7056,12.8548,12.25,5.5272,4.4141,4.6277,2.3004,47.9411,148.4832,9.4,"ES2",828.5,0.425718188849815,0.164313422282956,0.265417820890871,0.246466870245919,0.198140834384051,0.225548387096774,33.8998520740498
"1619",829,-4.41947,94.3333,12.827,12.25,5.6432,4.4527,4.6362,2.3049,47.5725,149.5316,9.4,"ES2",829,0.429106041404124,0.166471601235651,0.268220814004699,0.24909698902211,0.200349454752156,0.222645161290323,33.6392057510121
"1620",829.5,-4.8594,93.7031,12.7684,12.25,5.8226,4.4994,4.6446,2.3083,47.2282,149.968,9.4,"ES2",829.5,0.425704695729876,0.164304864136019,0.265406683445044,0.24645642032593,0.198132065754071,0.220451612903226,33.3957442958952
"1621",830,-5.42544,92.4666,12.7358,12.25,5.8941,4.5041,4.6531,2.3001,47.5035,149.76089,9.4,"ES2",830,0.419030998607996,0.160108095585582,0.25992355751113,0.241312362376924,0.193821931095339,0.225741935483871,33.5904262526649
"1622",830.5,-5.99137,91.8213,12.6964,12.25,5.8952,4.4976,4.6616,2.2783,48.4939,148.7299,9.4,"ES2",830.5,0.415548154489315,0.15794626094126,0.257082125855661,0.238647094293961,0.191593640699476,0.239806451612903,34.2907847995947
"1623",831,-6.5652,92.2384,12.6492,12.25,5.7577,4.4977,4.6701,2.2585,49.4425,147.9138,9.4,"ES2",831,0.417799346619955,0.159341389544232,0.258917162450193,0.240368327044113,0.193032292724569,0.25258064516129,34.961583225251
"1624",831.5,-6.98163,92.6477,12.6595,12.25,5.6422,4.4979,4.6786,2.2571,50.419,148.0862,9.4,"ES2",831.5,0.420008440216384,0.160718281088278,0.260723458605327,0.242062726368496,0.194449871580726,0.253483870967742,35.6520673669343
"1625",832,-7.15496,92.9522,12.6615,12.25,5.5741,4.4985,4.6872,2.2797,50.6751,149.5303,9.4,"ES2",832,0.421651902224967,0.161747696189955,0.262070851239429,0.243326731818314,0.195508251507545,0.238903225806452,35.8331050479951
"1626",832.5,-7.49879,93.1566,12.6633,12.25,5.6675,4.5082,4.6957,2.2781,49.8301,150.33369,9.4,"ES2",832.5,0.422755099711188,0.162441143683521,0.262977031376801,0.244176869921171,0.196220515686752,0.239935483870968,35.2356100773523
"1627",833,-7.95282,93.4895,12.6815,12.25,5.9124,4.518,4.7043,2.2685,47.9279,150.36819,9.4,"ES2",833,0.424551843562279,0.163574748595564,0.264455868968083,0.245564318664905,0.197383686522161,0.246129032258065,33.8905899765003
"1628",833.5,-7.97675,93.7908,12.7002,12.25,6.0415,4.5043,4.7129,2.2535,46.5379,149.2267,9.4,"ES2",833.5,0.426178034377339,0.164605261031851,0.265797509603988,0.24682312333082,0.198439801019631,0.255806451612903,32.9077617998451
"1629",834,-6.81538,94.4897,12.7189,12.25,5.95,4.4591,4.7215,2.2538,45.7039,146.7737,9.4,"ES2",834,0.429950170987515,0.167012265425627,0.268921268989167,0.249754292857487,0.200901939017317,0.255612903225806,32.3180430500231
"1630",834.5,-5.71701,95.2284,12.7421,12.25,5.7665,4.3997,4.7301,2.2619,44.8699,144.7057,9.4,"ES2",834.5,0.43393711806712,0.169581780774624,0.272240721098898,0.252869524794107,0.2035232280484,0.250387096774194,31.728304553728
"1631",835,-5.72974,95.7112,12.8055,12.25,5.606,4.4261,4.7387,2.2686,44.0788,144.0614,9.4,"ES2",835,0.43654290938976,0.171275419701994,0.27442018592862,0.254915152969951,0.205247072610734,0.246064516129032,31.1689040325939
"1632",835.5,-7.48387,96.4771,12.8291,12.25,5.4886,4.4338,4.7474,2.272,43.7339,145.1855,9.4,"ES2",835.5,0.440676661614303,0.173985487462104,0.277893818161923,0.258175893651223,0.207999128144316,0.243870967741936,30.9250180457418
"1633",836,-9.23801,97.8518,12.8184,12.25,5.5164,4.4663,4.756,2.2864,44.2615,146.94769,9.4,"ES2",836,0.448096258406416,0.178922391149073,0.284178726152006,0.264076958387676,0.212992995788556,0.23458064516129,31.2980463474087
"1634",836.5,-10.60914,98.2048,12.8078,12.25,5.7247,4.4991,4.7647,2.2857,45.3545,147.1769,9.4,"ES2",836.5,0.450001486941817,0.180205337080267,0.28580304379185,0.26560236334843,0.214286725812193,0.235032258064516,32.070905119846
"1635",837,-10.73637,97.1255,12.8186,12.25,5.9552,4.5049,4.7734,2.2824,47.1372,145.8961,9.4,"ES2",837,0.444176237201708,0.176302356855287,0.280850145129814,0.260951446884804,0.210345823257705,0.237161290322581,33.3314556336625
"1636",837.5,-10.0645,95.5737,12.8451,12.25,5.8044,4.5077,4.7821,2.2712,47.9756,144.60719,9.4,"ES2",837.5,0.435800787793109,0.170791923118978,0.273798678812766,0.254331791022383,0.204755267056327,0.244387096774194,33.9243122289389
"1637",838,-9.88833,94.1884,12.8578,12.25,5.5288,4.5475,4.7798,2.2722,48.3038,143.6862,9.4,"ES2",838,0.428323980172454,0.165971735237892,0.267572594147075,0.248488720068703,0.199838371041175,0.243741935483871,34.1563793790495
"1638",838.5,-10.43006,93.48,12.8539,12.25,5.43,4.5877,4.7726,2.2556,48.632,146.6752,9.4,"ES2",838.5,0.42450056970651,0.163542326341314,0.264413616155982,0.24552467579208,0.197350439130716,0.254451612903226,34.3884876784609
"1639",839,-11.0703,92.7272,12.9142,12.25,5.6764,4.6282,4.7655,2.2477,48.9158,152.6039,9.4,"ES2",839,0.420437521430448,0.160986626251594,0.261074944861545,0.242392453171707,0.194725886540415,0.259548387096774,34.5891807868099
"1640",839.5,-11.71062,91.4705,12.9769,12.25,5.9984,4.6206,4.7583,2.2492,48.3043,156.8783,9.4,"ES2",839.5,0.41365479989946,0.156779114526721,0.25554320445248,0.237203709787007,0.190388285354037,0.25858064516129,34.1567874838959
"1641",840,-11.90135,90.8112,13.1084,12.25,6.0326,4.5927,4.7511,2.2384,47.3158,156.4761,9.4,"ES2",840,0.41009639430912,0.15460083406272,0.252661833967503,0.234501451607034,0.188134249748244,0.265548387096774,33.4578499427705
"1642",840.5,-11.89058,90.4051,13.1939,12.25,5.8158,4.5649,4.744,2.2063,44.3611,152.769,9.4,"ES2",840.5,0.407904571906212,0.153268968341615,0.250894096558605,0.232843750805896,0.186753172576775,0.286258064516129,31.3686877067682
"1643",841,-11.87981,89.1067,13.0546,12.25,5.6929,4.5373,4.7368,2.2138,43.5222,146.3475,9.4,"ES2",841,0.400896785134641,0.149060559550755,0.245278117853481,0.227578094267743,0.18237449391127,0.28141935483871,30.7754861025239
"1644",841.5,-11.86905,87.6092,12.8603,12.25,5.7781,4.5098,4.7297,2.264,43.8181,143.1423,9.4,"ES2",841.5,0.392814406291119,0.144299820499662,0.238868358156776,0.221569523649289,0.177393206939795,0.249032258064516,30.9845760393422
"1645",842,-12.05668,88.1466,12.8089,12.25,5.7472,4.4825,4.7226,2.2994,44.2394,142.5708,9.4,"ES2",842,0.395714887353228,0.145996940717367,0.241160337468503,0.223717884131728,0.179172426949038,0.226193548387097,31.2823886226846
"1646",842.5,-12.25761,89.8388,12.8055,12.25,5.7169,4.458,4.7155,2.3092,44.9377,143.8802,9.4,"ES2",842.5,0.404848110377607,0.151424157868373,0.248437965190747,0.230540693658027,0.1848365118181,0.219870967741935,31.7761327456037
"1647",843,-11.70744,91.7488,12.8065,12.25,5.7365,4.4352,4.7084,2.3052,46.004,145.2943,9.4,"ES2",843,0.415156854011081,0.15770458141785,0.256763745029244,0.238348471436468,0.191344184431673,0.222451612903226,32.5301206631645
"1648",843.5,-11.00057,93.8886,12.8874,12.25,5.7202,4.4125,4.7013,2.2907,46.9569,145.76109,9.4,"ES2",843.5,0.426705885229357,0.164940683597391,0.266233647953562,0.247232348863201,0.198783296841491,0.231806451612903,33.2039469930986
"1649",844,-10.1582,95.4239,12.8375,12.25,5.647,4.39,4.6942,2.2803,47.7989,145.239,9.4,"ES2",844,0.434992280046358,0.170266221901726,0.273122302424663,0.253696945922062,0.204220247373086,0.238516129032258,33.7993471176132
"1650",844.5,-9.39073,95.9408,12.797,12.25,5.6088,4.3675,4.6872,2.2737,47.4178,144.8369,9.4,"ES2",844.5,0.437782117524967,0.172084825153941,0.275459416143107,0.255890636745124,0.206069830280445,0.242774193548387,33.5298873853541
"1651",845,-9.26896,96.0259,12.8032,12.25,5.6051,4.3583,4.6802,2.2921,47.2453,144.6725,9.4,"ES2",845,0.438241423327694,0.172385480932817,0.275845054921825,0.256252632133673,0.206375268802255,0.230903225806452,33.4078709916517
"1652",845.5,-9.8855,95.4598,12.8533,12.25,5.5106,4.3802,4.6733,2.2997,47.7754,144.57381,9.4,"ES2",845.5,0.435186041248684,0.170392108410327,0.273284328903821,0.253849021798159,0.204348392351569,0.226,33.7826872906819
"1653",846,-10.82923,94.9203,12.9158,12.25,5.5031,4.4416,4.6663,2.2995,47.7755,144.4751,9.4,"ES2",846,0.432274225965825,0.168506882089231,0.270853999882042,0.251568062623069,0.202427550443298,0.226129032258064,33.7827584322923
"1654",846.5,-11.96806,94.775,12.9457,12.25,5.7356,4.5921,4.739,2.2966,47.5544,144.33211,9.8,"ES2",846.5,0.431490005834965,0.168001548249763,0.270201130431465,0.250955360696024,0.201912012143669,0.228,33.6264251992388
"1655",847,-13.30369,94.5905,12.9742,12.25,6.1231,4.6843,4.8448,2.3086,47.9372,144.3643,9.8,"ES2",847,0.430494213583459,0.167361344985916,0.269373147699346,0.250178344397382,0.201258478004996,0.220258064516129,33.8970769938573
"1656",847.5,-13.63262,94.0476,13.0025,12.25,6.4224,4.7784,4.953,2.3157,48.126,144.91299,9.8,"ES2",847.5,0.427564047657484,0.165486972626472,0.266943388788076,0.247898309886573,0.199342462700713,0.215677419354839,34.0305626808404
"1657",848,-13.37735,92.0921,13.0611,12.25,6.3047,4.8743,5.0636,2.2945,48.0639,145.9128,9.8,"ES2",848,0.417009729241118,0.158851123506852,0.258272861622895,0.239763969496478,0.192526997010282,0.229354838709677,33.9866965653625
"1658",848.5,-12.70258,90.8897,13.0813,12.25,5.9447,4.9722,5.1766,2.2784,48.6054,146.991,9.8,"ES2",848.5,0.410520078275208,0.154859151157768,0.253004161322781,0.234822483196105,0.18840185582553,0.239741935483871,34.3696260188821
"1659",849,-12.24891,91.0906,13.1342,12.25,5.863,5.0708,5.2024,2.2757,49.4866,147.41409,9.8,"ES2",849,0.411604385393514,0.155521525277236,0.253881173997833,0.235644957541407,0.189087671738889,0.241483870967742,34.9927270587756
"1660",849.5,-12.59804,92.1171,13.1853,12.25,6.8638,5.1178,5.2243,2.2771,51.0666,147.69949,9.8,"ES2",849.5,0.417144660440509,0.158934830708039,0.258382910919313,0.23986719520132,0.192613290622091,0.24058064516129,36.1099398684547
"1661",850,-13.43557,92.653,13.2251,12.25,8.1499,5.0988,5.2462,2.2743,51.8368,147.82249,9.8,"ES2",850,0.420037045630655,0.160736161580245,0.260746884518394,0.242084701906536,0.194468265754514,0.242387096774193,36.6545535080205
"1662",850.5,-14.2637,91.9874,13.2599,12.25,7.0196,5.0486,5.2636,2.2757,50.8875,146.77229,9.8,"ES2",850.5,0.416444637378069,0.158500872265346,0.257812198735009,0.239331874904586,0.192165832842347,0.241483870967742,35.9833014793664
"1663",851,-14.94384,90.9891,13.2865,12.25,6.064,4.9989,5.2709,2.2893,49.3169,145.79201,9.8,"ES2",851,0.411056564723987,0.155186646111763,0.253437919201546,0.235229263678532,0.188741008673144,0.232709677419355,34.8727026440737
"1664",851.5,-14.78976,90.4476,13.1999,12.25,5.973,4.9497,5.2017,2.2893,47.9503,144.6474,9.8,"ES2",851.5,0.408133954945177,0.153408002951674,0.251078845847209,0.233016994680047,0.186897448086081,0.232709677419355,33.9063815813776
"1665",852,-14.64789,89.6668,13.1171,12.25,6.1914,4.901,5.1334,2.2908,48.016,142.9137,9.8,"ES2",852,0.403919783725797,0.150866698162857,0.247694032503712,0.229843167856303,0.184256488589312,0.231741935483871,33.9528346410477
"1666",852.5,-14.52202,88.5249,13.1039,12.25,6.4024,4.8527,5.066,2.2992,48.248,141.1208,9.8,"ES2",852.5,0.397756666262413,0.147199213880557,0.242779300728964,0.225235509758784,0.180430515698228,0.226322580645161,34.1168633223404
"1667",853,-14.39605,86.5921,12.9802,12.25,6.5637,4.805,4.9995,2.303,47.8512,139.43359,9.8,"ES2",853,0.387324865375094,0.141122150926468,0.2345556328963,0.217527525673062,0.174051191278605,0.223870967741935,33.8362783093102
"1668",853.5,-14.27009,85.5684,12.9333,12.25,6.5558,4.7567,4.9338,2.3076,46.7886,134.1736,9.8,"ES2",853.5,0.381799702622431,0.137968717388137,0.230247936380193,0.2134908666927,0.170720622914266,0.220903225806452,33.0849050791684
"1669",854,-14.16352,84.8333,12.921,12.25,6.3317,4.7036,4.8691,2.3206,45.6847,127.1642,9.8,"ES2",854,0.377832185635538,0.135731701254221,0.227174949381041,0.210611608878289,0.168349234757514,0.212516129032258,32.3043106813557
"1670",854.5,-14.01225,84.2321,12.9052,12.25,6.2571,4.651,4.8346,2.3416,44.5809,124.3446,9.8,"ES2",854.5,0.374587360152582,0.133919007443035,0.224674247277798,0.208268789157945,0.166422229007206,0.198967741935484,31.5237706578094
"1671",855,-13.07088,85.0595,12.86,12.25,6.1877,4.5991,4.8256,2.35,45.6307,125.8404,9.8,"ES2",855,0.379053043127627,0.136417637841353,0.22811874852317,0.211495875008401,0.16907715427733,0.193548387096774,32.2660676521648
"1672",855.5,-11.67861,87.1923,12.7632,12.25,6.0267,4.5566,4.8167,2.3507,47.6026,130.60229,9.8,"ES2",855.5,0.390564293610074,0.142991909935609,0.237096641262067,0.219908948239075,0.17601934540261,0.193096774193548,33.6603981937544
"1673",856,-10.28624,89.952,12.7773,12.25,5.7397,4.5373,4.8077,2.3434,48.8947,138.4854,9.8,"ES2",856,0.40545907884845,0.151791768992358,0.248928099357948,0.231000263787792,0.185218784886486,0.197806451612903,34.5740568597489
"1674",856.5,-9.14478,93.107,12.9317,12.25,5.4886,4.5181,4.7987,2.3179,49.7242,141.5005,9.8,"ES2",856.5,0.422487396211596,0.162272690383745,0.262757009030039,0.243970451760641,0.196047542611651,0.214258064516129,35.160645416134
"1675",857,-8.52091,94.6245,13.017,12.25,5.4166,4.5056,4.7898,2.313,50.2176,141.2182,9.8,"ES2",857,0.430677720014631,0.167479199969039,0.269525643986625,0.25032145167885,0.201378820995165,0.21741935483871,35.5095383026579
"1676",857.5,-8.55304,94.9448,13.1097,12.25,5.4647,4.5056,4.7809,2.303,50.505,141.07401,9.8,"ES2",857.5,0.432406458541229,0.168592189970937,0.270964154491831,0.251671441745999,0.202514553408774,0.223870967741935,35.7127788278243
"1677",858,-8.68497,94.245,13.1764,12.25,5.5903,4.5056,4.772,2.295,49.2417,141.2822,9.8,"ES2",858,0.428629464407875,0.166166870686671,0.267825714399452,0.248726238068643,0.200037918800418,0.229032258064516,34.8195166154359
"1678",858.5,-8.8531,92.7945,13.2156,12.25,5.6793,4.5056,4.7631,2.3069,47.7248,141.7457,9.8,"ES2",858.5,0.420800756219208,0.161214022317269,0.261372655800585,0.24267173743921,0.194959716032141,0.221354838709677,33.746892694029
"1679",859,-8.99073,91.9349,13.299,12.25,5.6706,4.5163,4.7543,2.3185,47.022,142.3508,9.8,"ES2",859,0.416161281859348,0.158325435839206,0.257581343125865,0.239115338954475,0.191984875098982,0.213870967741936,33.2499189832911
"1680",859.5,-9.21286,92.0963,13.3786,12.25,5.5652,4.5473,4.754,2.3211,48.0292,142.67439,9.8,"ES2",859.5,0.417032397682616,0.158865184292289,0.258291348466064,0.239781310033519,0.192541492834241,0.212193548387097,33.9621044602803
"1681",860,-10.66009,93.0611,13.3952,12.25,5.6016,4.5786,4.7611,2.3222,48.6884,142.73219,9.8,"ES2",860,0.422239662529514,0.16211690615782,0.262553472372076,0.243779501639384,0.195887549323124,0.211483870967742,34.4282225796488
"1682",860.5,-12.45122,94.0757,13.429,12.25,5.9475,4.61,4.7683,2.3286,49.052,143.8232,9.8,"ES2",860.5,0.427715710325599,0.165583643126868,0.267068908794047,0.248016089385,0.199441376901771,0.207354838709678,34.6853117329882
"1683",861,-14.03635,94.9767,13.4667,12.25,6.1138,4.6417,4.7754,2.3337,48.3722,145.11031,9.8,"ES2",861,0.432578630751652,0.168703307681025,0.271107610555675,0.251806074738361,0.202627867126298,0.204064516129032,34.2046150041682
"1684",861.5,-13.94058,95.6833,13.4816,12.25,5.9386,4.6699,4.7826,2.3282,47.6475,145.8224,9.8,"ES2",861.5,0.436392326171239,0.171177239418362,0.274294024771689,0.254796733667156,0.205147225292349,0.207612903225807,33.6921901882883
"1685",862,-13.40361,95.5597,13.4766,12.25,5.6527,4.6424,4.7897,2.325,47.3185,146.3511,9.8,"ES2",862,0.43572522632145,0.170742745974246,0.273735433946756,0.254272428741469,0.204705230781433,0.209677419354839,33.4595607179038
"1686",862.5,-12.84414,94.5429,13.5481,12.25,5.7309,4.6512,4.7969,2.3134,46.9982,146.0327,9.8,"ES2",862.5,0.430237304579819,0.167196441164566,0.269159718060793,0.249978056946673,0.201090067181128,0.217161290322581,33.2331006849046
"1687",863,-12.43628,93.4728,13.6664,12.25,5.8178,4.6601,4.8041,2.3065,46.6508,145.2892,9.8,"ES2",863,0.424461709521086,0.163517756525434,0.264381594972699,0.245494632591231,0.197325243219412,0.221612903225806,32.9874692339294
"1688",863.5,-11.78671,93.0279,13.8116,12.25,5.8052,4.7185,4.8113,2.3075,46.418,144.7429,9.8,"ES2",863.5,0.422060473896723,0.162004287299595,0.262406295516531,0.243641427079628,0.195771870163468,0.220967741935484,32.8228544671466
"1689",864,-11.78454,92.8523,13.9462,12.25,5.7776,4.7052,4.8185,2.3109,46.0915,144.94,9.8,"ES2",864,0.4211127171522,0.161409488547261,0.261628461855353,0.242911713230935,0.19516066406893,0.218774193548387,32.5919793384643
"1690",864.5,-13.26087,93.8562,14.0035,12.25,6.022,4.6685,4.8258,2.3059,45.6164,145.1683,9.8,"ES2",864.5,0.426531014394946,0.16482951171001,0.266089125049364,0.247096743204733,0.198669463260988,0.222,32.2560477504607
"1691",865,-14.3507,95.8012,13.9981,12.25,6.1845,4.6321,4.833,2.3099,44.845,145.07671,9.8,"ES2",865,0.437028661707567,0.171592388850152,0.274827336953749,0.25529732385674,0.205569353548899,0.21941935483871,31.7105831691352
"1692",865.5,-14.12813,96.3254,13.9725,12.25,5.9683,4.5959,4.8404,2.2969,43.8294,144.4021,9.8,"ES2",865.5,0.439857899096398,0.173446426548625,0.277204222234822,0.25752852025853,0.207452330551484,0.227806451612903,30.9924845740011
"1693",866,-13.45106,95.5118,13.9399,12.25,5.818,4.6093,4.8491,2.2829,43.3195,143.631,9.8,"ES2",866,0.435466698143417,0.170574561950634,0.273519096257965,0.254069373238368,0.204534088968352,0.236838709677419,30.6319700054078
"1694",866.5,-13.33449,94.665,13.9837,12.25,5.6952,4.6407,4.8579,2.2776,43.5036,142.86,9.8,"ES2",866.5,0.430896308557644,0.167619658456302,0.269707344610995,0.250491966462175,0.201522224647972,0.240258064516129,30.7621596844042
"1695",867,-13.65422,95.883,14.0511,12.25,5.6146,4.6753,4.8667,2.2936,43.8584,142.80659,9.8,"ES2",867,0.437470156591975,0.171880821334788,0.275197629913148,0.255644904165659,0.205862526735628,0.229935483870968,31.0129982498205
"1696",867.5,-13.96955,97.891,14.0805,12.25,5.5945,4.7103,4.8754,2.2904,44.2679,143.011,9.8,"ES2",867.5,0.448307830527061,0.179064550712837,0.284358891952764,0.264246147018844,0.213136430763639,0.232,31.3025621508048
"1697",868,-14.85709,99.5723,14.102,12.25,5.8412,4.7128,4.8842,2.2933,44.6023,143.04311,9.8,"ES2",868,0.457382223548506,0.18523499490152,0.292136207473528,0.27155105495019,0.219343192624812,0.230129032258065,31.5390085819251
"1698",868.5,-15.83092,99.6396,14.0234,12.25,6.2215,4.7624,4.8931,2.3073,44.4758,142.7513,9.8,"ES2",868.5,0.457745458337267,0.185484990499452,0.292449563260553,0.271845437741618,0.21959388999496,0.221096774193548,31.4495283702599
"1699",869,-15.77025,98.0333,14.071,12.25,6.4251,4.7767,4.9019,2.319,44.171,142.4622,9.8,"ES2",869,0.449075858913995,0.17958125316777,0.285013356457688,0.264860748756043,0.213657599705498,0.213548387096774,31.2339786443677
"1700",869.5,-15.54768,95.7722,14.1069,12.25,6.2607,4.7142,4.9108,2.307,44.195,142.45911,9.8,"ES2",869.5,0.436872141516274,0.171490211224357,0.274696113905361,0.255174151032658,0.205465475309507,0.221290322580645,31.2509759400156
"1701",870,-15.50841,94.2428,13.845,12.25,5.9269,4.6971,4.9196,2.2831,44.8921,142.5838,9.8,"ES2",870,0.428617590462329,0.166159283060545,0.267815873800636,0.248717003993016,0.200030160401499,0.236709677419355,31.743949611551
