"","DEPT","SP","GR","CALI","LL8","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"711",433,-20.29429,71.7224,16.0601,4.3884,3.4407,4.1736,NA,NA,NA,NA,152.0743,"SB16",433,0.315786534751281,0.103554016306076,0.181253598980972,0.167623507156944,0.133331761552363,NA,NA
"712",433.5,-22.20001,71.1915,15.4241,4.2111,3.4662,4.0235,NA,NA,NA,NA,146.3006,"SB16",433.5,0.311985853936164,0.101744434227912,0.178566958111231,0.165110873244229,0.131305614066063,NA,NA
"713",434,-20.51744,70.5995,14.588,4.1723,3.4159,4.0029,NA,NA,NA,NA,143.953,"SB16",434,0.307747761936636,0.0997472834695396,0.175587763944445,0.162324986119726,0.129061515722766,NA,NA
"714",434.5,-19.63276,69.997,13.8374,4.3401,3.23,4.0784,NA,NA,NA,NA,140.76041,"SB16",434.5,0.303434501075631,0.0977368765274673,0.172573647946186,0.159506831546761,0.126793937042476,NA,NA
"715",435,-19.39908,70.0026,13.4446,4.7517,3.3288,4.1553,NA,NA,NA,NA,138.4061,"SB16",435,0.303474591135086,0.0977554602616413,0.172601580068708,0.159532945841985,0.126814938022494,NA,NA
"716",435.5,-18.64761,70.6615,13.3125,5.7163,3.4305,4.2337,NA,NA,NA,NA,136.9899,"SB16",435.5,0.308191616166317,0.0999554283273375,0.175898954203805,0.162615966945165,0.129295791314606,NA,NA
"717",436,-20.49093,71.4815,13.1566,4.6418,3.4248,4.1573,NA,NA,NA,NA,135.4034,"SB16",436,0.314061946300797,0.102730718073638,0.180032760362209,0.166481702403053,0.132410771929094,NA,NA
"718",436.5,-21.92115,70.8259,13.3564,3.5216,3.2487,3.9674,NA,NA,NA,NA,135.73579,"SB16",436.5,0.309368545768888,0.100508496382561,0.17672503792521,0.163388422921264,0.129917845135661,NA,NA
"719",437,-23.46298,69.5582,13.8432,3.5053,3.2056,3.7862,NA,NA,NA,NA,137.92909,"SB16",437,0.300293158559765,0.0962866328074087,0.170389786070574,0.157465203978034,0.125152724060182,NA,NA
"720",437.5,-26.1942,68.119,14.5757,4.0257,3.2966,3.6492,NA,NA,NA,NA,139.9283,"SB16",437.5,0.289990013279832,0.0916112230802401,0.163293422584765,0.150832554690682,0.119829594987837,NA,NA
"721",438,-24.06632,67.4934,14.4165,5.1306,3.3902,3.7496,NA,NA,NA,NA,141.8204,"SB16",438,0.285511380923575,0.0896170953845366,0.160240198428729,0.147979601271263,0.117543868439334,NA,NA
"722",438.5,-20.08624,67.9623,14.3371,5.2012,3.4423,3.8527,NA,NA,NA,NA,142.3187,"SB16",438.5,0.288868207509011,0.0911095827797865,0.162526872037857,0.150116240430298,0.119255480410965,NA,NA
"723",439,-17.64487,68.3564,14.2473,4.9042,3.3588,3.9567,NA,NA,NA,NA,141.09959,"SB16",439,0.291689545443156,0.092373961372364,0.164457017674814,0.151919948627092,0.120701407632087,NA,NA
"724",439.5,-22.02299,68.3799,14.2834,4.3713,3.2773,4.0627,NA,NA,NA,NA,138.7695,"SB16",439.5,0.291857780514084,0.0924496451022586,0.164572350035678,0.152027731762072,0.12078784095397,NA,NA
"725",440,-21.54292,69.3141,14.1982,4.9661,3.1916,4.6399,NA,NA,NA,NA,136.0733,"SB16",440,0.298545661503878,0.0954849201848626,0.169179036279077,0.156333403259699,0.124243448934386,NA,NA
"726",440.5,-22.40074,70.5198,13.5816,4.9658,3.1018,4.9025,NA,NA,NA,NA,134.2916,"SB16",440.5,0.307177194483322,0.0994800644314458,0.175188015060803,0.161951203988409,0.128760614343832,NA,NA
"727",441,-23.56386,71.5974,13.256,4.6483,3.032,4.576,NA,NA,NA,NA,133.62691,"SB16",441,0.314891667352732,0.103126362626053,0.180619756756313,0.167030690607933,0.132853536962876,NA,NA
"728",441.5,-25.03698,74.7849,13.2131,4.2751,2.9575,4.2352,NA,NA,NA,NA,133.35291,"SB16",441.5,0.337710786015728,0.114344067476269,0.197030916972996,0.182384658555858,0.145278293024019,NA,NA
"729",442,-23.05001,79.4555,13.2889,3.9319,2.8849,3.9199,NA,NA,NA,NA,133.2901,"SB16",442,0.371147327389028,0.13201366514874,0.222035359651206,0.205796733028821,0.164391393312019,NA,NA
"730",442.5,-23.17573,83.1099,13.3262,3.6163,2.814,3.628,NA,NA,NA,NA,133.0829,"SB16",442.5,0.397308954759084,0.146935046028298,0.242423909866694,0.224902356518211,0.18015424922231,NA,NA
"731",443,-24.95745,84.2724,13.3964,3.277,2.7449,3.3578,NA,NA,NA,NA,132.3403,"SB16",443,0.405631221565589,0.15189544889423,0.249066271522431,0.231129821291417,0.185326568867342,NA,NA
"732",443.5,-24.63807,83.492,13.4238,3.2035,2.7074,3.1299,NA,NA,NA,NA,131.5264,"SB16",443.5,0.400044385422968,0.148553805539886,0.244598726472261,0.226941158643211,0.181845694554138,NA,NA
"733",444,-22.1146,81.216,13.4421,3.2764,2.7183,3.2046,NA,NA,NA,NA,130.74879,"SB16",444,0.38375063983019,0.139077096192564,0.231765218838203,0.21491261177409,0.171892882326854,NA,NA
"734",444.5,-20.25962,79.4973,13.5603,3.3771,2.7292,3.281,NA,NA,NA,NA,130.98441,"SB16",444.5,0.371446571047102,0.132178741501003,0.222264413394092,0.2060112967658,0.164567561232675,NA,NA
"735",445,-19.84075,78.6404,13.6396,3.5801,2.7455,3.3678,NA,NA,NA,NA,131.9295,"SB16",445,0.36531207605657,0.128819869072105,0.21758775149272,0.201630826328825,0.16097469107937,NA,NA
"736",445.5,-20.63327,78.2299,13.6519,3.8169,2.7807,3.5133,NA,NA,NA,NA,132.8438,"SB16",445.5,0.362373331519735,0.12722941863407,0.215361436214014,0.199545767283901,0.159267245380167,NA,NA
"737",446,-20.42039,77.6096,13.7286,4.1214,2.808,3.6651,NA,NA,NA,NA,133.8084,"SB16",446,0.357932641541176,0.124848741879884,0.21201444755494,0.196411450575089,0.156703822629251,NA,NA
"738",446.5,-19.41512,76.7612,13.8134,3.534,2.7516,3.5914,NA,NA,NA,NA,134.79289,"SB16",446.5,0.351858997533745,0.121636221708887,0.207469921615479,0.19215629148532,0.153229871931208,NA,NA
"739",447,-19.16134,73.9782,13.8413,3.1429,2.6963,3.242,NA,NA,NA,NA,135.1212,"SB16",447,0.331935669772453,0.11144271985557,0.19282834696909,0.178451849775605,0.142087923234412,NA,NA
"740",447.5,-20.35356,69.5849,14.0271,3.1773,2.7105,2.9266,NA,NA,NA,NA,135.2437,"SB16",447.5,0.300484302236095,0.0963745434559332,0.170522397625984,0.157589172438434,0.1252523425897,NA,NA
"741",448,-21.72569,64.6053,14.194,3.9598,2.7587,2.9039,NA,NA,NA,NA,135.63631,"SB16",448,0.264835648653583,0.0807023623996881,0.146388082208137,0.135042437927718,0.107206643538932,NA,NA
"742",448.5,-17.03041,61.4872,14.3415,4.7486,2.8077,2.9371,NA,NA,NA,NA,136.2921,"SB16",448.5,0.24251336037026,0.0715938229260697,0.131871890083969,0.12149799951867,0.096427807949382,NA,NA
"743",449,-15.43863,61.2071,14.4695,4.7413,2.8013,2.9706,NA,NA,NA,NA,135.3947,"SB16",449,0.240508141503592,0.0708008381214316,0.13058975058665,0.120302422687982,0.0954782438175951,NA,NA
"744",449.5,-21.02475,61.529,14.4369,4.4298,2.7864,3.0987,NA,NA,NA,NA,134.2372,"SB16",449.5,0.242812604028335,0.0717125120538208,0.132063532672271,0.121676714457615,0.0965697734507862,NA,NA
"745",450,-24.42108,62.1482,13.8585,4.1788,2.7477,3.2356,NA,NA,NA,NA,132.4408,"SB16",450,0.247245419173787,0.0734814118901668,0.134911741745117,0.124333120277552,0.0986807084795189,NA,NA
"746",450.5,-26.3408,62.6189,13.2382,3.9344,2.6914,3.3785,NA,NA,NA,NA,131.55556,"SB16",450.5,0.250615131849763,0.0748396026631329,0.137088617400795,0.126363805990006,0.100295408660106,NA,NA
"747",451,-27.39882,64.6907,13.3535,3.8227,2.6362,3.5277,NA,NA,NA,NA,125.33337,"SB16",451,0.265447022060271,0.0809592417520373,0.146792012983932,0.135419529843558,0.107507343469075,NA,NA
"748",451.5,-25.71425,65.8649,13.5761,3.7142,2.5822,3.4028,NA,NA,NA,NA,121.77778,"SB16",451.5,0.27385304845528,0.0845323288945923,0.152380678287478,0.140637873996435,0.111672197247759,NA,NA
"749",452,-24.66247,65.5467,13.848,3.5536,2.5705,3.2541,NA,NA,NA,NA,120.88891,"SB16",452,0.271575074005534,0.0835564258775973,0.150859750302297,0.139217543803384,0.110537920657089,NA,NA
"750",452.5,-24.21689,63.4907,14.0686,3.3776,2.6078,3.1118,NA,NA,NA,NA,121.77782,"SB16",452.5,0.256856295034202,0.077386368856706,0.14114744318511,0.130150952908713,0.103309172547058,NA,NA
"751",453,-27.20462,60.7369,14.0165,3.2253,2.6456,3.0184,NA,NA,NA,NA,127.11115,"SB16",453,0.23714200829721,0.0694788001901909,0.128445437918754,0.118303171816839,0.0938910035234671,NA,NA
"752",453.5,-29.00024,59.9137,13.9855,3.1148,2.6839,2.9659,NA,NA,NA,NA,127.4589,"SB16",453.5,0.231248769557327,0.067191554369049,0.12471530495158,0.114826277912113,0.0911324316417188,NA,NA
"753",454,-29.40376,58.8751,14.0241,3.0441,2.7227,2.9144,NA,NA,NA,NA,140.24519,"SB16",454,0.223813495316264,0.0643547099171718,0.120052409239717,0.110481637139241,0.0876883960513787,NA,NA
"754",454.5,-28.74388,59.452,14.257,3.0028,2.7501,2.9073,NA,NA,NA,NA,148.8945,"SB16",454.5,0.227943487334047,0.0659237804433435,0.122636522856622,0.112889139248827,0.0895964468026373,NA,NA
"755",455,-28.43361,58.5439,14.7719,3.8742,2.7768,2.9417,NA,NA,NA,NA,150.22223,"SB16",455,0.221442454657069,0.0634613829756441,0.118575533385346,0.109105973750748,0.0865985482873492,NA,NA
"756",455.5,-29.21523,57.2094,15.2155,4.7868,2.8039,2.9765,NA,NA,NA,NA,152.88892,"SB16",455.5,0.211888850310161,0.0599164504292675,0.112673719049761,0.1036107226995,0.0822478907822439,NA,NA
"757",456,-29.55205,55.7209,15.3065,4.5019,2.8132,3.0117,NA,NA,NA,NA,156.44447,"SB16",456,0.201232769328241,0.0560635658085317,0.106182401467015,0.0975707517993345,0.0774706831893802,NA,NA
"758",456.5,-29.22388,53.6187,15.2288,3.9582,2.7963,3.0473,NA,NA,NA,NA,157.33334,"SB16",456.5,0.186183247366405,0.0507984364392868,0.0971765699074163,0.0891991891959041,0.0708558659315289,NA,NA
"759",457,-25.284,50.8437,15.7212,4.0074,2.796,3.0834,NA,NA,NA,NA,158.2222,"SB16",457,0.16631719111862,0.0441522374410822,0.0855725627611909,0.0784283782785467,0.0623526036367365,NA,NA
"760",457.5,-19.55822,48.7985,16.1361,4.1951,2.8375,3.1199,NA,NA,NA,NA,159.11111,"SB16",457.5,0.151675728690523,0.0394661838278642,0.0772225581311821,0.070690804923919,0.0562460128909557,NA,NA
"761",458,-21.09265,47.4662,15.9894,4.3917,2.8796,3.1568,NA,NA,NA,NA,159.55557,"SB16",458,0.142137874009829,0.0365068550657444,0.0718735905103182,0.0657405955117758,0.0523388462235002,NA,NA
"762",458.5,-27.60967,47.2116,16.061,4.2602,2.8883,3.1941,NA,NA,NA,NA,160.00002,"SB16",458.5,0.140315208092465,0.0359495250692635,0.0708594376150733,0.0648026568488691,0.0515984325659822,NA,NA
"763",459,-30.39409,47.5083,16.1174,4.1182,2.884,3.2319,NA,NA,NA,NA,160.44447,"SB16",459,0.142439265349661,0.0365992649931881,0.0720415352571107,0.0658959383817919,0.0524614706782706,NA,NA
"764",459.5,-31.72542,46.9574,16.1119,3.9949,2.8797,3.2701,NA,NA,NA,NA,160.88893,"SB16",459.5,0.138495405750776,0.0353956637277526,0.0698494313001226,0.0638687538785767,0.0508611599019783,NA,NA
"765",460,-29.80134,46.2638,16.0951,4.067,2.8846,3.2819,NA,NA,NA,NA,160.6667,"SB16",460,0.133529965529708,0.0338975030530896,0.0671064944559066,0.0613335310185772,0.0488594561758796,NA,NA
"766",460.5,-28.25666,47.5409,16.1,4.1403,2.9096,3.2868,NA,NA,NA,NA,160.44447,"SB16",460.5,0.142672646767202,0.036670871410806,0.0721716309473139,0.0660162759714042,0.0525564619424317,NA,NA
"767",461,-27.68988,48.8406,16.0951,4.2072,2.9348,3.2918,NA,NA,NA,NA,160.22224,"SB16",461,0.151977120030354,0.0395608820872705,0.0773927382351464,0.0708483842978935,0.0563703785331062,NA,NA
"768",461.5,-23.40381,49.3191,16.0801,4.2702,2.9602,3.2892,NA,NA,NA,NA,160.00002,"SB16",461.5,0.155402672431999,0.0406423628137941,0.0793319755429397,0.0726443941178085,0.0577878109846756,NA,NA
"769",462,-28.14514,50.556,16.0913,4.3343,2.9859,3.2439,NA,NA,NA,NA,160.00002,"SB16",462,0.16425756431412,0.0434823632981335,0.0843876919620762,0.0773297123180492,0.0614854929834495,NA,NA
"770",462.5,-31.55055,52.2034,16.182,4.3996,2.958,3.1992,NA,NA,NA,NA,160.36659,"SB16",462.5,0.176051200733075,0.0473664542168663,0.0912183904337729,0.0836664039579773,0.0664871635634836,NA,NA
"771",463,-32.32758,54.1678,16.1967,4.3456,2.9038,3.1749,NA,NA,NA,NA,159.9787,"SB16",463,0.190114220874751,0.0521541544334536,0.0995108172670575,0.091368073860109,0.0725690071243122,NA,NA
"772",463.5,-33.2388,55.5979,16.1594,4.2443,2.8507,3.1735,NA,NA,NA,NA,159.0818,"SB16",463.5,0.200352219808069,0.0557498733770776,0.105650278093349,0.0970758345178389,0.0770794298507866,NA,NA
"773",464,-35.18953,56.6039,16.133,4.1454,2.7952,3.3969,NA,NA,NA,NA,155.4814,"SB16",464,0.20755411263159,0.0583364382875431,0.110021570876055,0.101142428905724,0.0802950880420216,NA,NA
"774",464.5,-33.49295,56.93,16.0079,4.0488,2.7353,3.6533,NA,NA,NA,NA,149.5036,"SB16",464.5,0.209888642700925,0.05918519175457,0.111447939736615,0.102469825673434,0.0813451650950267,NA,NA
"775",465,-31.33837,56.978,15.3495,3.9544,2.6767,3.6354,NA,NA,NA,NA,146.1319,"SB16",465,0.210232271781967,0.0593105528697381,0.111658282855149,0.102665591866675,0.0815000512039591,NA,NA
"776",465.5,-29.2366,55.9679,14.6356,3.919,2.6552,3.2654,NA,NA,NA,NA,142.9653,"SB16",465.5,0.203001027307774,0.0566956447152502,0.107252938338673,0.0985665344195201,0.0782579753653918,NA,NA
"777",466,-29.25292,53.789,13.2927,4.1327,2.6785,3.1114,NA,NA,NA,NA,139.8694,"SB16",466,0.187402414710188,0.0512174428644533,0.0978991620916361,0.0898705162731392,0.0713860884746376,NA,NA
"778",466.5,-34.59394,50.2086,12.9615,4.3581,2.6748,3.0921,NA,NA,NA,NA,137.88029,"SB16",466.5,0.161770548840073,0.0426781868535988,0.0829614528546763,0.0760075366086579,0.060442007422515,NA,NA
"779",467,-34.33226,50.9113,13.0244,4.4536,2.6077,3.0559,NA,NA,NA,NA,136.4411,"SB16",467,0.166801135407755,0.044310149792366,0.0858514594655608,0.0786870161329656,0.0625567347219317,NA,NA
"780",467.5,-32.03989,52.1136,12.8068,4.3702,2.5423,3.0101,NA,NA,NA,NA,136.3067,"SB16",467.5,0.175408327993958,0.047151690912012,0.0908431632607693,0.0833181329405519,0.0662122266435168,NA,NA
"781",468,-29.84071,53.5159,12.6078,4.0843,2.5032,2.965,NA,NA,NA,NA,137.1483,"SB16",468,0.185447308417839,0.0505461405192603,0.0967409746446755,0.0887945307889484,0.0705362780835507,NA,NA
"782",468.5,-27.08703,56.9874,12.4895,3.8172,2.4919,2.9205,NA,NA,NA,NA,138.06261,"SB16",468.5,0.210299565810338,0.0593351156936511,0.111699486783272,0.102703940878364,0.0815303927312673,NA,NA
"783",469,-30.44886,59.7205,12.4161,3.6372,2.4806,2.8767,NA,NA,NA,NA,138.056,"SB16",469,0.22986566250613,0.0666597419679678,0.123844272102052,0.114014549344151,0.0904887206496924,NA,NA
"784",469.5,-31.70328,61.2786,12.3754,3.7316,2.4675,2.8335,NA,NA,NA,NA,137.51961,"SB16",469.5,0.241020005655562,0.0710028726941506,0.130916698475097,0.120607284759105,0.0957203477173056,NA,NA
"785",470,-32.5358,60.7767,12.3683,3.9922,2.4547,2.8098,NA,NA,NA,NA,136.9514,"SB16",470,0.237426934076908,0.069590262254711,0.128626555509072,0.118472022610043,0.0940250273370599,NA,NA
"786",470.5,-31.27522,60.0023,12.3641,4.2711,2.4557,2.8371,NA,NA,NA,NA,137.0276,"SB16",470.5,0.231883051569418,0.0674360709842353,0.125115312674121,0.115199073007064,0.0914281020596706,NA,NA
"787",471,-28.33705,59.768,12.371,4.4767,2.4568,2.8647,NA,NA,NA,NA,136.7704,"SB16",471,0.230205712117578,0.0667903181149656,0.124058268748455,0.114213969936729,0.0906468529250837,NA,NA
"788",471.5,-24.21297,59.5653,12.3994,4.4555,2.4578,2.8926,NA,NA,NA,NA,136.25861,"SB16",471.5,0.228754595144092,0.0662338946122294,0.123145769088823,0.113363651620594,0.0899726340289191,NA,NA
"789",472,-19.8266,60.0127,12.4435,4.4261,2.4501,2.9207,NA,NA,NA,NA,134.95039,"SB16",472,0.231957504536978,0.0674647988024426,0.125162289246983,0.115242854650212,0.0914628276918587,NA,NA
"790",472.5,-24.40252,63.4072,12.4577,4.379,2.441,2.8785,NA,NA,NA,NA,133.52,"SB16",472.5,0.256258523611971,0.0771406735111262,0.140757171081376,0.129786754603231,0.103019207961198,NA,NA
"791",473,-27.39084,66.3158,12.3958,4.3325,2.4319,2.8217,NA,NA,NA,NA,132.3786,"SB16",473,0.277081014135325,0.0859250162465902,0.154544125714408,0.14265845370507,0.113286741533174,NA,NA
"792",473.5,-22.74726,66.1251,12.3888,4.3215,2.4228,2.766,NA,NA,NA,NA,131.2549,"SB16",473.5,0.275715804432099,0.0853345970766194,0.153627953214638,0.141802750297183,0.112602860279596,NA,NA
"793",474,-26.29979,64.4196,12.4129,4.2805,2.4138,2.7115,NA,NA,NA,NA,132.3114,"SB16",474,0.263506233646298,0.0801451733653295,0.145510926306653,0.134223599065076,0.106553805937636,NA,NA
"794",474.5,-26.21871,63.9878,12.369,4.2425,2.4064,2.6589,NA,NA,NA,NA,133.1788,"SB16",474.5,0.260415003704751,0.0788568872071749,0.143477553327656,0.13232560119813,0.105041205114233,NA,NA
"795",475,-27.85673,63.9071,12.3188,4.322,2.3998,2.6307,NA,NA,NA,NA,133.27161,"SB16",475,0.259837277312248,0.0786172474461836,0.143098497517278,0.131971811132909,0.104759348333384,NA,NA
"796",475.5,-31.38386,63.2883,12.3795,4.3064,2.3933,2.6028,NA,NA,NA,NA,132.9529,"SB16",475.5,0.255407325742471,0.0767914645230434,0.140202000150444,0.129268692004384,0.102606792979413,NA,NA
"797",476,-29.96647,63.6667,12.4484,4.2256,2.3796,2.5752,NA,NA,NA,NA,132.0688,"SB16",476,0.258116268331359,0.0779054770174298,0.141971112679108,0.130919627183237,0.103921269660463,NA,NA
"798",476.5,-28.3827,64.5873,12.4712,4.1994,2.3572,2.5479,NA,NA,NA,NA,131.0903,"SB16",476.5,0.264706787748192,0.0806482705853201,0.146302988248506,0.134962999264054,0.107143302141869,NA,NA
"799",477,-30.79963,64.2177,12.4909,4.1588,2.3314,2.5642,NA,NA,NA,NA,130.03149,"SB16",477,0.262060843824162,0.0795415282228097,0.144559082000025,0.133335092376056,0.105845607401944,NA,NA
"800",477.5,-29.58235,62.57,12.5078,4.0339,2.3058,2.6025,NA,NA,NA,NA,128.18941,"SB16",477.5,0.25026505972345,0.0746979561937279,0.136861992881871,0.126152384673539,0.100127255651534,NA,NA
"801",478,-24.18927,61.5684,12.5122,4.184,2.2805,2.5714,NA,NA,NA,NA,126.1571,"SB16",478,0.243094666232358,0.0718244699192033,0.132244244657935,0.121845238728445,0.0967036497107018,NA,NA
"802",478.5,-20.37949,62.6909,12.5216,4.3028,2.2555,2.5407,NA,NA,NA,NA,124.7712,"SB16",478.5,0.251130575471327,0.0750483934922266,0.137422497922685,0.126675294669411,0.100543167499718,NA,NA
"803",479,-24.57022,65.1705,12.5445,3.8812,2.2308,2.5104,NA,NA,NA,NA,123.6989,"SB16",479,0.268881881082861,0.0824099707744632,0.149067779751455,0.137544272464229,0.109202308434614,NA,NA
"804",479.5,-28.95444,67.0326,12.8087,3.6288,2.2063,2.5877,NA,NA,NA,NA,124.8408,"SB16",479.5,0.282212541745564,0.0881628547120113,0.158003369098514,0.145889797074314,0.115871016667426,NA,NA
"805",480,-24.70206,66.9434,12.9278,3.513,2.1821,2.9013,NA,NA,NA,NA,127.2859,"SB16",480,0.28157396436996,0.0878827666134484,0.157571552245585,0.145486393603761,0.115548238520839,NA,NA
"806",480.5,-26.51749,65.1263,12.945,3.3807,2.1582,3.2529,NA,NA,NA,NA,128.43221,"SB16",480.5,0.268565455970734,0.0822757920664733,0.148857678754941,0.137348100983395,0.109045769940798,NA,NA
"807",481,-26.70791,63.0941,12.704,3.2403,2.1345,3.0373,NA,NA,NA,NA,129.2556,"SB16",481,0.254017059752086,0.0762227364782539,0.139296644152223,0.128423896306009,0.101934405177949,NA,NA
"808",481.5,-24.86133,61.8296,12.5979,3.0555,2.1111,2.6958,NA,NA,NA,NA,129.85181,"SB16",481.5,0.244964581148365,0.0725687397496016,0.13344405288961,0.122964191790467,0.0975926963768519,NA,NA
"809",482,-22.47546,60.2453,12.6476,2.8547,2.0972,2.4303,NA,NA,NA,NA,130.2648,"SB16",482,0.233622673792198,0.0681087428743704,0.126214206251833,0.116223278684426,0.092240546698584,NA,NA
"810",482.5,-19.31198,60.2227,12.4676,3.3976,2.0958,2.4065,NA,NA,NA,NA,127.7539,"SB16",482.5,0.23346088176654,0.0680460549644327,0.126111892815642,0.116127914820255,0.0921648918717038,NA,NA
"811",483,-18.4428,60.8561,12.3161,4.4891,2.0944,2.383,NA,NA,NA,NA,123.7743,"SB16",483,0.237995353848467,0.0698128697457561,0.128988094342904,0.118809082950863,0.0942925822714799,NA,NA
"812",483.5,-22.72272,62.1208,12.2298,5.1596,2.0929,2.395,NA,NA,NA,NA,119.1771,"SB16",483.5,0.247049264240025,0.073402710946094,0.134785336189924,0.124215214217872,0.0985869823884886,NA,NA
"813",484,-22.46845,63.224,12.1985,4.6775,2.1166,2.4243,NA,NA,NA,NA,117.4995,"SB16",484,0.254947005952658,0.0766029329552183,0.13990204176144,0.128988791948939,0.102383997778236,NA,NA
"814",484.5,-21.35027,64.7768,12.1663,4.446,2.2277,2.4983,NA,NA,NA,NA,117.33336,"SB16",484.5,0.266063406724392,0.0812186347355011,0.147199601385051,0.13580004660911,0.107810809799432,NA,NA
"815",485,-20.52169,65.4191,12.0831,4.607,2.3447,2.7075,NA,NA,NA,NA,116.14817,"SB16",485,0.270661593365095,0.0831666819992419,0.150251197488355,0.138649279897071,0.11008425015614,NA,NA
"816",485.5,-19.46962,64.588,12.0369,4.7737,2.4677,2.9342,NA,NA,NA,NA,114.96299,"SB16",485.5,0.264711799005623,0.080650373821817,0.146306297173972,0.13496608827178,0.107145765171454,NA,NA
"817",486,-19.44074,62.414,12.1847,4.7934,2.6046,3.1099,NA,NA,NA,NA,113.77781,"SB16",486,0.249148265210061,0.0742469269296884,0.136139753604825,0.125478621723817,0.0995914456847685,NA,NA
"818",486.5,-21.16907,62.1526,12.2384,4.1885,2.7575,3.2365,NA,NA,NA,NA,113.77781,"SB16",486.5,0.247276918506216,0.0734940536877768,0.134932043650695,0.124352057195083,0.0986957621198116,NA,NA
"819",487,-23.35559,63.0012,12.1473,3.821,2.9195,3.3682,NA,NA,NA,NA,113.77781,"SB16",487,0.253351994301484,0.0759513886624482,0.138864163081645,0.128020364329937,0.101613283438226,NA,NA
"820",487.5,-23.29841,63.9427,12.2457,3.8102,3.0655,3.5052,NA,NA,NA,NA,114.66667,"SB16",487.5,0.260092135547355,0.0787229183694555,0.143265676785167,0.132127846009082,0.104883654263364,NA,NA
"821",488,-19.67113,64.9671,12.2656,4.1226,3.0775,3.6455,NA,NA,NA,NA,116.00004,"SB16",488,0.267425752851942,0.0817934072642787,0.14810169822634,0.136642263357854,0.108482614118669,NA,NA
"822",488.5,-17.63346,65.0437,12.2699,4.7055,3.0894,3.7859,NA,NA,NA,NA,117.33336,"SB16",488.5,0.267974127593773,0.0820253335057811,0.148465293537214,0.136981737691759,0.108753449743065,NA,NA
"823",489,-19.11228,64.3725,12.2832,4.9543,3.0968,3.9316,NA,NA,NA,NA,120.0148,"SB16",489,0.263169047610525,0.0800041525477877,0.145288705848513,0.134016160452147,0.106388446659626,NA,NA
"824",489.5,-17.6371,63.0305,12.3767,4.8961,3.0423,3.7503,NA,NA,NA,NA,123.429,"SB16",489.5,0.253561751219704,0.0760369198742704,0.139000521493494,0.128147593884588,0.101714525957394,NA,NA
"825",490,-20.17562,61.6138,12.6127,4.733,2.9888,3.5091,NA,NA,NA,NA,128.20531,"SB16",490,0.243419682071511,0.0719535776739969,0.132452563876887,0.12203951143253,0.0968579877459785,NA,NA
"826",490.5,-22.86015,60.0939,12.8787,4.8035,2.8691,3.2833,NA,NA,NA,NA,131.0304,"SB16",490.5,0.232538810399075,0.0676892854782965,0.125529234635816,0.115584850142022,0.0917340950188355,NA,NA
"827",491,-23.34077,57.6031,13.2609,4.8325,2.7488,3.1004,NA,NA,NA,NA,131.6114,"SB16",491,0.214707324668631,0.06095324822162,0.114406732788465,0.105223993722769,0.0835246822725709,NA,NA
"828",491.5,-22.2943,57.4719,13.2983,4.6042,2.6335,2.9891,NA,NA,NA,NA,130.4595,"SB16",491.5,0.213768071847114,0.0606069038037808,0.113828455837639,0.104685638855837,0.0830985715593683,NA,NA
"829",492,-20.91722,58.7779,13.0544,4.3515,2.5231,2.8818,NA,NA,NA,NA,130.0981,"SB16",492,0.223117646427152,0.0640919744634683,0.119618474888384,0.110077419855044,0.0873681298057125,NA,NA
"830",492.5,-19.09004,58.8962,13.1271,4.1683,2.4173,2.7784,NA,NA,NA,NA,130.2632,"SB16",492.5,0.223964548933139,0.0644118060193362,0.120146662232417,0.110569437718407,0.0877579650102542,NA,NA
"831",493,-16.99327,56.8781,13.7403,4.2478,2.3647,2.6787,NA,NA,NA,NA,130.545,"SB16",493,0.209517093757047,0.0590497692994247,0.111220618955556,0.102258263622141,0.0811777873009665,NA,NA
"832",493.5,-16.48029,55.8787,14.0444,4.4408,2.3342,2.5838,NA,NA,NA,NA,130.94839,"SB16",493.5,0.202362449932169,0.0564670490449359,0.106866028739839,0.0982066272604278,0.0779734101874561,NA,NA
"833",494,-19.45401,55.6572,14.1499,4.699,2.3041,2.5493,NA,NA,NA,NA,131.6524,"SB16",494,0.20077674490194,0.0559010203970672,0.105906741035409,0.0973143615032097,0.0772679922846619,NA,NA
"834",494.5,-19.68823,57.778,14.1764,4.806,2.2752,2.5152,NA,NA,NA,NA,132.1949,"SB16",494.5,0.21595942313268,0.0614162520946894,0.115178793660706,0.105942806805713,0.0840936910496853,NA,NA
"835",495,-16.36436,61.2999,13.8106,4.4799,2.2542,2.4817,NA,NA,NA,NA,132.3553,"SB16",495,0.241172491060275,0.0710631105086326,0.131014141796651,0.120698147258923,0.0957925090401811,NA,NA
"836",495.5,-19.05598,63.2023,12.713,4.2909,2.2335,2.4485,NA,NA,NA,NA,132.28081,"SB16",495.5,0.25479165697227,0.076539357431219,0.139800854828546,0.128894372813799,0.102308845904751,NA,NA
"837",496,-24.4242,64.4759,12.4292,4.8052,2.213,2.4158,NA,NA,NA,NA,132.7216,"SB16",496,0.263909281922605,0.0803138997349484,0.145776689210707,0.134471687824379,0.106751583060622,NA,NA
