"","DEPT","SP","GR","CALI","LL8","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"89",122,0,83.5934,14.4872,5.9013,2.9989,4.8257,NA,NA,NA,NA,150.2318,"SB16",122,0.400770301856671,0.148985294874962,0.245177255673807,0.227483534030817,0.182295976233902,NA,NA
"90",122.5,0,84.7662,14.494,5.8251,3.0054,4.8706,NA,NA,NA,NA,156.3022,"SB16",122.5,0.409166305736816,0.154034749142678,0.251911047593394,0.233797385687045,0.187547518878756,NA,NA
"91",123,0,85.1383,14.5031,5.7499,3.0052,4.9704,NA,NA,NA,NA,159.4407,"SB16",123,0.411830147008816,0.155659668823552,0.254063941087302,0.235816362541107,0.189230636134961,NA,NA
"92",123.5,0,84.1708,13.7952,5.6757,3.005,5.0723,NA,NA,NA,NA,157.3407,"SB16",123.5,0.404903873344048,0.151457685777733,0.248482682421615,0.230582622033712,0.184871384113322,NA,NA
"93",124,0,83.1734,13.1446,5.6025,3.0048,5.1762,NA,NA,NA,NA,155.8511,"SB16",124,0.397763547397547,0.147203276395207,0.242784764656485,0.225240631830008,0.180434763547513,NA,NA
"94",124.5,-2.8306,85.1267,12.9814,5.5302,3.0046,5.2823,NA,NA,NA,NA,157.7224,"SB16",124.5,0.411747103314231,0.15560884508191,0.253996705761223,0.235753306893809,0.189178041504962,NA,NA
"95",125,-7.1977,87.47,12.852,5.5978,3.0044,5.3906,NA,NA,NA,NA,160.9102,"SB16",125,0.428522645514388,0.166098620149917,0.267737193469484,0.248643173247458,0.199968129853808,NA,NA
"96",125.5,-5.78071,89.5321,12.7746,5.6889,3.0042,5.501,NA,NA,NA,NA,163.45621,"SB16",125.5,0.443285094014769,0.175710406954084,0.280095974880904,0.260243356048099,0.209746778201009,NA,NA
"97",126,-0.39692,92.6284,12.6861,5.9991,3.0097,5.6015,NA,NA,NA,NA,164.3972,"SB16",126,0.465451317423784,0.190843780800097,0.299134579183286,0.278126859837642,0.224953801238587,NA,NA
"98",126.5,0,94.8963,12.6082,6.3272,3.0204,5.6707,NA,NA,NA,NA,164.2894,"SB16",126.5,0.481687075609136,0.20248707304449,0.313455409675557,0.291591090862342,0.236512305830387,NA,NA
"99",127,0,96.6768,12.5801,6.5374,3.0312,5.7408,NA,NA,NA,NA,165.88091,"SB16",127,0.494433566834067,0.211973926960766,0.324926568448092,0.302384725891975,0.245848285367575,NA,NA
"100",127.5,0,97.1071,12.5519,6.6039,3.0419,5.8118,NA,NA,NA,NA,167.2894,"SB16",127.5,0.497514058366831,0.214313558712059,0.327729391852401,0.305023269006324,0.248140167210885,NA,NA
"101",128,0,96.0834,12.512,6.671,3.0636,5.8836,NA,NA,NA,NA,168.5228,"SB16",128,0.490185452319675,0.208777657538966,0.321080950832065,0.298765334040508,0.242710631098401,NA,NA
"102",128.5,-5.89147,95.1961,12.4636,6.7389,3.1103,5.9563,NA,NA,NA,NA,167.17551,"SB16",128.5,0.483833325577816,0.20406283184612,0.315372755538814,0.293394633434321,0.238067896613976,NA,NA
"103",129,-10.60738,93.4575,12.4075,6.7993,3.1577,6.0299,NA,NA,NA,NA,166.7679,"SB16",129,0.471386793904879,0.195044226243801,0.304332654678988,0.28301271033744,0.229137051280133,NA,NA
"104",129.5,-11.08189,92.0664,12.3536,6.8576,3.2059,6.1045,NA,NA,NA,NA,166.6142,"SB16",129.5,0.461427993599908,0.188032680304561,0.295635341655124,0.274838600128922,0.222145402897636,NA,NA
"105",130,-10.21219,92.4217,12.3192,6.9163,3.2548,6.1799,NA,NA,NA,NA,166.424,"SB16",130,0.463971564693544,0.189806502254131,0.297845312414173,0.276915253196471,0.223918354401297,NA,NA
"106",130.5,-9.0433,92.8019,12.2847,6.9755,3.3044,6.2563,NA,NA,NA,NA,165.93359,"SB16",130.5,0.46669339337297,0.191717496465085,0.300218808437204,0.279145846379768,0.225825224758977,NA,NA
"107",131,-8.22851,92.8969,12.2851,7.0353,3.3488,6.3336,NA,NA,NA,NA,165.2413,"SB16",131,0.467373492595867,0.192197080359284,0.300813270086282,0.279704562851613,0.226303261268575,NA,NA
"108",131.5,-7.36352,92.1234,12.3655,7.0955,3.392,6.3665,NA,NA,NA,NA,165.8389,"SB16",131.5,0.461836053133647,0.188316471975082,0.29598935782846,0.275171243398411,0.222429248543872,NA,NA
"109",132,-6.45813,90.4551,12.4826,7.1563,3.4381,6.3959,NA,NA,NA,NA,166.5901,"SB16",132,0.449892794885654,0.180131977109235,0.285710262081675,0.265515228289244,0.214212793081762,NA,NA
"110",132.5,-6.15904,88.9216,12.6753,7.2176,3.4848,6.4253,NA,NA,NA,NA,167.0009,"SB16",132.5,0.438914561640256,0.172826749128084,0.276410673915002,0.256783584737277,0.206823383760097,NA,NA
"111",133,-6.14805,89.3548,13.1448,7.2794,3.5321,6.4549,NA,NA,NA,NA,166.4565,"SB16",133,0.442015814096667,0.174869608671478,0.279023396620837,0.25923635513901,0.208895284062901,NA,NA
"112",133.5,-5.27436,90.457,13.2242,7.3418,3.5801,6.4846,NA,NA,NA,NA,165.52969,"SB16",133.5,0.449906396870112,0.180141156432476,0.285721872242018,0.265526131838855,0.214222044363059,NA,NA
"113",134,-2.07477,91.3863,13.1303,7.4047,3.6287,6.5144,NA,NA,NA,NA,164.7242,"SB16",134,0.456559199057884,0.184669410902441,0.291426783335349,0.270884602603909,0.218775803402387,NA,NA
"114",134.5,0,92.1238,13.0709,7.4681,3.678,6.5444,NA,NA,NA,NA,164.2713,"SB16",134.5,0.461838916709322,0.188318464545167,0.295991842860162,0.275173578424478,0.222431241231574,NA,NA
"115",135,0,92.315,13.0334,7.5379,3.728,6.5746,NA,NA,NA,NA,164.9236,"SB16",135,0.463207705882142,0.189272590271947,0.2971808180813,0.27629081867946,0.223385006095294,NA,NA
"116",135.5,0,92.9138,12.9186,7.6195,3.7786,6.6048,NA,NA,NA,NA,166.2159,"SB16",135.5,0.467494478668151,0.192282483484739,0.30091908041811,0.279804012722405,0.226388367427382,NA,NA
"117",136,0,94.873,12.8916,7.7019,3.8299,6.6352,NA,NA,NA,NA,169.0537,"SB16",136,0.481520272326047,0.202364970324887,0.313306635245335,0.291451155947163,0.236391682250644,NA,NA
"118",136.5,0,96.7289,12.7837,7.7697,3.8819,6.6658,NA,NA,NA,NA,170.94389,"SB16",136.5,0.494806547565782,0.212256223102998,0.325265293053398,0.302703569784157,0.246125035120124,NA,NA
"119",137,0,97.1908,12.7444,7.7482,3.9346,6.6965,NA,NA,NA,NA,171.8643,"SB16",137,0.4981132615769,0.214770804563639,0.328275976247121,0.305537877017248,0.248587610991286,NA,NA
"120",137.5,0,96.1353,12.6597,7.7267,3.9881,6.7273,NA,NA,NA,NA,171.2625,"SB16",137.5,0.490557001263553,0.209055822346522,0.321416393519731,0.299081006359634,0.242984002998485,NA,NA
"121",138,0,94.4815,12.3671,7.7052,4.0152,6.7583,NA,NA,NA,NA,168.89,"SB16",138,0.478717547633792,0.200321123391762,0.310811980226993,0.289104914283071,0.234370788670975,NA,NA
"122",138.5,0,95.0089,12.2558,7.6838,4.0179,6.8167,NA,NA,NA,NA,167.11459,"SB16",138.5,0.482493172161749,0.203077885569882,0.314174864714767,0.29226781744863,0.237095790888614,NA,NA
"123",139,0,96.9071,12.2717,7.6625,4.0206,6.8822,NA,NA,NA,NA,166.56979,"SB16",139,0.496082270529153,0.213223817330894,0.326425173114642,0.30379542970028,0.247073169427256,NA,NA
"124",139.5,0,99.1447,12.3108,7.6412,4.0233,6.9484,NA,NA,NA,NA,166.7739,"SB16",139.5,0.512101112857097,0.225646912388615,0.341165356492986,0.317679164516939,0.259187007659327,NA,NA
"125",140,0,100.1004,12.3997,7.6322,4.0259,7.0152,NA,NA,NA,NA,167.036,"SB16",140,0.518942911039442,0.231110465731515,0.347561474412455,0.323708541177891,0.264481505143227,NA,NA
"126",140.5,0,99.9443,12.5261,7.702,4.0273,7.0826,NA,NA,NA,NA,167.4093,"SB16",140.5,0.517825400632134,0.230211508626659,0.346512609935904,0.322719602413807,0.263611684198212,NA,NA
"127",141,-0.80099,98.746,12.5812,7.7725,4.0184,7.1507,NA,NA,NA,NA,167.4157,"SB16",141,0.509246843802685,0.223395808996448,0.338514898290356,0.31518157480728,0.256999859459073,NA,NA
"128",141.5,-2.1065,96.6582,12.5588,7.8436,4.0095,7.2195,NA,NA,NA,NA,166.93469,"SB16",141.5,0.494300410565162,0.211873211004806,0.324805684231683,0.302270938513517,0.245749533835914,NA,NA
"129",142,-2.82161,94.335,12.5913,7.9153,4.0006,7.2568,NA,NA,NA,NA,166.18919,"SB16",142,0.477668763042692,0.199560081619168,0.309880965180573,0.288229379625183,0.233617415655001,NA,NA
"130",142.5,-3.48922,93.3651,12.6287,7.9877,3.9918,7.2778,NA,NA,NA,NA,165.6573,"SB16",142.5,0.470725307923872,0.194572930651989,0.303751229201411,0.282466136776071,0.22866845534421,NA,NA
"131",143,-4.56043,94.5657,12.688,8.0603,3.983,7.2989,NA,NA,NA,NA,164.9496,"SB16",143,0.479320330313454,0.20075945485103,0.311347688449425,0.289608721485642,0.234804485946436,NA,NA
"132",143.5,-6.09754,96.8268,12.7875,8.1308,3.954,7.32,NA,NA,NA,NA,164.13811,"SB16",143.5,0.495507407712325,0.212787410768077,0.32590225719556,0.303303168864139,0.24664562562071,NA,NA
"133",144,-6.74315,98.7078,12.8474,8.2018,3.9424,7.3412,NA,NA,NA,NA,163.3205,"SB16",144,0.508973372325689,0.22318099144947,0.338261504328015,0.31494282247719,0.256790967120692,NA,NA
"134",144.5,-7.51216,99.6002,12.8842,8.2734,3.932,7.3624,NA,NA,NA,NA,162.9386,"SB16",144.5,0.515362009657409,0.228238962858639,0.344206269808717,0.320545330399906,0.261701262145134,NA,NA
"135",145,-9.10727,99.1897,12.9329,8.3457,3.9217,7.3837,NA,NA,NA,NA,162.71719,"SB16",145,0.512423265120575,0.225902023708499,0.341465164450932,0.317961713195194,0.259434658099321,NA,NA
"136",145.5,-10.32428,98.308,13.0023,8.4186,3.9114,7.4546,NA,NA,NA,NA,162.492,"SB16",145.5,0.50611122843817,0.220941734634673,0.335615247098342,0.312449746987386,0.254611603893487,NA,NA
"137",146,-11.63618,98.9039,13.0654,8.6802,3.9012,7.559,NA,NA,NA,NA,162.1172,"SB16",146,0.510377240300532,0.224285359244446,0.339563324037978,0.316169469854611,0.25786454247249,NA,NA
"138",146.5,-12.62859,100.6796,13.1285,9.0806,3.8909,7.6649,NA,NA,NA,NA,161.8028,"SB16",146.5,0.523089368617358,0.234468599946969,0.351467456017132,0.327392118492979,0.267726315905181,NA,NA
"139",147,-13.1102,100.4272,13.2058,9.5008,3.9081,7.7722,NA,NA,NA,NA,162.2485,"SB16",147,0.521282452366208,0.233000822897249,0.349762572237958,0.325784161224162,0.266308933372296,NA,NA
"140",147.5,-13.35391,99.5111,13.2612,9.9474,3.983,7.8811,NA,NA,NA,NA,162.76891,"SB16",147.5,0.514724148175723,0.227730227009973,0.343610357138112,0.319983607402157,0.261208141467535,NA,NA
"141",148,-13.13002,98.5951,13.264,10.3007,4.0594,8.0475,NA,NA,NA,NA,163.56081,"SB16",148,0.508166559879157,0.222548100684335,0.337514485345244,0.314238994779488,0.256175351285415,NA,NA
"142",148.5,-13.56213,100.203,13.2852,10.3581,4.1372,8.2419,NA,NA,NA,NA,164.08279,"SB16",148.5,0.519677418200171,0.231702728921201,0.348251748105982,0.324359423565674,0.265054293274601,NA,NA
"143",149,-14.13544,103.408,13.3502,10.4157,4.2165,8.441,NA,NA,NA,NA,164.1118,"SB16",149,0.542621818298964,0.250776866921652,0.370172141604686,0.345049441238768,0.283389484255247,NA,NA
"144",149.5,-14.86535,105.2093,13.3958,10.5951,4.3621,8.6449,NA,NA,NA,NA,163.85271,"SB16",149.5,0.555517215459013,0.262000137952613,0.382801540789988,0.35698975369283,0.294085410846843,NA,NA
"145",150,-15.54185,105.2603,13.3846,10.924,4.5894,8.8537,NA,NA,NA,NA,163.2798,"SB16",150,0.555882321357621,0.26232333594069,0.383162412509015,0.357331167077528,0.294392496789684,NA,NA
"146",150.5,-16.21066,104.3859,13.3577,11.2631,4.7994,9.4201,NA,NA,NA,NA,162.65669,"SB16",150.5,0.549622544931292,0.256823743643173,0.37700044070616,0.351503246129439,0.289160134218229,NA,NA
"147",151,-16.87957,102.8317,13.3725,11.462,5.0018,10.1725,NA,NA,NA,NA,162.77699,"SB16",151,0.538496121644695,0.247263810583513,0.366178986219237,0.341277306927183,0.280028054887213,NA,NA
"148",151.5,-17.69828,101.5435,13.3372,11.4106,5.2175,10.9849,NA,NA,NA,NA,162.8618,"SB16",151.5,0.529273976182209,0.239544217651473,0.357335262832355,0.33292813229107,0.272617588895276,NA,NA
"149",152,-17.90709,100.8469,13.2989,11.3595,5.3714,11.8622,NA,NA,NA,NA,162.9841,"SB16",152,0.524287059143576,0.235445251730033,0.352599871457415,0.328460282451298,0.268668702232948,NA,NA
"150",152.5,-17.8807,100.6742,13.2847,11.3085,5.5992,12.8095,NA,NA,NA,NA,163.1738,"SB16",152.5,0.523050710345741,0.234437126169769,0.351430935966312,0.327357672252973,0.267695936669777,NA,NA
