"","DEPT","SP","GR","CALI","LL8","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"1",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",52,NA,NA,NA,NA,NA,NA,NA
"2",52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",52.5,NA,NA,NA,NA,NA,NA,NA
"3",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",53,NA,NA,NA,NA,NA,NA,NA
"4",53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",53.5,NA,NA,NA,NA,NA,NA,NA
"5",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",54,NA,NA,NA,NA,NA,NA,NA
"6",54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",54.5,NA,NA,NA,NA,NA,NA,NA
"7",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",55,NA,NA,NA,NA,NA,NA,NA
"8",55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",55.5,NA,NA,NA,NA,NA,NA,NA
"9",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",56,NA,NA,NA,NA,NA,NA,NA
"10",56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",56.5,NA,NA,NA,NA,NA,NA,NA
"11",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",57,NA,NA,NA,NA,NA,NA,NA
"12",57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",57.5,NA,NA,NA,NA,NA,NA,NA
"13",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",58,NA,NA,NA,NA,NA,NA,NA
"14",58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",58.5,NA,NA,NA,NA,NA,NA,NA
"15",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",59,NA,NA,NA,NA,NA,NA,NA
"16",59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",59.5,NA,NA,NA,NA,NA,NA,NA
"17",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",60,NA,NA,NA,NA,NA,NA,NA
"18",60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",60.5,NA,NA,NA,NA,NA,NA,NA
"19",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",61,NA,NA,NA,NA,NA,NA,NA
"20",61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",61.5,NA,NA,NA,NA,NA,NA,NA
"21",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",62,NA,NA,NA,NA,NA,NA,NA
"22",62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",62.5,NA,NA,NA,NA,NA,NA,NA
"23",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",63,NA,NA,NA,NA,NA,NA,NA
"24",63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",63.5,NA,NA,NA,NA,NA,NA,NA
"25",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",64,NA,NA,NA,NA,NA,NA,NA
"26",64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",64.5,NA,NA,NA,NA,NA,NA,NA
"27",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",65,NA,NA,NA,NA,NA,NA,NA
"28",65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",65.5,NA,NA,NA,NA,NA,NA,NA
"29",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",66,NA,NA,NA,NA,NA,NA,NA
"30",66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",66.5,NA,NA,NA,NA,NA,NA,NA
"31",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",67,NA,NA,NA,NA,NA,NA,NA
"32",67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",67.5,NA,NA,NA,NA,NA,NA,NA
"33",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",68,NA,NA,NA,NA,NA,NA,NA
"34",68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",68.5,NA,NA,NA,NA,NA,NA,NA
"35",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",69,NA,NA,NA,NA,NA,NA,NA
"36",69.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",69.5,NA,NA,NA,NA,NA,NA,NA
"37",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",70,NA,NA,NA,NA,NA,NA,NA
"38",70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",70.5,NA,NA,NA,NA,NA,NA,NA
"39",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",71,NA,NA,NA,NA,NA,NA,NA
"40",71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",71.5,NA,NA,NA,NA,NA,NA,NA
"41",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",72,NA,NA,NA,NA,NA,NA,NA
"42",72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",72.5,NA,NA,NA,NA,NA,NA,NA
"43",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",73,NA,NA,NA,NA,NA,NA,NA
"44",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",73.5,NA,NA,NA,NA,NA,NA,NA
"45",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",74,NA,NA,NA,NA,NA,NA,NA
"46",74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",74.5,NA,NA,NA,NA,NA,NA,NA
"47",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",75,NA,NA,NA,NA,NA,NA,NA
"48",75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",75.5,NA,NA,NA,NA,NA,NA,NA
"49",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",76,NA,NA,NA,NA,NA,NA,NA
"50",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",76.5,NA,NA,NA,NA,NA,NA,NA
"51",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",77,NA,NA,NA,NA,NA,NA,NA
"52",77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",77.5,NA,NA,NA,NA,NA,NA,NA
"53",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",78,NA,NA,NA,NA,NA,NA,NA
"54",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",78.5,NA,NA,NA,NA,NA,NA,NA
"55",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",79,NA,NA,NA,NA,NA,NA,NA
"56",79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",79.5,NA,NA,NA,NA,NA,NA,NA
"57",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",80,NA,NA,NA,NA,NA,NA,NA
"58",80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",80.5,NA,NA,NA,NA,NA,NA,NA
"59",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",81,NA,NA,NA,NA,NA,NA,NA
"60",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",81.5,NA,NA,NA,NA,NA,NA,NA
"61",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",82,NA,NA,NA,NA,NA,NA,NA
"62",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",82.5,NA,NA,NA,NA,NA,NA,NA
"63",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",83,NA,NA,NA,NA,NA,NA,NA
"64",83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",83.5,NA,NA,NA,NA,NA,NA,NA
"65",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",84,NA,NA,NA,NA,NA,NA,NA
"66",84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",84.5,NA,NA,NA,NA,NA,NA,NA
"67",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",85,NA,NA,NA,NA,NA,NA,NA
"68",85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",85.5,NA,NA,NA,NA,NA,NA,NA
"69",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",86,NA,NA,NA,NA,NA,NA,NA
"70",86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",86.5,NA,NA,NA,NA,NA,NA,NA
"71",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",87,NA,NA,NA,NA,NA,NA,NA
"72",87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",87.5,NA,NA,NA,NA,NA,NA,NA
"73",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",88,NA,NA,NA,NA,NA,NA,NA
"74",88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",88.5,NA,NA,NA,NA,NA,NA,NA
"75",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",89,NA,NA,NA,NA,NA,NA,NA
"76",89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",89.5,NA,NA,NA,NA,NA,NA,NA
"77",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",90,NA,NA,NA,NA,NA,NA,NA
"78",90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",90.5,NA,NA,NA,NA,NA,NA,NA
"79",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",91,NA,NA,NA,NA,NA,NA,NA
"80",91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",91.5,NA,NA,NA,NA,NA,NA,NA
"81",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",92,NA,NA,NA,NA,NA,NA,NA
"82",92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",92.5,NA,NA,NA,NA,NA,NA,NA
"83",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",93,NA,NA,NA,NA,NA,NA,NA
"84",93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",93.5,NA,NA,NA,NA,NA,NA,NA
"85",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",94,NA,NA,NA,NA,NA,NA,NA
"86",94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",94.5,NA,NA,NA,NA,NA,NA,NA
"87",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",95,NA,NA,NA,NA,NA,NA,NA
"88",95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",95.5,NA,NA,NA,NA,NA,NA,NA
"89",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",96,NA,NA,NA,NA,NA,NA,NA
"90",96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",96.5,NA,NA,NA,NA,NA,NA,NA
"91",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",97,NA,NA,NA,NA,NA,NA,NA
"92",97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",97.5,NA,NA,NA,NA,NA,NA,NA
"93",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",98,NA,NA,NA,NA,NA,NA,NA
"94",98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",98.5,NA,NA,NA,NA,NA,NA,NA
"95",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",99,NA,NA,NA,NA,NA,NA,NA
"96",99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",99.5,NA,NA,NA,NA,NA,NA,NA
"97",100,NA,NA,12.2794,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",100,NA,NA,NA,NA,NA,NA,NA
"98",100.5,NA,NA,12.2844,NA,NA,NA,NA,NA,NA,NA,NA,"SB19",100.5,NA,NA,NA,NA,NA,NA,NA
"99",101,NA,NA,12.2897,8.4127,NA,NA,NA,NA,NA,NA,NA,"SB19",101,NA,NA,NA,NA,NA,NA,NA
"100",101.5,NA,NA,12.2932,7.0448,NA,NA,NA,NA,NA,NA,NA,"SB19",101.5,NA,NA,NA,NA,NA,NA,NA
"101",102,NA,NA,12.3009,6.8714,NA,NA,NA,NA,NA,NA,NA,"SB19",102,NA,NA,NA,NA,NA,NA,NA
"102",102.5,NA,NA,12.3099,7.2447,NA,NA,NA,NA,NA,NA,NA,"SB19",102.5,NA,NA,NA,NA,NA,NA,NA
"103",103,NA,53.5026,12.3199,7.9452,NA,NA,NA,NA,NA,NA,NA,"SB19",103,0.237343884397041,0.0695577650716197,0.128573756275676,0.118422799107338,0.0939859560588679,NA,NA
"104",103.5,NA,56.3296,13.4908,8.5885,NA,NA,NA,NA,NA,NA,NA,"SB19",103.5,0.258958273601315,0.0782533188606237,0.142522350716796,0.131434085066367,0.104331010026864,NA,NA
"105",104,NA,57.8601,13.5285,9.2219,NA,NA,NA,NA,NA,NA,NA,"SB19",104,0.270660014909112,0.0831660093282033,0.150250146601611,0.138648298602572,0.11008346681618,NA,NA
"106",104.5,NA,57.932,13.5697,9.6319,6.4035,NA,NA,NA,NA,NA,NA,"SB19",104.5,0.271209740619684,0.0834004438722464,0.150616275919555,0.13899018589714,0.110356400756487,NA,NA
"107",105,NA,56.7926,13.7326,10.215,6.461,11.3439,NA,NA,NA,NA,NA,"SB19",105,0.262498231932259,0.079723960677388,0.144846917522748,0.133603768669218,0.106059740157838,NA,NA
"108",105.5,NA,55.0211,13.8459,9.7961,6.4686,8.8675,NA,NA,NA,NA,NA,"SB19",105.5,0.24895387732477,0.0741685532394799,0.136014155733501,0.125361457759183,0.0994982810035847,NA,NA
"109",106,NA,53.4676,13.9728,9.6551,5.6094,8.2644,NA,NA,NA,NA,155.4514,"SB19",106,0.237076284955177,0.0694531009851674,0.128403669987374,0.118264233136709,0.0938600970632509,NA,NA
"110",106.5,NA,53.3817,14.5398,9.8392,5.2689,7.6901,NA,NA,NA,NA,154.5668,"SB19",106.5,0.236419519467859,0.0691965296905927,0.12798649700489,0.117875326164343,0.0935514290978499,NA,NA
"111",107,NA,54.1895,15.4527,9.7541,5.2183,7.0731,NA,NA,NA,NA,155.83701,"SB19",107,0.242595714586081,0.0716264780264069,0.131924623707661,0.121547175603922,0.0964668712363351,NA,NA
"112",107.5,NA,55.4835,15.1879,8.8802,5.1217,6.7236,NA,NA,NA,NA,156.34129,"SB19",107.5,0.252489248236711,0.0756000757446284,0.138303727376089,0.127497462007305,0.101197223302417,NA,NA
"113",108,-39.99998,57.0642,14.7789,7.6933,4.6356,6.7127,NA,NA,NA,NA,154.4361,"SB19",108,0.264574803601124,0.0805928862593401,0.146215847597016,0.13488165039897,0.107078439217659,NA,NA
"114",108.5,-39.11844,58.2784,14.9182,7.2109,3.9984,6.7017,NA,NA,NA,NA,152.8661,"SB19",108.5,0.273858210524304,0.0845345468483792,0.15238413028696,0.140641097824365,0.11167477239374,NA,NA
"115",109,-38.46939,59.768,14.6792,6.9703,3.3639,6.1252,NA,NA,NA,NA,152.59689,"SB19",109,0.285247242770037,0.0895002006267273,0.160060718452806,0.147811908751378,0.117409588524209,NA,NA
"116",109.5,-38.87283,61.1118,13.9424,7.3117,3.2905,5.6911,NA,NA,NA,NA,152.5314,"SB19",109.5,0.295521532197947,0.0941059781658604,0.167090691907256,0.154381392797611,0.122676137472685,NA,NA
"117",110,-40.78617,62.586,13.187,7.4506,3.1687,5.4182,NA,NA,NA,NA,152.9485,"SB19",110,0.30679282068926,0.0993002674736941,0.174918894695708,0.161699568937015,0.12855806854367,NA,NA
"118",110.5,-43.35082,64.05,12.7413,6.8215,3.0593,5.3199,NA,NA,NA,NA,155.19031,"SB19",110.5,0.317986123057515,0.104609371688173,0.18281493201142,0.169083851655379,0.134510317205433,NA,NA
"119",111,-44.60936,66.4249,12.6434,6.9284,3.1213,5.4129,NA,NA,NA,NA,158.8414,"SB19",111,0.336143892042739,0.113552626465403,0.19588735537506,0.181314438409806,0.144409557910351,NA,NA
"120",111.5,-45.353,68.598,12.4943,7.9603,3.1478,5.5214,NA,NA,NA,NA,162.2798,"SB19",111.5,0.35275875910316,0.122108979083197,0.208140744615641,0.192784356791778,0.153742188882347,NA,NA
"121",112,-46.87084,69.2627,12.4669,9.4095,3.164,5.5061,NA,NA,NA,NA,165.5182,"SB19",112,0.357840854789074,0.124799819962249,0.211945484150627,0.196346873132264,0.156651048275322,NA,NA
"122",112.5,-48.83919,69.2598,12.4334,10.2244,3.0712,5.4808,NA,NA,NA,NA,167.6382,"SB19",112.5,0.357818682263891,0.124788003834955,0.211928826277854,0.196331274697287,0.156638301076888,NA,NA
"123",113,-50.55213,69.3327,12.4166,9.5798,3.062,5.3272,NA,NA,NA,NA,168.7106,"SB19",113,0.358376053672802,0.125085240776193,0.212347726116323,0.196723535402757,0.156958889494987,NA,NA
"124",113.5,-51.22958,69.8319,12.3595,8.9758,3.0104,5.3001,NA,NA,NA,NA,169.787,"SB19",113.5,0.362192786283617,0.12713209772315,0.215224955411783,0.199417951337866,0.159162634019782,NA,NA
"125",114,-50.40771,69.7264,12.37,8.3804,3.0971,5.4737,NA,NA,NA,NA,171.2303,"SB19",114,0.361386165108856,0.126697847484888,0.214615617771514,0.198847306728754,0.158695667501443,NA,NA
"126",114.5,-48.33646,69.5251,12.3911,8.2151,3.1433,5.5687,NA,NA,NA,NA,173.0602,"SB19",114.5,0.359847086033221,0.125871761504414,0.213454855576042,0.197760287361937,0.157806501928436,NA,NA
"127",115,-46.8534,69.5191,12.4733,8.3559,3.5003,5.7882,NA,NA,NA,NA,174.3978,"SB19",115,0.359801211843187,0.125847188979931,0.213420295592263,0.19772792365174,0.157780036069334,NA,NA
"128",115.5,-46.37985,69.5894,12.6314,8.8027,3.8581,6.1359,NA,NA,NA,NA,175.5303,"SB19",115.5,0.360338704436416,0.126135278639374,0.213825361419804,0.198107250209223,0.158090261483445,NA,NA
"129",116,-48.25879,69.6252,12.6571,9.6188,4.2032,6.6461,NA,NA,NA,NA,176.77679,"SB19",116,0.360612420436952,0.126282139853027,0.214031755624552,0.198300531526074,0.158248355039663,NA,NA
"130",116.5,-50.64183,69.984,12.6815,10.486,4.5791,7.3722,NA,NA,NA,NA,177.38229,"SB19",116.5,0.363355697000975,0.127759742250584,0.216104641397706,0.200241798937052,0.159837029069808,NA,NA
"131",117,-51.71758,69.7973,12.5962,10.3719,4.9567,8.1533,NA,NA,NA,NA,175.9566,"SB19",117,0.361928245121089,0.126989581100214,0.215025040675817,0.199230729854171,0.159009413760382,NA,NA
"132",117.5,-52.39202,69.0294,12.5391,8.9506,5.3095,9.0172,NA,NA,NA,NA,174.11301,"SB19",117.5,0.356057113366592,0.123851376923975,0.210607021961125,0.19509356659365,0.155627137301609,NA,NA
"133",118,-53.16067,68.1341,12.5021,7.6586,5.6875,9.9727,NA,NA,NA,NA,171.3591,"SB19",118,0.349211919643711,0.120251689459404,0.205501220732895,0.190313162381827,0.151727292628714,NA,NA
"134",118.5,-54.16341,67.1204,12.5236,6.5531,6.2868,11.0294,NA,NA,NA,NA,168.0553,"SB19",118.5,0.341461475237495,0.116251515859896,0.199778382102509,0.184956107699799,0.147367337356128,NA,NA
"135",119,-54.97816,65.0403,12.655,7.5634,6.9585,11.3344,NA,NA,NA,NA,165.56059,"SB19",119,0.325557658122599,0.108288027070046,0.188225979057354,0.174145652473313,0.13860095405032,NA,NA
"136",119.5,-55.5489,61.5913,12.8104,8.65,7.2533,11.289,NA,NA,NA,NA,162.50079,"SB19",119.5,0.299187644551484,0.095779030223044,0.169623492127782,0.156748869763687,0.124577184434338,NA,NA
"137",120,-55.94114,57.0904,13.0692,8.5342,7.3863,11.3362,NA,NA,NA,NA,160.17039,"SB19",120,0.264775120897605,0.0806769524972741,0.14634811050094,0.135005122661096,0.10717688955958,NA,NA
"138",120.5,-56.26008,55.1209,13.3281,8.4199,7.4611,11.466,NA,NA,NA,NA,160.79401,"SB19",120.5,0.249716918019,0.0744764219492407,0.136507365859484,0.12582155534117,0.0998641514141492,NA,NA
"139",121,-56.61143,55.208,12.9708,8.3071,7.3541,11.5569,NA,NA,NA,NA,163.3638,"SB19",121,0.250382858344324,0.0747456057718927,0.136938239334631,0.126223515690594,0.100183828309437,NA,NA
"140",121.5,-56.70377,55.4018,12.958,8.1515,7.0901,11.3095,NA,NA,NA,NA,164.0334,"SB19",121.5,0.251864594682417,0.075346199559118,0.137898373564804,0.12711926917834,0.100896342499927,NA,NA
"141",122,-56.72251,54.0235,13.1469,7.9112,6.8355,10.6012,NA,NA,NA,NA,162.67619,"SB19",122,0.241326528661812,0.0711239854256255,0.131112597940698,0.120789954933954,0.0958654226680569,NA,NA
"142",122.5,-56.88356,51.2884,13.9162,7.6779,6.5901,9.8985,NA,NA,NA,NA,159.5201,"SB19",122.5,0.220414779134889,0.0630758743180425,0.117936920426842,0.108511189373273,0.0861274323666656,NA,NA
"143",123,-57.079,48.9727,14.701,7.466,6.3536,9.2424,NA,NA,NA,NA,157.73801,"SB19",123,0.202709635491332,0.0565912868624936,0.107076343571977,0.0984022621172609,0.078128089530714,NA,NA
"144",123.5,-57.04855,47.5344,14.8346,7.3067,5.7761,8.6297,NA,NA,NA,NA,157.7628,"SB19",123.5,0.191712827570388,0.0527094047177232,0.1004637286347,0.0922536788577548,0.073268633833029,NA,NA
"145",124,-56.85889,47.2814,15.0599,7.0216,5.4046,8.0577,NA,NA,NA,NA,159.6123,"SB19",124,0.189778465890628,0.052037824338439,0.0993109457252423,0.0911823342475009,0.0724222816333235,NA,NA
"146",124.5,-56.84164,47.6224,15.4139,6.7435,5.2301,7.6098,NA,NA,NA,NA,157.09599,"SB19",124.5,0.192385649024218,0.0529437799489468,0.100865421766484,0.0926270335060297,0.0735636041622875,NA,NA
"147",125,-57.37428,48.8262,14.789,6.4764,5.08,7.2331,NA,NA,NA,NA,154.10069,"SB19",125,0.201589540684672,0.0561908660504354,0.106398186331269,0.0977714582095344,0.0776293579731997,NA,NA
"148",125.5,-58.48302,50.0332,13.9491,6.2199,4.9964,6.8751,NA,NA,NA,NA,152.31551,"SB19",125.5,0.210817898579812,0.0595244531787988,0.112016989218467,0.102999450336145,0.0817642047417391,NA,NA
"149",126,-60.19487,50.7048,14.2705,5.9735,5.2835,7.5129,NA,NA,NA,NA,150.83521,"SB19",126,0.215952749584265,0.0614137803912946,0.115174675107019,0.105938972144095,0.0840906553533549,NA,NA
"150",126.5,-61.17041,51.1897,14.9681,6.1025,5.5871,7.8322,NA,NA,NA,NA,149.7169,"SB19",126.5,0.219660148708833,0.062793438481343,0.117468560767321,0.108074998350473,0.0857819697197252,NA,NA
"151",127,-61.48206,51.7506,14.1996,6.2672,5.8051,7.8129,NA,NA,NA,NA,148.20419,"SB19",127,0.223948620907162,0.0644057844105455,0.120136722684047,0.110560178577448,0.0877506284528959,NA,NA
"152",127.5,-61.6542,51.9987,13.6787,6.4364,6.0209,7.7936,NA,NA,NA,NA,146.7309,"SB19",127.5,0.225845518665061,0.0651246413268426,0.121321986353888,0.111664369357716,0.0886256423273108,NA,NA
"153",128,-61.63614,51.6484,13.7308,6.6102,6.0738,7.9083,NA,NA,NA,NA,147.5396,"SB19",128,0.223167230536919,0.0641106806946404,0.119649381902576,0.110106209691102,0.0873909394692161,NA,NA
"154",128.5,-61.77078,50.3948,13.8886,6.6461,6.0889,8.0802,NA,NA,NA,NA,147.17371,"SB19",128.5,0.213582583099184,0.0605386044211541,0.11371434357065,0.104579408476303,0.083014494476349,NA,NA
"155",129,-61.63273,48.9615,14.0463,6.5993,6.1041,8.2558,NA,NA,NA,NA,146.78661,"SB19",129,0.202624003669935,0.0565606338621767,0.107024460920575,0.0983540004111843,0.0780899308462255,NA,NA
"156",129.5,-61.57877,48.2485,14.0051,6.5528,6.1193,8.4352,NA,NA,NA,NA,146.23849,"SB19",129.5,0.197172620754248,0.0546230324642547,0.103734218518166,0.09529401803042,0.075671045871172,NA,NA
"157",130,-61.68222,48.3478,14.2073,6.6503,6.1345,8.1993,NA,NA,NA,NA,149.075,"SB19",130,0.197931838599308,0.0548912626169562,0.104190963850427,0.0957187237801265,0.0760067116557032,NA,NA
"158",130.5,-61.91766,48.3844,14.6344,6.8159,6.034,7.9542,NA,NA,NA,NA,151.9115,"SB19",130.5,0.198211671158514,0.0549902587036534,0.104359432355713,0.0958753808401829,0.0761305301204041,NA,NA
"159",131,-62.0248,47.394,15.0871,6.6535,5.6308,7.7164,NA,NA,NA,NA,151.8148,"SB19",131,0.190639371523597,0.0523363060305299,0.0998236207390128,0.0916587706919736,0.0727986497293065,NA,NA
"160",131.5,-61.91904,45.4332,15.389,6.2494,5.2546,7.5235,NA,NA,NA,NA,149.6357,"SB19",131.5,0.17564768622054,0.0472316114990248,0.0909828310141897,0.083447764649526,0.0663145616136214,NA,NA
"161",132,-61.87649,43.4473,15.5205,5.9142,4.9034,7.4079,NA,NA,NA,NA,147.4565,"SB19",132,0.160464093889176,0.0422577951255921,0.0822142023998491,0.075314940326132,0.0598954059973887,NA,NA
"162",132.5,-62.18433,43.1663,15.6521,5.9379,4.8398,7.3848,NA,NA,NA,NA,145.21809,"SB19",132.5,0.158315652655924,0.0415695240841334,0.0809883016754746,0.0741789027061328,0.0589988446124893,NA,NA
"163",133,-62.52898,43.1165,15.6691,5.9617,4.971,7.3699,NA,NA,NA,NA,140.81619,"SB19",133,0.157934896878644,0.0414479409136038,0.0807714230236574,0.0739779482682805,0.0588402516805336,NA,NA
"164",133.5,-62.87952,42.9583,15.316,6.066,5.1058,7.355,NA,NA,NA,NA,137.1489,"SB19",133.5,0.156725347401418,0.0410624935248435,0.0800832220899155,0.0733403308866605,0.0583370448843917,NA,NA
"165",134,-63.17717,43.7291,14.7382,6.2509,5.2443,7.3669,NA,NA,NA,NA,132.2345,"SB19",134,0.162618651681098,0.0429518447652572,0.0834472655048121,0.076457865723256,0.0607974127519838,NA,NA
"166",134.5,-63.74151,45.6555,15.5588,6.4414,5.3865,7.4445,NA,NA,NA,NA,135.8297,"SB19",134.5,0.177347324961294,0.0478005261306571,0.0919759200917808,0.0843695746293762,0.0670422886931007,NA,NA
