"","DEPT","SP","GR","CALI","LL8","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"61",98,NA,60.1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB17",98,0.238643579283095,0.0700671275163403,0.129400740775356,0.119193803443755,0.0945979959999964,NA,NA
"62",98.5,NA,63.1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB17",98.5,0.262132376257823,0.0795713500577411,0.144606143989275,0.133379021410579,0.105880617293057,NA,NA
"63",99,NA,65.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB17",99,0.277706503126363,0.0861962159495778,0.154964461886002,0.143051062576419,0.113600581135659,NA,NA
"64",99.5,NA,67.6391,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB17",99.5,0.296058176416606,0.094349897235824,0.16746063855704,0.154727173217096,0.122953688715383,NA,NA
"65",100,-50.15119,70.8759,15.5256,10.8,1.1364,1.1423,NA,NA,NA,NA,NA,"SB17",100,0.32079094741459,0.105963782284073,0.184812798209454,0.170952635895008,0.136019540687572,NA,NA
"66",100.5,-46.67315,74.4752,15.1784,8.4995,1.43,1.2674,NA,NA,NA,NA,NA,"SB17",100.5,0.348293623716197,0.119773574090803,0.204819946168206,0.18967537314789,0.151207647577689,NA,NA
"67",101,-40,77.2558,14.9518,7.2406,2.2354,1.9158,NA,NA,NA,NA,NA,"SB17",101,0.369540516646558,0.131129438825643,0.220807062424072,0.204646167874835,0.163447041706589,NA,NA
"68",101.5,-34.74646,78.8255,14.7332,9.4903,3.3204,2.8913,NA,NA,NA,NA,NA,"SB17",101.5,0.381534779695104,0.137818634908477,0.230042216851739,0.213298106441691,0.170561754075418,NA,NA
"69",102,-34.94901,79.9618,14.3759,15.9958,4.8061,4.4766,NA,NA,NA,NA,NA,"SB17",102,0.390217382168228,0.142790933324381,0.236823977935297,0.219653398822338,0.175808025778333,NA,NA
"70",102.5,-38.41647,80.9819,14.1859,18.4367,7.9937,9.7632,NA,NA,NA,NA,NA,"SB17",102.5,0.398012086720577,0.147350058197825,0.242982150883408,0.225425669077505,0.180588226932602,NA,NA
"71",103,-40.91722,80.2134,14.2289,10.5366,4.2733,12.3259,NA,NA,NA,NA,NA,"SB17",103,0.392139887476895,0.143906954217796,0.238336668431345,0.221071176093334,0.176980777195694,NA,NA
"72",103.5,-42.43388,79.2704,14.5464,6.7957,2.2844,2.3701,NA,NA,NA,NA,NA,"SB17",103.5,0.384934313128434,0.13975228023102,0.232687787130128,0.21577712718186,0.172606115343935,NA,NA
"73",104,-43.79593,78.3597,14.6401,6.9637,1.9297,2.49,NA,NA,NA,NA,NA,"SB17",104,0.377975546893924,0.135812137272015,0.227285693838588,0.210715366258435,0.168434629854805,NA,NA
"74",104.5,-44.20909,78.8095,14.3962,7.9905,2.068,3.2151,NA,NA,NA,NA,NA,"SB17",104.5,0.381412521805841,0.137749408513627,0.229947305903243,0.213209174873099,0.170488463906994,NA,NA
"75",105,-43.16055,78.9033,14.7131,9.3467,2.2489,4.414,NA,NA,NA,NA,NA,"SB17",105,0.382129258681647,0.138155557804077,0.23050395068562,0.213730755379393,0.170918356012693,NA,NA
"76",105.5,-41.3607,79.101,15.0738,10.7074,2.5234,6.4262,NA,NA,NA,NA,NA,"SB17",105.5,0.383639907725858,0.13901403780773,0.231678990399331,0.214831810741998,0.171826237063143,NA,NA
"77",106,-39.76736,79.4327,15.0575,12.1553,2.7745,10.7281,NA,NA,NA,NA,NA,"SB17",106,0.38617446659265,0.14046188349692,0.233656002011554,0.216684447556026,0.173355007139802,NA,NA
"78",106.5,-38.56781,79.0752,14.8551,13.1674,2.9749,9.3367,NA,NA,NA,NA,NA,"SB17",106.5,0.383442766879421,0.138901816725321,0.231525507176806,0.21468798870518,0.171707618519369,NA,NA
"79",107,-38.51667,77.593,14.6485,12.0412,3.0505,6.5262,NA,NA,NA,NA,NA,"SB17",107,0.372117101662784,0.13254909686238,0.22277801100331,0.206492410356683,0.164962649141758,NA,NA
"80",107.5,-38.86642,75.9175,14.6537,11.4363,2.9209,5.4656,NA,NA,NA,NA,NA,"SB17",107.5,0.359314408321483,0.125586610554593,0.213053690504141,0.197384618632397,0.157499319243944,NA,NA
"81",108,-39.18468,74.0015,15.1656,11.4275,2.9977,5.4823,NA,NA,NA,NA,NA,"SB17",108,0.344674026082192,0.117899940678828,0.202143033539949,0.187169480996228,0.149167435798822,NA,NA
"82",108.5,-39.41363,72.8543,15.2256,11.6923,3.3348,5.499,NA,NA,NA,NA,NA,"SB17",108.5,0.335908135422007,0.113433820390783,0.195715508707293,0.181153617061126,0.144279049464787,NA,NA
"83",109,-38.87319,72.4499,14.9131,12.0725,3.7198,6.0276,NA,NA,NA,NA,NA,"SB17",109,0.332818067270875,0.111883248999691,0.193468294704354,0.179050678057006,0.142573346081821,NA,NA
"84",109.5,-38.38665,72.6854,14.4175,12.5848,4.1921,6.895,NA,NA,NA,NA,NA,"SB17",109.5,0.334617550578471,0.112784720593826,0.194775775963924,0.180274194456445,0.143565552555115,NA,NA
"85",110,-37.7499,72.5286,13.9642,13.6914,3.9649,7.3922,NA,NA,NA,NA,NA,"SB17",110,0.33341942326369,0.112184042384809,0.193904869361225,0.179459209484552,0.142904583666429,NA,NA
"86",110.5,-36.85825,71.3795,14.0034,13.7465,3.6162,7.4125,NA,NA,NA,NA,NA,"SB17",110.5,0.324639014479155,0.107837884019192,0.187566432888834,0.173528614743405,0.138101833597656,NA,NA
"87",111,-36.55991,69.5701,14.3021,13.0421,3.6073,7.4329,NA,NA,NA,NA,NA,"SB17",111,0.310813175427081,0.101189649359635,0.177740863860414,0.164338343129249,0.130683072249268,NA,NA
"88",111.5,-37.74677,67.7606,14.5177,12.5425,3.6866,7.3275,NA,NA,NA,NA,NA,"SB17",111.5,0.2969865722632,0.0947726714066748,0.168101297471541,0.155325997264512,0.123434437810854,NA,NA
"89",112,-38.96482,66.0251,13.8631,12.6764,3.8718,6.9164,NA,NA,NA,NA,NA,"SB17",112,0.283725411837162,0.0888282521764766,0.159027924419507,0.146846976597024,0.116637071348224,NA,NA
"90",112.5,-38.67858,67.5333,13.9017,12.8614,4.065,6.6263,NA,NA,NA,NA,NA,"SB17",112.5,0.295249746123852,0.0939825721714157,0.16690343559131,0.154206371199438,0.122535664621742,NA,NA
"91",113,-37.20834,71.0722,14.0597,12.6506,4.155,6.6506,NA,NA,NA,NA,NA,"SB17",113,0.32229089889349,0.106692096132391,0.185884400444546,0.171955066747204,0.136829586606184,NA,NA
"92",113.5,-35.35249,73.0534,14.3323,12.2774,4.2217,6.8858,NA,NA,NA,NA,NA,"SB17",113.5,0.337429482031529,0.114201745982513,0.196825430728694,0.182192347557902,0.145122156813837,NA,NA
"93",114,-33.91914,74.1772,14.6217,12.1782,4.278,6.7813,NA,NA,NA,NA,NA,"SB17",114,0.346016570528666,0.118592861403572,0.203134360047175,0.188097445541066,0.149922677263739,NA,NA
"94",114.5,-33.3509,73.5299,14.7638,12.3244,4.5352,6.8894,NA,NA,NA,NA,NA,"SB17",114.5,0.341070474796154,0.116051811137496,0.199491297936753,0.184687403039323,0.147148928118025,NA,NA
"95",115,-32.92436,71.5139,14.1248,12.3357,4.7721,7.1515,NA,NA,NA,NA,NA,"SB17",115,0.325665980748967,0.108341175994597,0.188303805365177,0.174218463889978,0.138659859720606,NA,NA
"96",115.5,-32.49671,69.7864,14.0004,11.999,4.7966,7.5561,NA,NA,NA,NA,NA,"SB17",115.5,0.312465949267561,0.101972045322001,0.17890554926788,0.165427518305591,0.131560837802857,NA,NA
"97",116,-32.30706,69.1793,14.488,11.4964,4.8427,7.8316,NA,NA,NA,NA,NA,"SB17",116,0.307827026481823,0.0997844370977306,0.175643322998738,0.16237693673228,0.129103340421066,NA,NA
"98",116.5,-32.59502,70.8397,14.5913,11.8146,4.8693,8.0799,NA,NA,NA,NA,NA,"SB17",116.5,0.320514338940131,0.105829778456284,0.184615425543037,0.170768008437703,0.135870383812942,NA,NA
"99",117,-32.76508,72.7131,14.5988,12.0439,4.8721,8.1552,NA,NA,NA,NA,NA,"SB17",117,0.334829209549258,0.112891027270141,0.194929779124348,0.180418311816157,0.143682459384229,NA,NA
"100",117.5,-32.52044,73.1018,14.6695,12.2044,4.875,8.1027,NA,NA,NA,NA,NA,"SB17",117.5,0.337799312146551,0.11438887717717,0.197095599902634,0.182445194496045,0.145327444595845,NA,NA
"101",118,-32.16019,72.5004,14.9403,12.6833,4.8251,7.9468,NA,NA,NA,NA,NA,"SB17",118,0.333203943733863,0.112076207937582,0.193748392888864,0.179312783425601,0.142785854453497,NA,NA
"102",118.5,-31.98744,72.614,14.9189,12.5851,4.7418,7.8516,NA,NA,NA,NA,NA,"SB17",118.5,0.334071974747633,0.112510968591342,0.194379023041347,0.179902913942162,0.14326440719843,NA,NA
"103",119,-31.8805,74.1817,14.7925,12.6228,4.5233,7.7575,NA,NA,NA,NA,NA,"SB17",119,0.346050955560021,0.118610639731327,0.203159773981643,0.188121235557571,0.149942043466903,NA,NA
"104",119.5,-32.26376,76.2196,14.5416,12.768,4.3722,7.6892,NA,NA,NA,NA,NA,"SB17",119.5,0.361622790093138,0.126825143128194,0.21479429836212,0.199014639793292,0.158832585080794,NA,NA
"105",120,-33.15701,76.4479,14.4462,12.8985,4.3443,7.6819,NA,NA,NA,NA,NA,"SB17",120,0.363367257350565,0.127765990987631,0.216113393366731,0.200249995501004,0.159843740073673,NA,NA
"106",120.5,-34.23157,75.5195,14.293,13.143,4.3165,7.6745,NA,NA,NA,NA,NA,"SB17",120.5,0.356273243326056,0.123966065706574,0.210769022766798,0.195245257381305,0.155751031112593,NA,NA
"107",121,-35.23022,73.9414,13.826,13.9689,4.289,7.6672,NA,NA,NA,NA,NA,"SB17",121,0.344214794885647,0.11766346708411,0.201804363338846,0.186852465176668,0.148909500382292,NA,NA
"108",121.5,-35.71158,73.1357,13.676,15.116,4.1529,7.6339,NA,NA,NA,NA,NA,"SB17",121.5,0.338058346049427,0.114520052075498,0.197284912465969,0.182622370602121,0.145471308692669,NA,NA
"109",122,-36.29413,72.7446,13.6951,15.6048,4.0822,7.5807,NA,NA,NA,NA,NA,"SB17",122,0.335069904768745,0.113011987678671,0.195104963992568,0.180582252228828,0.143815455597029,NA,NA
"110",122.5,-36.96689,71.5103,13.9847,15.6597,4.0631,7.5725,NA,NA,NA,NA,NA,"SB17",122.5,0.325638472723883,0.108327677674698,0.188284040630664,0.174199972713127,0.138644899871332,NA,NA
"111",123,-36.95444,70.6948,15.008,15.7152,4.0891,7.6404,NA,NA,NA,NA,NA,"SB17",123,0.31940714093049,0.105294343764643,0.183826147000916,0.170029712373497,0.135274044085881,NA,NA
"112",123.5,-36.1029,70.2177,15.0859,15.9872,4.0798,7.609,NA,NA,NA,NA,NA,"SB17",123.5,0.315761563495017,0.103542069322312,0.181235900959835,0.167606954425152,0.133318406902463,NA,NA
"113",124,-35.46175,72.3278,14.5941,16.0216,4.0332,7.648,NA,NA,NA,NA,NA,"SB17",124,0.331885086753434,0.11141749693053,0.192791685986351,0.178417544877749,0.142060118824705,NA,NA
"114",124.5,-35.09131,75.5112,14.113,15.9038,3.9912,7.6997,NA,NA,NA,NA,NA,"SB17",124.5,0.356209822046001,0.123932404784121,0.210721480139927,0.195200740359846,0.155714670798794,NA,NA
"115",125,-35.62007,76.9577,14.1533,16.0779,4.043,7.7518,NA,NA,NA,NA,NA,"SB17",125,0.367262699347219,0.129882185876558,0.219070508263351,0.203019595792221,0.162112918474377,NA,NA
"116",125.5,-37.03822,77.5748,14.2052,17.1754,4.1265,7.8043,NA,NA,NA,NA,NA,"SB17",125.5,0.371978033313747,0.132472232638573,0.222671451386173,0.206392589703442,0.164880669126725,NA,NA
"117",126,-38.27438,77.1776,14.195,17.9761,4.2116,7.8571,NA,NA,NA,NA,NA,"SB17",126,0.368942981212783,0.130801544048059,0.220350984808821,0.204218965584893,0.163096543801295,NA,NA
"118",126.5,-39.63013,75.8602,14.3182,18.3908,4.2986,7.9103,NA,NA,NA,NA,NA,"SB17",126.5,0.358876572255559,0.125352521377695,0.212724173398772,0.197076048255163,0.157247044241708,NA,NA
"119",127,-39.89219,74.3366,14.4302,18.6058,4.3575,7.9846,NA,NA,NA,NA,NA,"SB17",127,0.347234564750453,0.119223566073434,0.204035317044121,0.18894084616388,0.150609375564459,NA,NA
"120",127.5,-39.74174,74.01,14.6372,18.7357,4.3788,8.0018,NA,NA,NA,NA,NA,"SB17",127.5,0.344738975585864,0.117933407849733,0.202190949393214,0.187214333459032,0.149203932401636,NA,NA
"121",128,-39.4354,74.4484,14.9347,18.6433,4.3972,8.153,NA,NA,NA,NA,NA,"SB17",128,0.348088841751681,0.119667106799032,0.2046681387083,0.189533257633383,0.151091878596354,NA,NA
"122",128.5,-39.26636,76.3083,15.2168,18.7504,4.4114,8.3718,NA,NA,NA,NA,NA,"SB17",128.5,0.362300557266742,0.127190185057294,0.215306419362817,0.199494243253039,0.159225074592783,NA,NA
"123",129,-39.35821,78.1572,15.1639,19.3896,4.4276,8.5964,NA,NA,NA,NA,NA,"SB17",129,0.376428220482934,0.13494553643901,0.226091569414899,0.209596602879629,0.16751409538104,NA,NA
"124",129.5,-39.44606,79.4938,14.9781,20.0321,4.473,8.8597,NA,NA,NA,NA,NA,"SB17",129.5,0.386641338907274,0.140729608412919,0.234020930916503,0.217026432947031,0.173637369707888,NA,NA
"125",130,-40.12362,79.3064,15.0104,20.7076,4.5783,9.1916,NA,NA,NA,NA,NA,"SB17",130,0.385209393379277,0.139909483639425,0.23290240464788,0.215978243919119,0.172772084323067,NA,NA
"126",130.5,-41.29308,76.0689,14.803,21.5687,4.7099,9.531,NA,NA,NA,NA,NA,"SB17",130.5,0.360471273598638,0.126206395213404,0.213925314765005,0.198200853019259,0.158166821619762,NA,NA
"127",131,-42.08553,74.1119,15.4613,23.3885,4.8541,10.1396,NA,NA,NA,NA,NA,"SB17",131,0.34551760551811,0.118335054477968,0.202765711923779,0.187752356076665,0.149641781966355,NA,NA
"128",131.5,-42.02759,74.1224,15.4584,25.9528,5.0134,10.7674,NA,NA,NA,NA,NA,"SB17",131.5,0.345597837257939,0.118376486628312,0.202824971983601,0.187807828772573,0.149686932514505,NA,NA
"129",132,-41.10764,74.8734,15.1309,28.0761,5.178,11.434,NA,NA,NA,NA,NA,"SB17",132,0.351336316935239,0.121362092683337,0.207080617792722,0.191791808571162,0.152932630375253,NA,NA
"130",132.5,-41.2318,75.888,14.6272,29.7472,5.348,12.1419,NA,NA,NA,NA,NA,"SB17",132.5,0.359088995338154,0.125466060611028,0.212884018848077,0.19722573220273,0.157369415261528,NA,NA
"131",133,-42.08466,76.3284,14.442,30.6475,5.5235,13.3427,NA,NA,NA,NA,NA,"SB17",133,0.362454143740129,0.127272994168235,0.215422536219345,0.199602988389596,0.159314080283251,NA,NA
"132",133.5,-42.84941,75.6245,14.5663,30.8181,5.7765,14.7774,NA,NA,NA,NA,NA,"SB17",133.5,0.357075560724347,0.124392369729285,0.211370826692432,0.195808769165534,0.156211359410011,NA,NA
"133",134,-43.19437,74.5605,14.6906,31.8289,6.0598,16.1587,NA,NA,NA,NA,NA,"SB17",134,0.348945411088332,0.120112814452714,0.205303411366217,0.190127977424335,0.151576395441967,NA,NA
"134",134.5,-42.81842,73.9873,14.8715,33.5683,6.3564,16.9916,NA,NA,NA,NA,NA,"SB17",134.5,0.344565522205471,0.117844043250993,0.202062995502602,0.187094560185729,0.149106474156445,NA,NA
"135",135,-42.80347,73.6628,15.3225,34.1469,6.5778,17.175,NA,NA,NA,NA,NA,"SB17",135,0.342085979388848,0.116570898998984,0.200237234523133,0.185385589808025,0.147716485550583,NA,NA
"136",135.5,-42.81363,73.2516,16.373,34.1967,6.5688,17.3603,NA,NA,NA,NA,NA,"SB17",135.5,0.338943951634779,0.114969182024113,0.197932662984766,0.183228604778719,0.145963647539675,NA,NA
"137",136,-42.54609,72.579,16.9949,34.1676,6.5597,17.5476,NA,NA,NA,NA,NA,"SB17",136,0.333804535614869,0.112376916270327,0.194184645888099,0.179721018318636,0.143116889839246,NA,NA
"138",136.5,-42.63725,72.3679,16.9856,34.0279,6.5507,17.943,NA,NA,NA,NA,NA,"SB17",136.5,0.332191495588401,0.111570336029247,0.193013800866439,0.178625385897681,0.142228582140603,NA,NA
"139",137,-43.941,73.6349,16.9762,33.3215,6.6202,18.4952,NA,NA,NA,NA,NA,"SB17",137,0.341872792194445,0.116461813557585,0.200080551256141,0.185238934721073,0.147597254382027,NA,NA
"140",137.5,-45.69476,74.8657,16.9669,31.9892,6.897,19.0643,NA,NA,NA,NA,NA,"SB17",137.5,0.351277480326031,0.121331257793836,0.207036812674057,0.191750796665435,0.152899187710593,NA,NA
"141",138,-45.53661,75.8267,16.1923,30.0365,7.2681,17.9391,NA,NA,NA,NA,NA,"SB17",138,0.358620594799914,0.125215784670885,0.212531616409934,0.196895733401878,0.157099643276394,NA,NA
"142",138.5,-44.27587,76.0122,16.182,29.17,7.4991,16.5443,NA,NA,NA,NA,NA,"SB17",138.5,0.360038022203561,0.125974067588033,0.213598723711919,0.197895013162275,0.157916680212229,NA,NA
"143",139,-43.45392,76.3367,16.742,29.0241,7.1969,14.2405,NA,NA,NA,NA,NA,"SB17",139,0.362517565020184,0.127307198491903,0.215470492183883,0.199647899983614,0.15935084088864,NA,NA
"144",139.5,-43.33838,77.6889,16.2571,27.6197,6.6724,12.7608,NA,NA,NA,NA,NA,"SB17",139.5,0.372849884886556,0.132954565311242,0.223339837661294,0.207018712609263,0.165394954889851,NA,NA
"145",140,-44.21013,79.0284,15.0799,24.8407,6.2203,11.7455,NA,NA,NA,NA,NA,"SB17",140,0.383085162553326,0.138698397652551,0.231247202782114,0.214427204524519,0.171492556867217,NA,NA
"146",140.5,-45.06759,80.1345,13.8966,21.9215,5.9534,11.3637,NA,NA,NA,NA,NA,"SB17",140.5,0.391537003260465,0.14355638546846,0.237861865300101,0.220626155931786,0.176612572730052,NA,NA
"147",141,-45.39375,80.7198,13.6374,20.4027,5.6518,10.4704,NA,NA,NA,NA,NA,"SB17",141,0.396009349672081,0.146169942505235,0.241393539253875,0.223936483266597,0.179353579468474,NA,NA
"148",141.5,-44.0079,79.9596,13.6208,19.1313,5.4443,9.5852,NA,NA,NA,NA,NA,"SB17",141.5,0.390200571708455,0.142781199042598,0.236810768684024,0.21964101872331,0.175797789114534,NA,NA
"149",142,-41.55106,79.2238,13.8565,17.9794,5.22,8.8245,NA,NA,NA,NA,NA,"SB17",142,0.384578237025955,0.139548953777545,0.232410098186573,0.215516908897352,0.172391399285843,NA,NA
"150",142.5,-40.69731,79.5894,13.7303,17.361,5.0495,8.26,NA,NA,NA,NA,NA,"SB17",142.5,0.387371829795623,0.141149147403281,0.234592390340584,0.21756197304342,0.174079643212911,NA,NA
"151",143,-42.25116,80.6162,13.6949,17.3036,5.0522,8.1198,NA,NA,NA,NA,NA,"SB17",143,0.395217729839101,0.145705148279136,0.240766825581976,0.223349017456703,0.178866795980326,NA,NA
"152",143.5,-43.84942,83.3347,14.0742,18.0035,5.1469,8.1982,NA,NA,NA,NA,NA,"SB17",143.5,0.415990109336759,0.158219518024495,0.257441929257383,0.238984573708227,0.191875605988354,NA,NA
