"","DEPT","SP","GR","CALI","LL8","ILM","ILD","LLD","LLS","RHOB","NPHI","DT","well_name","DEPTH","VSH_linear","VSH_larionov_young","VSH_larionov_old","VSH_clavier","VSH_steiber","PHID","PHIND"
"1341",738,-41.64372,77.2304,13.6652,16.2588,12.3998,13.5027,NA,NA,NA,NA,130.603,"SB17",738,0.369346432247352,0.131022880813686,0.220658883253171,0.204507369513357,0.163333156495268,NA,NA
"1342",738.5,-40.24737,75.0012,13.6351,15.8596,12.3969,13.4567,NA,NA,NA,NA,130.1248,"SB17",738.5,0.352312851825731,0.121874551821953,0.207808191004753,0.192472997959108,0.153488192486161,NA,NA
"1343",739,-39.22691,73.5408,13.7187,16.0125,12.3941,13.4109,NA,NA,NA,NA,128.50819,"SB17",739,0.341153762983215,0.116094334060687,0.199552437560963,0.184744628181146,0.147195439777,NA,NA
"1344",739.5,-39.42816,72.4762,13.6947,16.3954,12.3912,13.3849,NA,NA,NA,NA,126.3089,"SB17",739.5,0.333019028676352,0.111983716657382,0.193614148923158,0.179187162602654,0.142684001221813,NA,NA
"1345",740,-40,72.1088,13.6197,16.4901,12.3895,13.4045,NA,NA,NA,NA,125.0548,"SB17",740,0.330211681894142,0.110584905448909,0.191580302895813,0.177284041428329,0.141141639381741,NA,NA
"1346",740.5,-40.07324,72.0891,13.7308,16.3217,12.4001,13.4241,NA,NA,NA,NA,124.5293,"SB17",740.5,0.330061151867986,0.110510185255976,0.191471471433964,0.177182209385378,0.141059146978057,NA,NA
"1347",741,-40.01937,73.1641,13.7987,16.2607,12.4107,13.4438,NA,NA,NA,NA,123.5786,"SB17",741,0.33827535380287,0.114630012013405,0.197443562942145,0.182770851293212,0.145591881393841,NA,NA
"1348",741.5,-41.46681,74.421,13.8332,16.5806,12.4214,13.4634,NA,NA,NA,NA,122.5889,"SB17",741.5,0.347879475116317,0.119558313703429,0.204512977121894,0.189388002950476,0.150973560318891,NA,NA
"1349",742,-43.46635,75.4195,13.803,17.0423,12.432,13.4831,NA,NA,NA,NA,122.3212,"SB17",742,0.35550913151816,0.123560876590083,0.210196498139065,0.194709173188855,0.155313223245608,NA,NA
"1350",742.5,-45.65429,77.9408,13.7923,17.1416,12.4427,13.5029,NA,NA,NA,NA,122.8004,"SB17",742.5,0.374774682530647,0.134023243693616,0.224818305984915,0.208403747057821,0.166533171939963,NA,NA
"1351",743,-46.77112,81.1313,13.8106,16.9622,12.354,13.4375,NA,NA,NA,NA,124.0153,"SB17",743,0.399153669761574,0.148025454889236,0.243889653225488,0.226276413213908,0.181294000260292,NA,NA
"1352",743.5,-45.88016,82.2657,13.8815,16.6835,12.2548,13.3269,NA,NA,NA,NA,126.0054,"SB17",743.5,0.407821754110348,0.153218790564613,0.250827408026666,0.232781215660094,0.186701097391915,NA,NA
"1353",744,-46.2054,79.9882,13.9095,16.2879,12.1564,13.2172,NA,NA,NA,NA,127.0569,"SB17",744,0.390419107685513,0.142907777446128,0.236982512963771,0.219801982978517,0.175930889937701,NA,NA
"1354",744.5,-47.06734,78.0867,13.8285,15.9285,12.0589,13.1084,NA,NA,NA,NA,126.0666,"SB17",744.5,0.375889521658367,0.134644637107939,0.225676437960257,0.2092076814037,0.167194207731657,NA,NA
"1355",745,-47.96448,77.138,13.731,15.915,11.9621,13.0066,NA,NA,NA,NA,124.3263,"SB17",745,0.368640392936856,0.130635691702802,0.220120173960846,0.204002770529383,0.16291919502668,NA,NA
"1356",745.5,-48.45382,76.1752,13.774,15.8303,11.866,12.9125,NA,NA,NA,NA,122.2002,"SB17",745.5,0.361283524450432,0.126642654557786,0.214538129837874,0.198774740177188,0.158636294550875,NA,NA
"1357",746,-48.35365,75.2125,13.8398,15.1844,11.7708,12.8192,NA,NA,NA,NA,120.931,"SB17",746,0.353927420075815,0.122724653907874,0.209013297427881,0.193601316645445,0.154408815931722,NA,NA
"1358",746.5,-46.43559,74.3267,13.8991,14.5398,11.6763,12.7265,NA,NA,NA,NA,122.3953,"SB17",746.5,0.347158917681471,0.119184336920767,0.203979316174728,0.188888422015048,0.150566683910711,NA,NA
"1359",747,-43.39072,74.3752,13.9743,14.3964,11.6524,12.6345,NA,NA,NA,NA,124.0322,"SB17",747,0.347529511908301,0.119376592851134,0.204253719964978,0.189145300936865,0.150775883417089,NA,NA
"1360",747.5,-46.80473,74.6169,14.0496,14.8306,11.6975,12.5431,NA,NA,NA,NA,125.2035,"SB17",747.5,0.349376370147986,0.120337430380647,0.205623316508187,0.190427466540598,0.151820439405073,NA,NA
"1361",748,-46.85236,75.4012,14.1621,15.498,11.7428,12.4524,NA,NA,NA,NA,127.5823,"SB17",748,0.355369299057315,0.123486812893785,0.21009179176298,0.19461113242881,0.155233167677856,NA,NA
"1362",748.5,-46.9,76.747,14.3009,15.968,11.7883,12.3624,NA,NA,NA,NA,128.3994,"SB17",748.5,0.365652715767982,0.129004999955924,0.217846398230334,0.201873073008724,0.161173178994975,NA,NA
"1363",749,-46.23277,77.6756,14.4707,15.9427,11.834,12.4223,NA,NA,NA,NA,126.9294,"SB17",749,0.372748258016106,0.132898286938545,0.22326188600371,0.206945689225134,0.165334966508941,NA,NA
"1364",749.5,-46.19981,77.4328,14.2775,15.5815,11.8798,12.5121,NA,NA,NA,NA,125.2328,"SB17",749.5,0.370892994546534,0.131873463196555,0.22184075723025,0.205614442578102,0.164241738274212,NA,NA
"1365",750,-48.36535,75.3444,14.3428,15.0536,11.9258,12.6026,NA,NA,NA,NA,122.4989,"SB17",750,0.35493528355043,0.123257101218261,0.209766930719322,0.194306954415883,0.154984813719069,NA,NA
"1366",750.5,-49.51079,73.9186,14.4639,14.7258,12.0219,12.7001,NA,NA,NA,NA,119.3599,"SB17",750.5,0.344040577393447,0.117573829480864,0.201675939198497,0.18673225344754,0.14881170163295,NA,NA
"1367",751,-49.65633,75.2008,14.7564,14.7056,12.2891,12.8118,NA,NA,NA,NA,119.2856,"SB17",751,0.353838018994291,0.122677490355249,0.20894649829936,0.193538772579199,0.154357771788859,NA,NA
"1368",751.5,-49.24616,75.3714,14.4929,14.7655,12.5623,12.9245,NA,NA,NA,NA,120.5613,"SB17",751.5,0.355141593738562,0.123366263265109,0.20992132972972,0.194451522812086,0.155102845817539,NA,NA
"1369",752,-49.5191,74.9603,14.0794,15.0138,12.8019,13.0382,NA,NA,NA,NA,121.1245,"SB17",752,0.352000330096301,0.121710409192163,0.207575237626435,0.19225489373128,0.153310292382675,NA,NA
"1370",752.5,-49.99654,75.0385,13.8356,15.867,13.0154,13.1534,NA,NA,NA,NA,121.7861,"SB17",752.5,0.352597865530076,0.122024361434136,0.208020727939276,0.192671988755756,0.153650518391692,NA,NA
"1371",753,-49.97757,75.8737,13.7225,16.5187,12.9935,13.2728,NA,NA,NA,NA,122.9554,"SB17",753,0.358979727349625,0.125407649610876,0.212801790309853,0.197148730891006,0.157306463326801,NA,NA
"1372",753.5,-49.59321,75.6276,13.6388,16.454,12.9539,13.3932,NA,NA,NA,NA,122.2262,"SB17",753.5,0.357099248190392,0.124404969184165,0.211388604411582,0.195825415892388,0.156224959877304,NA,NA
"1373",754,-48.36035,75.1348,13.5529,15.8971,12.9145,13.5147,NA,NA,NA,NA,120.515,"SB17",754,0.35333370520108,0.122411642004013,0.208569837734834,0.193186107879489,0.154069979558892,NA,NA
"1374",754.5,-44.62409,75.6648,13.6246,15.3356,12.8751,13.6373,NA,NA,NA,NA,120.4684,"SB17",754.5,0.35738349778293,0.124556222360298,0.211601982582552,0.196025220086341,0.156388209469005,NA,NA
"1375",755,-43.28723,77.3082,13.8641,14.8618,12.8359,13.5894,NA,NA,NA,NA,121.4133,"SB17",755,0.369940911233895,0.131349434814701,0.221112880879911,0.204932628117388,0.163682109595627,NA,NA
"1376",755.5,-44.58266,78.3478,13.8895,14.413,12.7968,13.4963,NA,NA,NA,NA,122.3049,"SB17",755.5,0.377884617588784,0.135761115935887,0.227215449738791,0.210649553944579,0.168380464037834,NA,NA
"1377",756,-47.88041,79.4087,13.979,14.312,12.7578,13.4039,NA,NA,NA,NA,123.8049,"SB17",756,0.385991079758755,0.140356809157683,0.233512723011644,0.216550177901384,0.1732441602331,NA,NA
"1378",756.5,-49.46474,78.888,14.1032,14.2343,12.7189,13.3121,NA,NA,NA,NA,123.1804,"SB17",756.5,0.382012349575039,0.13808925860543,0.230413116927302,0.21364564273283,0.170848197397275,NA,NA
"1379",757,-49.40277,77.6601,14.2266,14.1571,12.6701,13.2209,NA,NA,NA,NA,122.0748,"SB17",757,0.372629820685882,0.132832717867035,0.223171053943247,0.206860600019083,0.165265068884733,NA,NA
"1380",757.5,-48.82411,77.4947,13.9844,13.9745,12.5627,13.1303,NA,NA,NA,NA,122.5082,"SB17",757.5,0.371365979755622,0.132134271229316,0.222202716063924,0.20595350225561,0.164520107091585,NA,NA
"1381",758,-47.78725,78.6053,13.9352,13.7927,12.4561,13.0404,NA,NA,NA,NA,123.6262,"SB17",758,0.379852205494117,0.136867810255503,0.22873741657105,0.212075534750002,0.169554503145576,NA,NA
"1382",758.5,-47.37859,80.4478,14.0313,13.6785,12.3505,12.9178,NA,NA,NA,NA,124.3316,"SB17",758.5,0.393930965554604,0.144951644013707,0.239749579840065,0.222395505353083,0.17807702470946,NA,NA
"1383",759,-48.43423,82.598,13.9113,14.0945,12.2457,12.7169,NA,NA,NA,NA,124.8584,"SB17",759,0.410360897647987,0.154762066944441,0.252875523285325,0.23470184707195,0.188301290198844,NA,NA
"1384",759.5,-49.35976,83.5125,13.862,14.4156,12.1418,12.5191,NA,NA,NA,NA,124.8463,"SB17",759.5,0.417348700131198,0.159061465742959,0.258549363904116,0.240023328160644,0.192743822587094,NA,NA
"1385",760,-47.4231,83.7663,13.7966,14.3857,12.0389,12.3243,NA,NA,NA,NA,124.7601,"SB17",760,0.419288015899639,0.16026839505741,0.26013378568169,0.241509568950331,0.193986937346991,NA,NA
"1386",760.5,-46.24124,83.6378,13.7983,14.2138,11.9367,12.1326,NA,NA,NA,NA,125.675,"SB17",760.5,0.418306132226492,0.159656571475904,0.259331053948753,0.240756567729488,0.193356986060903,NA,NA
"1387",761,-46.60038,82.928,13.8848,13.5728,11.763,11.9439,NA,NA,NA,NA,126.9829,"SB17",761,0.412882466614045,0.156304639625937,0.25491660980717,0.236616039618091,0.189897804944822,NA,NA
"1388",761.5,-46.34982,82.4244,13.9404,13.1705,11.4522,11.7581,NA,NA,NA,NA,129.1842,"SB17",761.5,0.40903439954948,0.153954575629735,0.251804648599948,0.233697609421602,0.18746438906074,NA,NA
"1389",762,-45.86985,81.3893,14.0649,13.2056,11.1496,11.5655,NA,NA,NA,NA,131.6286,"SB17",762,0.401125078225946,0.149196468618344,0.245460211505192,0.227748811478862,0.182516258346473,NA,NA
"1390",762.5,-46.28349,79.8786,14.1728,13.1605,10.8551,11.3599,NA,NA,NA,NA,133.41811,"SB17",762.5,0.389581641144059,0.142423092504829,0.236324642318739,0.219185410903235,0.175421109547145,NA,NA
"1391",763,-47.80893,80.1354,14.1845,12.6746,10.5683,11.1579,NA,NA,NA,NA,135.0303,"SB17",763,0.391543880266736,0.143560381296062,0.237867279068241,0.220631230067284,0.17661677052266,NA,NA
"1392",763.5,-48.02076,81.3765,14.1816,12.125,10.2891,10.9595,NA,NA,NA,NA,137.8392,"SB17",763.5,0.401027271914536,0.14913823212608,0.245382191100982,0.227675665316763,0.182455515803914,NA,NA
"1393",764,-47.4531,81.9531,14.1786,11.9237,10.0173,10.7647,NA,NA,NA,NA,139.01289,"SB17",764,0.405433140598865,0.151776150602012,0.248907282607172,0.23098074496427,0.185202547069938,NA,NA
"1394",764.5,-47.50824,83.0244,14.1757,11.8415,9.7526,10.5733,NA,NA,NA,NA,137.1322,"SB17",764.5,0.413619070396857,0.156757143739925,0.255514202274287,0.237176508922406,0.190365579478624,NA,NA
"1395",765,-48.70018,85.4422,14.1753,11.5907,9.4949,10.3853,NA,NA,NA,NA,134.30701,"SB17",765,0.432093765688171,0.168390507493787,0.270703702397615,0.251427010575588,0.202308850629857,NA,NA
"1396",765.5,-48.86781,86.665,14.1781,11.1542,9.3957,10.2143,NA,NA,NA,NA,131.22501,"SB17",765.5,0.441437324875125,0.174487312020172,0.27853518223266,0.258778006904586,0.208507883023105,NA,NA
"1397",766,-47.88355,85.3432,14.2042,10.9174,9.3679,10.128,NA,NA,NA,NA,128.19051,"SB17",766,0.431337294998353,0.167903262987894,0.270074079997611,0.250836129022736,0.201811709615939,NA,NA
"1398",766.5,-47.15639,83.1281,14.4443,11.2564,9.3402,10.0424,NA,NA,NA,NA,128.07941,"SB17",766.5,0.414411454341645,0.157244869580952,0.256157729775142,0.237780074533198,0.190869485496609,NA,NA
"1399",767,-47.44513,81.9211,14.3389,11.602,9.3125,9.9575,NA,NA,NA,NA,129.30431,"SB17",767,0.405188624820338,0.151628969555386,0.248711083171246,0.230796779350205,0.185049513553805,NA,NA
"1400",767.5,-47.63896,83.017,14.3366,11.7857,9.285,9.8733,NA,NA,NA,NA,130.8989,"SB17",767.5,0.413562526123072,0.156722377647332,0.255468307366693,0.237133464592753,0.190329648998246,NA,NA
"1401",768,-48.07,85.0093,14.497,11.9586,9.2575,9.7898,NA,NA,NA,NA,132.1898,"SB17",768,0.428785925671788,0.166266873324145,0.2679553976784,0.248847928711369,0.200140166166455,NA,NA
"1402",768.5,-47.64894,86.1043,14.6385,12.5354,9.2301,9.707,NA,NA,NA,NA,132.86681,"SB17",768.5,0.437152949968251,0.171673554436486,0.274931557751794,0.255395151476189,0.205651862116564,NA,NA
"1403",769,-46.70408,85.8819,14.626,12.9348,9.1953,9.625,NA,NA,NA,NA,133.0103,"SB17",769,0.43545356530749,0.170566021435359,0.273508108703567,0.254059060324209,0.204525397444626,NA,NA
"1404",769.5,-46.76852,85.9664,14.6502,12.7429,9.088,9.548,NA,NA,NA,NA,132.9104,"SB17",769.5,0.436099239785162,0.170986255729136,0.274048547562189,0.254566322047401,0.204952969343259,NA,NA
"1405",770,-46.40575,84.9003,14.5326,12.1451,8.982,9.4899,NA,NA,NA,NA,133.0033,"SB17",770,0.427953043801181,0.165734996084447,0.267265385179149,0.248200450826751,0.199596221661122,NA,NA
"1406",770.5,-46.05429,83.7189,14.4495,11.6762,8.8772,9.4322,NA,NA,NA,NA,133.483,"SB17",770.5,0.418925826902696,0.160042531357445,0.259837553550376,0.241231686013807,0.193754433011041,NA,NA
"1407",771,-47.64623,83.0493,14.5122,11.542,8.7732,9.3748,NA,NA,NA,NA,134.2753,"SB17",771,0.413809334237023,0.156874163974024,0.255668658858034,0.23732137262949,0.19048650816123,NA,NA
"1408",771.5,-49.66986,83.0298,14.4659,11.657,8.6472,9.2262,NA,NA,NA,NA,134.3015,"SB17",771.5,0.413660332434483,0.156782516773332,0.255547695423361,0.237207921828288,0.19039180137898,NA,NA
"1409",772,-51.0836,82.9031,14.3602,11.8477,8.5229,9.0766,NA,NA,NA,NA,133.9915,"SB17",772,0.412692202773879,0.156187897228648,0.254762351558993,0.236471366222644,0.18977708236192,NA,NA
"1410",772.5,-50.72774,82.4505,14.2746,12.0008,8.4004,8.9294,NA,NA,NA,NA,133.2043,"SB17",772.5,0.409233832731341,0.15407580302475,0.251965524169943,0.233848471567778,0.187590083471366,NA,NA
"1411",773,-50.55318,82.544,14.2607,12.0991,8.4079,8.7846,NA,NA,NA,NA,132.5686,"SB17",773,0.409948277271724,0.154510594355378,0.252542206073266,0.234389266625843,0.188040745555481,NA,NA
"1412",773.5,-50.64161,83.3895,14.4688,12.1875,8.4283,8.6422,NA,NA,NA,NA,132.3125,"SB17",773.5,0.416408842607486,0.15847870329421,0.257783030989681,0.239304516284173,0.192142968206526,NA,NA
"1413",774,-49.92665,83.7004,14.7293,12.3248,8.4489,8.6464,NA,NA,NA,NA,132.9778,"SB17",774,0.418784466218235,0.159954434709866,0.259721975873055,0.241123268350345,0.193663729910286,NA,NA
"1414",774.5,-50.17149,84.0082,14.6891,12.3308,8.4694,8.7141,NA,NA,NA,NA,134.106,"SB17",774.5,0.421136402362939,0.161424335444104,0.261647888102005,0.242929937409774,0.195175925522613,NA,NA
"1415",775,-50.64403,85.4156,14.6321,12.6118,8.49,8.7822,NA,NA,NA,NA,134.5294,"SB17",775,0.43189051194727,0.168259498407057,0.270534466250713,0.251268185976526,0.20217520618352,NA,NA
"1416",775.5,-49.92947,86.4889,14.5178,13.1762,8.5107,8.8509,NA,NA,NA,NA,134.326,"SB17",775.5,0.44009172398142,0.173600257877321,0.277401079460001,0.257713322217433,0.207608400622445,NA,NA
"1417",776,-49.4182,87.5662,14.2512,13.2686,8.5528,8.9201,NA,NA,NA,NA,133.40379,"SB17",776,0.448323500487885,0.179075082743158,0.28437223792549,0.264258679905308,0.213147056483561,NA,NA
"1418",776.5,-49.94604,86.6786,14.1715,13.0615,8.6148,8.9899,NA,NA,NA,NA,131.64909,"SB17",776.5,0.441541244080999,0.174555945609605,0.278622855713834,0.258860316255914,0.208577444143127,NA,NA
"1419",777,-50.79668,84.863,14.1923,12.8139,8.6772,9.0602,NA,NA,NA,NA,130.91811,"SB17",777,0.427668030096836,0.165553247471555,0.267029444540675,0.247979058726245,0.199410276901217,NA,NA
"1420",777.5,-48.73402,82.9903,14.2552,12.5611,8.7401,9.131,NA,NA,NA,NA,131.16409,"SB17",777.5,0.413358508270364,0.15659697973097,0.255302743482819,0.236978184693752,0.19020003902686,NA,NA
"1421",778,-46.59965,81.0806,14.3181,12.5079,8.8034,9.2025,NA,NA,NA,NA,131.6582,"SB17",778,0.398766265074971,0.147796032309174,0.243581524557453,0.225987552721077,0.181054326810156,NA,NA
"1422",778.5,-47.30529,79.6064,14.4237,12.7031,8.8673,9.26,NA,NA,NA,NA,131.56709,"SB17",778.5,0.387501728802965,0.14122383396251,0.234694070311534,0.217657263029038,0.174158350999511,NA,NA
"1423",779,-47.32133,79.5009,14.5763,13.1164,8.9315,9.3163,NA,NA,NA,NA,131.3344,"SB17",779,0.386695590845635,0.140760739631504,0.234063352050021,0.217066187304148,0.173670196428737,NA,NA
"1424",779.5,-47.78347,80.5364,14.6188,13.5983,8.9963,9.373,NA,NA,NA,NA,130.5602,"SB17",779.5,0.3946079686164,0.14534777391701,0.240284555369585,0.222896958556554,0.178492316487245,NA,NA
"1425",780,-49.4052,82.4951,14.6767,13.8496,9.0518,9.43,NA,NA,NA,NA,130.3801,"SB17",780,0.409574626597662,0.154283101443251,0.25224053327782,0.234106365382993,0.187804978033348,NA,NA
"1426",780.5,-51.83464,84.2622,14.3771,13.7637,9.072,9.4873,NA,NA,NA,NA,130.61279,"SB17",780.5,0.423077246354996,0.162644008895816,0.263241908175443,0.244425371641948,0.196428780487286,NA,NA
"1427",781,-53.07328,85.9571,14.2057,13.321,9.0922,9.545,NA,NA,NA,NA,130.7545,"SB17",781,0.436028177387028,0.17093997100433,0.27398904361592,0.254510470400181,0.204905885719887,NA,NA
"1428",781.5,-53.56221,85.9,14.2245,13.1166,9.1125,9.603,NA,NA,NA,NA,130.8102,"SB17",781.5,0.435591869544719,0.170655977562998,0.273623830638462,0.254167677140973,0.204616940194925,NA,NA
"1429",782,-53.61065,84.2157,14.2072,13.1784,9.1328,9.6614,NA,NA,NA,NA,130.8999,"SB17",782,0.422721934364324,0.162420268003808,0.262949768738087,0.244151292854498,0.196199081671122,NA,NA
"1430",782.5,-53.31739,82.4942,14.1882,13.1956,9.1532,9.7202,NA,NA,NA,NA,131.4165,"SB17",782.5,0.409567749591391,0.154278916499878,0.252234982482123,0.234101160015912,0.187800640268076,NA,NA
"1431",783,-52.40383,82.1437,14.1781,12.8541,9.1736,9.7793,NA,NA,NA,NA,131.63251,"SB17",783,0.406889537704715,0.152654712365264,0.250077274277724,0.232077811558173,0.186115471281072,NA,NA
"1432",783.5,-51.75666,82.3963,14.2364,12.5206,9.2157,9.8388,NA,NA,NA,NA,130.9205,"SB17",783.5,0.408819684131461,0.153824128074377,0.251631495113583,0.233535234626277,0.187329114256453,NA,NA
"1433",784,-51.3502,83.0678,14.4328,12.515,9.3,9.8986,NA,NA,NA,NA,130.5984,"SB17",784,0.413950694921484,0.15696114369807,0.255783442139037,0.23742902760791,0.190576382207416,NA,NA
"1434",784.5,-49.49064,83.8021,14.4454,12.5455,9.385,9.9588,NA,NA,NA,NA,130.48019,"SB17",784.5,0.419561567926865,0.160439123219117,0.260357620798845,0.241719541507485,0.194162645215153,NA,NA
"1435",785,-47.71587,83.4802,14.3842,12.1989,9.4708,9.9853,NA,NA,NA,NA,130.4509,"SB17",785,0.417101892017248,0.158908295346822,0.258348026951895,0.23983447416004,0.192585936267926,NA,NA
"1436",785.5,-46.41742,82.2389,14.3534,11.7969,9.5509,9.9695,NA,NA,NA,NA,130.98039,"SB17",785.5,0.407616972145832,0.15309476269259,0.250662541450376,0.232626617723185,0.186572365988942,NA,NA
"1437",786,-45.74815,80.7137,14.3303,11.5472,9.5244,9.9536,NA,NA,NA,NA,131.7029,"SB17",786,0.3959627388518,0.146142549124779,0.241356619100461,0.223901874857751,0.179324898165121,NA,NA
"1438",786.5,-46.27939,80.4916,14.4168,11.5825,9.4979,9.9378,NA,NA,NA,NA,131.57851,"SB17",786.5,0.394265646526462,0.14514738750686,0.240013985802645,0.222643342035505,0.17828226340618,NA,NA
"1439",787,-48.52962,82.6019,14.4482,11.787,9.4715,9.922,NA,NA,NA,NA,131.1765,"SB17",787,0.410390698008495,0.154780239159454,0.252899603578154,0.234724429407148,0.188320114952403,NA,NA
"1440",787.5,-49.60786,85.0772,14.4602,11.7919,9.4452,9.9063,NA,NA,NA,NA,130.9872,"SB17",787.5,0.42930475758935,0.166598773443711,0.268385634053518,0.249251653633181,0.200479436437383,NA,NA
"1441",788,-50.186,86.7009,14.4722,11.5524,9.419,9.8906,NA,NA,NA,NA,131.37379,"SB17",788,0.44171164101416,0.174668524104325,0.278766641773944,0.258995305776989,0.208691533485946,NA,NA
"1442",788.5,-50.85524,88.0696,14.5117,11.3743,9.3928,9.8749,NA,NA,NA,NA,132.0824,"SB17",788.5,0.452170039328835,0.181673249121554,0.287657088356755,0.267343655836128,0.215764988738825,NA,NA
"1443",789,-50.33028,87.285,14.6357,11.317,9.3667,9.8592,NA,NA,NA,NA,132.72099,"SB17",789,0.446174818084081,0.177634861937721,0.282544926333068,0.262542770587617,0.211692995071966,NA,NA
"1444",789.5,-49.58852,85.7742,14.7843,11.2588,9.3407,9.8435,NA,NA,NA,NA,132.86729,"SB17",789.5,0.434630616890386,0.170031416908534,0.272819989826478,0.253413202322466,0.203981184263894,NA,NA
"1445",790,-48.83765,84.2609,14.6984,11.3374,9.3148,9.8279,NA,NA,NA,NA,132.4547,"SB17",790,0.423067312901493,0.162637751003397,0.263233738880936,0.244417707344507,0.19642235674048,NA,NA
"1446",790.5,-49.11799,82.7361,14.4943,11.3151,9.2889,9.8283,NA,NA,NA,NA,131.63879,"SB17",790.5,0.411416136054692,0.155406396633204,0.253728818994381,0.23550207493583,0.188968507471539,NA,NA
"1447",791,-50.52063,81.2114,14.2097,11.0614,9.2631,9.832,NA,NA,NA,NA,131.1409,"SB17",791,0.399765723319699,0.148388380274683,0.244376797427634,0.226733101637351,0.18167299992048,NA,NA
"1448",791.5,-50.58457,78.9967,14.1293,11.0004,9.2373,9.8358,NA,NA,NA,NA,131.0591,"SB17",791.5,0.382842939110222,0.138560717599742,0.231058771542623,0.21425063714665,0.171346962979986,NA,NA
"1449",792,-49.2047,77.3468,14.1024,11.141,9.2117,9.8396,NA,NA,NA,NA,131.20399,"SB17",792,0.370235858391743,0.131511637489436,0.221338267963994,0.205143750251387,0.163855376868618,NA,NA
"1450",792.5,-48.86764,76.6586,14.1294,11.2631,9.2508,9.8433,NA,NA,NA,NA,131.00079,"SB17",792.5,0.364977240929802,0.128638050419631,0.217333631167224,0.201392821216465,0.16077970155805,NA,NA
"1451",793,-50.47598,76.6427,14.1707,11.4184,9.298,9.8471,NA,NA,NA,NA,130.43381,"SB17",793,0.364855747152346,0.128572116739965,0.217241453639973,0.20130648971959,0.160708978721012,NA,NA
"1452",793.5,-51.34442,77.3293,14.2447,11.5885,9.3454,9.8509,NA,NA,NA,NA,130.0578,"SB17",793.5,0.370102138825362,0.131438084803628,0.221236073280978,0.205048023352794,0.163776811844127,NA,NA
"1453",794,-51.12095,78.0135,14.2771,11.5535,9.3931,9.8546,NA,NA,NA,NA,130.12199,"SB17",794,0.375330191814987,0.134332653561306,0.225245735783633,0.208804178328298,0.166862393336891,NA,NA
"1454",794.5,-49.74949,78.6006,14.3132,11.3656,9.441,9.8584,NA,NA,NA,NA,130.3894,"SB17",794.5,0.379816292239146,0.136847560321834,0.228709599770916,0.212049471583512,0.169533037129403,NA,NA
"1455",795,-47.41813,79.3906,14.3978,11.2324,9.4892,9.8622,NA,NA,NA,NA,130.62669,"SB17",795,0.385852775521525,0.140277598275973,0.233404690857619,0.216448939236603,0.173160587328188,NA,NA
"1456",795.5,-46.93016,80.386,14.4907,11.4831,9.5376,9.866,NA,NA,NA,NA,131.1447,"SB17",795.5,0.393458744457324,0.144675743604963,0.2393767224877,0.222046017573682,0.177787652510236,NA,NA
"1457",796,-48.9044,82.0806,14.3973,11.8036,9.5024,9.8698,NA,NA,NA,NA,131.9747,"SB17",796,0.406407383153933,0.152363492432565,0.249689675460236,0.231714366173098,0.185812969516023,NA,NA
"1458",796.5,-45.85824,82.9314,14.2333,11.5305,9.4505,9.8735,NA,NA,NA,NA,133.17371,"SB17",796.5,0.412908446415513,0.156320584775611,0.254937676339761,0.236635797247654,0.189914292431959,NA,NA
"1459",797,-44.73878,82.9128,14.2308,11.2542,9.3989,9.8647,NA,NA,NA,NA,133.746,"SB17",797,0.412766321619245,0.156233368417491,0.254822439291828,0.236527720293283,0.189824105814119,NA,NA
"1460",797.5,-47.85392,80.8268,14.2968,11.288,9.3476,9.7873,NA,NA,NA,NA,133.4881,"SB17",797.5,0.39682694930653,0.146650982221648,0.242041543148536,0.224543920248749,0.179857071860611,NA,NA
"1461",798,-49.65135,80.0885,14.3607,11.4701,9.288,9.7106,NA,NA,NA,NA,132.5378,"SB17",798,0.391185511828833,0.143352248104613,0.237585230317673,0.220366876967521,0.176398088229366,NA,NA
"1462",798.5,-49.82459,82.0582,14.4073,11.4537,9.2215,9.6345,NA,NA,NA,NA,131.7123,"SB17",798.5,0.406236222108964,0.152260198241938,0.249552143248294,0.231585405652039,0.18570564792896,NA,NA
"1463",799,-50.68863,82.9593,14.4538,11.0405,9.1555,9.5589,NA,NA,NA,NA,130.9202,"SB17",799,0.413121633609916,0.15645146893414,0.255110574488729,0.236797953531505,0.190049616583152,NA,NA
"1464",799.5,-51.79417,83.1937,14.5041,10.5419,9.0899,9.484,NA,NA,NA,NA,130.6015,"SB17",799.5,0.414912711687625,0.157553914238532,0.256565186608583,0.238162237005301,0.191188633466039,NA,NA
"1465",800,-50.1647,82.8968,14.5906,10.5441,9.0477,9.4096,NA,NA,NA,NA,130.6554,"SB17",800,0.412644063729981,0.156158369024301,0.254723328812752,0.236434768298169,0.18974654479079,NA,NA
"1466",800.5,-47.91984,82.5999,14.6334,10.9263,9.029,9.3391,NA,NA,NA,NA,130.6913,"SB17",800.5,0.410375415772338,0.154770919901339,0.252887254585768,0.234712848603248,0.188310461104003,NA,NA
"1467",801,-47.36458,82.3319,14.6676,11.2672,9.0103,9.2862,NA,NA,NA,NA,130.53169,"SB17",801,0.408327596127176,0.153525437242285,0.251234853728923,0.233163288002732,0.187019290163693,NA,NA
"1468",801.5,-47.99192,81.5714,14.5491,11.3719,8.9917,9.2336,NA,NA,NA,NA,130.1227,"SB17",801.5,0.402516525828125,0.150026557864393,0.246571320207974,0.228790528077024,0.183381588561892,NA,NA
