DEPT,SP,GR,CALI,SFL_A,ILM,ILD,LLD,LLS,RHOB,NPHI,DT,well_name,DEPTH
610.0,-32.94753,82.2594,,39.5234,12.1719,15.0792,,,,,143.6461,SB20,610.0
610.5,-35.29482,81.0958,,40.2099,11.7055,14.8005,,,,,143.71851,SB20,610.5
611.0,-35.84271,80.198,,39.4023,11.5328,14.7359,,,,,144.3118,SB20,611.0
611.5,-37.9788,79.0839,,38.8751,11.272,14.2891,,,,,144.74921,SB20,611.5
612.0,-42.43469,75.2568,,38.4763,10.9624,13.737,,,,,144.4991,SB20,612.0
612.5,-38.90398,73.2206,,36.2652,10.7542,13.7801,,,,,143.9119,SB20,612.5
613.0,-36.63167,73.7226,,27.4286,10.7764,13.8193,,,,,143.7677,SB20,613.0
613.5,-36.70646,74.011,,24.8873,10.9113,13.839,,,,,143.72079,SB20,613.5
614.0,-38.13174,73.6258,,24.8933,11.1968,13.9125,,,,,144.65401,SB20,614.0
614.5,-40.00343,73.3549,,27.0413,11.405,14.0852,,,,,145.4176,SB20,614.5
615.0,-38.24202,74.0737,,28.784,11.4995,14.186,,,,,146.44321,SB20,615.0
615.5,-40.11641,75.4068,,32.5548,11.6075,14.3781,,,,,147.3848,SB20,615.5
616.0,-38.3525,76.4953,,35.3851,11.7328,14.6201,,,,,148.3885,SB20,616.0
616.5,-35.46729,78.0697,,36.5909,11.8874,14.86,,,,,148.94971,SB20,616.5
617.0,-36.24898,80.5146,,35.7344,12.0522,15.0803,,,,,148.92821,SB20,617.0
617.5,-39.57867,81.4186,,34.1212,12.1459,15.193,,,,,147.9912,SB20,617.5
618.0,-43.11196,80.4825,,33.7709,12.0981,14.6157,,,,,146.632,SB20,618.0
618.5,-45.52655,79.2564,,34.1817,11.9127,14.4385,,,,,145.2654,SB20,618.5
619.0,-41.59754,78.4988,,34.4957,11.5578,14.4617,,,,,144.3513,SB20,619.0
619.5,-34.91833,78.1086,,32.6123,11.338,14.5053,,,,,143.78999,SB20,619.5
620.0,-33.66751,77.0807,,28.7569,11.3982,14.596,,,,,144.15041,SB20,620.0
620.5,-34.2585,76.271,,29.747,11.9144,14.6396,,,,,144.5088,SB20,620.5
621.0,-37.7546,77.0498,,31.1365,12.1256,14.7312,,,,,144.4227,SB20,621.0
621.5,-38.70969,78.4658,,33.449,12.1659,14.6136,,,,,143.2196,SB20,621.5
622.0,-41.12238,80.2831,,35.8153,11.9873,14.5371,,,,,142.6064,SB20,622.0
622.5,-42.22387,81.4864,,34.1424,11.8197,14.5454,,,,,141.8111,SB20,622.5
623.0,-36.86835,81.3199,,30.2856,11.6829,14.735,,,,,141.41409,SB20,623.0
623.5,-34.66515,81.5416,,28.5346,11.6464,14.7315,,,,,141.79111,SB20,623.5
624.0,-34.28053,81.9357,,27.3149,11.5628,14.3302,,,,,142.9749,SB20,624.0
624.5,-33.88082,79.8817,,27.4454,11.2826,13.8562,,,,,144.2907,SB20,624.5
625.0,-33.12321,78.4884,,27.705,10.985,13.4459,,,,,145.8642,SB20,625.0
625.5,-33.4725,79.0762,,25.9591,10.6936,13.2332,,,,,147.0504,SB20,625.5
626.0,-37.63959,79.288,,24.4078,10.6927,13.1715,,,,,147.3457,SB20,626.0
626.5,-41.89307,79.3928,,23.8876,10.7531,13.2433,,,,,147.36571,SB20,626.5
627.0,-38.47887,79.7961,,24.0269,10.9035,13.3928,,,,,146.8398,SB20,627.0
627.5,-39.22476,80.3212,,24.0716,11.0755,13.5814,,,,,145.5343,SB20,627.5
628.0,-40.97565,80.4324,,23.3384,11.3143,13.6854,,,,,145.2103,SB20,628.0
628.5,-40.84873,79.6258,,22.824,11.5211,13.7562,,,,,145.7049,SB20,628.5
629.0,-36.73142,77.6441,,22.9503,11.7332,13.8674,,,,,147.14999,SB20,629.0
629.5,-37.00361,75.1281,,25.0614,11.7061,13.9907,,,,,148.8031,SB20,629.5
630.0,-40.6449,73.6767,,26.6987,11.7328,14.4116,,,,,149.62511,SB20,630.0
630.5,-43.83099,73.5836,,24.8181,12.0737,14.8167,,,,,149.2386,SB20,630.5
631.0,-38.47558,74.8454,,23.8068,12.4454,14.9875,,,,,148.5739,SB20,631.0
631.5,-40.66837,76.2019,,24.8901,12.6906,15.149,,,,,148.5643,SB20,631.5
632.0,-43.87866,76.2622,,29.1247,12.5837,15.28,,,,,148.7429,SB20,632.0
632.5,-41.58165,75.7001,,32.1354,12.5642,15.5379,,,,,148.93539,SB20,632.5
633.0,-38.25094,75.4602,,30.127,12.8557,15.7551,,,,,148.7787,SB20,633.0
633.5,-37.45993,76.3665,,29.2971,13.1168,15.7727,,,,,147.763,SB20,633.5
634.0,-36.80542,79.134,,29.729,13.105,15.605,,,,,146.3576,SB20,634.0
634.5,-36.1982,80.0961,,31.1924,12.7873,15.407,,,,,145.2291,SB20,634.5
635.0,-35.796,80.277,,31.238,12.5115,15.2002,,,,,144.2184,SB20,635.0
635.5,-33.12918,80.8992,,27.8966,12.2786,14.8757,,,,,143.3524,SB20,635.5
636.0,-33.26567,82.8063,,24.7625,12.0334,14.5295,,,,,142.537,SB20,636.0
636.5,-32.45296,84.1349,,24.6788,11.8029,14.1913,,,,,142.2261,SB20,636.5
637.0,-26.78835,84.5781,,25.6847,11.5467,13.8696,,,,,142.17619,SB20,637.0
637.5,-26.23524,84.5377,,26.7679,11.254,13.5803,,,,,142.3894,SB20,637.5
638.0,-26.17313,84.2057,,27.2059,10.8724,13.2416,,,,,142.71539,SB20,638.0
638.5,-30.29092,84.1369,,27.0765,10.6489,12.8924,,,,,143.1799,SB20,638.5
639.0,-30.02351,84.4464,,26.5511,10.523,12.961,,,,,144.07449,SB20,639.0
639.5,-26.3584,84.1831,,26.6121,10.4239,12.5832,,,,,144.96851,SB20,639.5
640.0,-28.48749,83.1163,,27.9448,10.4089,12.3418,,,,,145.88049,SB20,640.0
640.5,-34.93488,81.998,,28.847,10.2416,12.1648,,,,,146.39841,SB20,640.5
641.0,-38.89627,82.3773,,28.1836,10.1854,12.2139,,,,,145.80051,SB20,641.0
641.5,-37.29586,83.627,,27.1935,10.2235,12.241,,,,,144.9966,SB20,641.5
642.0,-39.86465,84.2787,,28.1149,10.1894,12.2244,,,,,144.55679,SB20,642.0
642.5,-36.22643,84.6043,,29.2329,10.0127,12.07,,,,,144.58121,SB20,642.5
643.0,-29.99733,84.5767,,27.3699,9.8782,11.8603,,,,,145.15691,SB20,643.0
643.5,-26.80781,84.5309,,23.6013,9.8568,11.7708,,,,,145.78461,SB20,643.5
644.0,-31.4959,84.636,,21.8272,9.8078,11.6925,,,,,146.1506,SB20,644.0
644.5,-36.09329,84.8167,,22.5561,9.7562,11.6308,,,,,146.0289,SB20,644.5
645.0,-36.67287,84.5114,,23.1661,9.7287,11.6198,,,,,145.89191,SB20,645.0
645.5,-38.96097,83.2964,,24.3765,9.8314,11.8466,,,,,146.24561,SB20,645.5
646.0,-37.01535,82.331,,26.6691,9.9568,12.0779,,,,,148.1817,SB20,646.0
646.5,-35.59735,82.4397,,28.714,10.1148,12.3136,,,,,149.4539,SB20,646.5
647.0,-32.95203,83.8121,,30.3063,10.2397,12.5057,,,,,149.5361,SB20,647.0
647.5,-31.05712,84.8737,,31.4879,10.5733,12.6823,,,,,149.0578,SB20,647.5
648.0,-33.10022,85.6059,,33.7749,10.7659,12.9126,,,,,148.2757,SB20,648.0
648.5,-35.47031,86.1496,,36.5915,10.867,13.0227,,,,,147.91299,SB20,648.5
649.0,-36.08679,86.1677,,36.9832,10.7373,12.9748,,,,,147.5797,SB20,649.0
649.5,-35.90598,86.2377,,35.6978,10.5688,12.905,,,,,147.3548,SB20,649.5
650.0,-35.34797,87.2944,,33.655,10.4299,12.9052,,,,,147.32471,SB20,650.0
650.5,-34.61436,88.3023,,32.0138,10.3329,12.8039,,,,,147.7377,SB20,650.5
651.0,-33.93105,87.8692,,31.5934,10.2935,12.8492,,,,,148.7372,SB20,651.0
651.5,-36.40634,86.7963,,34.8761,10.2934,12.5911,,,,,148.87621,SB20,651.5
652.0,-41.00473,85.2028,,39.108,10.275,12.4735,,,,,147.8571,SB20,652.0
652.5,-41.47762,82.9228,,37.9243,10.2268,12.6289,,,,,145.7039,SB20,652.5
653.0,-38.5224,80.9715,,37.1247,10.1887,12.5245,,,,,144.2881,SB20,653.0
653.5,-38.231,82.4936,,38.0277,10.1425,12.405,,,,,143.8877,SB20,653.5
654.0,-35.94949,85.1139,,38.0094,10.0851,12.2407,,,,,146.03329,SB20,654.0
654.5,-37.72138,86.7372,,37.1852,10.028,12.1021,,,,,147.80389,SB20,654.5
655.0,-37.09176,86.8869,,35.816,10.0015,11.7829,,,,,148.37849,SB20,655.0
655.5,-33.41815,86.2753,,33.8761,9.9432,11.9236,,,,,148.07249,SB20,655.5
656.0,-34.03884,86.682,,31.0269,9.9092,11.9479,,,,,147.3396,SB20,656.0
656.5,-34.69413,87.0124,,30.071,9.8753,11.8791,,,,,147.42419,SB20,656.5
657.0,-31.22352,86.6727,,32.8373,9.8415,11.6761,,,,,147.7413,SB20,657.0
657.5,-28.61081,86.304,,36.034,9.7734,11.4765,,,,,148.1842,SB20,657.5
658.0,-30.3812,86.8623,,32.1056,9.6399,11.2804,,,,,148.4445,SB20,658.0
658.5,-34.24099,88.91,,30.3745,9.396,11.0877,,,,,148.79829,SB20,658.5
659.0,-37.15998,90.2342,,32.6476,9.1972,10.8982,,,,,149.4832,SB20,659.0
659.5,-36.64177,90.5994,,31.469,9.0223,10.7252,,,,,149.9454,SB20,659.5
660.0,-34.55636,90.8827,,26.1656,8.9136,10.5595,,,,,149.7205,SB20,660.0
660.5,-34.69755,91.9919,,24.1899,8.8005,10.3963,,,,,149.4713,SB20,660.5
661.0,-32.48624,93.5037,,24.0306,8.7315,10.2689,,,,,149.222,SB20,661.0
661.5,-27.28823,94.3129,,24.0727,8.6351,10.2689,,,,,149.5491,SB20,661.5
662.0,-32.47372,93.8299,,26.6862,8.6433,10.2689,,,,,150.0211,SB20,662.0
662.5,-34.1207,93.2202,,29.1289,8.7146,10.2689,,,,,150.502,SB20,662.5
663.0,-33.85909,92.8421,,27.2867,8.7852,10.2987,,,,,150.98531,SB20,663.0
663.5,-33.42818,91.9285,,26.3491,8.8543,10.3326,,,,,151.4687,SB20,663.5
664.0,-32.80527,89.9922,,26.8634,8.7991,10.3667,,,,,151.952,SB20,664.0
664.5,-36.87656,87.5825,,27.112,8.8863,10.4008,,,,,152.47501,SB20,664.5
665.0,-37.84965,85.9873,,26.0594,8.9452,10.435,,,,,152.7951,SB20,665.0
665.5,-40.09563,85.3851,,25.4268,9.0204,10.4694,,,,,152.3429,SB20,665.5
666.0,-39.05203,85.5237,,24.9185,9.0675,10.5039,,,,,151.4817,SB20,666.0
666.5,-41.79261,85.729,,24.2643,9.0126,10.5384,,,,,150.62061,SB20,666.5
667.0,-43.79971,85.6317,,23.7882,8.9744,10.5731,,,,,150.52609,SB20,667.0
667.5,-42.5434,85.0478,,22.9638,8.9541,10.6016,,,,,150.9529,SB20,667.5
668.0,-40.47449,84.3041,,21.5875,8.9612,10.6292,,,,,151.37981,SB20,668.0
668.5,-38.25498,83.9108,,21.1229,8.9661,10.6568,,,,,151.80659,SB20,668.5
669.0,-40.52147,83.5906,,21.2292,8.9501,10.6845,,,,,152.23351,SB20,669.0
669.5,-42.70876,83.1887,,21.4672,8.8933,10.7123,,,,,152.5907,SB20,669.5
670.0,-43.90685,84.353,,21.6047,8.837,10.6471,,,,,153.0074,SB20,670.0
670.5,-45.26833,87.0693,,21.7947,8.8302,10.5678,,,,,152.94901,SB20,670.5
671.0,-47.19932,88.86,,22.1988,8.8706,10.6513,,,,,152.6707,SB20,671.0
671.5,-44.07552,89.5406,,23.1957,8.9147,10.8345,,,,,152.3924,SB20,671.5
672.0,-40.9412,89.9973,,25.6307,9.0521,11.0389,,,,,152.1739,SB20,672.0
672.5,-41.44759,90.2125,,28.0806,9.2244,11.1999,,,,,152.0947,SB20,672.5
673.0,-45.15848,90.1976,,28.343,9.4707,11.5773,,,,,152.0155,SB20,673.0
673.5,-46.33717,90.1828,,29.6766,9.9558,11.8271,,,,,152.2973,SB20,673.5
674.0,-47.03316,89.9938,,34.9817,10.3377,11.9861,,,,,152.48,SB20,674.0
674.5,-47.26904,89.3633,,43.286,10.3113,12.0476,,,,,152.46899,SB20,674.5
675.0,-42.63414,85.1909,,45.589,10.1626,12.0123,,,,,152.0351,SB20,675.0
675.5,-38.23063,80.5898,,42.3786,9.8807,12.0231,,,,,151.2901,SB20,675.5
676.0,-37.92941,77.8734,,34.7436,9.7402,12.1423,,,,,149.7986,SB20,676.0
676.5,-37.6273,76.3622,,24.9901,9.7163,12.208,,,,,148.10249,SB20,676.5
677.0,-39.18239,76.4367,,20.9722,9.859,12.0864,,,,,145.7514,SB20,677.0
677.5,-39.85458,77.3831,,19.766,9.9641,11.948,,,,,143.2847,SB20,677.5
678.0,-41.10697,79.2581,,20.9828,10.208,11.8584,,,,,141.9297,SB20,678.0
678.5,-41.79896,81.7567,,23.2647,10.2425,11.7694,,,,,143.78889,SB20,678.5
679.0,-37.08595,84.7408,,28.3312,10.1801,11.6812,,,,,146.4915,SB20,679.0
679.5,-35.98634,87.6898,,29.8229,10.0192,11.5572,,,,,149.6019,SB20,679.5
680.0,-37.01083,88.7204,,24.329,9.7929,11.4863,,,,,151.3448,SB20,680.0
680.5,-38.00801,87.4209,,21.0879,9.5718,11.1673,,,,,151.1954,SB20,680.5
681.0,-39.03001,87.2336,,20.2856,9.2694,11.1182,,,,,151.00481,SB20,681.0
681.5,-36.0023,88.2718,,19.8545,9.0542,10.9662,,,,,150.539,SB20,681.5
682.0,-34.50798,89.8947,,19.853,9.0656,10.8071,,,,,149.6526,SB20,682.0
682.5,-31.77127,90.3925,,21.7564,9.1295,10.9662,,,,,148.783,SB20,682.5
683.0,-32.60136,90.7664,,24.7919,9.2587,10.8118,,,,,147.44321,SB20,683.0
683.5,-33.52705,90.5646,,25.5042,9.4333,10.8073,,,,,146.0638,SB20,683.5
684.0,-33.44044,90.3414,,26.2097,9.5091,10.8677,,,,,145.8568,SB20,684.0
684.5,-33.54873,90.6579,,26.688,9.4985,10.9816,,,,,148.2617,SB20,684.5
685.0,-33.83592,91.5455,,24.3902,9.4054,11.0474,,,,,150.5201,SB20,685.0
685.5,-32.64661,92.3984,,22.9579,9.2885,10.8783,,,,,152.5654,SB20,685.5
686.0,-29.5628,92.6279,,22.8316,9.29,11.0815,,,,,153.481,SB20,686.0
686.5,-28.49979,92.4206,,21.7376,9.2527,10.9462,,,,,151.9847,SB20,686.5
687.0,-31.15408,91.5136,,19.5497,9.1706,10.8267,,,,,150.3132,SB20,687.0
687.5,-33.00777,90.0697,,20.42,9.1478,10.7979,,,,,148.71449,SB20,687.5
688.0,-34.94186,88.5559,,22.9997,9.1195,10.8902,,,,,148.2025,SB20,688.0
688.5,-35.96754,88.1054,,23.9986,9.0707,10.8446,,,,,149.2717,SB20,688.5
689.0,-32.27913,89.0705,,24.0628,8.9246,10.7009,,,,,150.6313,SB20,689.0
689.5,-26.48212,90.4819,,22.4585,8.9954,10.9936,,,,,151.82401,SB20,689.5
690.0,-22.67151,91.9745,,19.6241,9.1183,11.0882,,,,,151.308,SB20,690.0
690.5,-27.1413,92.4444,,19.1176,9.2387,11.1332,,,,,149.98959,SB20,690.5
691.0,-27.83739,91.142,,19.2403,9.415,11.1036,,,,,149.2135,SB20,691.0
691.5,-28.05098,88.8565,,19.0104,9.6466,11.3195,,,,,149.43069,SB20,691.5
692.0,-28.52227,87.5313,,20.666,9.9568,11.6293,,,,,150.3839,SB20,692.0
692.5,-30.10426,85.82,,29.3436,10.1836,11.8231,,,,,151.5719,SB20,692.5
693.0,-31.16175,83.901,,32.8379,10.2308,11.7612,,,,,152.7599,SB20,693.0
693.5,-28.58224,81.4679,,30.8977,10.2411,11.8773,,,,,153.0824,SB20,693.5
694.0,-27.23713,78.6345,,25.2395,10.2362,12.1537,,,,,153.5088,SB20,694.0
694.5,-28.89351,78.4338,,23.1235,10.3044,12.189,,,,,153.9568,SB20,694.5
695.0,-30.96281,79.345,,22.7438,10.3904,12.0368,,,,,153.9041,SB20,695.0
695.5,-30.8893,80.423,,23.0608,10.2947,11.597,,,,,152.99471,SB20,695.5
696.0,-31.48858,81.6138,,21.5881,10.2136,11.4952,,,,,151.68401,SB20,696.0
696.5,-34.15727,83.1339,,19.8364,9.985,11.4039,,,,,150.3732,SB20,696.5
697.0,-36.84367,84.7147,,19.8062,9.8774,11.2384,,,,,149.69949,SB20,697.0
697.5,-37.19915,84.8577,,20.0024,9.69,11.3283,,,,,149.8083,SB20,697.5
698.0,-38.80944,83.2168,,19.8892,9.8002,11.1845,,,,,150.22771,SB20,698.0
698.5,-38.40783,83.7385,,19.8518,9.8099,11.099,,,,,150.0452,SB20,698.5
699.0,-34.57142,84.7492,,19.6713,9.828,11.209,,,,,149.0127,SB20,699.0
699.5,-31.74031,84.5172,,19.8353,9.8183,11.0588,,,,,147.83211,SB20,699.5
700.0,-34.26669,82.457,,20.9576,9.8086,11.0482,,,,,147.5791,SB20,700.0
700.5,-36.53189,80.5086,,22.3982,9.7989,11.0376,,,,,148.0723,SB20,700.5
701.0,-35.01698,79.2131,,22.2771,9.7622,10.9961,,,,,148.8412,SB20,701.0
701.5,-32.30966,77.8734,,21.4205,9.86,11.0853,,,,,149.2596,SB20,701.5
702.0,-35.43066,79.0003,,20.9448,9.8603,11.0809,,,,,149.42371,SB20,702.0
702.5,-39.84124,81.1959,,20.3429,9.8765,11.263,,,,,149.16541,SB20,702.5
703.0,-43.82303,82.5035,,21.7133,9.928,11.1375,,,,,148.41071,SB20,703.0
703.5,-41.59292,82.3701,,23.9391,9.9264,11.0762,,,,,147.4995,SB20,703.5
704.0,-38.89781,82.0288,,24.0276,9.6976,10.9601,,,,,146.7262,SB20,704.0
704.5,-38.186,82.5726,,21.2454,9.4632,10.8161,,,,,147.255,SB20,704.5
705.0,-37.68919,83.4702,,20.027,9.2712,10.6499,,,,,147.647,SB20,705.0
705.5,-39.55038,84.8178,,19.6113,9.0681,10.4964,,,,,148.20061,SB20,705.5
706.0,-40.72807,86.5938,,19.4706,8.894,10.3266,,,,,148.80881,SB20,706.0
706.5,-41.69706,87.7042,,19.2989,8.7567,10.2246,,,,,148.3159,SB20,706.5
707.0,-40.89584,87.047,,18.2386,8.7468,10.1541,,,,,147.5761,SB20,707.0
707.5,-35.58614,84.8323,,16.8067,8.7979,10.1329,,,,,146.4406,SB20,707.5
708.0,-33.93213,82.9637,,16.8516,8.9004,10.1406,,,,,145.2997,SB20,708.0
708.5,-34.90662,82.3244,,18.2129,8.9788,10.1921,,,,,146.3974,SB20,708.5
709.0,-35.6352,82.2983,,20.058,9.1093,10.1547,,,,,147.66479,SB20,709.0
709.5,-35.49289,82.6938,,20.5931,9.1781,10.4072,,,,,149.8568,SB20,709.5
710.0,-39.19688,84.242,,20.5982,9.4014,10.7409,,,,,151.74001,SB20,710.0
710.5,-44.20567,86.9616,,19.9263,9.425,10.8024,,,,,152.4709,SB20,710.5
711.0,-40.70456,88.4259,,19.5321,9.4903,10.969,,,,,151.9057,SB20,711.0
711.5,-35.54265,89.5869,,19.2477,9.4288,10.8991,,,,,151.08279,SB20,711.5
712.0,-33.41224,90.114,,18.3965,9.3494,10.6939,,,,,150.36771,SB20,712.0
712.5,-34.39323,89.74,,16.974,9.2351,10.5414,,,,,150.4007,SB20,712.5
713.0,-33.34632,88.0884,,16.2331,8.9981,10.5637,,,,,150.46001,SB20,713.0
713.5,-34.80121,87.0281,,16.6438,8.8508,10.4528,,,,,150.3129,SB20,713.5
714.0,-37.9927,85.1074,,16.4106,8.6023,10.362,,,,,150.1203,SB20,714.0
714.5,-37.13919,82.2608,,15.1519,8.6597,10.2978,,,,,150.7796,SB20,714.5
715.0,-32.71137,79.7821,,14.6541,8.8164,10.234,,,,,151.8304,SB20,715.0
715.5,-27.62117,77.52,,15.1832,9.1415,10.3288,,,,,152.8812,SB20,715.5
716.0,-29.12885,79.1341,,16.223,9.6182,10.4348,,,,,153.83701,SB20,716.0
716.5,-30.58494,82.2941,,19.0627,10.044,10.7523,,,,,154.1541,SB20,716.5
717.0,-31.15843,84.4991,,22.5091,10.4159,11.2164,,,,,153.6127,SB20,717.0
717.5,-30.09482,87.0396,,25.4805,10.6503,11.7005,,,,,153.04089,SB20,717.5
718.0,-28.87691,90.0965,,25.7132,10.768,12.2779,,,,,152.4735,SB20,718.0
718.5,-26.356,91.5018,,23.4112,10.8001,12.4489,,,,,152.12019,SB20,718.5
719.0,-25.08389,90.1295,,19.4747,10.7558,12.3317,,,,,151.75259,SB20,719.0
719.5,-26.69228,87.7497,,17.4599,10.7015,12.5071,,,,,150.8195,SB20,719.5
720.0,-27.80117,85.2856,,15.9378,10.6397,12.447,,,,,149.5686,SB20,720.0
720.5,-30.94126,83.1071,,15.1733,10.5832,12.0803,,,,,147.5544,SB20,720.5
721.0,-32.93745,83.1596,,15.5012,10.5437,12.2971,,,,,145.94389,SB20,721.0
721.5,-28.25423,84.9529,,16.1984,10.6984,12.1137,,,,,145.021,SB20,721.5
722.0,-21.58323,87.7232,,17.0481,10.7717,11.9908,,,,,144.905,SB20,722.0
722.5,-17.85632,89.205,,18.2811,10.6771,11.6469,,,,,145.31371,SB20,722.5
723.0,-19.3788,89.4354,,19.84,10.474,11.6342,,,,,144.673,SB20,723.0
723.5,-23.5043,89.2686,,19.3323,10.2212,11.5513,,,,,143.19901,SB20,723.5
724.0,-26.70268,88.3085,,16.4398,10.0736,11.4425,,,,,141.7982,SB20,724.0
724.5,-27.96787,86.7727,,14.4568,9.9857,11.2576,,,,,140.39751,SB20,724.5
725.0,-27.74446,86.3512,,14.0247,9.792,11.0134,,,,,139.0405,SB20,725.0
725.5,-23.51405,86.9315,,14.3145,9.6021,10.772,,,,,137.9993,SB20,725.5
726.0,-20.53424,87.0431,,14.1918,9.4159,10.5359,,,,,137.69209,SB20,726.0
726.5,-20.02473,86.6312,,13.933,9.2082,10.3049,,,,,138.55701,SB20,726.5
727.0,-17.54802,85.9383,,13.8524,9.0798,10.183,,,,,140.21049,SB20,727.0
727.5,-22.08981,85.4744,,13.6443,8.9891,10.1448,,,,,142.3844,SB20,727.5
728.0,-22.57279,85.4935,,13.2688,8.9557,10.1651,,,,,144.0105,SB20,728.0
728.5,-20.40528,86.3709,,13.1413,8.9743,10.1517,,,,,145.4577,SB20,728.5
729.0,-20.03197,88.0094,,13.3817,8.9856,10.0858,,,,,145.7415,SB20,729.0
729.5,-18.60226,89.1071,,13.7323,8.9928,10.0617,,,,,145.88609,SB20,729.5
730.0,-14.29965,88.3172,,13.8639,8.988,10.0335,,,,,145.87331,SB20,730.0
730.5,-9.36554,84.2819,,13.7796,8.9318,10.0134,,,,,145.83211,SB20,730.5
731.0,-8.39273,81.782,,13.5877,8.9185,10.0643,,,,,146.5611,SB20,731.0
731.5,-13.19252,80.3953,,13.3095,8.8302,10.0757,,,,,147.2542,SB20,731.5
732.0,-16.38201,79.5591,,12.8662,8.8373,10.0938,,,,,147.4798,SB20,732.0
732.5,-16.3057,79.5228,,12.4669,8.9007,10.1271,,,,,147.4996,SB20,732.5
733.0,-14.60989,80.1103,,12.24,8.9696,10.1709,,,,,147.3727,SB20,733.0
733.5,-14.29948,80.9952,,12.3665,9.0231,10.1616,,,,,147.3148,SB20,733.5
734.0,-15.97097,81.8746,,12.9377,9.0548,10.1581,,,,,147.4929,SB20,734.0
734.5,-20.82396,81.1567,,13.5395,9.0595,10.1302,,,,,147.98599,SB20,734.5
735.0,-23.95625,80.9688,,13.8779,9.0911,10.1216,,,,,148.56351,SB20,735.0
735.5,-20.52084,81.8177,,14.0612,8.9956,10.1167,,,,,149.0072,SB20,735.5
736.0,-19.43892,83.8652,,14.0465,8.9198,10.1076,,,,,148.7466,SB20,736.0
736.5,-23.31331,85.3188,,13.8857,8.8264,10.0887,,,,,148.528,SB20,736.5
737.0,-26.624,84.4195,,13.3717,8.784,10.0281,,,,,148.4534,SB20,737.0
737.5,-29.79249,82.991,,12.7451,8.73,9.9782,,,,,148.668,SB20,737.5
738.0,-32.57408,82.6717,,12.2324,8.6789,9.8675,,,,,149.5601,SB20,738.0
738.5,-29.40367,83.7926,,12.3682,8.6105,9.7489,,,,,150.6918,SB20,738.5
739.0,-25.15706,85.3311,,12.6147,8.4832,9.6317,,,,,151.7729,SB20,739.0
739.5,-21.81435,86.125,,12.5053,8.4284,9.516,,,,,152.8541,SB20,739.5
740.0,-23.61664,86.2777,,12.1862,8.3821,9.4016,,,,,153.4456,SB20,740.0
740.5,-25.77523,86.0505,,11.7738,8.1651,9.2886,,,,,153.578,SB20,740.5
741.0,-27.44372,85.2363,,11.3786,8.1194,9.2243,,,,,153.14481,SB20,741.0
741.5,-30.25891,84.1356,,11.1494,8.1645,9.1263,,,,,152.64281,SB20,741.5
742.0,-32.28609,83.0432,,11.2681,8.1247,8.9945,,,,,152.14079,SB20,742.0
742.5,-28.81698,81.8989,,11.6419,8.0712,9.0091,,,,,151.9989,SB20,742.5
743.0,-25.99557,80.7356,,12.0207,8.0108,8.8901,,,,,152.3932,SB20,743.0
743.5,-28.54796,80.1724,,12.0243,7.9827,8.8526,,,,,153.34531,SB20,743.5
744.0,-35.16815,79.6357,,11.7354,7.8548,8.8473,,,,,153.5287,SB20,744.0
744.5,-38.47204,78.825,,11.4351,7.8591,8.821,,,,,153.01401,SB20,744.5
745.0,-39.53173,77.0521,,11.1232,7.8482,8.8644,,,,,152.3488,SB20,745.0
745.5,-44.05832,74.437,,10.5813,7.9226,8.9968,,,,,151.68359,SB20,745.5
746.0,-45.23931,72.8849,,10.1343,8.0909,9.5037,,,,,151.0183,SB20,746.0
746.5,-41.7409,71.4764,,10.4341,8.3491,9.986,,,,,150.3531,SB20,746.5
747.0,-38.86919,70.7518,,10.8407,8.6183,10.8835,,,,,149.6879,SB20,747.0
747.5,-35.25967,69.8728,,10.4783,9.5586,11.9987,,,,,149.55321,SB20,747.5
748.0,-34.40017,67.5082,,15.4832,12.1119,13.5811,,,,,150.6544,SB20,748.0
748.5,-34.81715,67.1161,,24.0546,15.251,15.5189,,,,,151.43781,SB20,748.5
749.0,-33.94925,68.0233,,30.7641,17.5191,17.7331,,,,,150.2995,SB20,749.0
749.5,-30.84804,69.0345,,32.3025,20.1061,20.2632,,,,,147.9924,SB20,749.5
750.0,-25.29913,69.0653,,34.5233,19.7763,22.3982,,,,,141.6562,SB20,750.0
750.5,-23.38501,68.4271,,39.8145,18.8986,22.702,,,,,137.77499,SB20,750.5
751.0,-25.5291,68.361,,36.7232,17.9618,22.2502,,,,,137.1416,SB20,751.0
751.5,-22.61989,69.8229,,24.2632,17.0714,20.888,,,,,135.7074,SB20,751.5
752.0,-27.55208,71.9463,,17.2795,16.3096,19.5856,,,,,133.2979,SB20,752.0
752.5,-28.88237,73.2572,,17.2511,15.7626,18.3644,,,,,133.147,SB20,752.5
753.0,-28.87266,73.5939,,18.6347,15.234,17.4452,,,,,129.98399,SB20,753.0
753.5,-29.62095,73.2796,,19.9866,14.7232,16.9461,,,,,127.2297,SB20,753.5
754.0,-29.73774,73.201,,19.9522,14.1627,16.4612,,,,,127.9843,SB20,754.0
754.5,-29.95693,73.3817,,18.026,13.8675,15.997,,,,,126.9134,SB20,754.5
755.0,-30.42472,72.6013,,17.63,13.7744,15.8803,,,,,124.315,SB20,755.0
755.5,-31.63101,68.9556,,18.6043,13.4596,15.7645,,,,,126.7832,SB20,755.5
756.0,-30.97079,66.1255,,17.9843,13.4561,15.6495,,,,,127.1945,SB20,756.0
