DEPT,SP,GR,CALI,SFL_A,ILM,ILD,LLD,LLS,RHOB,NPHI,DT,well_name,DEPTH
1234.5,-47.69226,77.8212,,13.3,9.5317,9.9434,,,,,122.0491,SB20,1234.5
1235.0,-45.93137,78.7651,,11.6195,9.4963,9.9211,,,,,123.8913,SB20,1235.0
1235.5,-44.21278,78.9688,,10.5434,9.4868,9.8861,,,,,125.5908,SB20,1235.5
1236.0,-46.43879,78.5383,,10.7316,9.4774,9.8423,,,,,128.02251,SB20,1236.0
1236.5,-49.2466,77.3637,,11.6091,9.4573,9.7988,,,,,129.0368,SB20,1236.5
1237.0,-51.39292,76.0216,,12.3145,9.4243,9.7554,,,,,128.4735,SB20,1237.0
1237.5,-53.01823,74.7743,,12.7082,9.3914,9.7143,,,,,126.5109,SB20,1237.5
1238.0,-49.88854,73.9049,,13.2141,9.3531,9.6739,,,,,124.4162,SB20,1238.0
1238.5,-49.63416,74.6011,,13.4927,9.3174,9.6357,,,,,120.88891,SB20,1238.5
1239.0,-50.86567,75.5575,,13.0744,9.3387,9.6578,,,,,121.06667,SB20,1239.0
1239.5,-51.30538,75.6241,,12.1436,9.4185,9.7494,,,,,121.24448,SB20,1239.5
1240.0,-51.61089,74.8722,,11.7709,9.5255,9.8602,,,,,121.42225,SB20,1240.0
1240.5,-53.6239,73.8202,,12.359,9.6338,9.9723,,,,,121.60005,SB20,1240.5
1241.0,-56.60191,72.7003,,12.9786,9.7536,10.133,,,,,121.77782,SB20,1241.0
1241.5,-57.22802,71.8189,,12.7998,9.9386,10.2925,,,,,120.7105,SB20,1241.5
1242.0,-56.12923,71.9157,,12.1865,10.05,10.4008,,,,,119.4646,SB20,1242.0
1242.5,-56.96745,73.9198,,13.0001,10.1457,10.4978,,,,,118.5087,SB20,1242.5
1243.0,-55.86196,77.3271,,14.9769,10.2705,10.6362,,,,,118.0505,SB20,1243.0
1243.5,-51.14717,80.2592,,16.1886,10.3835,10.7401,,,,,117.7201,SB20,1243.5
1244.0,-54.43468,82.3707,,15.0919,10.4382,10.7968,,,,,117.8279,SB20,1244.0
1244.5,-58.33299,82.0554,,13.0866,10.4932,10.8538,,,,,118.2117,SB20,1244.5
1245.0,-60.8992,80.1519,,12.7224,10.4563,10.8349,,,,,119.2449,SB20,1245.0
1245.5,-62.01682,78.1997,,13.2458,10.4764,10.8387,,,,,120.3465,SB20,1245.5
1246.0,-61.06203,77.7769,,13.663,10.5511,10.916,,,,,121.2961,SB20,1246.0
1246.5,-59.36914,78.6697,,12.9556,10.6264,10.9939,,,,,119.9552,SB20,1246.5
1247.0,-55.23675,79.858,,12.1245,10.7021,11.0723,,,,,118.9129,SB20,1247.0
1247.5,-57.12456,80.0657,,12.0903,10.7342,11.1013,,,,,120.2473,SB20,1247.5
1248.0,-58.37247,78.6646,,12.9066,10.7583,11.1262,,,,,121.3505,SB20,1248.0
1248.5,-60.14248,77.4034,,14.2296,10.7824,11.1512,,,,,120.521,SB20,1248.5
1249.0,-58.14009,77.6682,,15.4072,10.8066,11.1762,,,,,118.2951,SB20,1249.0
1249.5,-54.88081,79.4759,,15.948,10.8309,11.2013,,,,,115.8956,SB20,1249.5
1250.0,-51.80232,81.4012,,15.726,10.7783,11.1515,,,,,113.6335,SB20,1250.0
1250.5,-47.74263,82.9663,,15.3754,10.6961,11.0664,,,,,114.9805,SB20,1250.5
1251.0,-49.67964,83.2505,,14.9035,10.6145,10.982,,,,,118.3752,SB20,1251.0
1251.5,-51.96055,82.6456,,14.0741,10.5335,10.8982,,,,,124.5237,SB20,1251.5
1252.0,-51.98977,81.8713,,12.798,10.4532,10.8151,,,,,123.5964,SB20,1252.0
1252.5,-49.89448,81.6147,,11.9917,10.3734,10.7326,,,,,117.6483,SB20,1252.5
1253.0,-46.61539,81.8085,,12.1525,10.3333,10.6864,,,,,118.8394,SB20,1253.0
1253.5,-41.4586,81.6511,,12.662,10.3176,10.6702,,,,,119.7957,SB20,1253.5
1254.0,-39.33291,80.2636,,13.3072,10.3061,10.6581,,,,,120.0133,SB20,1254.0
1254.5,-42.27122,78.4552,,14.0078,10.3022,10.6541,,,,,119.7015,SB20,1254.5
1255.0,-47.63214,77.4316,,14.7534,10.2983,10.65,,,,,119.0315,SB20,1255.0
1255.5,-45.11545,76.898,,15.5032,10.2206,10.5966,,,,,118.1762,SB20,1255.5
1256.0,-41.78186,76.0398,,15.8023,10.0068,10.3835,,,,,117.2546,SB20,1256.0
1256.5,-37.67717,75.079,,14.6139,9.8216,10.1717,,,,,117.5132,SB20,1256.5
1257.0,-38.73838,74.4993,,12.391,9.6865,10.0318,,,,,118.5183,SB20,1257.0
1257.5,-41.21309,74.3586,,10.932,9.572,9.899,,,,,120.2168,SB20,1257.5
1258.0,-44.49231,74.4158,,10.6402,9.5757,9.9269,,,,,121.818,SB20,1258.0
1258.5,-47.33881,74.6926,,10.9312,9.7653,10.1323,,,,,122.5403,SB20,1258.5
1259.0,-45.94763,75.6714,,11.9184,10.0013,10.3832,,,,,122.2702,SB20,1259.0
1259.5,-44.41654,77.334,,12.7619,10.243,10.6404,,,,,121.4983,SB20,1259.5
1260.0,-45.77295,78.2122,,13.865,10.4906,10.9039,,,,,120.1727,SB20,1260.0
1260.5,-43.51436,78.6259,,15.2692,10.7067,11.0672,,,,,118.485,SB20,1260.5
1261.0,-41.09777,79.0209,,16.3508,10.7752,11.1969,,,,,116.364,SB20,1261.0
1261.5,-42.80769,79.906,,16.6914,10.8347,11.1772,,,,,114.6155,SB20,1261.5
1262.0,-47.7862,80.7614,,16.2595,10.7187,11.0661,,,,,113.8521,SB20,1262.0
1262.5,-46.01701,81.6605,,14.8406,10.6081,10.9814,,,,,114.4522,SB20,1262.5
1263.0,-37.36562,83.298,,13.3786,10.4496,10.8974,,,,,115.0129,SB20,1263.0
1263.5,-33.67813,84.3307,,12.9681,10.2898,10.814,,,,,115.9173,SB20,1263.5
1264.0,-34.79765,83.8246,,12.3461,10.2205,10.7313,,,,,117.1932,SB20,1264.0
1264.5,-35.83865,81.4427,,11.9611,10.1991,10.6491,,,,,118.2444,SB20,1264.5
1265.0,-35.06187,80.7738,,12.1482,10.2032,10.5871,,,,,118.9489,SB20,1265.0
1265.5,-39.09128,81.3951,,12.7656,10.2359,10.5272,,,,,119.0565,SB20,1265.5
1266.0,-39.66999,82.3163,,13.7659,10.203,10.4286,,,,,118.7965,SB20,1266.0
1266.5,-34.1504,83.3438,,15.4246,10.075,10.3166,,,,,118.0228,SB20,1266.5
1267.0,-27.13571,84.2847,,16.5121,9.8695,10.2056,,,,,116.9035,SB20,1267.0
1267.5,-23.02642,84.3732,,15.7273,9.8222,10.1849,,,,,116.0889,SB20,1267.5
1268.0,-19.31284,83.9344,,12.6526,9.906,10.225,,,,,117.3541,SB20,1268.0
1268.5,-15.19095,83.7398,,10.5362,9.9904,10.3244,,,,,118.9899,SB20,1268.5
1269.0,-14.64026,84.1358,,10.8252,10.0756,10.388,,,,,120.2562,SB20,1269.0
1269.5,-15.29387,85.1248,,12.1094,10.1321,10.3959,,,,,120.3334,SB20,1269.5
1270.0,-9.52658,84.467,,13.3037,10.1506,10.4284,,,,,118.8161,SB20,1270.0
1270.5,-5.51589,82.105,,14.8315,10.1691,10.3035,,,,,117.0061,SB20,1270.5
1271.0,-5.6867,80.708,,16.3875,10.1072,10.2477,,,,,115.8466,SB20,1271.0
1271.5,-7.35352,80.5274,,16.528,9.9556,10.1519,,,,,115.4037,SB20,1271.5
1272.0,-9.51573,80.7508,,14.6316,9.7557,10.057,,,,,115.8944,SB20,1272.0
1272.5,-12.90414,80.3445,,12.8586,9.5891,9.963,,,,,117.3619,SB20,1272.5
1273.0,-15.12215,80.1274,,12.2793,9.5188,9.8767,,,,,119.1313,SB20,1273.0
1273.5,-9.39147,80.6138,,11.4748,9.5228,9.9096,,,,,121.1284,SB20,1273.5
1274.0,-7.09298,82.3041,,10.3103,9.5923,9.9538,,,,,122.8982,SB20,1274.0
1274.5,-5.78119,83.7392,,10.3303,9.6897,10.0114,,,,,123.8267,SB20,1274.5
1275.0,-5.0,85.1737,,11.9631,9.7882,10.058,,,,,122.2541,SB20,1275.0
1275.5,-7.72644,86.0413,,14.7363,9.8876,10.0931,,,,,120.0334,SB20,1275.5
1276.0,-11.66108,85.195,,15.9304,9.988,10.1283,,,,,118.1536,SB20,1276.0
1276.5,-14.61263,83.8293,,14.5669,9.976,10.1636,,,,,118.3749,SB20,1276.5
1277.0,-14.88817,83.098,,13.4468,9.9562,10.1991,,,,,119.7054,SB20,1277.0
1277.5,-18.46601,83.0707,,13.1572,9.9084,10.1082,,,,,121.5873,SB20,1277.5
1278.0,-21.76205,83.0519,,13.4863,9.8114,9.9996,,,,,121.625,SB20,1278.0
1278.5,-24.72679,83.0652,,13.8775,9.6413,9.8782,,,,,120.2099,SB20,1278.5
1279.0,-23.71903,83.3664,,13.5522,9.4702,9.7257,,,,,120.3524,SB20,1279.0
1279.5,-22.70348,83.6676,,12.2828,9.2881,9.5755,,,,,120.8854,SB20,1279.5
1280.0,-25.29242,84.7955,,11.3403,9.0194,9.5016,,,,,121.7393,SB20,1280.0
1280.5,-26.98136,85.9696,,11.0784,8.9474,9.4883,,,,,122.676,SB20,1280.5
1281.0,-27.8354,87.9733,,10.8483,9.0125,9.5338,,,,,123.5618,SB20,1281.0
1281.5,-27.05155,89.647,,10.4469,9.2763,9.619,,,,,124.0306,SB20,1281.5
1282.0,-26.37459,90.4856,,10.473,9.5013,9.6944,,,,,124.3223,SB20,1282.0
1282.5,-30.23253,90.7299,,11.1049,9.7318,9.7781,,,,,123.2992,SB20,1282.5
1283.0,-32.22997,89.952,,13.4908,9.8058,9.9125,,,,,121.8569,SB20,1283.0
1283.5,-31.00701,89.2691,,16.1108,9.8546,9.9928,,,,,120.1212,SB20,1283.5
1284.0,-31.74175,88.3743,,17.3269,9.8308,10.001,,,,,119.1355,SB20,1284.0
1284.5,-35.1264,86.2271,,16.8812,9.6935,9.9727,,,,,120.6489,SB20,1284.5
1285.0,-38.26134,84.3929,,15.0312,9.4632,9.7438,,,,,123.5294,SB20,1285.0
1285.5,-37.01258,83.8642,,12.6057,9.2442,9.5802,,,,,124.9879,SB20,1285.5
1286.0,-33.42172,83.6324,,11.2644,9.0897,9.4202,,,,,125.7209,SB20,1286.0
1286.5,-33.43206,83.3652,,10.8486,8.9433,9.2661,,,,,130.15559,SB20,1286.5
1287.0,-39.94621,83.2725,,10.5451,8.8897,9.146,,,,,136.9996,SB20,1287.0
1287.5,-39.61165,83.6208,,10.2602,8.9835,9.113,,,,,140.8904,SB20,1287.5
1288.0,-39.69669,84.1836,,10.2716,9.0783,9.1511,,,,,144.29201,SB20,1288.0
1288.5,-40.22184,84.3274,,11.3955,9.2112,9.2824,,,,,143.28081,SB20,1288.5
1289.0,-39.67698,83.9951,,13.0397,9.3604,9.4284,,,,,136.1443,SB20,1289.0
1289.5,-37.81952,83.2015,,13.5487,9.5121,9.5783,,,,,144.13651,SB20,1289.5
1290.0,-39.78176,81.509,,13.0866,9.6662,9.7306,,,,,163.0408,SB20,1290.0
1290.5,-46.0139,80.6107,,12.4993,9.8228,9.8853,,,,,142.6089,SB20,1290.5
1291.0,-49.26584,80.6547,,12.5287,9.9421,10.0438,,,,,122.177,SB20,1291.0
1291.5,-43.96688,81.3473,,13.3782,10.0273,10.1727,,,,,118.8525,SB20,1291.5
1292.0,-41.43333,82.1411,,14.2126,10.1132,10.1691,,,,,124.4006,SB20,1292.0
1292.5,-40.05127,82.6978,,14.2834,10.1999,10.1774,,,,,140.17619,SB20,1292.5
1293.0,-40.86831,83.2803,,13.777,10.2788,10.341,,,,,149.7224,SB20,1293.0
1293.5,-43.51986,83.4777,,13.3216,10.3262,10.452,,,,,152.40559,SB20,1293.5
1294.0,-46.1066,83.4775,,12.8888,10.353,10.4226,,,,,165.77409,SB20,1294.0
1294.5,-49.16124,83.521,,12.736,10.293,10.3933,,,,,162.03011,SB20,1294.5
1295.0,-49.99778,84.0839,,13.3307,10.2202,10.3077,,,,,153.3317,SB20,1295.0
1295.5,-50.40062,84.8957,,14.2993,10.148,10.1792,,,,,130.1496,SB20,1295.5
1296.0,-51.75006,84.9848,,14.5755,10.0763,10.1378,,,,,115.7917,SB20,1296.0
1296.5,-51.26071,84.5469,,13.3806,10.0051,10.1092,,,,,116.493,SB20,1296.5
1297.0,-47.12195,84.1784,,12.5788,9.9344,10.0237,,,,,117.6833,SB20,1297.0
1297.5,-45.40089,84.4596,,12.755,9.8412,9.8886,,,,,119.221,SB20,1297.5
1298.0,-46.22143,84.8176,,13.3435,9.6834,9.7826,,,,,119.905,SB20,1298.0
1298.5,-48.52798,85.0467,,13.5767,9.5282,9.6563,,,,,119.8256,SB20,1298.5
1299.0,-50.89242,84.5777,,13.5053,9.3755,9.5316,,,,,119.4138,SB20,1299.0
1299.5,-52.09076,83.2082,,13.0445,9.2349,9.4086,,,,,119.4071,SB20,1299.5
1300.0,-54.6749,81.9425,,12.1832,9.1819,9.2871,,,,,119.8789,SB20,1300.0
1300.5,-56.89904,83.129,,11.9933,9.1293,9.3425,,,,,120.6815,SB20,1300.5
1301.0,-55.00119,84.5132,,12.1895,9.0769,9.3566,,,,,121.3698,SB20,1301.0
1301.5,-56.79463,85.8836,,12.327,8.9425,9.2305,,,,,121.5626,SB20,1301.5
1302.0,-57.87488,85.8456,,12.1305,8.8022,9.1096,,,,,121.4541,SB20,1302.0
1302.5,-58.16802,84.0829,,11.9134,8.7503,9.0516,,,,,121.4018,SB20,1302.5
1303.0,-58.46116,82.5813,,11.9757,8.772,9.0733,,,,,121.4933,SB20,1303.0
1303.5,-58.7543,81.5486,,12.1484,8.7468,9.0454,,,,,121.6957,SB20,1303.5
1304.0,-59.58854,80.0231,,12.0513,8.7251,9.0252,,,,,122.4144,SB20,1304.0
1304.5,-60.15578,78.6503,,11.8331,8.7942,9.1031,,,,,123.5049,SB20,1304.5
1305.0,-62.78422,78.1086,,11.7684,8.8865,9.1606,,,,,126.6668,SB20,1305.0
1305.5,-63.33067,77.8477,,11.9729,8.9798,9.1895,,,,,128.2141,SB20,1305.5
1306.0,-61.8171,77.8674,,12.2644,9.074,9.2482,,,,,123.1469,SB20,1306.0
1306.5,-62.01765,77.9106,,12.6175,9.1693,9.3087,,,,,121.3152,SB20,1306.5
1307.0,-62.96419,78.1073,,13.158,9.224,9.3696,,,,,120.7539,SB20,1307.0
1307.5,-64.20763,79.2262,,13.9294,9.2281,9.431,,,,,120.0452,SB20,1307.5
1308.0,-66.91428,80.9274,,14.2767,9.2322,9.4777,,,,,119.4398,SB20,1308.0
1308.5,-69.38921,82.398,,13.5377,9.2363,9.4628,,,,,119.3901,SB20,1308.5
1309.0,-68.25836,82.5779,,12.5814,9.2329,9.449,,,,,119.765,SB20,1309.0
1309.5,-65.5238,82.3863,,12.0516,9.2051,9.4468,,,,,120.3775,SB20,1309.5
1310.0,-61.58355,82.5367,,12.0469,9.1773,9.4446,,,,,120.8726,SB20,1310.0
1310.5,-63.62479,83.584,,12.3855,9.1497,9.3798,,,,,120.6539,SB20,1310.5
1311.0,-67.91223,85.6764,,12.921,9.1229,9.3143,,,,,120.1884,SB20,1311.0
1311.5,-68.42818,88.0049,,13.3749,9.1003,9.2492,,,,,119.72,SB20,1311.5
1312.0,-68.27881,90.6206,,13.4125,9.0777,9.1846,,,,,119.9563,SB20,1312.0
1312.5,-65.04425,96.457,,13.2436,9.0552,9.1557,,,,,124.285,SB20,1312.5
1313.0,-64.81749,102.3291,,12.7231,9.0327,9.1312,,,,,132.9135,SB20,1313.0
1313.5,-66.35464,109.7463,,11.9505,9.0166,9.1414,,,,,141.229,SB20,1313.5
1314.0,-68.32348,116.372,,11.3907,9.0525,9.1273,,,,,128.48109,SB20,1314.0
1314.5,-69.94942,117.7442,,11.3801,9.1266,9.1803,,,,,127.0037,SB20,1314.5
1315.0,-71.50737,117.2096,,11.8307,9.1972,9.2263,,,,,131.0584,SB20,1315.0
1315.5,-72.8567,111.4326,,12.3659,9.2433,9.2524,,,,,135.07291,SB20,1315.5
1316.0,-73.77805,104.7211,,13.1216,9.2693,9.3204,,,,,141.4073,SB20,1316.0
1316.5,-71.12729,97.0322,,14.0859,9.2251,9.4028,,,,,129.4902,SB20,1316.5
1317.0,-72.95563,91.7734,,14.4371,9.1831,9.373,,,,,129.746,SB20,1317.0
1317.5,-74.33768,88.2257,,14.1233,9.1674,9.299,,,,,140.90871,SB20,1317.5
1318.0,-73.83812,86.33,,13.3984,9.1517,9.2255,,,,,157.8194,SB20,1318.0
1318.5,-71.48966,85.1597,,12.3103,9.165,9.1539,,,,,151.11099,SB20,1318.5
1319.0,-70.8641,83.6453,,11.3908,9.1902,9.1282,,,,,131.87939,SB20,1319.0
1319.5,-73.15495,81.9039,,11.0592,9.2488,9.2304,,,,,130.65021,SB20,1319.5
1320.0,-73.68399,80.7045,,11.1459,9.3864,9.4091,,,,,143.576,SB20,1320.0
1320.5,-70.45592,81.4167,,11.6171,9.554,9.5969,,,,,154.4411,SB20,1320.5
1321.0,-68.40546,84.2524,,12.6645,9.6974,9.854,,,,,127.1622,SB20,1321.0
1321.5,-68.78651,89.587,,14.677,9.82,9.9969,,,,,120.045,SB20,1321.5
1322.0,-67.43175,94.3977,,16.6401,9.8988,10.0347,,,,,119.2071,SB20,1322.0
1322.5,-65.16479,100.2159,,18.1545,9.9186,10.0695,,,,,118.6014,SB20,1322.5
1323.0,-63.65604,103.1186,,16.7701,9.8388,10.05,,,,,118.432,SB20,1323.0
1323.5,-67.77628,104.428,,14.213,9.6618,10.0219,,,,,121.1645,SB20,1323.5
1324.0,-69.11391,102.9211,,12.145,9.4698,9.8226,,,,,132.3524,SB20,1324.0
1324.5,-68.13616,98.3856,,12.0896,9.2815,9.6273,,,,,150.3942,SB20,1324.5
1325.0,-68.73581,92.8024,,12.256,9.2104,9.5257,,,,,144.41541,SB20,1325.0
1325.5,-69.39495,87.9947,,12.3581,9.1818,9.4954,,,,,126.3252,SB20,1325.5
1326.0,-68.15678,86.541,,12.3639,9.2128,9.491,,,,,121.7778,SB20,1326.0
1326.5,-68.07853,86.175,,12.3065,9.3772,9.6239,,,,,123.2203,SB20,1326.5
1327.0,-70.07697,86.4042,,12.2227,9.5446,9.7377,,,,,123.9011,SB20,1327.0
1327.5,-69.15441,86.4722,,12.5461,9.7149,9.8528,,,,,123.0405,SB20,1327.5
1328.0,-68.02946,86.2381,,13.6335,9.8863,10.0154,,,,,121.9791,SB20,1328.0
1328.5,-67.0528,85.9595,,15.1431,9.8818,10.0739,,,,,119.7816,SB20,1328.5
1329.0,-64.90384,85.6304,,16.3237,9.876,9.9936,,,,,117.8154,SB20,1329.0
1329.5,-62.65288,85.5485,,16.1016,9.8381,10.0384,,,,,116.7483,SB20,1329.5
1330.0,-61.58872,86.4928,,14.8712,9.8004,10.0097,,,,,116.5529,SB20,1330.0
1330.5,-60.65177,88.0047,,13.4956,9.7486,9.8965,,,,,117.6266,SB20,1330.5
1331.0,-60.13971,88.9054,,12.8856,9.6866,9.8341,,,,,119.2001,SB20,1331.0
1331.5,-54.37775,89.7696,,12.4999,9.5824,9.7914,,,,,120.5248,SB20,1331.5
1332.0,-47.6673,91.4647,,12.3186,9.4686,9.6275,,,,,121.6199,SB20,1332.0
1332.5,-43.45273,94.411,,12.2664,9.3562,9.4664,,,,,120.9568,SB20,1332.5
1333.0,-38.25328,96.8068,,12.4918,9.2451,9.3848,,,,,120.5795,SB20,1333.0
1333.5,-35.97532,99.1596,,12.7903,9.212,9.3667,,,,,120.3452,SB20,1333.5
1334.0,-30.45886,101.0905,,12.9119,9.2043,9.3487,,,,,120.124,SB20,1334.0
1334.5,-28.31681,102.8098,,12.4863,9.2334,9.3415,,,,,120.0026,SB20,1334.5
1335.0,-28.97575,103.7865,,11.7025,9.2627,9.3415,,,,,120.3262,SB20,1335.0
1335.5,-29.02469,105.047,,11.2678,9.2921,9.3644,,,,,120.9671,SB20,1335.5
1336.0,-25.54633,104.191,,11.5451,9.3216,9.4223,,,,,121.5418,SB20,1336.0
1336.5,-23.31057,101.6347,,12.7182,9.4063,9.5089,,,,,121.7254,SB20,1336.5
1337.0,-23.61391,99.189,,13.7324,9.4965,9.6193,,,,,121.4628,SB20,1337.0
1337.5,-25.35936,96.5364,,14.0073,9.5875,9.7347,,,,,121.1916,SB20,1337.5
1338.0,-25.7498,92.3268,,13.8482,9.6794,9.8541,,,,,121.1626,SB20,1338.0
1338.5,-25.91954,89.4728,,13.6888,9.7722,9.9787,,,,,121.1716,SB20,1338.5
1339.0,-25.63678,87.9137,,13.5294,9.8489,9.94,,,,,120.9815,SB20,1339.0
1339.5,-25.19043,87.0771,,13.386,9.8811,10.0051,,,,,120.726,SB20,1339.5
1340.0,-23.45187,86.1502,,13.2542,9.9134,9.9982,,,,,120.25,SB20,1340.0
1340.5,-24.70611,85.402,,13.203,9.9458,9.9449,,,,,119.8183,SB20,1340.5
1341.0,-29.11485,84.9091,,13.2865,9.9784,9.9711,,,,,119.3727,SB20,1341.0
1341.5,-27.11399,85.371,,13.2818,10.011,9.9866,,,,,118.943,SB20,1341.5
1342.0,-22.77353,86.0326,,13.166,10.0487,9.9851,,,,,118.831,SB20,1342.0
1342.5,-23.10648,86.4989,,13.0556,10.0775,10.0261,,,,,118.9366,SB20,1342.5
1343.0,-23.42612,87.3382,,13.2802,10.05,10.1782,,,,,119.072,SB20,1343.0
1343.5,-22.05656,89.2391,,13.7838,10.0226,10.1963,,,,,118.8975,SB20,1343.5
1344.0,-18.7788,92.6841,,14.7007,9.928,10.1005,,,,,118.1473,SB20,1344.0
1344.5,-17.31364,94.7364,,15.6544,9.7499,10.0003,,,,,117.0766,SB20,1344.5
1345.0,-18.06569,96.1045,,15.8398,9.4882,9.7691,,,,,116.6408,SB20,1345.0
1345.5,-18.03663,100.4054,,14.4234,9.2638,9.6015,,,,,117.1888,SB20,1345.5
1346.0,-15.79848,107.8231,,12.3939,9.1084,9.4404,,,,,118.7485,SB20,1346.0
1346.5,-10.57201,119.504,,11.4,8.9556,9.282,,,,,120.0935,SB20,1346.5
1347.0,-5.89326,126.5213,,11.6538,8.637,9.0831,,,,,121.1978,SB20,1347.0
1347.5,-5.0,128.1644,,12.0475,8.5001,8.7905,,,,,121.5983,SB20,1347.5
1348.0,-4.67369,122.9821,,12.1412,8.3179,8.6424,,,,,121.7679,SB20,1348.0
1348.5,-4.9974,119.5095,,12.1827,8.1096,8.4284,,,,,122.3704,SB20,1348.5
1349.0,-6.73639,116.2278,,12.192,7.8785,8.1646,,,,,123.2979,SB20,1349.0
1349.5,-8.99079,113.6251,,11.9133,7.7857,8.07,,,,,124.5293,SB20,1349.5
1350.0,-13.49988,112.9987,,11.2467,7.6773,7.9516,,,,,127.2051,SB20,1350.0
1350.5,-17.88167,114.719,,10.6179,7.608,7.8683,,,,,129.68469,SB20,1350.5
1351.0,-17.45277,115.4092,,10.4952,7.6057,7.8679,,,,,131.3979,SB20,1351.0
1351.5,-15.86137,115.6366,,10.7503,7.6255,7.8869,,,,,131.7459,SB20,1351.5
1352.0,-15.28126,115.6356,,11.4057,7.6317,7.8925,,,,,129.9057,SB20,1352.0
1352.5,-14.96756,115.5413,,12.3269,7.6326,7.9238,,,,,127.3306,SB20,1352.5
1353.0,-14.70586,115.5277,,12.7178,7.7638,8.0323,,,,,125.7949,SB20,1353.0
1353.5,-14.41426,115.6193,,13.0213,7.7878,8.0581,,,,,124.904,SB20,1353.5
1354.0,-16.20635,115.6748,,13.2148,7.7192,7.9879,,,,,124.7598,SB20,1354.0
1354.5,-15.97745,115.66,,13.0081,7.6454,7.9132,,,,,125.6101,SB20,1354.5
1355.0,-15.78074,115.6286,,11.9753,7.5644,7.8261,,,,,126.4865,SB20,1355.0
1355.5,-16.12524,115.6302,,10.6965,7.464,7.7307,,,,,127.3063,SB20,1355.5
1356.0,-15.51964,115.6115,,10.7539,7.3602,7.6233,,,,,128.81799,SB20,1356.0
1356.5,-16.80493,115.5908,,10.7224,7.2823,7.5316,,,,,130.28889,SB20,1356.5
1357.0,-15.56013,115.6182,,10.724,7.3118,7.5621,,,,,131.0201,SB20,1357.0
1357.5,-10.56883,115.6204,,10.4822,7.3415,7.5928,,,,,131.4352,SB20,1357.5
1358.0,-10.48582,115.6033,,10.0939,7.3712,7.6236,,,,,131.71831,SB20,1358.0
1358.5,-12.07082,115.6204,,10.3493,7.4033,7.6604,,,,,131.8363,SB20,1358.5
1359.0,-12.16562,115.7011,,11.9217,7.4579,7.7149,,,,,131.746,SB20,1359.0
1359.5,-12.33701,115.7817,,13.0116,7.5083,7.7662,,,,,131.36819,SB20,1359.5
1360.0,-14.07931,115.8333,,13.1582,7.4984,7.7545,,,,,130.6234,SB20,1360.0
1360.5,-15.29561,115.7923,,13.0595,7.4599,7.718,,,,,129.93649,SB20,1360.5
1361.0,-16.4375,115.795,,13.3731,7.3585,7.6245,,,,,129.54041,SB20,1361.0
1361.5,-17.3024,115.7859,,13.0198,7.1872,7.4663,,,,,129.52679,SB20,1361.5
1362.0,-17.593,115.7942,,11.5239,7.0122,7.2845,,,,,130.2462,SB20,1362.0
1362.5,-19.33469,115.776,,10.2678,6.8877,7.1233,,,,,131.8479,SB20,1362.5
1363.0,-22.53009,115.7957,,9.4494,6.7826,7.0393,,,,,133.6227,SB20,1363.0
1363.5,-26.62758,115.77,,9.2298,6.6886,6.9426,,,,,135.1416,SB20,1363.5
1364.0,-29.48158,115.7658,,9.1444,6.6247,6.853,,,,,135.739,SB20,1364.0
1364.5,-29.16308,115.7471,,8.9853,6.6325,6.8657,,,,,135.2328,SB20,1364.5
1365.0,-29.14207,115.7363,,8.7614,6.6906,6.9259,,,,,134.41969,SB20,1365.0
1365.5,-28.56076,115.6743,,9.281,6.7826,7.0235,,,,,133.3651,SB20,1365.5
1366.0,-29.40526,115.6643,,11.4933,6.823,7.0208,,,,,132.85609,SB20,1366.0
1366.5,-33.54196,115.6345,,15.2852,6.8637,7.0302,,,,,132.5824,SB20,1366.5
1367.0,-33.48006,115.5949,,14.1439,6.9046,7.0301,,,,,132.2899,SB20,1367.0
1367.5,-27.74345,115.6133,,10.2354,6.9457,6.9503,,,,,132.1452,SB20,1367.5
1368.0,-27.06515,115.6381,,8.8295,6.9445,6.9596,,,,,132.28391,SB20,1368.0
1368.5,-28.78195,115.6509,,9.7476,6.9321,6.969,,,,,132.18719,SB20,1368.5
1369.0,-31.41275,115.6477,,10.7128,6.9198,6.9783,,,,,131.5479,SB20,1369.0
1369.5,-37.33644,115.6453,,10.362,6.9101,6.9886,,,,,130.3429,SB20,1369.5
1370.0,-41.72533,115.4896,,9.7852,6.9502,7.0101,,,,,129.1711,SB20,1370.0
1370.5,-40.59744,114.3434,,9.6135,7.0301,6.9802,,,,,129.1048,SB20,1370.5
1371.0,-40.95463,92.234,,9.3275,7.1601,7.0813,,,,,129.3185,SB20,1371.0
1371.5,-43.32533,84.1326,,9.1982,7.1884,7.3878,,,,,129.1002,SB20,1371.5
1372.0,-45.89322,82.9471,,10.6194,7.3276,7.6197,,,,,128.1004,SB20,1372.0
1372.5,-48.51722,81.0698,,12.7701,7.4695,7.7859,,,,,125.953,SB20,1372.5
1373.0,-50.32242,79.505,,13.6873,7.6141,7.9166,,,,,123.3005,SB20,1373.0
1373.5,-51.74421,79.363,,13.8313,7.7616,8.0166,,,,,120.5878,SB20,1373.5
1374.0,-55.59381,79.3929,,13.418,7.9119,8.0623,,,,,118.9012,SB20,1374.0
1374.5,-54.31641,79.3768,,12.1485,8.028,8.1682,,,,,118.299,SB20,1374.5
1375.0,-51.5463,78.781,,10.972,8.07,8.2047,,,,,119.6339,SB20,1375.0
