DEPT,SP,GR,CALI,BITSIZE,LLD,LLS,RHOB,NPHI,DT,MUDWGT,well_name,DEPTH
757.5,-1.13682,78.0054,12.6579,12.25,9.358,7.4595,2.2714,42.3427,108.062,10.1,TL1,757.5
758.0,-1.41818,78.6638,12.6523,12.25,9.0608,7.5118,2.2907,41.3786,109.158,10.1,TL1,758.0
758.5,-1.62554,79.3222,12.6231,12.25,9.3715,7.6608,2.3127,40.9979,113.3558,10.1,TL1,758.5
759.0,-1.7798,79.9029,12.5939,12.25,9.8089,7.8658,2.3347,40.8764,117.9485,10.1,TL1,759.0
759.5,-1.72386,79.9566,12.5647,12.25,10.1281,8.0643,2.3723,40.202,125.0471,10.1,TL1,759.5
760.0,-1.96852,78.8681,12.4958,12.25,10.1463,8.5327,2.4333,39.7244,129.06039,10.1,TL1,760.0
760.5,-2.30588,77.4258,12.3713,12.25,10.1839,8.4947,2.4356,39.3515,127.7614,10.1,TL1,760.5
761.0,-2.93084,77.4442,12.1985,12.25,10.1711,8.4568,2.4296,39.3169,130.0672,10.1,TL1,761.0
761.5,-3.3053,78.3187,12.2016,12.25,9.9361,8.4192,2.4378,40.1109,128.13901,10.1,TL1,761.5
762.0,-3.42236,79.5935,12.2166,12.25,9.1803,8.3816,2.442,41.1048,127.2168,10.1,TL1,762.0
762.5,-3.45492,80.8032,12.2369,12.25,8.9798,7.7458,2.4287,41.9779,128.62531,10.1,TL1,762.5
763.0,-3.42178,83.2009,12.3102,12.25,7.5652,7.0849,2.4215,42.146,128.16499,10.1,TL1,763.0
763.5,-3.36974,84.0157,12.5733,12.25,6.7666,6.4804,2.4024,43.0535,124.9916,10.1,TL1,763.5
764.0,-3.09,84.269,12.8711,12.25,6.4861,6.0699,2.3643,44.159,126.0055,10.1,TL1,764.0
764.5,-2.81396,83.4655,13.0557,12.25,6.553,6.1162,2.3358,45.2645,126.9714,10.1,TL1,764.5
765.0,-2.51042,82.6619,12.9796,12.25,6.7184,6.163,2.3122,46.3554,128.7935,10.1,TL1,765.0
765.5,-2.26538,81.8583,12.8248,12.25,6.9109,6.21,2.3094,46.0452,132.1505,10.1,TL1,765.5
766.0,-1.86504,81.0548,12.7822,12.25,7.1089,6.3297,2.2942,44.918,127.8512,10.1,TL1,766.0
766.5,-1.3171,80.9386,13.0986,12.25,7.3125,6.5769,2.2583,43.7747,124.9635,10.1,TL1,766.5
767.0,-1.13866,81.3358,13.3854,12.25,7.522,6.8338,2.2486,44.4844,126.0961,10.1,TL1,767.0
767.5,-1.26452,81.7331,12.9424,12.25,7.5837,6.8639,2.2696,46.7681,125.8647,10.1,TL1,767.5
768.0,-1.62278,82.1304,12.7977,12.25,7.2602,6.7821,2.2566,49.2197,128.2675,10.1,TL1,768.0
768.5,-2.07974,82.5276,13.444,12.25,6.9506,6.2924,2.2439,49.3337,132.5351,10.1,TL1,768.5
769.0,-2.4755,83.0724,14.0903,12.25,6.7495,5.9574,2.2516,48.478,131.7545,10.1,TL1,769.0
769.5,-2.30996,83.6576,13.7614,12.25,6.8362,6.0518,2.2762,46.8891,127.3325,10.1,TL1,769.5
770.0,-2.22192,84.5018,12.9819,12.25,6.9992,6.4203,2.2795,45.4102,123.6431,10.1,TL1,770.0
770.5,-1.99548,85.4193,13.8168,12.25,7.0869,6.4677,2.2157,46.1073,127.5919,10.1,TL1,770.5
771.0,-2.05624,86.1973,14.5849,12.25,7.1294,6.5155,2.1597,47.01,126.6641,10.1,TL1,771.0
771.5,-2.2337,86.8348,13.3609,12.25,6.9828,6.5637,2.2114,47.7893,128.0332,10.1,TL1,771.5
772.0,-2.72526,87.4722,12.9805,12.25,6.7735,6.0,2.2763,46.1521,129.96629,10.1,TL1,772.0
772.5,-3.06682,88.244,13.0211,12.25,6.5708,5.3996,2.2603,44.4637,120.8779,10.1,TL1,772.5
773.0,-3.12768,89.1814,13.0561,12.25,6.3754,5.6665,2.2522,44.2417,121.6659,10.1,TL1,773.0
773.5,-3.39724,89.2337,13.0664,12.25,6.6092,5.9467,2.2617,45.1949,126.7433,10.1,TL1,773.5
774.0,-3.4586,88.2349,13.0074,12.25,6.7475,6.2408,2.2868,46.0894,130.63451,10.1,TL1,774.0
774.5,-3.32216,87.2361,12.5278,12.25,6.4372,6.1727,2.3199,46.9839,133.66611,10.1,TL1,774.5
775.0,-3.10562,86.2372,12.9592,12.25,6.2449,5.874,2.3496,45.809,137.827,10.1,TL1,775.0
775.5,-2.86908,85.3022,13.5973,12.25,6.186,5.5898,2.3445,43.9047,131.18159,10.1,TL1,775.5
776.0,-2.59574,84.9695,14.2355,12.25,6.4538,5.6233,2.339,43.8954,126.1944,10.1,TL1,776.0
776.5,-2.2578,85.2215,14.2072,12.25,7.131,5.8662,2.3666,44.6543,120.8907,10.1,TL1,776.5
777.0,-2.17616,85.479,13.9876,12.25,7.3897,6.1196,2.371,44.4077,114.6729,10.1,TL1,777.0
777.5,-1.96352,85.0977,12.8491,12.25,7.1044,6.3095,2.3654,44.7475,119.4352,10.1,TL1,777.5
778.0,-1.81198,84.7163,12.8328,12.25,6.7077,6.1059,2.3462,44.276,126.7093,10.1,TL1,778.0
778.5,-1.68214,83.5833,13.1716,12.25,6.4208,5.9088,2.2976,44.8386,127.3601,10.1,TL1,778.5
779.0,-1.6352,82.3018,13.5104,12.25,6.5771,5.7181,2.2612,45.9481,129.287,10.1,TL1,779.0
779.5,-1.68786,81.0202,13.8493,12.25,7.1006,5.8856,2.2381,45.047,130.7027,10.1,TL1,779.5
780.0,-1.31282,80.3317,14.0284,12.25,7.7536,6.4283,2.2441,43.6546,124.9395,10.1,TL1,780.0
780.5,-0.90928,79.6596,13.1861,12.25,8.4301,7.0212,2.2647,43.108,126.984,10.1,TL1,780.5
781.0,-0.42114,78.9876,12.4068,12.25,9.0777,7.6687,2.2863,42.9981,131.33009,10.1,TL1,781.0
781.5,0.0,78.655,12.4391,12.25,8.5898,7.4842,2.308,43.1409,128.02831,10.1,TL1,781.5
782.0,-0.04883,78.3588,12.7088,12.25,7.9248,6.7714,2.3092,44.1451,127.1739,10.1,TL1,782.0
782.5,-0.28995,78.0627,13.1313,12.25,7.5365,6.6253,2.3066,45.2858,128.1571,10.1,TL1,782.5
783.0,-0.95238,78.7689,13.2752,12.25,7.4076,6.4822,2.3021,46.689,127.4057,10.1,TL1,783.0
783.5,-1.55751,79.6102,12.4276,12.25,7.1428,6.3423,2.303,49.1935,128.4856,10.1,TL1,783.5
784.0,-1.94583,79.6102,12.6801,12.25,6.8395,6.2054,2.3096,49.9406,130.46201,10.1,TL1,784.0
784.5,-1.99636,79.6102,12.8759,12.25,6.6477,6.1225,2.3165,48.2396,128.9794,10.1,TL1,784.5
785.0,-1.97189,79.746,12.9167,12.25,6.6477,6.1765,2.3207,47.1873,126.3008,10.1,TL1,785.0
785.5,-1.94741,79.9178,12.8459,12.25,6.7195,6.2309,2.3301,47.2188,125.4817,10.1,TL1,785.5
786.0,-1.81694,80.1015,12.6183,12.25,6.7168,6.2859,2.3562,47.4889,125.0201,10.1,TL1,786.0
786.5,-1.65597,81.9,12.3906,12.25,6.5682,6.3413,2.3647,47.3653,129.46111,10.1,TL1,786.5
787.0,-1.6254,83.6985,12.2239,12.25,6.3962,6.2691,2.339,47.9207,131.55991,10.1,TL1,787.0
787.5,-1.47162,85.497,12.564,12.25,6.2,6.1615,2.3216,48.0897,131.2699,10.1,TL1,787.5
788.0,-1.48905,86.9822,12.9542,12.25,6.0099,6.0556,2.3321,47.6296,127.3804,10.1,TL1,788.0
788.5,-1.54048,86.8123,12.6137,12.25,6.1811,6.0599,2.3499,46.4571,125.6916,10.1,TL1,788.5
789.0,-1.6473,86.318,12.925,12.25,6.4049,6.2661,2.3501,45.9953,123.1502,10.1,TL1,789.0
789.5,-1.82023,85.5922,13.2858,12.25,6.6748,6.4792,2.3418,46.589,118.1982,10.1,TL1,789.5
790.0,-2.22226,84.1315,12.7705,12.25,6.8053,6.6997,2.3305,47.3744,115.8822,10.1,TL1,790.0
790.5,-2.37028,82.6708,12.5327,12.25,6.754,6.9276,2.3186,48.2524,110.0973,10.1,TL1,790.5
791.0,-2.35161,80.8949,12.8943,12.25,6.6295,6.8443,2.3021,48.1759,105.3313,10.1,TL1,791.0
791.5,-1.98554,78.7642,13.1172,12.25,6.8366,6.5854,2.2835,47.8031,111.5223,10.1,TL1,791.5
792.0,-1.36946,76.8823,13.0533,12.25,7.2482,6.3845,2.2727,47.2163,121.5661,10.1,TL1,792.0
792.5,-0.95309,76.391,12.9408,12.25,7.5908,6.8463,2.2805,45.6146,124.1041,10.1,TL1,792.5
793.0,-1.05962,75.8996,12.8211,12.25,7.8724,7.4555,2.293,44.3158,126.8213,10.1,TL1,793.0
793.5,-1.63474,75.5493,12.7853,12.25,8.5429,8.1189,2.3133,42.0094,127.7352,10.1,TL1,793.5
794.0,-2.29667,75.7722,12.7821,12.25,9.4449,8.8414,2.3561,40.1806,123.3428,10.1,TL1,794.0
794.5,-2.8317,75.995,12.7802,12.25,10.4422,9.6281,2.3836,41.8985,120.9139,10.1,TL1,794.5
795.0,-2.81882,76.2179,12.8067,12.25,10.5477,10.4848,2.4209,44.0427,119.1671,10.1,TL1,795.0
795.5,-2.80605,77.8341,12.8622,12.25,8.7022,10.1581,2.4442,45.2097,115.3657,10.1,TL1,795.5
796.0,-2.80368,79.6108,12.9268,12.25,7.8962,8.1901,2.4167,44.9397,111.4625,10.1,TL1,796.0
796.5,-2.66411,81.285,12.9756,12.25,7.2758,6.6035,2.3955,44.8142,107.2985,10.1,TL1,796.5
797.0,-2.45483,81.285,13.0177,12.25,7.112,6.3037,2.3765,46.5515,105.1102,10.1,TL1,797.0
797.5,-2.31116,81.285,12.8912,12.25,7.0053,6.1755,2.3414,47.806,105.0042,10.1,TL1,797.5
798.0,-2.29309,81.285,12.6517,12.25,7.5198,6.8119,2.3234,48.4129,105.2992,10.1,TL1,798.0
798.5,-2.35621,81.227,12.5294,12.25,8.1552,7.5671,2.3248,47.8919,112.5903,10.1,TL1,798.5
799.0,-2.46884,80.9214,13.125,12.25,8.8443,8.406,2.3263,46.8068,119.6914,10.1,TL1,799.0
799.5,-2.66037,79.6121,13.6887,12.25,9.5915,9.3379,2.3193,44.9906,126.309,10.1,TL1,799.5
800.0,-2.85179,78.3028,12.9198,12.25,10.402,9.8262,2.2874,43.5536,132.77271,10.1,TL1,800.0
800.5,-3.04332,77.3588,12.5725,12.25,11.1537,10.0074,2.2957,43.5709,133.6196,10.1,TL1,800.5
801.0,-3.19125,76.6509,12.5994,12.25,11.403,10.192,2.304,43.3501,129.85629,10.1,TL1,801.0
801.5,-3.44147,76.3777,12.6174,12.25,11.0955,10.0481,2.3107,42.6381,122.274,10.1,TL1,801.5
802.0,-3.6981,76.1963,12.6192,12.25,10.5194,9.3986,2.3054,40.0148,115.2282,10.1,TL1,802.0
802.5,-3.60393,76.015,12.613,12.25,9.6188,8.7874,2.2949,41.8686,112.5331,10.1,TL1,802.5
803.0,-3.28095,76.0474,12.6074,12.25,8.4226,8.0144,2.2906,45.3562,114.0815,10.1,TL1,803.0
803.5,-2.92608,77.1006,12.6031,12.25,7.1709,7.3095,2.2864,47.7723,117.4082,10.1,TL1,803.5
804.0,-3.11421,78.8582,12.6916,12.25,6.7744,6.6666,2.2373,48.5751,120.3641,10.1,TL1,804.0
804.5,-3.48253,81.3145,13.0,12.25,6.729,6.2248,2.2139,46.8697,125.2126,10.1,TL1,804.5
805.0,-4.10756,83.6798,13.4224,12.25,7.2003,6.5976,2.197,44.8139,128.74451,10.1,TL1,805.0
805.5,-4.59179,83.5302,14.1876,12.25,7.7047,6.9928,2.2182,43.6185,131.6761,10.1,TL1,805.5
806.0,-4.70432,82.9554,15.0448,12.25,8.2102,7.4116,2.276,43.9606,128.2818,10.1,TL1,806.0
806.5,-4.81674,82.003,15.3379,12.25,8.4719,7.8555,2.3314,44.6196,123.1086,10.1,TL1,806.5
807.0,-4.97537,81.3776,14.9908,12.25,8.3024,8.326,2.3571,45.0171,126.1315,10.1,TL1,807.0
807.5,-4.7616,81.0571,14.1301,12.25,7.6511,7.8579,2.3364,45.0492,126.5808,10.1,TL1,807.5
808.0,-4.39772,80.7365,13.1915,12.25,7.2407,7.0957,2.2752,45.1634,123.4892,10.1,TL1,808.0
808.5,-4.26155,80.9751,12.6196,12.25,6.8523,6.4075,2.2129,46.0074,121.0577,10.1,TL1,808.5
809.0,-4.15018,81.2748,12.8627,12.25,7.0303,6.4382,2.1291,47.1282,118.2444,10.1,TL1,809.0
809.5,-4.0389,81.563,14.031,12.25,7.3917,6.7379,2.0738,48.9228,113.1978,10.1,TL1,809.5
810.0,-4.08333,81.8439,15.6045,12.25,7.2268,6.7287,1.9966,50.2806,119.9159,10.1,TL1,810.0
810.5,-4.14566,82.0973,15.352,12.25,6.9333,6.4704,1.9585,49.3547,121.4579,10.1,TL1,810.5
811.0,-4.20798,82.2043,14.4675,12.25,6.8672,6.222,2.003,49.7249,121.3464,10.1,TL1,811.0
811.5,-4.48271,82.3105,14.5373,12.25,7.1701,6.4401,2.0757,49.4756,122.5075,10.1,TL1,811.5
812.0,-4.42344,82.3704,14.3162,12.25,7.5158,6.8292,2.2155,47.9545,122.9725,10.1,TL1,812.0
812.5,-5.22696,82.4303,13.7444,12.25,7.8781,7.2417,2.2023,46.824,121.1554,10.1,TL1,812.5
813.0,-5.35609,82.4902,13.1727,12.25,8.0891,7.3943,2.2079,47.4226,122.4819,10.1,TL1,813.0
813.5,-5.48522,82.4548,12.9543,12.25,7.7836,6.9769,2.2532,48.8736,122.0911,10.1,TL1,813.5
814.0,-4.89264,82.0063,13.1041,12.25,7.0622,6.5831,2.2427,50.2713,118.5119,10.1,TL1,814.0
814.5,-4.38437,81.5577,13.7559,12.25,6.5881,6.2759,2.2164,51.4363,114.6145,10.1,TL1,814.5
815.0,-4.181,81.1941,14.4917,12.25,6.3,6.0773,2.19,51.3137,108.568,10.1,TL1,815.0
815.5,-4.35923,81.4472,14.7891,12.25,6.6512,6.1135,2.1672,48.7583,109.0672,10.1,TL1,815.5
816.0,-5.01165,81.7003,14.5244,12.25,7.1094,6.3417,2.204,46.431,112.1857,10.1,TL1,816.0
816.5,-5.53048,81.9534,14.1348,12.25,7.4633,6.6091,2.2727,44.9496,113.7115,10.1,TL1,816.5
817.0,-5.82081,82.2065,13.7452,12.25,7.2927,6.8154,2.303,44.8975,109.5943,10.1,TL1,817.0
817.5,-5.77963,82.5957,13.668,12.25,7.0092,6.9902,2.3257,44.432,109.8237,10.1,TL1,817.5
818.0,-5.89416,83.2093,13.8039,12.25,7.3811,7.1334,2.3376,43.1875,112.2889,10.1,TL1,818.0
818.5,-5.87999,83.7723,13.7717,12.25,7.7883,7.3193,2.3333,43.3596,119.4414,10.1,TL1,818.5
819.0,-5.43281,83.7722,13.4445,12.25,7.949,7.4199,2.3321,45.331,124.3674,10.1,TL1,819.0
819.5,-5.09144,82.58,13.0869,12.25,7.0529,7.3342,2.3718,46.0474,124.0147,10.1,TL1,819.5
820.0,-4.80127,81.3879,12.8685,12.25,6.7657,7.1651,2.4029,45.9343,121.9689,10.1,TL1,820.0
820.5,-4.38119,80.1957,13.1918,12.25,7.3893,7.2777,2.3879,45.4399,120.1735,10.1,TL1,820.5
821.0,-4.47772,79.0035,13.3047,12.25,8.0702,7.4629,2.3787,45.1725,115.4688,10.1,TL1,821.0
821.5,-4.22815,79.8998,12.8718,12.25,8.4973,7.6318,2.3552,45.4348,114.5746,10.1,TL1,821.5
822.0,-3.87507,82.0789,12.6549,12.25,8.1201,7.4991,2.3528,46.1399,111.7156,10.1,TL1,822.0
822.5,-4.8813,83.3539,12.6593,12.25,7.3832,7.2537,2.3812,46.7576,111.0833,10.1,TL1,822.5
823.0,-4.73633,83.1576,12.7075,12.25,6.7836,6.9256,2.351,47.1573,114.6698,10.1,TL1,823.0
823.5,-4.36595,83.1475,13.2088,12.25,6.633,6.6432,2.2731,47.3003,119.0191,10.1,TL1,823.5
824.0,-4.23728,83.821,13.8587,12.25,6.8621,6.737,2.2225,47.5522,124.6271,10.1,TL1,824.0
824.5,-4.58781,84.0381,14.2522,12.25,7.2396,7.1855,2.1848,48.3356,129.866,10.1,TL1,824.5
825.0,-4.49184,83.659,14.6522,12.25,7.9046,7.6638,2.2498,46.7219,132.3941,10.1,TL1,825.0
825.5,-4.08186,83.2792,15.177,12.25,8.3464,8.0629,2.3202,43.7507,133.3909,10.1,TL1,825.5
826.0,-4.49999,82.8814,13.2149,12.25,8.6431,7.9438,2.3709,45.1401,131.172,10.1,TL1,826.0
826.5,-4.55882,82.4835,12.4382,12.25,8.4277,7.7455,2.3958,46.6951,125.5579,10.1,TL1,826.5
827.0,-4.55644,84.1488,12.4377,12.25,7.2033,7.5339,2.4093,46.8773,120.8367,10.1,TL1,827.0
827.5,-5.02987,84.7505,12.4515,12.25,6.7461,7.0702,2.4016,46.7944,120.0455,10.1,TL1,827.5
828.0,-4.9666,85.3521,12.5664,12.25,6.201,6.3061,2.3637,46.3588,118.6378,10.1,TL1,828.0
828.5,-5.00882,87.6206,12.6905,12.25,5.8518,6.0472,2.3334,45.9047,118.2816,10.1,TL1,828.5
829.0,-5.13975,88.4969,12.722,12.25,5.6583,5.724,2.3043,45.6211,119.3693,10.1,TL1,829.0
829.5,-5.03878,87.3812,12.7678,12.25,5.6746,5.6679,2.2905,46.2222,121.4546,10.1,TL1,829.5
830.0,-4.8063,85.8795,13.035,12.25,6.3771,5.9712,2.2913,45.1636,124.0046,10.1,TL1,830.0
830.5,-4.89073,84.6209,13.0669,12.25,6.8041,6.291,2.292,43.1606,123.061,10.1,TL1,830.5
831.0,-5.07556,83.9946,13.0937,12.25,6.8729,6.6279,2.2784,42.0841,118.9587,10.1,TL1,831.0
831.5,-4.87308,83.5414,12.8829,12.25,6.9424,6.7945,2.2573,41.9803,115.1461,10.1,TL1,831.5
832.0,-4.81171,83.0883,12.8894,12.25,7.0126,6.8772,2.2361,42.3714,110.4827,10.1,TL1,832.0
832.5,-4.81924,82.6352,13.4192,12.25,7.0433,6.9013,2.2299,42.7002,114.7579,10.1,TL1,832.5
833.0,-5.17487,82.3027,13.9489,12.25,6.9869,6.8907,2.2616,43.4554,114.8268,10.1,TL1,833.0
833.5,-5.48309,82.2012,14.4447,12.25,7.1171,6.9097,2.2822,43.645,113.4261,10.1,TL1,833.5
834.0,-5.17132,82.4467,14.0467,12.25,7.2497,7.0453,2.3048,43.4885,114.8479,10.1,TL1,834.0
834.5,-5.67955,83.0378,13.5631,12.25,7.3847,7.1779,2.3296,44.0974,115.5392,10.1,TL1,834.5
835.0,-5.92027,83.6289,13.0795,12.25,7.699,7.3131,2.3571,45.5444,115.7268,10.1,TL1,835.0
835.5,-6.0342,84.22,13.2885,12.25,7.7423,7.2746,2.3635,47.3814,120.7187,10.1,TL1,835.5
836.0,-5.60413,84.8112,13.7678,12.25,7.7057,7.1705,2.358,48.249,125.2309,10.1,TL1,836.0
836.5,-4.91455,85.3982,13.1507,12.25,7.6692,7.0624,2.3361,48.6492,124.0863,10.1,TL1,836.5
837.0,-5.22328,85.3521,12.6018,12.25,7.633,7.0485,2.3259,47.6254,121.548,10.1,TL1,837.0
837.5,-4.92951,85.2962,13.2067,12.25,7.5969,7.1447,2.3253,46.4501,122.3037,10.1,TL1,837.5
838.0,-5.47803,85.2403,14.1576,12.25,7.5645,7.1896,2.293,46.9064,122.0362,10.1,TL1,838.0
838.5,-5.89996,85.1844,13.5877,12.25,7.6112,7.1896,2.2173,49.8316,124.5568,10.1,TL1,838.5
839.0,-5.89979,85.1285,12.948,12.25,7.3923,7.1226,2.23,53.3272,121.5948,10.1,TL1,839.0
839.5,-5.91331,85.0725,13.2515,12.25,6.9921,6.8722,2.2638,55.244,119.726,10.1,TL1,839.5
840.0,-5.85784,85.0166,14.0648,12.25,6.5982,6.617,2.1603,53.8586,117.5275,10.1,TL1,840.0
840.5,-5.80247,84.9186,14.6951,12.25,6.843,6.3931,2.1521,49.649,114.1338,10.1,TL1,840.5
841.0,-5.74699,84.5032,14.7695,12.25,7.0536,6.2615,2.1718,48.7826,110.7925,10.1,TL1,841.0
841.5,-5.33982,83.5539,14.3919,12.25,7.1242,6.2793,2.1914,48.7159,108.3361,10.1,TL1,841.5
842.0,-4.78985,81.8058,13.8912,12.25,7.1954,6.3375,2.2111,47.679,112.6631,10.1,TL1,842.0
842.5,-4.74038,80.3871,13.3906,12.25,7.2106,6.5659,2.2307,47.9345,114.109,10.1,TL1,842.5
843.0,-4.6223,80.3445,12.89,12.25,7.0186,6.7393,2.2503,48.2258,118.9422,10.1,TL1,843.0
843.5,-4.40293,80.3019,13.682,12.25,7.0901,6.8774,2.27,49.1387,122.8309,10.1,TL1,843.5
844.0,-4.41076,80.2593,14.3444,12.25,7.4338,7.0183,2.2805,49.2361,123.3994,10.1,TL1,844.0
844.5,-4.66238,80.2167,14.6909,12.25,7.7084,7.162,2.2871,48.0103,123.7613,10.1,TL1,844.5
845.0,-5.00341,80.4089,14.1568,12.25,7.8008,7.2392,2.2966,46.6364,124.1793,10.1,TL1,845.0
845.5,-4.87334,81.4091,13.5464,12.25,7.795,7.1765,2.2989,45.286,124.9996,10.1,TL1,845.5
846.0,-4.14986,82.4093,13.3221,12.25,7.631,7.0122,2.2988,44.3294,125.5523,10.1,TL1,846.0
846.5,-3.83709,83.4095,13.1117,12.25,7.3115,6.8303,2.3003,44.621,126.7794,10.1,TL1,846.5
847.0,-3.49892,84.4098,13.8025,12.25,6.8517,6.6532,2.3179,46.1557,128.86909,10.1,TL1,847.0
847.5,-3.22394,85.41,14.5653,12.25,6.8408,6.5845,2.2966,47.1391,129.7516,10.1,TL1,847.5
848.0,-3.03547,86.4102,15.0456,12.25,6.977,6.5157,2.249,47.1871,129.25281,10.1,TL1,848.0
848.5,-3.0603,87.2816,14.7784,12.25,6.7586,6.4972,2.2123,48.5356,128.3044,10.1,TL1,848.5
849.0,-3.60022,87.4285,14.2485,12.25,6.5292,6.4786,2.2231,50.4561,127.3821,10.1,TL1,849.0
849.5,-4.14265,87.896,14.1888,12.25,6.3076,6.4602,2.2231,53.0857,128.8452,10.1,TL1,849.5
850.0,-4.05028,88.399,14.4234,12.25,6.4129,6.5055,2.2021,53.777,139.05499,10.1,TL1,850.0
850.5,-3.7514,88.9481,14.4666,12.25,6.5225,6.5787,2.181,51.7256,139.7695,10.1,TL1,850.5
851.0,-3.03283,89.655,14.4168,12.25,6.2407,6.4657,2.1611,49.5448,139.698,10.1,TL1,851.0
851.5,-2.87786,90.3618,14.7982,12.25,6.0629,6.2459,2.164,49.0951,134.5047,10.1,TL1,851.5
852.0,-2.45119,91.0687,15.0898,12.25,6.0398,6.0889,2.1723,49.9371,133.332,10.1,TL1,852.0
852.5,-2.08571,91.7756,15.0665,12.25,6.0874,6.1077,2.1794,50.779,135.2258,10.1,TL1,852.5
853.0,-1.92194,92.4731,14.743,12.25,6.1124,6.1265,2.1784,50.4126,133.9176,10.1,TL1,853.0
853.5,-1.73167,92.2515,14.3486,12.25,5.5328,5.9917,2.1745,49.3991,135.7132,10.1,TL1,853.5
854.0,-1.66549,91.5104,13.9541,12.25,5.4403,5.7361,2.1683,49.2138,137.3726,10.1,TL1,854.0
854.5,-1.29452,90.8042,13.5597,12.25,5.3215,5.4913,2.1759,50.3802,134.3342,10.1,TL1,854.5
855.0,-1.24225,90.8825,13.2085,12.25,5.203,5.2769,2.189,50.522,135.4306,10.1,TL1,855.0
855.5,-1.29947,90.9609,13.3563,12.25,5.2299,5.3137,2.1931,49.1924,137.0838,10.1,TL1,855.5
856.0,-1.4008,91.0498,13.646,12.25,5.4555,5.5497,2.1889,49.0816,139.1937,10.1,TL1,856.0
856.5,-1.38133,91.1399,13.0545,12.25,5.5949,5.6872,2.2037,49.4074,142.2506,10.1,TL1,856.5
857.0,-1.41085,91.2301,12.796,12.25,5.3856,5.4745,2.2272,50.7315,142.04939,10.1,TL1,857.0
857.5,-1.07068,91.3203,13.5594,12.25,5.1877,5.2697,2.226,50.716,142.79491,10.1,TL1,857.5
858.0,-0.58871,91.4104,13.407,12.25,5.1377,5.2038,2.2206,49.414,141.11459,10.1,TL1,858.0
858.5,-0.20683,91.5006,13.4617,12.25,5.1263,5.1914,2.2169,49.8073,135.66,10.1,TL1,858.5
859.0,-0.41406,91.7062,13.3755,12.25,5.1406,5.2052,2.2133,51.6827,134.7242,10.1,TL1,859.0
859.5,-0.79679,92.1833,13.3,12.25,5.151,5.2158,2.2137,52.362,135.5052,10.1,TL1,859.5
860.0,-1.24701,92.6999,13.7373,12.25,5.1615,5.2264,2.2211,52.0536,138.4984,10.1,TL1,860.0
860.5,-1.45674,93.2166,13.6493,12.25,5.1719,5.237,2.2229,50.2301,142.7784,10.1,TL1,860.5
861.0,-1.46547,93.7332,13.3148,12.25,5.2028,5.2896,2.2151,48.6863,147.0412,10.1,TL1,861.0
861.5,-1.519,93.1068,13.6447,12.25,5.4143,5.5047,2.2072,47.4627,146.2998,10.1,TL1,861.5
862.0,-1.59682,91.9211,13.4792,12.25,5.5517,5.6214,2.2097,47.8196,144.1929,10.1,TL1,862.0
862.5,-1.59845,91.5247,12.4995,12.25,5.5464,5.6161,2.2162,49.5889,141.4706,10.1,TL1,862.5
863.0,-1.46718,91.3505,13.052,12.25,5.3113,5.4236,2.2172,52.0718,137.6263,10.1,TL1,863.0
863.5,-1.4239,91.1763,13.5036,12.25,5.1391,5.2168,2.199,54.0547,134.70799,10.1,TL1,863.5
864.0,-1.10323,91.0022,13.3949,12.25,5.039,5.1072,2.1741,54.5028,132.64861,10.1,TL1,864.0
864.5,-1.01756,90.9412,13.195,12.25,5.0122,5.0761,2.1399,53.4242,132.011,10.1,TL1,864.5
865.0,-0.86778,91.3159,12.8513,12.25,4.9751,5.0384,2.1431,52.0919,136.323,10.1,TL1,865.0
865.5,-0.79441,91.6906,12.6486,12.25,5.0234,5.094,2.1882,50.4832,140.17709,10.1,TL1,865.5
866.0,-1.02564,92.0653,13.1586,12.25,5.0855,5.1503,2.2529,48.6692,141.748,10.1,TL1,866.0
866.5,-1.29936,92.44,12.6153,12.25,5.0893,5.1534,2.2413,47.5599,143.3179,10.1,TL1,866.5
867.0,-1.68799,92.8147,12.4492,12.25,5.0716,5.1355,2.2476,48.8848,138.1754,10.1,TL1,867.0
867.5,-1.97512,92.5877,12.694,12.25,5.054,5.1176,2.2737,49.4537,129.2466,10.1,TL1,867.5
868.0,-2.30644,92.1962,13.2295,12.25,5.0612,5.125,2.2585,49.368,120.2162,10.1,TL1,868.0
868.5,-2.26967,91.8046,13.1469,12.25,5.0125,5.0899,2.2506,48.9644,113.1527,10.1,TL1,868.5
869.0,-1.995,91.4131,12.7447,12.25,5.0647,5.132,2.2426,46.8008,107.2765,10.1,TL1,869.0
869.5,-1.95203,90.5877,12.4067,12.25,5.1455,5.2139,2.2444,44.0888,108.256,10.1,TL1,869.5
870.0,-2.03185,86.7699,12.3172,12.25,5.2276,5.2971,2.2672,42.1746,109.7513,10.1,TL1,870.0
870.5,-2.24108,83.809,12.2277,12.25,5.311,5.3816,2.3134,42.8885,112.1511,10.1,TL1,870.5
871.0,-2.74281,80.848,12.0937,12.25,5.3754,5.443,2.3547,43.5963,115.1481,10.1,TL1,871.0
871.5,-3.12863,79.6544,11.9518,12.25,5.8972,6.0766,2.422,44.092,117.0493,10.1,TL1,871.5
872.0,-3.34396,80.9775,11.8307,12.25,6.5061,6.7252,2.4611,44.0038,118.7646,10.1,TL1,872.0
872.5,-3.48889,82.3676,11.7958,12.25,7.046,6.9178,2.4323,43.7818,119.953,10.1,TL1,872.5
