DEPT,SP,GR,CALI,BITSIZE,LL8,ILM,ILD,LLD,LLS,RHOB,NPHI,DT,MUDWGT,well_name,DEPTH
3089.5,-2.40725,44.8968,20.7035,17.5,19.0325,25.952,33.9465,,,2.4061,47.7478,83.0298,9.4,LI1,3089.5
3090.0,-2.148,46.6543,20.6987,17.5,19.4219,25.695,34.3966,,,2.4414,46.4676,85.7665,9.4,LI1,3090.0
3090.5,-1.98894,50.0773,20.6923,17.5,19.6936,25.2804,34.9443,,,2.548,44.4558,86.3909,9.4,LI1,3090.5
3091.0,-1.9995,53.3557,20.6933,17.5,19.2051,25.3003,35.5006,,,2.5991,44.5711,86.1326,9.4,LI1,3091.0
3091.5,-1.65674,56.3001,20.6914,17.5,18.1781,25.8347,35.6062,,,2.5585,44.8359,85.1176,9.4,LI1,3091.5
3092.0,-1.96369,57.4093,20.6929,17.5,17.5275,25.7615,35.6522,,,2.493,44.794,81.4748,9.4,LI1,3092.0
3092.5,-2.39694,54.8303,20.6927,17.5,17.4891,25.1912,35.5464,,,2.5295,44.2474,78.2742,9.4,LI1,3092.5
3093.0,-2.34669,51.8569,20.6981,17.5,18.1706,24.3474,34.7663,,,2.5333,42.8387,77.4754,9.4,LI1,3093.0
3093.5,-1.83443,51.562,20.6974,17.5,18.4854,22.8652,33.9323,,,2.5661,42.1263,77.6377,9.4,LI1,3093.5
3094.0,-2.08418,52.314,20.6997,17.5,18.0934,21.7943,33.1184,,,2.5679,43.3166,78.9356,9.4,LI1,3094.0
3094.5,-2.46933,52.4069,20.7042,17.5,17.4637,21.1648,32.2688,,,2.4782,45.1505,80.7208,9.4,LI1,3094.5
3095.0,-2.12218,52.4163,20.6984,17.5,16.989,20.5892,31.6023,,,2.4029,47.0686,80.8891,9.4,LI1,3095.0
3095.5,-2.24003,52.6593,20.6976,17.5,16.5943,20.0787,30.9938,,,2.295,49.1864,80.7467,9.4,LI1,3095.5
3096.0,-2.67238,54.0796,20.7029,17.5,16.3479,19.8685,30.397,,,2.216,50.7454,81.29,9.4,LI1,3096.0
3096.5,-2.88762,55.1157,20.7035,17.5,16.2227,19.7413,29.9508,,,2.2239,51.0091,81.585,9.4,LI1,3096.5
3097.0,-3.21688,53.7212,20.7002,17.5,16.3608,19.8619,30.3362,,,2.3265,49.8895,79.612,9.4,LI1,3097.0
3097.5,-3.51073,50.8807,20.696,17.5,16.5143,20.8272,30.7265,,,2.3763,49.1136,81.0599,9.4,LI1,3097.5
3098.0,-3.80457,48.6265,20.6971,17.5,16.5174,21.7187,31.1218,,,2.304,49.4531,80.8588,9.4,LI1,3098.0
3098.5,-4.15042,50.1157,20.7015,17.5,16.3804,21.3854,31.5625,,,2.3215,50.1848,80.7827,9.4,LI1,3098.5
3099.0,-4.30727,50.9449,20.6968,17.5,16.3211,22.0683,32.3796,,,2.3472,50.08,86.5754,9.4,LI1,3099.0
3099.5,-4.60741,51.4304,20.6993,17.5,16.59,22.8731,32.8943,,,2.3937,50.557,91.3144,9.4,LI1,3099.5
3100.0,-4.77307,51.4572,20.6992,17.5,17.0742,23.0221,33.2142,,,2.3493,50.1227,102.6867,9.4,LI1,3100.0
3100.5,-4.32462,51.4258,20.6948,17.5,17.0325,22.2702,33.5443,,,2.391,48.649,87.3814,9.4,LI1,3100.5
3101.0,-3.35196,51.4095,20.7007,17.5,16.5512,21.8907,33.9905,,,2.4363,48.2474,81.6915,9.4,LI1,3101.0
3101.5,-2.97761,51.9362,20.6971,17.5,16.23,22.2079,33.9175,,,2.3744,48.7588,77.7301,9.4,LI1,3101.5
3102.0,-3.06686,52.0486,20.6975,17.5,16.4844,22.681,33.8077,,,2.4032,48.9928,77.7661,9.4,LI1,3102.0
3102.5,-3.18721,51.1801,20.6987,17.5,16.9751,23.0597,33.7136,,,2.399,49.2839,81.0206,9.4,LI1,3102.5
3103.0,-3.17866,50.4832,20.7011,17.5,17.0861,23.1844,33.4808,,,2.4043,49.3853,90.9021,9.4,LI1,3103.0
3103.5,-2.91901,50.5722,20.6948,17.5,17.0415,23.2348,32.6881,,,2.4387,49.2124,78.8377,9.4,LI1,3103.5
3104.0,-2.95335,52.5869,20.6986,17.5,17.2792,23.602,33.1263,,,2.4614,48.7071,79.7406,9.4,LI1,3104.0
3104.5,-3.44601,54.3534,20.6948,17.5,17.7057,25.0824,35.5388,,,2.4465,47.2048,80.9548,9.4,LI1,3104.5
3105.0,-3.84655,55.4487,20.697,17.5,18.1894,26.9976,37.3527,,,2.4405,43.4627,81.4127,9.4,LI1,3105.0
3105.5,-3.7669,55.9999,20.6929,17.5,18.6098,28.3528,39.2592,,,2.426,40.3494,80.2932,9.4,LI1,3105.5
3106.0,-3.23275,55.5731,20.6397,17.5,18.7538,28.0998,41.2629,,,2.4829,38.673,78.3055,9.4,LI1,3106.0
3106.5,-4.6204,54.1448,20.6541,17.5,18.758,29.2862,43.5928,,,2.5714,40.0896,77.8951,9.4,LI1,3106.5
3107.0,-6.45365,51.6881,20.6895,17.5,18.6365,30.2794,47.719,,,2.5634,42.1294,77.4571,9.4,LI1,3107.0
3107.5,-6.0056,50.8893,20.6906,17.5,18.2261,33.5871,53.2668,,,2.5196,43.5912,76.6104,9.4,LI1,3107.5
3108.0,-3.92204,50.5284,20.6934,17.5,17.995,36.2442,55.6371,,,2.4884,44.3169,76.0729,9.4,LI1,3108.0
3108.5,-3.58189,50.0379,20.6948,17.5,18.5993,38.7685,55.4278,,,2.505,43.4516,74.5504,9.4,LI1,3108.5
3109.0,-4.40414,49.9941,20.6962,17.5,19.3896,38.5066,55.4278,,,2.5523,42.1555,75.1089,9.4,LI1,3109.0
3109.5,-4.76519,49.9613,20.6963,17.5,19.584,37.7615,55.1481,,,2.5513,42.1506,77.9478,9.4,LI1,3109.5
3110.0,-3.88474,49.6012,20.6936,17.5,19.1663,38.1999,54.9902,,,2.4973,42.8006,79.8052,9.4,LI1,3110.0
3110.5,-3.40538,49.0687,20.6943,17.5,18.923,36.1776,52.9665,,,2.4975,42.9975,81.1225,9.4,LI1,3110.5
3111.0,-3.90724,47.7647,20.692,17.5,18.9872,33.0837,50.3288,,,2.4941,42.2152,80.4916,9.4,LI1,3111.0
3111.5,-4.41598,45.806,20.6888,17.5,19.2032,30.9859,47.6654,,,2.4891,41.9806,81.0003,9.4,LI1,3111.5
3112.0,-4.87223,43.2767,20.6891,17.5,19.4118,29.9939,44.6748,,,2.4677,43.1608,83.3206,9.4,LI1,3112.0
3112.5,-5.09388,41.4282,20.6946,17.5,19.6952,29.0337,41.8719,,,2.4116,44.5003,85.9529,9.4,LI1,3112.5
3113.0,-5.33013,42.752,20.6958,17.5,19.6348,26.6664,39.298,,,2.4176,44.7453,87.794,9.4,LI1,3113.0
3113.5,-5.66898,44.3275,20.6907,17.5,19.317,24.7573,38.1294,,,2.4389,45.1635,89.2157,9.4,LI1,3113.5
3114.0,-5.34163,44.814,20.6967,17.5,19.0364,24.7703,37.3438,,,2.4744,46.1978,91.2038,9.4,LI1,3114.0
3114.5,-4.94528,44.1872,20.7009,17.5,18.9388,25.2733,35.962,,,2.4195,46.8821,93.8039,9.4,LI1,3114.5
3115.0,-6.00743,43.4564,20.6868,17.5,19.1273,24.8029,34.8405,,,2.3831,46.5551,92.3831,9.4,LI1,3115.0
3115.5,-6.91528,43.5156,20.6906,17.5,19.1189,23.6991,34.5403,,,2.3402,45.9905,89.8168,9.4,LI1,3115.5
3116.0,-7.36542,44.7527,20.6915,17.5,18.7572,23.1675,34.4819,,,2.3785,46.6392,88.121,9.4,LI1,3116.0
3116.5,-6.87627,47.7818,20.6941,17.5,18.0646,25.1136,34.8579,,,2.2949,46.5441,87.3941,9.4,LI1,3116.5
3117.0,-4.98532,49.9989,20.696,17.5,18.1391,26.2524,34.6417,,,2.3239,45.2312,81.8252,9.4,LI1,3117.0
3117.5,-4.87936,50.9416,20.6888,17.5,18.6814,26.5795,33.1707,,,2.3543,43.6791,80.6775,9.4,LI1,3117.5
3118.0,-5.63272,49.8494,20.692,17.5,19.0039,24.0702,32.4163,,,2.4075,42.6742,81.2379,9.4,LI1,3118.0
3118.5,-5.59956,48.2984,20.6883,17.5,18.5073,22.607,32.2101,,,2.4859,42.6958,77.6461,9.4,LI1,3118.5
3119.0,-4.72711,48.0703,20.6952,17.5,17.5744,22.1702,32.1211,,,2.4999,42.6592,79.7051,9.4,LI1,3119.0
3119.5,-4.28666,49.5464,20.6969,17.5,17.5099,22.148,32.0323,,,2.4497,42.1032,81.0205,9.4,LI1,3119.5
3120.0,-4.80251,51.5116,20.6966,17.5,17.7584,22.2323,31.9437,,,2.4794,41.5741,79.767,9.4,LI1,3120.0
3120.5,-6.41426,52.5546,20.695,17.5,17.8097,22.1755,31.671,,,2.4651,42.3653,78.2142,9.4,LI1,3120.5
3121.0,-7.76661,53.0749,20.6877,17.5,17.6472,21.9331,31.2179,,,2.4774,43.7739,78.7691,9.4,LI1,3121.0
3121.5,-6.68835,54.3775,20.689,17.5,17.3488,21.5007,30.7712,,,2.4733,45.0068,79.6462,9.4,LI1,3121.5
3122.0,-5.3084,55.8185,20.684,17.5,17.2902,21.0779,30.3309,,,2.4589,45.5228,82.0396,9.4,LI1,3122.0
3122.5,-4.29365,56.2467,20.6328,17.5,17.2492,21.1051,29.8969,,,2.4652,46.0702,81.9164,9.4,LI1,3122.5
3123.0,-4.0748,54.5342,20.5248,17.5,17.0644,21.3407,29.6712,,,2.4564,44.9314,80.5725,9.4,LI1,3123.0
3123.5,-3.53625,52.2028,20.6624,17.5,16.9043,21.4912,29.8518,,,2.4274,42.5783,82.2761,9.4,LI1,3123.5
3124.0,-4.1047,50.3107,20.6818,17.5,16.8768,21.9429,30.1893,,,2.4937,41.2123,85.2802,9.4,LI1,3124.0
3124.5,-4.79515,48.2876,20.692,17.5,17.0331,22.4243,30.5974,,,2.5404,39.94,85.2845,9.4,LI1,3124.5
3125.0,-5.77459,46.5575,20.5877,17.5,17.4869,22.9098,30.8843,,,2.5084,39.6028,83.7329,9.4,LI1,3125.0
3125.5,-6.23994,46.339,20.5307,17.5,18.2014,23.4922,31.2624,,,2.5379,39.8833,85.0783,9.4,LI1,3125.5
3126.0,-6.44749,47.5395,20.4455,17.5,18.345,23.9467,31.7232,,,2.5725,40.2377,86.0664,9.4,LI1,3126.0
3126.5,-6.63285,50.1998,20.3579,17.5,18.2503,24.3322,32.1909,,,2.5393,41.4167,83.8526,9.4,LI1,3126.5
3127.0,-6.38049,51.9514,20.2671,17.5,18.2834,24.7312,32.6654,,,2.5375,42.9436,82.5166,9.4,LI1,3127.0
3127.5,-5.79364,52.3269,20.0527,17.5,18.8612,24.6428,33.0506,,,2.5152,44.1284,80.494,9.4,LI1,3127.5
3128.0,-5.61019,53.0646,20.0428,17.5,19.681,24.525,33.4473,,,2.4841,45.2412,77.4799,9.4,LI1,3128.0
3128.5,-5.89364,54.0959,19.9935,17.5,20.1274,24.9401,34.0196,,,2.5035,46.1521,78.2541,9.4,LI1,3128.5
3129.0,-3.82598,54.457,20.0058,17.5,19.9281,26.9585,34.327,,,2.4385,45.4187,80.3079,9.4,LI1,3129.0
3129.5,-2.52134,53.7991,20.0256,17.5,19.9375,29.3061,34.1841,,,2.403,43.8602,82.7725,9.4,LI1,3129.5
3130.0,-3.75498,51.9412,19.8896,17.5,20.7796,29.0614,34.4526,,,2.478,41.6664,82.6085,9.4,LI1,3130.0
3130.5,-2.74913,49.8454,19.9824,17.5,21.3707,28.8187,34.8981,,,2.5937,39.4376,81.2111,9.4,LI1,3130.5
3131.0,-0.42727,48.8612,20.1507,17.5,21.3805,28.578,35.3493,,,2.6306,39.032,80.1536,9.4,LI1,3131.0
3131.5,-0.43623,48.2595,19.8289,17.5,21.4716,29.1366,36.4814,,,2.584,39.5588,77.6108,9.4,LI1,3131.5
3132.0,-0.89958,48.4323,19.7348,17.5,22.3338,29.7116,37.7423,,,2.5598,39.5516,76.5087,9.4,LI1,3132.0
3132.5,-0.97063,49.5723,19.8291,17.5,23.0965,30.6975,38.7957,,,2.6092,39.6573,75.5151,9.4,LI1,3132.5
3133.0,-0.78028,50.4165,20.1394,17.5,23.4604,32.0918,39.1122,,,2.6073,40.3615,76.6042,9.4,LI1,3133.0
3133.5,-1.47782,49.7498,20.6268,17.5,23.9422,32.4299,40.1798,,,2.54,39.8987,76.8377,9.4,LI1,3133.5
3134.0,-1.55608,48.9078,20.6654,17.5,24.6086,32.7024,41.0888,,,2.5667,39.9449,75.8154,9.4,LI1,3134.0
3134.5,-1.17321,51.1107,20.5476,17.5,24.9788,33.239,42.7008,,,2.5857,41.8434,76.5279,9.4,LI1,3134.5
3135.0,-1.25507,52.3373,20.0431,17.5,24.8922,36.4567,44.376,,,2.5815,44.4966,76.955,9.4,LI1,3135.0
3135.5,-0.74001,52.081,19.8852,17.5,24.5811,40.2225,46.117,,,2.5264,43.8717,73.3211,9.4,LI1,3135.5
3136.0,0.08084,50.7986,19.9731,17.5,24.1427,44.3773,47.9262,,,2.5187,42.2871,73.1909,9.4,LI1,3136.0
3136.5,0.54039,49.6766,19.7779,17.5,23.7382,47.8966,48.1316,,,2.5481,40.9107,70.6951,9.4,LI1,3136.5
3137.0,0.88514,49.0378,19.5279,17.5,24.1918,44.0763,47.5123,,,2.5568,40.7563,68.7235,9.4,LI1,3137.0
3137.5,1.16899,48.8367,19.5074,17.5,25.1538,39.9619,46.9009,,,2.5758,40.7736,68.1751,9.4,LI1,3137.5
3138.0,2.13854,48.4924,19.9619,17.5,25.2574,37.2223,46.4131,,,2.6315,42.0198,69.132,9.4,LI1,3138.0
3138.5,2.53799,48.5982,20.0571,17.5,24.6969,35.4795,45.705,,,2.5644,44.1358,72.9677,9.4,LI1,3138.5
3139.0,2.76875,48.7552,20.0434,17.5,24.5017,33.4986,45.46,,,2.4337,45.0937,75.5101,9.4,LI1,3139.0
3139.5,1.86349,48.8107,19.8567,17.5,24.2578,31.1986,43.6439,,,2.4311,45.6582,74.5096,9.4,LI1,3139.5
3140.0,0.15495,48.5054,19.8336,17.5,23.4496,29.4823,40.5962,,,2.5365,46.064,73.4736,9.4,LI1,3140.0
3140.5,0.0,48.5239,19.8206,17.5,22.5421,28.1089,37.6499,,,2.4977,46.9462,72.1757,9.4,LI1,3140.5
3141.0,1.16524,49.1981,19.8292,17.5,21.8233,26.9321,34.7285,,,2.5163,47.704,72.8558,9.4,LI1,3141.0
3141.5,1.72589,49.6885,19.8338,17.5,21.1232,25.0512,32.2384,,,2.623,47.1913,73.7776,9.4,LI1,3141.5
3142.0,1.78992,49.8217,19.8423,17.5,21.0522,23.5708,31.3196,,,2.5984,47.1541,74.6363,9.4,LI1,3142.0
3142.5,1.65976,50.8743,19.8596,17.5,20.7761,22.178,30.427,,,2.5613,47.5756,76.5144,9.4,LI1,3142.5
3143.0,1.22041,52.7043,19.8609,17.5,20.5037,21.7766,30.0902,,,2.5523,50.4247,76.9448,9.4,LI1,3143.0
3143.5,0.36835,52.6441,19.8511,17.5,20.2348,22.1803,30.4104,,,2.5076,53.0578,78.1256,9.4,LI1,3143.5
3144.0,0.07139,50.2236,19.8586,17.5,20.0731,23.4162,30.7341,,,2.539,53.6749,80.4556,9.4,LI1,3144.0
3144.5,0.24343,47.0114,19.8828,17.5,20.4135,24.7211,31.0612,,,2.4972,52.8342,82.3345,9.4,LI1,3144.5
3145.0,0.43327,45.4521,19.7216,17.5,21.278,25.4901,31.3414,,,2.4891,50.3737,84.8073,9.4,LI1,3145.0
3145.5,0.37352,45.2126,19.5869,17.5,22.179,24.8686,31.394,,,2.5043,47.7389,85.6855,9.4,LI1,3145.5
3146.0,0.24326,44.6312,19.5035,17.5,22.2285,24.2103,31.7203,,,2.5346,46.472,86.0826,9.4,LI1,3146.0
3146.5,0.1129,45.5327,19.3827,17.5,21.8617,24.3694,32.3333,,,2.5684,46.6241,85.7413,9.4,LI1,3146.5
3147.0,-0.01746,49.1482,19.2697,17.5,21.4335,24.9164,32.9581,,,2.5796,48.6366,85.1601,9.4,LI1,3147.0
3147.5,0.01658,51.2442,19.2375,17.5,21.1187,24.8898,33.595,,,2.5063,50.3533,83.2977,9.4,LI1,3147.5
3148.0,-0.41898,51.5001,19.294,17.5,20.7326,25.0478,34.2442,,,2.4871,50.658,81.6556,9.4,LI1,3148.0
3148.5,0.07067,50.7884,19.4358,17.5,20.3368,25.9734,34.282,,,2.5639,50.0369,79.2118,9.4,LI1,3148.5
3149.0,-0.96199,50.8297,19.2781,17.5,20.2788,27.3777,33.9764,,,2.4785,48.9809,79.9677,9.4,LI1,3149.0
3149.5,-2.94345,51.1729,19.0395,17.5,20.6659,27.9718,33.742,,,2.4278,47.8973,80.3512,9.4,LI1,3149.5
3150.0,-3.91391,50.294,19.0858,17.5,21.0301,27.6911,33.2963,,,2.5265,46.8194,80.0778,9.4,LI1,3150.0
3150.5,-4.23017,48.7812,19.0906,17.5,21.6028,26.6658,32.8564,,,2.5557,45.3634,79.9437,9.4,LI1,3150.5
3151.0,-2.76122,48.1364,19.1864,17.5,21.5633,25.4918,32.4224,,,2.5344,44.2011,80.139,9.4,LI1,3151.0
3151.5,-1.05828,48.4271,19.6024,17.5,20.6288,24.3182,32.5466,,,2.5259,44.7622,80.0186,9.4,LI1,3151.5
3152.0,0.38946,50.1738,19.8986,17.5,19.7863,23.8807,32.8073,,,2.5371,47.3407,79.6403,9.4,LI1,3152.0
3152.5,0.3956,51.4742,19.7508,17.5,18.8846,23.8199,33.0701,,,2.5014,50.4999,78.8852,9.4,LI1,3152.5
3153.0,-0.19656,51.4114,20.039,17.5,18.2167,24.6466,33.335,,,2.4473,51.7478,78.1154,9.4,LI1,3153.0
3153.5,-0.83001,51.6114,20.6883,17.5,18.0688,25.4391,33.4795,,,2.4206,49.9409,77.6697,9.4,LI1,3153.5
3154.0,-0.45797,51.7571,20.0261,17.5,18.2668,26.3959,33.583,,,2.4513,48.051,79.5537,9.4,LI1,3154.0
3154.5,-0.08583,51.5454,19.3163,17.5,18.4124,27.229,33.6851,,,2.528,46.2004,81.4635,9.4,LI1,3154.5
3155.0,-0.34759,51.5906,19.759,17.5,18.4191,27.4181,33.7874,,,2.5131,45.335,83.412,9.4,LI1,3155.0
3155.5,-1.65285,51.8443,19.795,17.5,18.3712,27.2674,33.8901,,,2.5126,45.0756,84.2755,9.4,LI1,3155.5
3156.0,-1.3098,51.2586,19.2157,17.5,18.2698,27.1505,33.9931,,,2.4856,45.8468,84.1801,9.4,LI1,3156.0
3156.5,-0.09986,50.8529,19.0387,17.5,18.1336,26.2356,34.2561,,,2.444,46.3406,84.9189,9.4,LI1,3156.5
3157.0,0.63918,51.8477,18.9231,17.5,17.9604,24.8733,34.9448,,,2.4614,46.0366,83.7834,9.4,LI1,3157.0
3157.5,0.38253,54.2505,19.4484,17.5,17.8183,24.2711,35.418,,,2.4657,46.0226,83.2207,9.4,LI1,3157.5
3158.0,0.22906,54.342,19.0415,17.5,17.7358,25.2648,35.2709,,,2.3572,46.7668,82.8353,9.4,LI1,3158.0
3158.5,0.14391,53.0171,18.3859,17.5,17.7011,26.0139,35.0394,,,2.2751,47.9796,84.9837,9.4,LI1,3158.5
3159.0,-0.31025,52.0108,18.3693,17.5,17.8847,26.0176,34.3842,,,2.328,48.1007,84.1709,9.4,LI1,3159.0
3159.5,-0.96051,50.9558,18.4293,17.5,18.0946,25.3197,33.4466,,,2.4716,46.96,83.7517,9.4,LI1,3159.5
3160.0,-1.28607,49.9124,18.5653,17.5,18.106,24.6319,33.2456,,,2.5349,46.7826,84.1541,9.4,LI1,3160.0
3160.5,-0.87443,49.3216,18.7529,17.5,18.006,23.8866,33.4027,,,2.5595,47.2421,84.6989,9.4,LI1,3160.5
3161.0,0.20542,49.5983,18.9806,17.5,17.7907,23.43,33.5936,,,2.5254,47.4842,84.094,9.4,LI1,3161.0
3161.5,0.01346,50.1615,19.1009,17.5,17.6227,23.1523,33.8575,,,2.4985,46.5537,82.1325,9.4,LI1,3161.5
3162.0,-0.6169,50.9734,19.2197,17.5,17.5193,23.2307,33.6479,,,2.5302,45.0102,83.4533,9.4,LI1,3162.0
3162.5,-1.11655,52.1506,19.5564,17.5,17.3064,23.2468,33.243,,,2.4979,46.3397,83.9381,9.4,LI1,3162.5
3163.0,-2.42561,52.9424,19.8489,17.5,17.3462,23.0049,31.7771,,,2.4302,48.6602,84.8993,9.4,LI1,3163.0
3163.5,-4.39227,52.5532,19.6512,17.5,17.4424,21.4596,30.6345,,,2.4303,49.0056,85.2445,9.4,LI1,3163.5
3164.0,-6.49663,50.7829,19.8131,17.5,17.0938,19.7298,29.8165,,,2.4894,47.9076,85.4765,9.4,LI1,3164.0
3164.5,-6.36959,49.3451,20.0147,17.5,16.4304,18.9484,29.1233,,,2.5178,47.6271,86.6922,9.4,LI1,3164.5
3165.0,-3.60525,48.8503,19.3743,17.5,16.006,19.1763,28.4882,,,2.4765,47.856,87.6971,9.4,LI1,3165.0
3165.5,-1.92341,48.9016,19.1543,17.5,16.0457,19.4437,27.8669,,,2.4524,47.8545,88.0297,9.4,LI1,3165.5
3166.0,-2.06786,48.4679,19.1101,17.5,16.2466,19.3555,27.2592,,,2.4415,47.6669,86.1527,9.4,LI1,3166.0
3166.5,-3.16092,49.3179,19.0405,17.5,16.3498,19.453,27.0513,,,2.4297,46.7744,84.309,9.4,LI1,3166.5
3167.0,-4.61358,50.3617,19.0026,17.5,16.1982,19.1853,27.5053,,,2.4677,45.919,84.5139,9.4,LI1,3167.0
3167.5,-4.30684,51.1281,18.9976,17.5,16.0896,19.5677,27.9669,,,2.5154,45.6478,89.5791,9.4,LI1,3167.5
3168.0,-3.70719,49.6977,19.0391,17.5,16.4557,20.1633,28.4362,,,2.4674,46.4555,91.233,9.4,LI1,3168.0
3168.5,-3.67255,47.7253,19.1191,17.5,16.931,20.9185,28.9134,,,2.4441,47.0499,91.1569,9.4,LI1,3168.5
3169.0,-3.63901,46.0965,18.747,17.5,17.4622,21.2795,28.7123,,,2.4504,44.9687,89.5519,9.4,LI1,3169.0
3169.5,-3.53847,45.6068,18.5544,17.5,17.8037,20.6057,28.4849,,,2.4128,42.9804,87.9641,9.4,LI1,3169.5
3170.0,-3.48853,45.6853,18.5476,17.5,17.6609,19.5231,28.2926,,,2.4782,41.4008,84.603,9.4,LI1,3170.0
3170.5,-3.69708,45.9108,18.6748,17.5,16.8982,19.4574,28.3463,,,2.5247,42.205,84.1762,9.4,LI1,3170.5
3171.0,-4.35485,46.2776,19.0299,17.5,16.1567,19.8927,28.4001,,,2.4627,43.2721,82.3701,9.4,LI1,3171.0
3171.5,-4.32931,47.4006,19.3659,17.5,16.3184,20.7658,28.454,,,2.4196,44.3021,80.1171,9.4,LI1,3171.5
3172.0,-4.54096,48.8806,19.3294,17.5,17.0675,21.7781,28.7215,,,2.3949,44.9477,77.7073,9.4,LI1,3172.0
3172.5,-4.94752,48.8245,19.0015,17.5,17.8685,21.8546,29.0648,,,2.3964,45.549,77.9286,9.4,LI1,3172.5
3173.0,-5.35408,48.0423,18.8807,17.5,17.585,22.3275,29.4383,,,2.4347,45.0773,82.1645,9.4,LI1,3173.0
3173.5,-5.29314,48.4495,18.8768,17.5,17.1606,23.7165,30.0787,,,2.488,44.5806,86.0243,9.4,LI1,3173.5
3174.0,-5.06819,50.3146,18.7697,17.5,18.5153,25.1182,30.4561,,,2.4705,44.9668,91.1042,9.4,LI1,3174.0
3174.5,-4.84325,51.2115,18.5655,17.5,20.0411,26.3024,30.6865,,,2.5096,45.061,89.1541,9.4,LI1,3174.5
3175.0,-4.62031,50.1024,18.5243,17.5,20.8661,24.6616,30.3329,,,2.5258,44.4346,86.7745,9.4,LI1,3175.0
3175.5,-4.49357,47.0994,18.553,17.5,20.7771,22.4004,30.8977,,,2.5246,44.4725,83.6261,9.4,LI1,3175.5
3176.0,-5.12873,45.2484,18.6175,17.5,19.4052,22.5402,31.4731,,,2.4994,45.5848,80.4938,9.4,LI1,3176.0
3176.5,-6.64058,46.0707,18.8403,17.5,18.3423,24.1968,32.0592,,,2.36,46.854,78.1546,9.4,LI1,3176.5
3177.0,-8.59794,49.0639,18.9994,17.5,18.534,25.7344,32.4769,,,2.3352,47.1529,75.9886,9.4,LI1,3177.0
3177.5,-7.9448,50.4653,18.8333,17.5,19.1104,26.0657,31.8811,,,2.439,47.081,75.1058,9.4,LI1,3177.5
3178.0,-7.20186,50.3176,18.7678,17.5,19.4926,26.2382,31.3969,,,2.4998,47.2614,74.2415,9.4,LI1,3178.0
3178.5,-6.92031,49.2733,18.5982,17.5,19.7882,26.6504,31.1338,,,2.5197,47.7164,76.269,9.4,LI1,3178.5
3179.0,-6.16517,48.1728,18.4609,17.5,19.7403,27.0587,31.2461,,,2.5279,46.7518,77.5659,9.4,LI1,3179.0
3179.5,-7.32553,46.7464,18.3912,17.5,19.4781,27.945,32.2364,,,2.5322,44.9234,77.8774,9.4,LI1,3179.5
3180.0,-7.81099,45.1089,18.4093,17.5,18.9757,29.0668,33.3601,,,2.5714,43.0437,79.8549,9.4,LI1,3180.0
3180.5,-8.20395,43.2777,18.4275,17.5,19.2328,30.1372,35.9729,,,2.5921,41.3675,81.0314,9.4,LI1,3180.5
3181.0,-8.46481,42.4634,18.4088,17.5,19.1,30.1927,36.1111,,,2.5989,40.8667,80.376,9.4,LI1,3181.0
3181.5,-8.19416,42.9675,18.3982,17.5,18.994,28.8509,35.9381,,,2.6001,40.114,79.3666,9.4,LI1,3181.5
3182.0,-8.47562,46.3786,18.402,17.5,18.9606,27.3359,35.7879,,,2.6209,39.2736,78.4002,9.4,LI1,3182.0
3182.5,-8.65888,50.3694,18.7324,17.5,18.9398,26.3772,35.3192,,,2.6433,38.7579,78.1494,9.4,LI1,3182.5
3183.0,-8.48144,52.5087,18.8677,17.5,18.8515,25.2573,33.8089,,,2.6286,40.2782,78.0669,9.4,LI1,3183.0
3183.5,-8.0718,52.8476,18.6757,17.5,18.6136,23.1494,32.0944,,,2.5778,42.6495,77.0737,9.4,LI1,3183.5
3184.0,-7.87045,51.8412,18.7577,17.5,17.988,22.0919,30.9857,,,2.5276,44.7352,75.85,9.4,LI1,3184.0
3184.5,-7.74901,49.7101,18.8692,17.5,17.3706,21.3523,29.9733,,,2.4439,46.7345,72.8705,9.4,LI1,3184.5
3185.0,-7.58827,49.005,19.0276,17.5,16.7516,21.3144,30.0558,,,2.4004,47.6389,74.4488,9.4,LI1,3185.0
3185.5,-8.13353,49.3805,19.2285,17.5,16.1199,22.2627,30.4032,,,2.4114,47.3521,75.617,9.4,LI1,3185.5
3186.0,-9.00889,49.1002,19.1836,17.5,15.5707,24.0866,30.5574,,,2.3439,46.8524,76.8755,9.4,LI1,3186.0
3186.5,-9.55375,48.6618,18.7675,17.5,15.6735,27.4985,31.0239,,,2.3354,46.0367,78.9785,9.4,LI1,3186.5
3187.0,-9.9449,47.907,18.2129,17.5,17.2492,31.3209,31.268,,,2.4096,43.6855,82.1464,9.4,LI1,3187.0
3187.5,-9.72917,46.4041,18.3407,17.5,20.2385,30.6443,31.7941,,,2.4816,39.5355,87.1619,9.4,LI1,3187.5
3188.0,-9.86372,44.6887,18.5378,17.5,22.6295,29.9034,33.1299,,,2.5841,35.6342,89.6994,9.4,LI1,3188.0
3188.5,-10.39078,43.9476,18.3439,17.5,21.1921,28.9074,35.0699,,,2.6302,35.0711,88.3073,9.4,LI1,3188.5
3189.0,-11.91404,43.5815,18.4222,17.5,19.5989,28.3151,37.1236,,,2.5679,36.6497,86.2567,9.4,LI1,3189.0
3189.5,-12.69549,43.0247,18.5522,17.5,18.7533,28.9491,40.0132,,,2.5583,38.0438,73.20001,9.4,LI1,3189.5
