DEPT,SP,GR,CALI,BITSIZE,MSFL,LLD,LLS,RHOB,NPHI,DT,MUDWGT,well_name,DEPTH
1276.5,-18.30464,83.0842,15.127,12.25,7.6814,9.4757,10.2656,2.2744,44.8985,108.0021,9.5,WA2,1276.5
1277.0,-18.16155,82.9659,14.483,12.25,6.9961,9.5658,10.6067,2.2824,43.746,107.7826,9.5,WA2,1277.0
1277.5,-18.05045,83.7162,14.6793,12.25,5.7254,9.5582,10.5401,2.2901,43.0504,107.4013,9.5,WA2,1277.5
1278.0,-17.84525,83.9251,15.0377,12.25,4.9047,9.5506,10.3937,2.2789,43.8768,106.7011,9.5,WA2,1278.0
1278.5,-17.64756,83.2039,14.3202,12.25,4.1347,9.5429,10.2494,2.3124,44.8748,107.8585,9.5,WA2,1278.5
1279.0,-17.90166,82.3787,14.9247,12.25,4.3606,9.5353,10.107,2.3496,45.2792,108.6095,9.5,WA2,1279.0
1279.5,-18.42737,81.7244,16.1187,12.25,5.6663,9.4481,10.0326,2.3538,44.8849,109.1051,9.5,WA2,1279.5
1280.0,-19.50637,81.8731,16.3458,12.25,6.4383,9.3109,9.9765,2.3203,44.4563,108.912,9.5,WA2,1280.0
1280.5,-18.48737,82.4137,16.6991,12.25,5.1924,9.1758,9.9207,2.262,45.1211,107.7949,9.5,WA2,1280.5
1281.0,-18.85508,82.0459,16.3084,12.25,4.6169,9.0426,9.8884,2.2302,46.6119,108.3637,9.5,WA2,1281.0
1281.5,-19.49638,82.7907,15.827,12.25,4.6613,8.9113,9.8929,2.1898,48.23,108.8406,9.5,WA2,1281.5
1282.0,-19.81369,86.9719,15.5111,12.25,4.8069,8.9088,9.8975,2.1663,47.7136,108.8803,9.5,WA2,1282.0
1282.5,-19.82089,90.4103,15.354,12.25,4.7517,8.9129,9.9021,2.1224,47.1582,108.4842,9.5,WA2,1282.5
1283.0,-19.7189,91.047,14.7816,12.25,4.7385,8.8554,9.8962,2.1372,47.6324,108.137,9.5,WA2,1283.0
1283.5,-19.4853,91.3418,14.9195,12.25,4.8879,8.7146,9.8415,2.1537,47.1684,108.551,9.5,WA2,1283.5
1284.0,-19.25171,90.6684,15.1462,12.25,5.0725,8.576,9.787,2.1203,45.9163,109.1329,9.5,WA2,1284.0
1284.5,-19.01811,88.5688,15.3709,12.25,5.1501,8.4396,9.7329,2.1001,44.6641,109.7859,9.5,WA2,1284.5
1285.0,-18.78451,86.906,15.0056,12.25,5.3424,8.3054,9.679,2.0849,43.2815,110.181,9.5,WA2,1285.0
1285.5,-18.56162,84.5,14.9379,12.25,5.6815,8.1733,9.6255,2.0658,42.7082,110.1423,9.5,WA2,1285.5
1286.0,-18.40552,83.2232,15.0385,12.25,6.7458,8.2039,9.5463,2.0939,43.0434,110.255,9.5,WA2,1286.0
1286.5,-18.63503,82.2888,14.8996,12.25,7.5301,8.2348,9.4676,2.1411,43.7539,109.8759,9.5,WA2,1286.5
1287.0,-18.48043,80.646,14.3714,12.25,7.7798,8.3854,9.508,2.2045,45.0781,109.6358,9.5,WA2,1287.0
1287.5,-18.31443,79.5142,13.9209,12.25,8.0204,8.5764,9.5938,2.2439,45.3196,109.5315,9.5,WA2,1287.5
1288.0,-18.38744,80.1742,14.592,12.25,8.2033,8.7718,9.6805,2.2267,44.5262,108.9073,9.5,WA2,1288.0
1288.5,-18.42644,85.7845,15.0886,12.25,8.3481,8.9479,9.7679,2.2264,44.0601,108.4891,9.5,WA2,1288.5
1289.0,-18.63315,87.8035,15.5249,12.25,8.3519,8.9024,9.8561,2.2261,43.9761,108.6728,9.5,WA2,1289.0
1289.5,-18.66925,89.4469,15.0225,12.25,6.7576,8.8571,9.9465,2.2253,42.5114,108.4828,9.5,WA2,1289.5
1290.0,-18.01595,88.3894,15.0664,12.25,5.5558,8.8177,10.053,2.2327,41.2553,108.2076,9.5,WA2,1290.0
1290.5,-17.50736,86.5516,15.5515,12.25,5.8978,8.7963,10.1606,2.265,42.5639,108.0901,9.5,WA2,1290.5
1291.0,-17.21646,83.4843,15.8943,12.25,6.436,8.7869,10.2694,2.2804,43.7318,108.2337,9.5,WA2,1291.0
1291.5,-16.99617,82.8125,15.539,12.25,6.3442,8.8161,10.3794,2.2903,44.243,108.057,9.5,WA2,1291.5
1292.0,-16.15807,82.5898,15.4688,12.25,6.0777,8.844,10.4906,2.3019,45.1675,107.9469,9.5,WA2,1292.0
1292.5,-15.53438,84.2481,15.3985,12.25,6.2709,8.8282,10.5268,2.3148,46.0321,107.938,9.5,WA2,1292.5
1293.0,-15.48388,85.3443,15.3282,12.25,6.1737,8.8124,10.5338,2.3066,46.1937,107.4,9.5,WA2,1293.0
1293.5,-15.26158,86.051,15.8148,12.25,6.0791,8.8209,10.5407,2.2606,46.6134,106.4649,9.5,WA2,1293.5
1294.0,-14.69499,82.1888,16.0785,12.25,6.6143,8.8296,10.5476,2.1678,46.9668,106.5524,9.5,WA2,1294.0
1294.5,-14.38319,81.1039,16.2172,12.25,6.9184,8.8384,10.5546,2.1607,47.0822,106.3461,9.5,WA2,1294.5
1295.0,-14.3183,80.9838,16.3558,12.25,7.2063,8.9186,10.5615,2.1428,47.0918,105.7998,9.5,WA2,1295.0
1295.5,-13.797,80.8968,16.4042,12.25,8.0606,9.1612,10.5684,2.1478,46.9366,104.9816,9.5,WA2,1295.5
1296.0,-13.2757,80.9594,15.7643,12.25,8.506,9.4104,10.5754,2.1709,46.3108,104.0661,9.5,WA2,1296.0
1296.5,-12.73121,82.112,15.7204,12.25,8.5488,9.5328,10.5871,2.1905,45.5773,105.556,9.5,WA2,1296.5
1297.0,-12.10391,83.8809,16.0633,12.25,8.4973,9.6346,10.6368,2.2198,47.6956,105.7037,9.5,WA2,1297.0
1297.5,-12.18082,85.5166,15.9192,12.25,8.3878,9.7374,10.6869,2.2521,50.1956,105.6942,9.5,WA2,1297.5
1298.0,-11.98092,86.2343,15.3561,12.25,7.6185,9.8413,10.7371,2.2698,52.2644,105.3,9.5,WA2,1298.0
1298.5,-11.34693,85.9641,15.4889,12.25,7.0195,9.949,10.7876,2.2232,53.3744,102.1679,9.5,WA2,1298.5
1299.0,-11.62243,84.1279,15.4276,12.25,6.6935,10.116,10.8838,2.1956,52.618,103.2014,9.5,WA2,1299.0
1299.5,-11.80863,82.0751,14.8389,12.25,6.5367,10.0034,10.9867,2.198,53.1708,104.0454,9.5,WA2,1299.5
1300.0,-11.94994,82.099,15.1,12.25,6.8682,9.8921,11.0906,2.2004,53.9697,104.1745,9.5,WA2,1300.0
1300.5,-12.14864,82.0726,15.5258,12.25,7.6935,9.7821,11.1955,2.2041,54.443,104.3036,9.5,WA2,1300.5
1301.0,-12.38445,81.8359,15.9516,12.25,8.238,9.6732,11.1811,2.2127,54.2784,104.5169,9.5,WA2,1301.0
1301.5,-12.26295,82.2332,15.9862,12.25,8.5884,9.7567,11.1638,2.2248,54.0757,106.7934,9.5,WA2,1301.5
1302.0,-12.07596,82.4441,15.9989,12.25,8.5884,9.8509,11.1466,2.2363,51.7418,105.1342,9.5,WA2,1302.0
1302.5,-11.78656,82.7895,16.7741,12.25,8.3409,9.9461,11.1294,2.246,49.5348,103.4751,9.5,WA2,1302.5
1303.0,-11.48486,83.415,17.0548,12.25,7.7191,10.0534,11.1122,2.2517,47.8887,103.2487,9.5,WA2,1303.0
1303.5,-11.39487,84.1457,16.9844,12.25,6.6007,10.1633,11.0798,2.2649,47.4809,103.8452,9.5,WA2,1303.5
1304.0,-11.05377,83.426,17.1061,12.25,5.1575,10.2745,11.0309,2.2507,47.3101,104.4558,9.5,WA2,1304.0
1304.5,-10.60348,82.3343,17.2397,12.25,3.8402,10.33,10.9822,2.1109,46.8011,105.1918,9.5,WA2,1304.5
1305.0,-10.41578,84.1706,17.3732,12.25,3.8708,10.33,10.9337,2.0526,47.1216,105.0932,9.5,WA2,1305.0
1305.5,-10.27018,85.2878,16.031,12.25,4.8907,10.3083,10.8854,2.0354,48.631,105.1262,9.5,WA2,1305.5
1306.0,-10.01589,86.0372,15.4543,12.25,6.4025,10.2214,10.8374,2.067,50.2757,105.0666,9.5,WA2,1306.0
1306.5,-9.78139,85.1164,15.3999,12.25,8.7106,10.1353,10.7973,2.0885,50.8138,104.342,9.5,WA2,1306.5
1307.0,-9.4015,84.3847,15.9182,12.25,9.2214,10.0499,10.8464,2.0994,49.5939,104.2816,9.5,WA2,1307.0
1307.5,-9.0724,84.4462,16.4366,12.25,9.3787,9.9652,10.8958,2.1326,48.8796,104.3262,9.5,WA2,1307.5
1308.0,-9.82241,84.0963,16.54,12.25,9.4394,9.8848,10.9453,2.171,48.7741,104.6519,9.5,WA2,1308.0
1308.5,-9.68801,82.9989,15.0515,12.25,8.5065,9.8054,10.8666,2.1502,48.0912,105.1438,9.5,WA2,1308.5
1309.0,-9.65131,80.9537,14.7026,12.25,7.1781,9.7572,10.7834,2.099,47.9119,105.6049,9.5,WA2,1309.0
1309.5,-9.80092,79.5744,14.7074,12.25,6.413,9.8171,10.7008,2.0886,49.1708,106.2568,9.5,WA2,1309.5
1310.0,-9.74152,77.9493,14.8677,12.25,7.3043,9.8658,10.6189,2.0978,49.8116,105.9711,9.5,WA2,1310.0
1310.5,-9.67433,79.1761,14.9447,12.25,9.3366,9.9647,10.6892,2.105,49.6489,104.9768,9.5,WA2,1310.5
1311.0,-9.79323,80.3558,14.7174,12.25,9.5258,10.0647,10.8909,2.1386,49.206,104.495,9.5,WA2,1311.0
1311.5,-10.34624,82.3165,14.0968,12.25,9.7187,10.1657,11.0964,2.1544,50.1347,104.8312,9.5,WA2,1311.5
1312.0,-10.86424,86.9963,14.017,12.25,9.3961,10.2289,11.0092,2.1282,51.0499,105.6073,9.5,WA2,1312.0
1312.5,-11.20874,88.9898,13.9371,12.25,9.1872,10.1982,10.9127,2.044,51.3,106.2498,9.5,WA2,1312.5
1313.0,-11.56335,86.1274,13.8149,12.25,9.4746,10.1676,10.9518,1.9712,48.7056,105.6833,9.5,WA2,1313.0
1313.5,-11.70295,83.265,13.1122,12.25,9.7709,10.3818,11.1497,1.9417,46.95,104.7448,9.5,WA2,1313.5
1314.0,-11.81536,84.1756,12.9182,12.25,10.0509,10.6428,11.2357,1.9965,45.1004,103.2011,9.5,WA2,1314.0
1314.5,-11.69786,85.6526,13.3199,12.25,10.2636,10.9104,11.5075,2.1323,42.729,101.9688,9.5,WA2,1314.5
1315.0,-11.55946,86.5859,14.1169,12.25,10.4808,11.1847,11.7859,2.1927,40.5869,103.367,9.5,WA2,1315.0
1315.5,-11.42107,87.1925,14.3511,12.25,10.6772,11.4149,12.0175,2.2209,40.2027,102.5881,9.5,WA2,1315.5
1316.0,-11.29037,88.1447,13.3898,12.25,10.7721,11.5238,12.1262,2.2408,39.6194,101.7728,9.5,WA2,1316.0
1316.5,-11.13418,87.3085,12.7539,12.25,10.8273,11.6338,12.2143,2.2637,39.4058,100.215,9.5,WA2,1316.5
1317.0,-10.93858,86.1575,13.1313,12.25,10.7833,11.7447,12.1047,2.277,40.4008,101.4364,9.5,WA2,1317.0
1317.5,-10.89089,81.8038,13.6635,12.25,10.7396,11.6818,11.9962,2.2872,41.4599,101.8698,9.5,WA2,1317.5
1318.0,-11.22939,79.5509,14.368,12.25,9.3143,11.3998,11.8505,2.3484,42.6724,102.6528,9.5,WA2,1318.0
1318.5,-11.63489,78.6689,15.0221,12.25,7.8823,11.1246,11.7023,2.3305,43.7415,103.7068,9.5,WA2,1318.5
1319.0,-11.5935,80.3577,15.602,12.25,7.3818,10.856,11.556,2.3002,44.3934,102.6593,9.5,WA2,1319.0
1319.5,-11.4612,82.0184,15.4836,12.25,7.6363,10.6033,11.4116,2.2054,45.0426,101.9812,9.5,WA2,1319.5
1320.0,-11.50161,82.054,15.2101,12.25,8.129,10.3565,11.2655,2.102,44.5514,103.8371,9.5,WA2,1320.0
1320.5,-11.37011,82.3002,15.939,12.25,8.0136,10.1281,11.1055,2.0751,45.1672,104.1794,9.5,WA2,1320.5
1321.0,-10.93561,83.2319,15.9078,12.25,7.5193,10.1712,10.9477,2.0667,46.302,103.5724,9.5,WA2,1321.0
1321.5,-10.59242,86.6996,15.8746,12.25,6.8638,10.2146,10.7922,2.043,47.3652,103.3484,9.5,WA2,1321.5
1322.0,-10.33872,89.3732,15.7633,12.25,5.6634,10.2581,10.6427,2.0212,47.5448,103.3815,9.5,WA2,1322.0
1322.5,-10.79153,87.9749,15.7007,12.25,4.4105,10.2093,10.7026,2.0333,47.1907,102.9932,9.5,WA2,1322.5
1323.0,-11.18113,86.3629,15.7255,12.25,5.0457,10.1005,10.7627,2.0235,45.9047,102.4558,9.5,WA2,1323.0
1323.5,-11.34864,85.2281,15.6939,12.25,8.2561,10.2404,10.9954,1.9975,45.8428,101.8327,9.5,WA2,1323.5
1324.0,-11.42364,82.6222,15.6283,12.25,8.7004,10.5889,11.4171,2.0457,46.2507,100.5385,9.5,WA2,1324.0
1324.5,-11.39424,80.2488,14.5715,12.25,8.9024,10.8489,11.6178,2.0972,46.6586,100.1794,9.5,WA2,1324.5
1325.0,-11.47805,78.9017,14.2533,12.25,8.5692,10.8259,11.6178,2.1556,45.9191,100.6603,9.5,WA2,1325.0
1325.5,-11.50235,76.4505,14.649,12.25,8.3429,10.7635,11.6178,2.1279,44.8244,102.1179,9.5,WA2,1325.5
1326.0,-11.51316,75.3994,15.2224,12.25,7.5233,10.6679,11.4886,2.0937,44.6828,103.7609,9.5,WA2,1326.0
1326.5,-11.49836,75.1344,16.031,12.25,8.7738,10.6193,11.3224,2.1055,44.8352,102.4769,9.5,WA2,1326.5
1327.0,-11.43256,75.5449,16.0843,12.25,9.148,10.6193,11.2087,2.1224,44.9593,102.2213,9.5,WA2,1327.0
1327.5,-11.40977,76.3675,15.9499,12.25,9.1314,10.7757,11.253,2.1394,45.5541,101.3631,9.5,WA2,1327.5
1328.0,-11.43337,77.7168,15.805,12.25,8.5478,11.0081,11.2975,2.1573,46.8123,101.4889,9.5,WA2,1328.0
1328.5,-11.52038,79.3151,15.9117,12.25,7.7461,10.9689,11.3422,2.1645,47.9165,102.5178,9.5,WA2,1328.5
1329.0,-11.65108,77.6231,15.9951,12.25,7.2363,10.7576,11.3323,2.1515,47.7215,103.2988,9.5,WA2,1329.0
1329.5,-11.91819,76.945,15.7164,12.25,6.7264,10.6461,11.294,2.1437,46.8462,104.0554,9.5,WA2,1329.5
1330.0,-12.16829,78.5594,15.8729,12.25,6.1642,10.5357,11.2557,2.1499,46.4033,104.4171,9.5,WA2,1330.0
1330.5,-12.26269,80.8391,15.9836,12.25,5.5156,10.4264,11.2176,2.1635,46.7683,103.2456,9.5,WA2,1330.5
1331.0,-12.3287,83.5905,15.9876,12.25,4.9312,10.3268,11.1796,2.1682,47.2242,102.4128,9.5,WA2,1331.0
1331.5,-12.3975,84.6762,16.0431,12.25,5.3251,10.2423,11.2138,2.1634,47.4243,102.4333,9.5,WA2,1331.5
1332.0,-12.45621,85.2426,16.1161,12.25,6.0813,10.1584,11.2534,2.1381,47.3753,102.9994,9.5,WA2,1332.0
1332.5,-12.69741,85.2588,16.2114,12.25,7.5917,10.0763,11.2932,2.085,47.0383,101.9498,9.5,WA2,1332.5
1333.0,-13.36352,84.885,16.3067,12.25,8.0926,10.2646,11.3331,2.0477,45.1325,100.9003,9.5,WA2,1333.0
1333.5,-14.27062,84.2349,15.7772,12.25,7.0011,10.2524,11.3731,2.0103,44.9659,100.7314,9.5,WA2,1333.5
1334.0,-15.24752,83.5442,15.2119,12.25,4.7532,10.2403,11.3888,2.0317,44.6761,101.1597,9.5,WA2,1334.0
1334.5,-16.19633,82.8535,15.2598,12.25,3.5056,10.1909,11.3664,2.0566,46.0807,101.5297,9.5,WA2,1334.5
1335.0,-16.36673,81.2787,16.4422,12.25,2.5575,10.1368,11.3441,2.0856,47.594,101.7762,9.5,WA2,1335.0
1335.5,-16.95764,78.7011,16.8953,12.25,2.2599,10.1525,11.4594,2.1192,47.9661,102.323,9.5,WA2,1335.5
1336.0,-17.70294,77.9556,16.353,12.25,2.6858,10.5234,11.6144,2.1484,47.4097,102.5314,9.5,WA2,1336.0
1336.5,-18.82454,77.9117,17.0204,12.25,3.9754,10.9078,11.7715,2.1868,46.5596,99.9937,9.5,WA2,1336.5
1337.0,-19.40425,78.3969,16.7514,12.25,4.0473,11.2267,11.8952,2.1861,46.0187,99.2043,9.5,WA2,1337.0
1337.5,-19.44765,79.9192,16.3568,12.25,3.1726,11.2476,11.8764,2.1821,45.4436,99.485,9.5,WA2,1337.5
1338.0,-19.37706,81.4492,15.8069,12.25,3.1086,11.1321,11.6618,2.1739,44.6565,100.2925,9.5,WA2,1338.0
1338.5,-19.21966,80.8236,15.6402,12.25,3.2089,10.5881,11.1764,2.1685,44.8324,102.8906,9.5,WA2,1338.5
1339.0,-19.24327,80.4107,16.1126,12.25,3.5812,10.1616,10.7112,2.1531,44.7839,104.4223,9.5,WA2,1339.0
1339.5,-19.04227,80.5067,16.1897,12.25,3.23,9.7869,10.417,2.0832,44.8613,102.5914,9.5,WA2,1339.5
1340.0,-18.83097,80.8495,16.2621,12.25,2.8796,9.7824,10.2987,2.1194,44.8217,102.7788,9.5,WA2,1340.0
1340.5,-18.69338,80.6588,16.2207,12.25,2.6481,9.7779,10.4335,2.2214,44.8991,103.8892,9.5,WA2,1340.5
1341.0,-18.90378,78.9544,16.1427,12.25,2.9975,9.7734,10.5763,2.2105,45.5193,104.3188,9.5,WA2,1341.0
1341.5,-19.27429,78.7348,16.0553,12.25,3.6989,9.7689,10.855,2.1826,46.5379,102.9541,9.5,WA2,1341.5
1342.0,-19.53509,79.0798,16.0276,12.25,4.3991,9.7711,11.1133,2.2208,47.929,101.501,9.5,WA2,1342.0
1342.5,-19.69219,79.3125,16.2015,12.25,4.7803,9.8366,11.0748,2.2172,48.5643,101.8826,9.5,WA2,1342.5
1343.0,-19.8493,78.7702,15.8344,12.25,4.7303,9.9451,11.0365,2.1881,47.3895,102.3867,9.5,WA2,1343.0
1343.5,-20.2256,78.3091,15.1401,12.25,4.8014,10.1075,11.0471,2.1608,46.566,102.6011,9.5,WA2,1343.5
1344.0,-20.69371,78.4461,15.8399,12.25,5.3335,10.2725,11.0861,2.1466,46.233,101.961,9.5,WA2,1344.0
1344.5,-21.04951,79.2723,15.6673,12.25,5.5802,10.3619,11.1253,2.141,47.3536,101.1579,9.5,WA2,1344.5
1345.0,-21.38962,81.3727,15.4948,12.25,5.1514,10.567,11.182,2.137,48.5949,100.9404,9.5,WA2,1345.0
1345.5,-20.79032,82.7189,16.1928,12.25,4.7265,10.8085,11.2815,2.118,48.1861,101.248,9.5,WA2,1345.5
1346.0,-20.04792,83.5505,16.8994,12.25,4.2682,10.6043,11.2886,2.0881,47.6406,102.2393,9.5,WA2,1346.0
1346.5,-19.44563,82.7897,16.7785,12.25,3.8514,10.246,11.0458,2.0387,47.6279,103.4958,9.5,WA2,1346.5
1347.0,-19.42993,80.1658,16.1342,12.25,4.2423,9.9951,10.8083,2.0315,48.3743,104.7233,9.5,WA2,1347.0
1347.5,-19.24584,79.5596,15.759,12.25,5.2114,9.8656,10.5759,2.0741,48.8655,105.1603,9.5,WA2,1347.5
1348.0,-18.97584,80.2187,16.2259,12.25,6.1043,9.8368,10.5902,2.1205,49.0062,105.4281,9.5,WA2,1348.0
1348.5,-18.72775,81.2565,15.9023,12.25,5.9112,9.7981,10.6165,2.1085,47.8797,105.6972,9.5,WA2,1348.5
1349.0,-18.56135,81.2874,15.441,12.25,5.0293,9.8762,10.6429,2.0807,46.0976,105.7232,9.5,WA2,1349.0
1349.5,-18.40645,80.6927,15.2944,12.25,4.4479,9.7892,10.6693,2.0628,46.1956,105.8083,9.5,WA2,1349.5
1350.0,-18.16916,81.5982,14.9717,12.25,3.7378,9.6318,10.6996,2.0707,46.6958,105.5527,9.5,WA2,1350.0
1350.5,-17.88696,81.8913,14.6502,12.25,3.3258,9.8937,10.7312,2.0663,46.9016,105.2771,9.5,WA2,1350.5
1351.0,-17.60476,81.3147,14.3705,12.25,3.0793,9.9925,10.7629,2.0634,47.5073,105.0105,9.5,WA2,1351.0
1351.5,-17.29887,80.3114,14.0908,12.25,2.7936,9.9281,10.7358,2.0713,48.4582,104.9562,9.5,WA2,1351.5
1352.0,-16.98778,80.7776,15.0173,12.25,2.4301,9.8563,10.6896,2.0792,49.134,105.2857,9.5,WA2,1352.0
1352.5,-16.72198,82.8903,14.966,12.25,2.2391,9.7903,10.6435,2.0871,48.4343,105.8389,9.5,WA2,1352.5
1353.0,-16.46518,85.2927,14.9464,12.25,2.5412,9.6911,10.5976,2.095,46.3345,106.1547,9.5,WA2,1353.0
1353.5,-15.78869,88.0053,15.0132,12.25,3.1322,9.7039,10.5519,2.1029,45.3771,106.4195,9.5,WA2,1353.5
1354.0,-15.77129,88.9912,15.2197,12.25,3.5379,9.7418,10.5064,2.1768,46.2444,106.3132,9.5,WA2,1354.0
1354.5,-16.5523,88.5236,15.4262,12.25,2.9629,9.881,10.4612,2.2739,48.0851,106.0088,9.5,WA2,1354.5
1355.0,-17.638,86.8712,14.8711,12.25,2.218,9.8798,10.4729,2.3116,49.3588,105.6596,9.5,WA2,1355.0
1355.5,-18.2174,87.082,14.6194,12.25,1.8081,9.87,10.5326,2.3236,50.1529,105.6817,9.5,WA2,1355.5
1356.0,-18.79671,88.1807,14.7656,12.25,1.4909,9.7116,10.5927,2.3073,50.3331,105.8373,9.5,WA2,1356.0
1356.5,-19.21731,88.8255,13.9818,12.25,1.5131,9.568,10.6531,2.2678,50.1864,105.7454,9.5,WA2,1356.5
1357.0,-19.26622,89.0765,14.4129,12.25,1.6891,9.4206,10.7138,2.216,49.6495,105.4831,9.5,WA2,1357.0
1357.5,-19.31502,88.5069,13.965,12.25,1.8516,9.2747,10.7657,2.1968,49.2229,105.3646,9.5,WA2,1357.5
1358.0,-19.33972,86.7601,14.8792,12.25,1.8856,9.2185,10.6914,2.2162,48.968,105.3344,9.5,WA2,1358.0
1358.5,-19.52453,84.6751,15.2866,12.25,1.9497,9.2826,10.6175,2.2121,49.4994,105.624,9.5,WA2,1358.5
1359.0,-19.20293,81.7779,15.239,12.25,2.1477,9.3472,10.5442,2.2086,50.3761,106.0236,9.5,WA2,1359.0
1359.5,-19.18414,82.3951,15.5259,12.25,2.5007,9.4402,10.4217,2.2057,50.9386,106.0362,9.5,WA2,1359.5
1360.0,-19.96204,83.1084,15.7382,12.25,2.2494,9.5418,10.2246,2.1935,51.4158,105.897,9.5,WA2,1360.0
1360.5,-21.02045,83.8324,15.5399,12.25,1.7667,9.5083,10.0312,2.1763,51.9141,105.8752,9.5,WA2,1360.5
1361.0,-22.10495,84.759,15.4055,12.25,1.3779,9.3736,9.8415,2.1438,52.4417,105.8714,9.5,WA2,1361.0
1361.5,-23.30845,85.0688,15.3434,12.25,1.1911,9.1507,9.7377,2.1082,52.4165,105.8042,9.5,WA2,1361.5
1362.0,-23.64496,85.2333,15.5263,12.25,1.2093,9.0178,9.8232,2.0343,49.251,105.7564,9.5,WA2,1362.0
1362.5,-23.66306,85.3332,15.3131,12.25,1.9115,9.0524,9.9095,2.031,47.3502,105.4936,9.5,WA2,1362.5
1363.0,-23.81947,85.6563,15.085,12.25,3.473,9.1186,9.9966,2.1097,45.6206,105.4753,9.5,WA2,1363.0
1363.5,-24.73717,85.6201,14.0848,12.25,5.0453,9.1852,10.1148,2.1948,44.1657,105.653,9.5,WA2,1363.5
1364.0,-24.49407,85.0237,14.467,12.25,5.72,9.3327,10.2601,2.2646,43.5832,105.7548,9.5,WA2,1364.0
1364.5,-24.06838,84.7432,14.752,12.25,5.2461,9.4858,10.4075,2.2317,45.007,105.7406,9.5,WA2,1364.5
1365.0,-23.97558,84.6878,14.7632,12.25,5.701,9.7146,10.5571,2.2704,46.5226,105.6845,9.5,WA2,1365.0
1365.5,-24.08369,84.5816,15.0194,12.25,6.4179,9.7298,10.557,2.3122,48.4355,104.9442,9.5,WA2,1365.5
1366.0,-24.47929,83.5439,15.4115,12.25,5.7897,9.6273,10.4943,2.3409,49.4904,105.9168,9.5,WA2,1366.0
1366.5,-24.9589,83.7031,15.2112,12.25,4.716,9.5258,10.4319,2.3197,49.2496,105.8229,9.5,WA2,1366.5
1367.0,-25.3757,84.3461,14.239,12.25,3.5782,9.5394,10.3699,2.3115,48.6025,105.7289,9.5,WA2,1367.0
1367.5,-25.37151,85.4773,13.4381,12.25,4.1442,9.7533,10.7355,2.2946,47.6317,105.0097,9.5,WA2,1367.5
1368.0,-25.56731,86.5952,13.2721,12.25,6.4274,9.6554,11.1628,2.3173,46.9823,103.2669,9.5,WA2,1368.0
1368.5,-25.75141,87.713,13.2396,12.25,8.5273,9.5606,11.5249,2.2992,46.4947,101.9109,9.5,WA2,1368.5
1369.0,-25.71532,87.936,13.2473,12.25,8.2287,9.6841,11.7502,2.3035,46.6452,101.7407,9.5,WA2,1369.0
1369.5,-25.72592,86.9866,13.2828,12.25,7.7446,9.7802,11.8053,2.2996,46.9587,101.82,9.5,WA2,1369.5
1370.0,-25.80543,84.6713,13.5041,12.25,5.6878,9.8771,11.4832,2.276,47.7108,102.9797,9.5,WA2,1370.0
1370.5,-25.88483,81.9444,13.1273,12.25,7.0807,9.9991,11.327,2.2887,48.463,104.4831,9.5,WA2,1370.5
1371.0,-25.96433,80.959,13.9657,12.25,10.4554,10.135,11.2489,2.2946,48.6497,104.4462,9.5,WA2,1371.0
1371.5,-26.03354,82.7571,14.4609,12.25,10.2916,10.1101,11.1714,2.2947,48.6835,104.2515,9.5,WA2,1371.5
1372.0,-26.09944,83.7974,14.0556,12.25,7.0523,10.0852,11.1011,2.2801,50.3036,103.6309,9.5,WA2,1372.0
1372.5,-26.16535,84.5904,14.5736,12.25,5.7505,10.0743,11.0412,2.2555,50.8197,104.6073,9.5,WA2,1372.5
1373.0,-26.07965,84.0209,14.9243,12.25,6.1598,10.0743,10.9818,2.2311,49.4271,105.6507,9.5,WA2,1373.0
1373.5,-26.17606,83.1786,14.8706,12.25,7.2125,10.0743,10.8808,2.2195,48.834,106.4945,9.5,WA2,1373.5
1374.0,-25.99276,82.6512,14.8587,12.25,7.3551,9.9624,10.7685,2.2157,49.4678,106.0935,9.5,WA2,1374.0
1374.5,-25.64426,82.4164,14.8467,12.25,6.1099,9.8718,10.6574,2.2251,50.1017,105.1122,9.5,WA2,1374.5
1375.0,-25.22857,82.1591,14.1872,12.25,5.7603,9.787,10.5474,2.2284,51.2018,105.1417,9.5,WA2,1375.0
1375.5,-25.00817,81.8252,13.5249,12.25,5.3895,9.7005,10.5278,2.2253,52.0827,105.3438,9.5,WA2,1375.5
1376.0,-24.82378,81.0051,14.0693,12.25,5.8646,9.7271,10.5515,2.1812,51.5801,105.5478,9.5,WA2,1376.0
1376.5,-24.93648,81.6222,14.698,12.25,6.0673,9.7112,10.5753,2.0702,51.4791,105.3098,9.5,WA2,1376.5
1377.0,-25.10938,82.8145,14.9062,12.25,6.2301,9.8727,10.5992,2.0341,51.7655,105.0363,9.5,WA2,1377.0
1377.5,-25.09279,83.5288,14.993,12.25,6.2696,10.0648,10.5802,2.0886,51.5986,104.6519,9.5,WA2,1377.5
1378.0,-25.04139,84.3331,15.6287,12.25,5.623,9.9822,10.5566,2.143,51.0214,104.5739,9.5,WA2,1378.0
1378.5,-25.1393,85.6453,15.785,12.25,4.7979,9.963,10.5133,2.1881,49.583,105.0064,9.5,WA2,1378.5
1379.0,-25.3693,87.1061,16.3805,12.25,4.3813,9.795,10.4357,2.1555,48.4018,105.4975,9.5,WA2,1379.0
1379.5,-25.4372,88.9595,16.9531,12.25,4.2923,9.6108,10.3608,2.0937,47.886,105.438,9.5,WA2,1379.5
