DEPT,SP,GR,CALI,LL8,ILM,ILD,LLD,LLS,RHOB,NPHI,DT,well_name,DEPTH
123.5,-36.1029,70.2177,15.0859,15.9872,4.0798,7.609,,,,,,SB17,123.5
124.0,-35.46175,72.3278,14.5941,16.0216,4.0332,7.648,,,,,,SB17,124.0
124.5,-35.09131,75.5112,14.113,15.9038,3.9912,7.6997,,,,,,SB17,124.5
125.0,-35.62007,76.9577,14.1533,16.0779,4.043,7.7518,,,,,,SB17,125.0
125.5,-37.03822,77.5748,14.2052,17.1754,4.1265,7.8043,,,,,,SB17,125.5
126.0,-38.27438,77.1776,14.195,17.9761,4.2116,7.8571,,,,,,SB17,126.0
126.5,-39.63013,75.8602,14.3182,18.3908,4.2986,7.9103,,,,,,SB17,126.5
127.0,-39.89219,74.3366,14.4302,18.6058,4.3575,7.9846,,,,,,SB17,127.0
127.5,-39.74174,74.01,14.6372,18.7357,4.3788,8.0018,,,,,,SB17,127.5
128.0,-39.4354,74.4484,14.9347,18.6433,4.3972,8.153,,,,,,SB17,128.0
128.5,-39.26636,76.3083,15.2168,18.7504,4.4114,8.3718,,,,,,SB17,128.5
129.0,-39.35821,78.1572,15.1639,19.3896,4.4276,8.5964,,,,,,SB17,129.0
129.5,-39.44606,79.4938,14.9781,20.0321,4.473,8.8597,,,,,,SB17,129.5
130.0,-40.12362,79.3064,15.0104,20.7076,4.5783,9.1916,,,,,,SB17,130.0
130.5,-41.29308,76.0689,14.803,21.5687,4.7099,9.531,,,,,,SB17,130.5
131.0,-42.08553,74.1119,15.4613,23.3885,4.8541,10.1396,,,,,,SB17,131.0
131.5,-42.02759,74.1224,15.4584,25.9528,5.0134,10.7674,,,,,,SB17,131.5
132.0,-41.10764,74.8734,15.1309,28.0761,5.178,11.434,,,,,,SB17,132.0
132.5,-41.2318,75.888,14.6272,29.7472,5.348,12.1419,,,,,,SB17,132.5
133.0,-42.08466,76.3284,14.442,30.6475,5.5235,13.3427,,,,,,SB17,133.0
133.5,-42.84941,75.6245,14.5663,30.8181,5.7765,14.7774,,,,,,SB17,133.5
134.0,-43.19437,74.5605,14.6906,31.8289,6.0598,16.1587,,,,,,SB17,134.0
134.5,-42.81842,73.9873,14.8715,33.5683,6.3564,16.9916,,,,,,SB17,134.5
135.0,-42.80347,73.6628,15.3225,34.1469,6.5778,17.175,,,,,,SB17,135.0
135.5,-42.81363,73.2516,16.373,34.1967,6.5688,17.3603,,,,,,SB17,135.5
136.0,-42.54609,72.579,16.9949,34.1676,6.5597,17.5476,,,,,,SB17,136.0
136.5,-42.63725,72.3679,16.9856,34.0279,6.5507,17.943,,,,,,SB17,136.5
137.0,-43.941,73.6349,16.9762,33.3215,6.6202,18.4952,,,,,,SB17,137.0
137.5,-45.69476,74.8657,16.9669,31.9892,6.897,19.0643,,,,,,SB17,137.5
138.0,-45.53661,75.8267,16.1923,30.0365,7.2681,17.9391,,,,,,SB17,138.0
138.5,-44.27587,76.0122,16.182,29.17,7.4991,16.5443,,,,,,SB17,138.5
139.0,-43.45392,76.3367,16.742,29.0241,7.1969,14.2405,,,,,,SB17,139.0
139.5,-43.33838,77.6889,16.2571,27.6197,6.6724,12.7608,,,,,,SB17,139.5
140.0,-44.21013,79.0284,15.0799,24.8407,6.2203,11.7455,,,,,,SB17,140.0
140.5,-45.06759,80.1345,13.8966,21.9215,5.9534,11.3637,,,,,,SB17,140.5
141.0,-45.39375,80.7198,13.6374,20.4027,5.6518,10.4704,,,,,,SB17,141.0
141.5,-44.0079,79.9596,13.6208,19.1313,5.4443,9.5852,,,,,,SB17,141.5
142.0,-41.55106,79.2238,13.8565,17.9794,5.22,8.8245,,,,,,SB17,142.0
142.5,-40.69731,79.5894,13.7303,17.361,5.0495,8.26,,,,,,SB17,142.5
143.0,-42.25116,80.6162,13.6949,17.3036,5.0522,8.1198,,,,,,SB17,143.0
143.5,-43.84942,83.3347,14.0742,18.0035,5.1469,8.1982,,,,,,SB17,143.5
144.0,-44.52868,84.2748,14.2018,19.867,5.3617,8.3495,,,,,,SB17,144.0
144.5,-43.35123,84.0665,13.8055,22.3795,5.5986,8.7782,,,,,,SB17,144.5
145.0,-41.18089,82.9326,13.4184,23.8054,5.8395,9.1854,,,,,,SB17,145.0
145.5,-40.60284,81.9096,13.2028,24.6918,6.0385,9.6447,,,,,,SB17,145.5
146.0,-40.5038,80.8355,13.5002,26.0456,6.2154,10.21,,,,,,SB17,146.0
146.5,-40.23915,79.7614,13.8971,27.5228,6.2058,10.8578,,,,,,SB17,146.5
147.0,-40.23871,78.6998,13.8397,27.8836,6.1963,11.2799,,,,,,SB17,147.0
147.5,-41.19067,78.3761,13.7185,28.1009,6.309,12.0236,,,,,,SB17,147.5
148.0,-41.97662,77.8771,14.3178,29.9722,6.6171,12.8856,,,,,,SB17,148.0
148.5,-41.51968,76.9034,15.0148,33.0397,6.9567,12.8762,,,,,,SB17,148.5
149.0,-39.17033,75.3727,15.5548,34.3256,6.9818,12.8547,,,,,,SB17,149.0
149.5,-38.24419,73.409,15.9446,33.6949,6.9474,13.1268,,,,,,SB17,149.5
150.0,-40.07254,74.1327,16.0397,32.7484,6.9946,13.6469,,,,,,SB17,150.0
150.5,-42.7074,74.9791,15.9125,32.1088,7.0868,14.2437,,,,,,SB17,150.5
151.0,-43.30975,74.6471,16.1311,32.0795,7.3182,15.425,,,,,,SB17,151.0
151.5,-41.83061,74.2944,16.4003,33.5773,7.7379,16.4194,,,,,,SB17,151.5
152.0,-39.72486,74.4515,16.1719,35.2969,8.0609,16.9972,,,,,,SB17,152.0
152.5,-40.44432,74.3288,15.9576,35.9665,8.3973,17.2846,,,,,,SB17,152.5
153.0,-42.86768,72.9434,16.1168,34.115,8.5051,17.2084,,,,,,SB17,153.0
153.5,-44.94243,71.1595,16.2601,31.3997,8.3199,17.009,,,,,,SB17,153.5
154.0,-43.89259,71.111,16.1147,28.8195,8.1388,16.7899,,,,,,SB17,154.0
154.5,-41.81564,71.2305,15.8302,26.7105,7.9616,15.8221,,,,,,SB17,154.5
155.0,-42.2722,71.4707,16.0761,25.1549,7.773,14.6175,,,,,,SB17,155.0
155.5,-43.68745,71.6311,15.9996,23.148,7.5828,13.5473,,,,,,SB17,155.5
156.0,-44.61941,71.2026,15.8443,20.7567,7.4058,12.869,,,,,,SB17,156.0
156.5,-45.85067,70.1892,15.7424,17.9711,7.2676,11.7994,,,,,,SB17,156.5
157.0,-47.77562,68.7083,15.7404,16.261,7.0479,11.023,,,,,,SB17,157.0
157.5,-47.17808,67.7461,15.8043,15.0086,6.9828,10.2453,,,,,,SB17,157.5
158.0,-44.01593,67.9626,16.2397,13.7718,6.6603,9.4394,,,,,,SB17,158.0
158.5,-41.01199,68.6527,16.421,13.0064,6.3738,8.8882,,,,,,SB17,158.5
159.0,-39.80364,68.8025,16.0044,12.26,6.2434,8.6187,,,,,,SB17,159.0
159.5,-40.0,67.3438,15.6715,11.4503,6.3402,9.0702,,,,,,SB17,159.5
160.0,-39.39378,66.7675,16.1368,10.8131,6.6914,9.3992,,,,,,SB17,160.0
160.5,-39.39947,66.021,16.7406,10.5939,7.3499,10.0906,,,,,,SB17,160.5
161.0,-40.91095,63.4504,17.0177,11.3071,8.4199,10.3643,,,,,,SB17,161.0
161.5,-42.68324,61.6977,15.5849,12.1146,9.3052,10.6454,,,,,,SB17,161.5
162.0,-42.45432,63.342,15.6145,12.86,9.2699,11.1979,,,,,,SB17,162.0
162.5,-42.53381,66.7867,15.8415,13.1136,9.0052,11.8416,,,,,,SB17,162.5
163.0,-43.3818,70.8681,15.0615,11.4298,8.926,12.9496,,,,,,SB17,163.0
163.5,-45.44008,75.6263,15.0209,10.6822,9.4269,14.2416,,,,,,SB17,163.5
164.0,-47.97227,80.1547,14.8743,10.2223,10.4439,15.6626,,,,,,SB17,164.0
164.5,-52.27065,81.7832,15.0193,12.1115,11.5706,14.7707,,,,,,SB17,164.5
165.0,-51.21573,80.3276,15.0317,17.3634,11.5085,13.6202,,,,,,SB17,165.0
165.5,-50.1608,79.2107,14.9736,17.5483,10.7055,13.3208,,,,,,SB17,165.5
166.0,-47.99477,80.7373,14.8667,13.4723,9.9585,13.6677,,,,,,SB17,166.0
166.5,-48.21389,82.0821,14.9651,11.1293,9.6783,14.2283,,,,,,SB17,166.5
167.0,-49.45238,82.555,15.0081,11.7077,9.44,14.0438,,,,,,SB17,167.0
167.5,-49.89137,82.098,14.9484,12.2202,9.2075,13.2386,,,,,,SB17,167.5
168.0,-49.95395,80.9563,15.1485,12.4895,8.6918,11.9731,,,,,,SB17,168.0
168.5,-50.82473,80.1079,15.6467,12.0935,8.227,11.023,,,,,,SB17,168.5
169.0,-51.62312,80.0953,16.2045,11.7529,7.8349,10.3726,,,,,,SB17,169.0
169.5,-51.98501,81.1466,16.7783,11.4835,7.4735,9.6948,,,,,,SB17,169.5
170.0,-52.85469,82.7412,16.5104,11.377,7.2288,9.5145,,,,,,SB17,170.0
170.5,-53.46937,84.1409,15.7871,11.2326,6.992,9.5395,,,,,,SB17,170.5
171.0,-52.09536,85.83,15.3192,10.918,6.9339,9.5165,,,,,,SB17,171.0
171.5,-49.25954,86.8718,14.8271,10.805,6.9587,9.4124,,,,,,SB17,171.5
172.0,-47.20313,85.916,14.6006,11.121,6.9455,9.2334,,,,,,SB17,172.0
172.5,-47.50492,83.0854,14.4808,11.4769,6.8549,9.13,,,,,,SB17,172.5
173.0,-48.9996,79.6471,14.5903,11.7108,6.6398,9.2124,,,,,,SB17,173.0
173.5,-49.26779,76.3126,14.6891,12.0806,6.7611,9.3508,,,,,,SB17,173.5
174.0,-48.82378,76.2242,14.804,13.3517,6.8846,9.4912,,,,,,SB17,174.0
174.5,-50.32265,77.8887,15.0153,15.4884,6.8162,9.6337,,,,,,SB17,174.5
175.0,-51.13624,79.155,14.7296,17.3799,6.6997,9.7784,,,,,,SB17,175.0
175.5,-49.13103,79.767,14.5018,19.0226,6.8078,9.8999,,,,,,SB17,175.5
176.0,-50.47231,80.5797,14.3814,20.1908,6.9176,10.0195,,,,,,SB17,176.0
176.5,-54.0825,82.8234,14.3168,21.2891,7.0258,10.1152,,,,,,SB17,176.5
177.0,-54.89989,83.9171,14.2521,22.4628,7.1301,9.8845,,,,,,SB17,177.0
177.5,-53.02767,84.9829,14.1069,23.8787,7.0513,9.659,,,,,,SB17,177.5
178.0,-50.74305,85.8754,14.0764,24.501,6.746,9.5027,,,,,,SB17,178.0
178.5,-49.15874,85.9211,14.0296,24.5396,6.5243,9.7256,,,,,,SB17,178.5
179.0,-48.86012,85.9756,13.8869,24.5493,6.6946,9.9537,,,,,,SB17,179.0
179.5,-48.03631,86.6997,13.8648,24.9792,6.8279,10.1872,,,,,,SB17,179.5
180.0,-47.0827,87.2444,13.75,26.8906,6.922,10.3606,,,,,,SB17,180.0
180.5,-48.13838,86.4051,13.512,27.7727,7.081,10.4824,,,,,,SB17,180.5
181.0,-48.77667,85.6841,13.3536,27.1,7.2983,10.6137,,,,,,SB17,181.0
181.5,-47.17506,85.3317,13.2794,26.2734,7.5223,11.0569,,,,,,SB17,181.5
182.0,-45.21624,86.3866,13.0662,26.4611,7.7531,11.5654,,,,,,SB17,182.0
182.5,-48.93473,87.79,13.0767,27.0034,7.991,11.8794,,,,,,SB17,182.5
183.0,-54.99371,88.0878,13.1081,27.5514,8.1305,12.1057,,,,,,SB17,183.0
183.5,-57.49599,86.9119,13.1127,27.5691,8.084,12.5474,,,,,,SB17,183.5
184.0,-57.23708,84.8996,13.1173,27.3799,7.9117,12.2962,,,,,,SB17,184.0
184.5,-55.87077,82.5213,13.1534,27.2912,7.738,11.9172,,,,,,SB17,184.5
185.0,-54.30805,80.0677,13.2767,27.1849,7.6478,11.4932,,,,,,SB17,185.0
185.5,-53.53294,78.1718,13.3842,27.0853,7.5817,11.0907,,,,,,SB17,185.5
186.0,-51.91382,76.8767,13.0425,26.9868,7.5792,10.8401,,,,,,SB17,186.0
186.5,-50.7252,77.0883,13.0858,26.9352,7.5898,10.7509,,,,,,SB17,186.5
187.0,-49.33039,77.0195,13.1223,27.2774,7.5798,10.7515,,,,,,SB17,187.0
187.5,-47.74478,76.0025,13.1569,27.8285,7.5724,10.7522,,,,,,SB17,187.5
188.0,-46.24876,75.1441,13.2183,28.2194,7.6504,10.6858,,,,,,SB17,188.0
188.5,-44.51595,75.5188,13.2419,28.5673,7.6952,10.6219,,,,,,SB17,188.5
189.0,-44.89063,76.2301,13.2286,29.0344,7.6103,10.8073,,,,,,SB17,189.0
189.5,-47.90992,76.5165,13.3606,29.3138,7.5132,11.0644,,,,,,SB17,189.5
190.0,-53.0293,76.5025,13.4703,28.6661,7.5294,11.3275,,,,,,SB17,190.0
190.5,-52.49719,76.3499,13.4927,27.5144,7.6311,11.5969,,,,,,SB17,190.5
191.0,-48.44557,76.3338,13.3192,27.15,7.7663,11.6673,,,,,,SB17,191.0
191.5,-42.04586,76.5684,13.365,27.5094,7.9438,11.5932,,,,,,SB17,191.5
192.0,-42.93874,76.763,13.5718,27.5344,7.9167,11.5196,,,,,,SB17,192.0
192.5,-44.74173,76.8761,13.6232,27.3786,7.8898,11.497,,,,,,SB17,192.5
193.0,-45.65871,77.171,13.6225,27.3456,7.9024,11.8462,,,,,,SB17,193.0
193.5,-46.8183,77.4384,13.5301,27.356,7.9563,12.3865,,,,,,SB17,193.5
194.0,-46.19779,76.2479,13.4376,27.6492,8.0106,12.3774,,,,,,SB17,194.0
194.5,-45.46247,75.0574,13.6642,28.2327,8.1938,12.3684,,,,,,SB17,194.5
195.0,-45.40656,73.9204,13.7354,28.4594,8.2557,12.3594,,,,,,SB17,195.0
195.5,-46.00714,75.0522,13.6348,28.4736,8.3152,12.3504,,,,,,SB17,195.5
196.0,-46.94063,76.184,13.6876,27.6581,8.3752,12.3413,,,,,,SB17,196.0
196.5,-49.65221,76.0816,14.01,26.3834,8.4357,12.3323,,,,,,SB17,196.5
197.0,-51.3955,74.7767,14.3582,26.0851,8.4965,12.3629,,,,,,SB17,197.0
197.5,-50.89148,73.0754,14.5918,26.4416,8.5578,12.3933,,,,,,SB17,197.5
198.0,-48.87777,72.6827,14.8305,26.2449,8.4125,12.3465,,,,,,SB17,198.0
198.5,-47.75385,72.5515,14.8329,25.4406,8.2162,12.3426,,,,,,SB17,198.5
199.0,-46.44834,71.653,14.6484,25.02,8.1711,12.4184,,,,,,SB17,199.0
199.5,-45.84513,71.1281,14.2555,25.1327,8.2032,12.3482,,,,,,SB17,199.5
200.0,-45.10771,71.1735,14.394,25.2224,8.1742,12.22,,,,,,SB17,200.0
200.5,-43.6572,71.2189,14.5273,25.2813,8.1635,12.0374,,,,,,SB17,200.5
201.0,-41.95708,71.208,14.4272,25.3213,8.2217,11.9457,,,,,,SB17,201.0
201.5,-43.68097,71.7001,14.578,25.3709,8.2184,11.9481,,,,,,SB17,201.5
202.0,-45.95805,74.4417,14.9023,25.5046,8.1699,11.9511,,,,,,SB17,202.0
202.5,-46.19704,77.0216,14.5699,25.781,8.14,11.9805,,,,,,SB17,202.5
203.0,-49.17062,78.4776,14.5267,25.8894,8.1944,12.1607,,,,,,SB17,203.0
203.5,-51.00291,78.6141,14.5546,25.7582,8.2486,12.3171,,,,,,SB17,203.5
204.0,-50.0558,78.388,14.7604,25.6889,8.2913,12.4736,,,,,,SB17,204.0
204.5,-46.10828,78.8347,15.1351,25.2543,8.3535,12.6322,,,,,,SB17,204.5
205.0,-42.86126,79.2729,15.0718,24.2921,8.4161,12.9211,,,,,,SB17,205.0
205.5,-42.51985,79.1936,15.0085,23.6788,8.4793,12.7121,,,,,,SB17,205.5
206.0,-43.20663,78.4152,14.7987,24.0524,8.4961,12.4864,,,,,,SB17,206.0
206.5,-43.24252,78.6343,14.277,24.7935,8.4658,12.3147,,,,,,SB17,206.5
207.0,-42.21191,78.9894,14.1237,24.8239,8.4357,12.2441,,,,,,SB17,207.0
207.5,-42.16159,79.3608,13.973,24.6782,8.4056,12.183,,,,,,SB17,207.5
208.0,-42.19868,79.9268,13.8223,24.6243,8.3757,12.2417,,,,,,SB17,208.0
208.5,-42.29626,80.3258,13.741,24.6786,8.4214,12.2319,,,,,,SB17,208.5
209.0,-43.97055,80.2803,13.7642,24.9874,8.538,12.1247,,,,,,SB17,209.0
209.5,-48.56903,80.4301,13.8946,25.6274,8.729,12.084,,,,,,SB17,209.5
210.0,-52.21201,81.5939,13.9905,25.9734,8.646,11.8385,,,,,,SB17,210.0
210.5,-50.1697,82.0454,14.0864,25.9387,8.5783,11.7836,,,,,,SB17,210.5
211.0,-46.46309,81.9121,14.1642,25.487,8.5823,12.2819,,,,,,SB17,211.0
211.5,-43.69697,82.1713,14.1779,25.3962,8.7134,12.714,,,,,,SB17,211.5
212.0,-43.41616,83.2181,14.1106,26.6754,8.7662,13.0044,,,,,,SB17,212.0
212.5,-43.40594,83.6493,14.0374,28.452,8.7983,13.0267,,,,,,SB17,212.5
213.0,-43.67933,82.9777,14.0785,29.651,8.837,13.0614,,,,,,SB17,213.0
213.5,-44.33881,80.2133,14.1148,30.1911,8.8872,13.1191,,,,,,SB17,213.5
214.0,-44.2735,78.0457,14.1421,30.2316,8.9377,13.2161,,,,,,SB17,214.0
214.5,-43.14228,78.0319,14.0988,30.2583,8.986,13.3282,,,,,,SB17,214.5
215.0,-44.26377,79.6828,14.0964,30.7269,8.9238,13.7436,,,,,,SB17,215.0
215.5,-47.24886,80.8345,14.1421,31.7671,8.866,13.9239,,,,,,SB17,215.5
216.0,-50.92374,81.9863,14.6908,32.0205,9.2232,14.2405,,,,,,SB17,216.0
216.5,-54.30843,82.3826,15.2928,31.2444,9.7203,14.6647,,,,,,SB17,216.5
217.0,-53.58651,80.9963,15.4268,30.8057,9.9994,14.7001,,,,,,SB17,217.0
217.5,-49.5442,79.9342,15.2667,30.384,10.1143,14.5963,,,,,,SB17,217.5
218.0,-45.18458,80.181,15.0998,29.3034,9.7565,14.2408,,,,,,SB17,218.0
218.5,-44.07246,80.9568,15.0202,28.3349,9.6974,14.0141,,,,,,SB17,218.5
219.0,-44.86975,80.5952,15.1699,27.8184,9.6387,13.9235,,,,,,SB17,219.0
219.5,-46.76784,79.7679,15.2538,27.6515,9.5756,14.0003,,,,,,SB17,219.5
220.0,-47.27132,79.0058,15.0877,27.9739,9.5105,14.27,,,,,,SB17,220.0
220.5,-45.07301,78.6329,14.8915,28.3351,9.4457,14.2974,,,,,,SB17,220.5
221.0,-44.3271,77.5179,14.8571,28.1611,9.4349,13.7997,,,,,,SB17,221.0
221.5,-45.69098,76.9823,14.9282,27.967,9.504,13.4757,,,,,,SB17,221.5
222.0,-47.41277,77.7729,14.9514,27.9442,9.5736,13.672,,,,,,SB17,222.0
222.5,-50.35695,78.4962,15.0428,27.8125,9.6864,13.8994,,,,,,SB17,222.5
223.0,-52.93313,79.2379,14.9558,27.4494,9.875,14.339,,,,,,SB17,223.0
223.5,-51.42202,80.2919,15.2054,26.7638,10.1622,15.0807,,,,,,SB17,223.5
224.0,-47.41221,81.2191,15.1541,26.1859,10.4577,15.7533,,,,,,SB17,224.0
224.5,-43.86349,81.6692,15.313,26.2735,10.7618,16.3505,,,,,,SB17,224.5
225.0,-43.95258,82.0768,15.5078,27.2984,10.8735,16.8951,,,,,,SB17,225.0
225.5,-45.02066,82.2026,15.6089,27.6738,10.8577,16.6572,,,,,,SB17,225.5
226.0,-46.65595,82.2322,15.5457,26.86,10.8418,16.6908,,,,,,SB17,226.0
226.5,-47.45794,82.4177,15.3901,26.4378,10.826,16.8418,,,,,,SB17,226.5
227.0,-44.86702,82.949,15.3489,27.5937,10.8102,17.1263,,,,,,SB17,227.0
227.5,-42.5501,83.4493,15.4203,29.6919,10.7834,17.2134,,,,,,SB17,227.5
228.0,-44.01189,83.874,15.7911,31.5659,10.7508,17.0762,,,,,,SB17,228.0
228.5,-48.14738,84.5789,15.8921,32.8581,10.7042,16.9639,,,,,,SB17,228.5
229.0,-52.46556,84.0186,15.8554,33.3654,10.6229,16.7909,,,,,,SB17,229.0
229.5,-54.81075,80.5377,16.3461,33.7879,10.6953,16.8053,,,,,,SB17,229.5
230.0,-54.84203,77.0029,16.2045,33.1859,10.9171,16.8137,,,,,,SB17,230.0
