DEPT,SP,GR,CALI,BITSIZE,MSFL,LL8,ILM,ILD,NPHI,RHOB,DT,MUDWGT,well_name,DEPTH
1783.5,-7.73975,79.4161,19.9985,17.5,,13.6319,12.4453,14.5706,32.2546,2.5398,93.3978,9.5,AW1,1783.5
1784.0,-6.52393,79.1069,19.9986,17.5,,13.6369,12.4484,14.626,33.3538,2.5504,94.6627,9.5,AW1,1784.0
1784.5,-5.8201,77.378,19.9987,17.5,,13.6307,12.4137,14.6815,32.9164,2.5357,95.4496,9.5,AW1,1784.5
1785.0,-5.82086,76.3097,19.9988,17.5,,13.5769,12.3766,14.7373,33.4132,2.5317,94.7445,9.5,AW1,1785.0
1785.5,-5.82153,76.5562,19.9989,17.5,,13.4048,12.3397,14.768,34.7967,2.5007,95.7159,9.5,AW1,1785.5
1786.0,-5.8223,76.9825,19.999,17.5,,13.3323,12.3028,14.6899,35.214,2.5068,93.6482,9.5,AW1,1786.0
1786.5,-5.82303,78.3374,19.999,17.5,,13.2992,12.166,14.6123,34.6762,2.518,91.9766,9.5,AW1,1786.5
1787.0,-5.8237,79.2509,19.9991,17.5,,13.2659,11.9778,14.5351,34.6378,2.4967,92.9988,9.5,AW1,1787.0
1787.5,-5.85178,79.0394,19.9992,17.5,,13.2326,11.7926,14.4583,35.0447,2.5258,92.1361,9.5,AW1,1787.5
1788.0,-5.88065,77.4521,19.9993,17.5,,13.1995,11.6102,14.3819,35.4856,2.531,92.6046,9.5,AW1,1788.0
1788.5,-5.90952,75.2726,19.9994,17.5,,13.1664,11.4307,14.3059,35.983,2.4869,93.333,9.5,AW1,1788.5
1789.0,-5.92838,72.9706,19.9995,17.5,,13.138,11.3794,14.2158,36.977,2.4646,93.2753,9.5,AW1,1789.0
1789.5,-5.92044,73.3064,19.9996,17.5,,13.1127,11.4024,14.0958,36.7709,2.3825,92.2504,9.5,AW1,1789.5
1790.0,-5.91248,75.8026,19.9997,17.5,,13.0875,11.461,13.9768,36.4287,2.35,92.3392,9.5,AW1,1790.0
1790.5,-5.93555,77.5098,19.9998,17.5,,13.0623,11.6364,13.8588,36.6869,2.2965,92.043,9.5,AW1,1790.5
1791.0,-6.00793,78.0072,19.9999,17.5,,13.0372,11.8144,13.7418,37.9812,2.3145,92.5763,9.5,AW1,1791.0
1791.5,-6.08029,77.6725,20.0,17.5,,13.04,11.9952,13.6257,38.174,2.3752,92.1825,9.5,AW1,1791.5
1792.0,-6.07745,78.3769,20.0001,17.5,,13.0441,12.1788,13.7766,38.6073,2.383,92.0924,9.5,AW1,1792.0
1792.5,-6.0668,80.2192,20.0002,17.5,,13.0482,12.3481,13.9405,39.8147,2.3883,92.4856,9.5,AW1,1792.5
1793.0,-5.94168,79.9709,20.0003,17.5,,13.0935,12.3251,14.1064,39.3573,2.4459,92.8933,9.5,AW1,1793.0
1793.5,-5.92084,78.1232,20.0004,17.5,,13.1606,12.302,14.2742,37.4165,2.4745,92.9444,9.5,AW1,1793.5
1794.0,-5.74799,77.4691,20.0005,17.5,,13.2424,12.2791,14.4441,37.2944,2.4722,92.866,9.5,AW1,1794.0
1794.5,-5.50247,78.5497,20.0005,17.5,,13.3248,12.2561,14.6159,38.4797,2.4692,92.7035,9.5,AW1,1794.5
1795.0,-5.30801,78.9129,20.0006,17.5,,13.4076,12.2332,14.7898,38.8486,2.4749,92.3834,9.5,AW1,1795.0
1795.5,-5.2139,78.2101,20.0007,17.5,,13.491,12.2104,14.849,38.7414,2.4504,92.9238,9.5,AW1,1795.5
1796.0,-5.11975,78.5299,20.0008,17.5,,13.5749,12.1876,14.8283,39.7676,2.4252,93.3635,9.5,AW1,1796.0
1796.5,-5.02563,79.4973,20.0009,17.5,,13.6593,12.1915,14.8076,41.214,2.411,92.243,9.5,AW1,1796.5
1797.0,-4.98297,80.0299,20.001,17.5,,13.7293,12.2163,14.7869,41.1288,2.4025,91.1066,9.5,AW1,1797.0
1797.5,-5.03046,80.3427,20.0011,17.5,,13.744,12.2412,14.7662,39.6671,2.4136,90.6403,9.5,AW1,1797.5
1798.0,-5.078,80.0507,20.0012,17.5,,13.7588,12.2662,14.7456,37.5423,2.3847,88.9539,9.5,AW1,1798.0
1798.5,-5.01257,79.0781,20.0013,17.5,,13.7736,12.3203,14.725,36.6257,2.4134,89.26,9.5,AW1,1798.5
1799.0,-5.24933,78.6576,20.0014,17.5,,13.7884,12.3818,14.7095,36.0796,2.4462,89.6666,9.5,AW1,1799.0
1799.5,-5.48312,79.517,20.0015,17.5,,13.8357,12.4437,14.7046,35.9006,2.4443,89.9331,9.5,AW1,1799.5
1800.0,-5.53134,81.3749,20.0016,17.5,,13.889,12.5058,14.6997,36.1812,2.4526,91.0839,9.5,AW1,1800.0
1800.5,-5.57962,84.3313,20.0017,17.5,,13.9426,12.5683,14.6947,36.4618,2.442,90.7378,9.5,AW1,1800.5
1801.0,-5.62778,82.3312,20.0018,17.5,,13.9985,12.6311,14.6898,35.9331,2.435,90.5773,9.5,AW1,1801.0
1801.5,-5.65125,80.3093,20.0019,17.5,,14.0571,12.76,14.9088,35.3887,2.4737,89.8482,9.5,AW1,1801.5
1802.0,-5.65253,79.5996,20.002,17.5,,14.116,12.9908,15.1402,34.7329,2.4928,87.9694,9.5,AW1,1802.0
1802.5,-5.65378,79.849,20.0021,17.5,,14.2251,13.2258,15.3751,34.2457,2.4725,86.824,9.5,AW1,1802.5
1803.0,-5.84506,80.7843,20.0021,17.5,,14.4355,13.465,15.6136,35.8692,2.476,87.7566,9.5,AW1,1803.0
1803.5,-5.73529,81.3157,20.0022,17.5,,14.5065,13.7085,15.8559,37.0286,2.4946,87.5291,9.5,AW1,1803.5
1804.0,-5.62558,80.4861,20.0023,17.5,,14.6539,13.8852,16.1019,37.6739,2.4813,88.1354,9.5,AW1,1804.0
1804.5,-5.55344,78.4194,20.0024,17.5,,14.7803,13.9029,16.3517,37.2202,2.4941,88.4756,9.5,AW1,1804.5
1805.0,-5.73761,76.085,20.0025,17.5,,14.8883,13.9207,16.4915,35.7461,2.5301,88.3203,9.5,AW1,1805.0
1805.5,-6.22946,75.1718,20.0026,17.5,,14.8855,13.9385,16.5515,32.9344,2.5379,88.697,9.5,AW1,1805.5
1806.0,-6.59613,76.3263,20.0027,17.5,,15.4162,14.0311,16.6117,31.1897,2.5337,89.1143,9.5,AW1,1806.0
1806.5,-6.41711,77.9552,20.0028,17.5,,15.4568,14.2288,16.6722,30.6166,2.5116,89.5949,9.5,AW1,1806.5
1807.0,-6.05176,78.8435,20.0029,17.5,,15.4867,14.4292,16.7329,30.6594,2.52,89.8367,9.5,AW1,1807.0
1807.5,-5.6994,77.8971,20.003,17.5,,15.5166,14.6324,16.7938,31.114,2.5488,89.5227,9.5,AW1,1807.5
1808.0,-5.68979,78.51,20.0031,17.5,,15.5466,14.8386,16.8112,31.6372,2.5506,88.7526,9.5,AW1,1808.0
1808.5,-5.74515,78.6719,20.0032,17.5,,15.5766,14.9017,16.7553,32.2359,2.563,87.4946,9.5,AW1,1808.5
1809.0,-5.69562,76.6888,20.0033,17.5,,15.6067,14.6655,16.6996,32.7838,2.5457,87.7803,9.5,AW1,1809.0
1809.5,-5.82547,76.2935,20.0034,17.5,,15.6719,14.433,16.6441,31.5419,2.5649,88.457,9.5,AW1,1809.5
1810.0,-6.22244,77.8323,20.0035,17.5,,15.7395,14.2041,16.636,30.3363,2.6006,88.4135,9.5,AW1,1810.0
1810.5,-6.52759,79.1611,20.0036,17.5,,15.8074,13.9789,16.6296,30.1235,2.6069,87.6938,9.5,AW1,1810.5
1811.0,-6.83286,80.0775,20.0037,17.5,,15.8755,13.8274,16.6232,30.0127,2.6091,85.9724,9.5,AW1,1811.0
1811.5,-7.13812,79.8469,20.0037,17.5,,15.944,14.061,16.6187,29.9886,2.6,84.7709,9.5,AW1,1811.5
1812.0,-7.1272,80.1935,20.0038,17.5,,16.0127,14.2926,16.6862,30.7331,2.5747,84.4069,9.5,AW1,1812.0
1812.5,-7.00696,79.3765,20.0039,17.5,,16.0458,14.5153,16.7539,31.5621,2.5375,84.5692,9.5,AW1,1812.5
1813.0,-6.88663,78.4178,20.004,17.5,,16.0545,14.7415,16.8219,32.4721,2.5367,84.7216,9.5,AW1,1813.0
1813.5,-6.7663,78.7098,20.0041,17.5,,16.0632,14.9712,16.8902,33.4235,2.5488,84.8285,9.5,AW1,1813.5
1814.0,-6.64594,78.5689,20.0042,17.5,,16.072,15.2156,16.9588,34.3206,2.5428,84.1669,9.5,AW1,1814.0
1814.5,-6.55011,78.1852,20.0043,17.5,,16.2593,15.474,17.2257,34.9023,2.4959,83.5109,9.5,AW1,1814.5
1815.0,-6.70407,76.8985,20.0044,17.5,,16.4618,15.7368,17.5925,33.7491,2.5263,83.3068,9.5,AW1,1815.0
1815.5,-7.36005,75.3483,20.0045,17.5,,16.682,16.0041,17.967,32.9824,2.5698,83.4029,9.5,AW1,1815.5
1816.0,-8.01599,74.64,20.0046,17.5,,17.0366,16.2759,18.3496,32.2696,2.5897,83.9991,9.5,AW1,1816.0
1816.5,-8.13217,74.7604,20.0047,17.5,,17.5429,16.5523,18.7403,32.2735,2.5838,84.4137,9.5,AW1,1816.5
1817.0,-7.59763,75.7203,20.0048,17.5,,17.732,16.7021,19.1393,32.4967,2.5887,84.363,9.5,AW1,1817.0
1817.5,-6.9003,75.3001,20.0049,17.5,,17.9398,16.8089,19.4036,32.4743,2.593,84.0589,9.5,AW1,1817.5
1818.0,-6.41336,73.5557,20.005,17.5,,18.1501,16.9163,19.641,31.8909,2.5888,83.4129,9.5,AW1,1818.0
1818.5,-6.24963,71.4579,20.0051,17.5,,18.3628,17.0244,19.8812,30.9284,2.5952,82.4725,9.5,AW1,1818.5
1819.0,-6.08588,69.7921,20.0052,17.5,,18.578,17.1332,20.1244,30.2165,2.6067,81.4793,9.5,AW1,1819.0
1819.5,-6.24136,69.4514,20.0052,17.5,,18.7958,17.2427,20.3706,29.7776,2.6121,81.0054,9.5,AW1,1819.5
1820.0,-6.5498,69.2767,20.0053,17.5,,19.0161,17.3529,20.6211,29.5165,2.5989,81.0986,9.5,AW1,1820.0
1820.5,-6.85828,68.9656,20.0054,17.5,,19.2389,17.447,20.8855,31.7385,2.5951,81.7603,9.5,AW1,1820.5
1821.0,-7.15213,69.4712,20.0055,17.5,,19.3822,17.5209,21.1533,33.7608,2.602,82.6932,9.5,AW1,1821.0
1821.5,-7.7623,69.9884,20.0056,17.5,,19.5103,17.5952,21.4245,34.4255,2.6063,82.8195,9.5,AW1,1821.5
1822.0,-7.36707,70.9091,20.0057,17.5,,19.6393,17.7859,21.6992,33.8001,2.615,82.4444,9.5,AW1,1822.0
1822.5,-6.77304,71.6413,20.0058,17.5,,19.7691,18.2953,21.9775,32.8938,2.5872,81.8616,9.5,AW1,1822.5
1823.0,-7.14169,71.2094,20.0059,17.5,,20.0165,18.8192,22.2593,31.9232,2.5654,81.9283,9.5,AW1,1823.0
1823.5,-7.37326,69.8476,19.9612,17.5,,20.3231,19.3582,22.4328,32.4774,2.5802,82.1283,9.5,AW1,1823.5
1824.0,-7.2894,67.8567,19.6532,17.5,,20.6345,19.8203,22.6065,33.2227,2.5911,82.1178,9.5,AW1,1824.0
1824.5,-7.18646,67.6131,19.5036,17.5,,20.8854,19.8557,22.7815,33.7616,2.5986,81.9845,9.5,AW1,1824.5
1825.0,-7.03165,68.2784,19.6023,17.5,,20.8608,19.891,22.958,33.5209,2.6068,81.5312,9.5,AW1,1825.0
1825.5,-6.86392,67.6553,19.731,17.5,,20.8362,19.9265,23.1357,32.5382,2.6042,81.5699,9.5,AW1,1825.5
1826.0,-6.69626,66.5867,19.7337,17.5,,20.8117,19.8818,23.3149,31.2912,2.582,81.6304,9.5,AW1,1826.0
1826.5,-6.52853,65.6831,19.786,17.5,,20.7409,19.4119,23.4954,30.3559,2.5673,81.6937,9.5,AW1,1826.5
1827.0,-6.26501,65.2924,19.9337,17.5,,20.6473,18.9532,23.5511,29.7374,2.5902,81.5652,9.5,AW1,1827.0
1827.5,-6.65146,66.2828,20.0004,17.5,,20.5541,18.8717,23.5797,29.6915,2.5836,81.1171,9.6,AW1,1827.5
1828.0,-7.12021,68.3062,20.0011,17.5,,20.1536,19.0192,23.6083,31.4013,2.5987,80.8808,9.6,AW1,1828.0
1828.5,-7.59048,70.1544,20.0017,17.5,,19.9953,19.1678,23.6369,32.7129,2.6153,80.9794,9.6,AW1,1828.5
1829.0,-7.65305,69.6451,20.0024,17.5,,20.2254,19.3175,23.6655,34.1799,2.6186,81.2378,9.6,AW1,1829.0
1829.5,-7.68933,66.8716,20.0031,17.5,,20.4582,19.4587,23.8068,33.216,2.6232,81.6096,9.6,AW1,1829.5
1830.0,-7.72568,65.1246,20.0038,17.5,,20.6936,19.5906,23.9916,32.701,2.6143,81.8707,9.6,AW1,1830.0
1830.5,-7.76184,64.9351,20.0045,17.5,,20.9318,19.7233,24.1568,32.3622,2.5987,81.9532,9.6,AW1,1830.5
1831.0,-7.77411,64.9804,20.0052,17.5,,21.1727,19.857,24.2723,32.0236,2.5944,82.2991,9.6,AW1,1831.0
1831.5,-7.78638,65.8777,20.0059,17.5,,21.2117,19.9916,24.3884,31.5365,2.5874,82.5812,9.6,AW1,1831.5
1832.0,-7.64413,67.2214,20.0065,17.5,,21.2044,20.0132,24.4846,31.1579,2.5976,82.5786,9.6,AW1,1832.0
1832.5,-7.31229,68.475,20.0072,17.5,,21.197,19.933,24.6998,30.7745,2.61,82.7206,9.6,AW1,1832.5
1833.0,-7.93808,69.5202,20.0079,17.5,,21.1897,19.8532,24.3699,29.9712,2.5995,82.6056,9.6,AW1,1833.0
1833.5,-8.50653,69.3592,20.0106,17.5,,21.1619,19.7736,24.2324,29.4194,2.5782,82.5069,9.6,AW1,1833.5
1834.0,-8.02371,67.1883,20.0369,17.5,,21.0378,19.6944,24.0957,29.5682,2.581,82.5321,9.6,AW1,1834.0
1834.5,-7.37823,65.1325,20.0631,17.5,,20.9144,19.5566,23.9597,29.896,2.5903,82.447,9.6,AW1,1834.5
1835.0,-7.32901,66.0745,20.0785,17.5,,20.8166,19.4125,23.8245,30.5997,2.5978,82.0186,9.6,AW1,1835.0
1835.5,-7.47379,68.304,20.0804,17.5,,20.7348,19.2695,23.6868,30.9423,2.6023,81.9352,9.6,AW1,1835.5
1836.0,-7.61865,70.1862,20.0597,17.5,,20.6533,19.1715,23.5212,31.428,2.6068,82.082,9.6,AW1,1836.0
1836.5,-7.76352,70.6464,20.0461,17.5,,20.5721,19.1539,23.3567,32.3529,2.602,81.692,9.6,AW1,1836.5
1837.0,-7.87137,69.1332,20.0368,17.5,,20.5591,19.1364,23.1934,32.6419,2.5779,81.7015,9.6,AW1,1837.0
1837.5,-7.71832,66.7373,20.0335,17.5,,20.5494,19.1189,23.2197,31.9073,2.5724,81.7473,9.6,AW1,1837.5
1838.0,-7.8605,64.9487,20.0246,17.5,,20.5397,19.1013,23.2738,31.3419,2.5694,81.5777,9.6,AW1,1838.0
1838.5,-8.25577,64.047,20.0416,17.5,,20.53,19.1429,23.328,31.0083,2.5727,81.5313,9.6,AW1,1838.5
1839.0,-8.51553,64.5325,20.0912,17.5,,20.5203,19.3122,23.3823,31.3322,2.5786,81.3022,9.6,AW1,1839.0
1839.5,-9.6918,65.9852,20.1087,17.5,,20.6303,19.483,23.4368,31.3585,2.5818,81.2534,9.6,AW1,1839.5
1840.0,-10.73416,66.4921,20.1133,17.5,,20.8146,19.6553,23.494,30.9653,2.5779,85.411,9.6,AW1,1840.0
1840.5,-10.09201,65.6786,20.0686,17.5,,21.0006,19.8292,23.6017,30.724,2.5744,80.975,9.6,AW1,1840.5
1841.0,-9.44977,64.0839,20.0223,17.5,,21.1883,20.0046,23.7098,30.2789,2.5728,79.3327,9.6,AW1,1841.0
1841.5,-8.82535,63.5839,20.0178,17.5,,21.2421,19.8445,23.8185,29.3406,2.5737,79.815,9.6,AW1,1841.5
1842.0,-8.6788,64.149,20.0178,17.5,,21.1969,19.6612,24.0689,28.8351,2.5908,80.1392,9.6,AW1,1842.0
1842.5,-8.53229,64.0349,20.0177,17.5,,21.1518,19.4796,24.4485,29.2496,2.6022,80.2996,9.6,AW1,1842.5
1843.0,-8.38574,63.1328,20.0176,17.5,,21.1068,19.544,24.8104,29.433,2.5989,80.36,9.6,AW1,1843.0
1843.5,-8.23929,63.4585,20.0176,17.5,,21.0619,19.9242,25.1702,29.8619,2.597,80.3538,9.6,AW1,1843.5
1844.0,-8.06436,65.1338,20.0175,17.5,,21.2596,20.3118,25.3753,30.5551,2.5807,80.4553,9.6,AW1,1844.0
1844.5,-7.79852,66.2676,20.0174,17.5,,21.5227,20.6626,25.5613,30.5662,2.5834,80.3744,9.6,AW1,1844.5
1845.0,-7.6767,66.7946,20.0173,17.5,,21.7891,20.6901,25.7411,29.6924,2.5852,80.4941,9.6,AW1,1845.0
1845.5,-7.80435,66.6351,20.0173,17.5,,21.9924,20.7177,25.8242,28.8053,2.5832,80.7387,9.6,AW1,1845.5
1846.0,-7.94241,67.0837,20.0172,17.5,,22.1634,20.7452,25.9075,29.0423,2.587,80.9649,9.6,AW1,1846.0
1846.5,-8.66998,68.5965,20.0171,17.5,,22.2526,20.7728,25.9911,29.2564,2.5905,81.3138,9.6,AW1,1846.5
1847.0,-8.97516,69.288,20.0171,17.5,,22.3364,20.8004,26.075,29.3545,2.5773,81.6987,9.6,AW1,1847.0
1847.5,-9.2803,68.9892,20.017,17.5,,22.4204,20.8281,26.1591,28.8733,2.5627,81.9153,9.6,AW1,1847.5
1848.0,-9.51135,65.5556,20.0169,17.5,,22.5048,20.8558,26.2435,28.1438,2.5528,81.6153,9.6,AW1,1848.0
1848.5,-9.42322,64.7843,20.0168,17.5,,22.5895,20.8836,26.2609,27.6833,2.5519,81.2187,9.6,AW1,1848.5
1849.0,-9.33508,66.7055,20.0168,17.5,,22.6746,20.8944,26.1346,27.3026,2.5716,81.3573,9.6,AW1,1849.0
1849.5,-9.24686,67.7107,20.0167,17.5,,22.7599,20.9019,26.0088,26.1571,2.5863,81.4451,9.6,AW1,1849.5
1850.0,-9.28122,69.0416,20.0166,17.5,,22.833,20.9095,25.8836,25.665,2.5778,80.8012,9.6,AW1,1850.0
1850.5,-9.43069,70.4076,20.0166,17.5,,22.8791,20.917,25.759,25.3221,2.5679,80.2907,9.6,AW1,1850.5
1851.0,-9.58017,70.6252,20.0165,17.5,,22.9254,20.9245,25.6245,25.5431,2.5659,79.9542,9.6,AW1,1851.0
1851.5,-9.59442,70.0122,20.0164,17.5,,22.9718,20.9321,25.4526,25.7386,2.5581,79.9084,9.6,AW1,1851.5
1852.0,-9.10077,69.276,19.732,17.5,,23.0182,20.9396,25.2819,26.1682,2.5735,80.5823,9.6,AW1,1852.0
1852.5,-8.60706,69.3187,19.4433,17.5,,23.0647,20.9471,25.1123,26.7285,2.6066,81.4299,9.6,AW1,1852.5
1853.0,-8.1134,69.5565,19.359,17.5,,23.1004,20.9655,25.0695,27.1269,2.6048,81.9627,9.6,AW1,1853.0
1853.5,-7.86707,70.4128,19.2988,17.5,,22.95,21.0034,25.3334,27.59,2.5988,81.8892,9.6,AW1,1853.5
1854.0,-7.66614,71.4679,19.2987,17.5,,22.8005,21.0414,25.6001,27.9274,2.5957,82.1849,9.6,AW1,1854.0
1854.5,-7.46521,72.4786,19.3126,17.5,,22.652,21.0795,25.8696,27.5116,2.5845,82.9583,9.6,AW1,1854.5
1855.0,-7.26944,71.3173,19.3527,17.5,,22.5057,21.1176,25.8636,27.2144,2.5901,82.826,9.6,AW1,1855.0
1855.5,-7.26843,69.0396,19.3948,17.5,,22.4855,21.1558,25.8089,27.3117,2.5948,82.3615,9.6,AW1,1855.5
1856.0,-7.42188,70.7664,19.4369,17.5,,22.4654,21.194,25.7543,27.9473,2.5914,81.4871,9.6,AW1,1856.0
1856.5,-7.22086,71.7988,19.4791,17.5,,22.4452,21.2324,25.6998,28.6457,2.5905,80.6724,9.6,AW1,1856.5
1857.0,-7.30283,69.6356,19.5268,17.5,,22.4251,21.2708,25.6454,28.7489,2.5966,80.0584,9.6,AW1,1857.0
1857.5,-7.38568,67.7939,19.3448,17.5,,22.4051,21.3092,25.5283,28.7693,2.5818,80.1979,9.6,AW1,1857.5
1858.0,-7.44843,68.8946,19.2234,17.5,,22.385,21.3292,25.2081,27.8975,2.5905,81.2853,9.6,AW1,1858.0
1858.5,-7.5112,70.0954,19.2205,17.5,,22.3649,21.2776,24.8919,27.282,2.5916,82.4177,9.6,AW1,1858.5
1859.0,-7.57397,69.7864,19.136,17.5,,22.3449,21.2261,24.5797,28.137,2.584,82.9053,9.6,AW1,1859.0
1859.5,-7.87064,69.3794,19.1224,17.5,,22.3248,21.1747,24.5347,30.0309,2.5815,82.0852,9.6,AW1,1859.5
1860.0,-7.78241,69.6326,19.1088,17.5,,22.3017,21.1234,24.686,30.9533,2.5834,82.012,9.6,AW1,1860.0
1860.5,-7.69266,69.7485,19.1382,17.5,,22.2786,21.0723,24.89,31.135,2.5851,81.9039,9.6,AW1,1860.5
1861.0,-7.65652,69.3046,19.1979,17.5,,22.2555,21.0213,25.1086,30.9911,2.5823,82.1444,9.6,AW1,1861.0
1861.5,-7.32977,68.5794,19.226,17.5,,22.2383,20.9704,25.3292,31.1072,2.5853,82.4291,9.6,AW1,1861.5
1862.0,-7.32016,67.9464,19.2282,17.5,,22.269,20.9467,25.4307,31.0162,2.5846,82.0316,9.6,AW1,1862.0
1862.5,-7.31061,67.3563,19.2283,17.5,,22.2997,20.9978,25.4763,30.6644,2.5845,82.3361,9.6,AW1,1862.5
1863.0,-7.06308,66.1744,19.2273,17.5,,22.3304,21.049,25.522,29.7175,2.5866,82.4425,9.6,AW1,1863.0
1863.5,-6.49673,66.4955,19.2201,17.5,,22.3301,21.1003,25.897,28.5117,2.5919,82.975,9.6,AW1,1863.5
1864.0,-6.61441,67.8795,19.2,17.5,,22.3225,21.1518,25.6377,27.8462,2.592,83.7787,9.6,AW1,1864.0
1864.5,-7.43909,69.6165,19.1799,17.5,,22.288,21.2033,25.3047,27.6011,2.5921,83.2502,9.6,AW1,1864.5
1865.0,-8.74222,70.9187,19.1599,17.5,,22.249,21.2551,25.0376,27.9251,2.5881,82.7799,9.6,AW1,1865.0
1865.5,-8.0639,70.3711,19.1457,17.5,,22.2101,21.275,24.7733,28.4885,2.5807,82.066,9.6,AW1,1865.5
1866.0,-7.14496,70.0395,19.1379,17.5,,22.1712,21.1167,24.5118,28.6077,2.5872,80.0681,9.6,AW1,1866.0
1866.5,-7.13232,70.2942,19.1302,17.5,,22.1324,20.9595,24.2308,28.3075,2.5986,79.7055,9.6,AW1,1866.5
1867.0,-7.76678,70.9118,19.1224,17.5,,22.0937,20.8035,23.9381,28.4144,2.5957,79.9459,9.6,AW1,1867.0
1867.5,-8.17966,70.7602,19.1207,17.5,,22.055,20.6487,23.649,28.8632,2.5978,80.8227,9.6,AW1,1867.5
1868.0,-8.28091,69.982,19.1199,17.5,,21.8745,20.4482,23.4657,29.3177,2.5936,81.8819,9.6,AW1,1868.0
1868.5,-8.38208,69.1306,19.1191,17.5,,21.6779,20.1404,23.4111,29.4217,2.5818,81.7271,9.6,AW1,1868.5
1869.0,-8.48325,68.386,19.1183,17.5,,21.4831,19.9781,23.5156,28.7289,2.5758,81.1399,9.6,AW1,1869.0
1869.5,-8.4191,68.7843,19.1175,17.5,,21.4161,20.4797,23.6332,28.5561,2.5927,81.0184,9.6,AW1,1869.5
1870.0,-8.28818,69.854,19.1167,17.5,,21.7336,20.9939,23.7515,28.876,2.5901,81.2886,9.6,AW1,1870.0
1870.5,-8.15723,70.9236,19.1018,17.5,,22.0558,21.521,23.9905,29.8001,2.5691,81.4607,9.6,AW1,1870.5
1871.0,-8.02631,71.6451,19.0582,17.5,,22.3827,21.9632,24.6898,30.1208,2.5636,82.1022,9.6,AW1,1871.0
1871.5,-7.94116,70.5742,19.0102,17.5,,23.0355,22.215,25.4094,30.4637,2.5707,82.2082,9.6,AW1,1871.5
1872.0,-7.54752,68.5332,18.9622,17.5,,23.2964,22.3232,26.1499,29.447,2.5835,82.0407,9.6,AW1,1872.0
1872.5,-7.39099,66.2156,18.9143,17.5,,23.0202,21.8665,26.7293,28.1155,2.6107,81.9006,9.6,AW1,1872.5
1873.0,-7.33865,65.7682,18.8808,17.5,,22.5453,21.5312,26.7599,27.49,2.6085,81.5069,9.6,AW1,1873.0
1873.5,-7.28632,65.4343,18.8711,17.5,,22.1722,21.4787,26.4276,27.8949,2.5967,81.3456,9.6,AW1,1873.5
1874.0,-7.23398,64.8864,18.8615,17.5,,22.3376,21.4264,25.8705,28.1219,2.5826,80.9604,9.6,AW1,1874.0
1874.5,-7.18164,64.7549,18.8518,17.5,,22.4675,21.3742,25.3251,28.2993,2.5767,80.5064,9.6,AW1,1874.5
1875.0,-7.1293,64.8965,18.8422,17.5,,22.598,21.3221,25.0528,28.7165,2.5735,80.2094,9.6,AW1,1875.0
1875.5,-7.36417,65.4707,18.8325,17.5,,22.7294,21.2701,25.0886,28.7631,2.578,80.4531,9.6,AW1,1875.5
1876.0,-7.32892,66.0849,18.837,17.5,,22.8615,21.2182,25.1244,28.9365,2.586,81.1382,9.6,AW1,1876.0
1876.5,-7.28421,66.2249,18.8477,17.5,,22.9206,21.1665,25.1603,29.0155,2.5892,81.4453,9.6,AW1,1876.5
1877.0,-6.96954,67.1363,18.8585,17.5,,22.8693,21.1841,25.1963,29.1991,2.5942,81.5045,9.6,AW1,1877.0
1877.5,-7.18121,67.8471,18.8692,17.5,,22.8182,21.2138,25.2124,29.9672,2.5847,80.8955,9.6,AW1,1877.5
1878.0,-7.06061,66.9988,18.8741,17.5,,22.7672,21.2435,25.2139,31.2306,2.576,79.9886,9.6,AW1,1878.0
1878.5,-6.90472,66.2008,18.8775,17.5,,22.7163,21.2733,25.2153,32.0368,2.5751,79.5297,9.6,AW1,1878.5
1879.0,-7.11819,65.6553,18.8808,17.5,,22.7984,21.3031,25.2167,32.44,2.5779,79.0802,9.6,AW1,1879.0
1879.5,-7.53397,64.6932,18.8841,17.5,,22.9643,21.333,25.2182,31.4208,2.5769,79.1403,9.6,AW1,1879.5
1880.0,-7.70175,64.7451,18.8875,17.5,,23.1315,21.3629,25.2378,29.7299,2.5648,79.6749,9.6,AW1,1880.0
1880.5,-7.8078,65.2359,18.8908,17.5,,23.2998,21.3929,25.3976,28.4835,2.5609,80.2472,9.6,AW1,1880.5
1881.0,-7.92477,65.7637,18.8942,17.5,,23.4694,21.6265,25.5584,28.4084,2.5749,81.1073,9.6,AW1,1881.0
1881.5,-7.74393,66.6786,18.8975,17.5,,23.639,21.8632,25.7201,28.3053,2.5936,81.6491,9.6,AW1,1881.5
1882.0,-7.9375,68.0994,18.9015,17.5,,23.8093,22.1026,25.883,28.2226,2.6024,82.176,9.6,AW1,1882.0
1882.5,-8.22665,69.392,18.9081,17.5,,23.9808,22.3446,25.9367,28.5329,2.6113,82.0305,9.6,AW1,1882.5
1883.0,-8.51593,70.2656,18.9147,17.5,,24.0132,22.5893,25.9269,29.1331,2.6223,81.5403,9.6,AW1,1883.0
1883.5,-8.1604,70.7581,18.9213,17.5,,24.0366,22.8366,25.917,29.7557,2.6226,81.2539,9.6,AW1,1883.5
1884.0,-7.58905,69.5173,18.9279,17.5,,23.9289,22.6207,25.9072,30.5351,2.6129,80.9075,9.6,AW1,1884.0
1884.5,-7.05792,68.2242,18.9345,17.5,,23.9615,22.3688,25.8974,31.57,2.6097,81.3632,9.6,AW1,1884.5
1885.0,-7.11148,68.344,18.9412,17.5,,23.7516,22.1197,25.8875,32.126,2.6094,81.9596,9.6,AW1,1885.0
